Date,Time,"Gust Speed (S-WCF 21038195:21038470-2),m/s,Tracadie Wharf","Solar Radiation (S-LIB 21038195:21025504-1),W/m²,Tracadie Wharf","Rain (S-RGB 21038195:21038368-1),mm,Tracadie Wharf","Temperature (S-TMB 21038195:21098956-1),°C,Tracadie Wharf","Battery (RX3000 BATTERY 21038195:21038195-B),V,Tracadie Wharf","Wind Direction (S-WCF 21038195:21038454-3),°,Tracadie Wharf","Barometric Pressure (M-BP 21038195:21548412-1),kPa,Tracadie Wharf","Water Pressure (M-WP04 21038195:21558158-1),kPa,Tracadie Wharf","Diff Pressure (M-DP04 21038195:21558158-2),kPa,Tracadie Wharf","Water Temperature (M-WT 21038195:21558158-3),°C,Tracadie Wharf","Water Level (M-WL04 21038195:21558158-4),meters,Tracadie Wharf","Average wind speed (S-WCF 21038195:21038454-1),Km/h,Tracadie Wharf","Wind gust  speed (S-WCF 21038195:21038454-2),Km/h,Tracadie Wharf","Average Wind Speed (S-WCF 21038195:21038470-1),Km/h,Tracadie Wharf","Wind Gust Speed (S-WCF 21038195:21038470-2),Km/h,Tracadie Wharf","Wind Direction (S-WCF 21038195:21038470-3),°,Tracadie Wharf","Rain (S-RGB 21038195:20698368-1),mm,Tracadie Wharf","Temperature (S-TMB 21038195:21038284-1),°C,Tracadie Wharf","Wind Speed (S-WCF 21038195:21038470-1),m/s,Tracadie Wharf"
11/01/2023,00:00:00 -0300,,1,0,1.23,,213,,,,,,12,14,,,,,,
11/01/2023,00:02:00 -0300,,1,0,1.32,4.295,212,101.879,112.05,10.171,9.29,0.84565,12,13,,,,,,
11/01/2023,00:04:00 -0300,,1,0,1.26,,213,,,,,,12,14,,,,,,
11/01/2023,00:06:00 -0300,,1,0,1.29,,209,,,,,,12,16,,,,,,
11/01/2023,00:07:00 -0300,,,,,4.286,,101.873,111.92,10.047,9.19,0.8333,,,,,,,,
11/01/2023,00:08:00 -0300,,1,0,1.15,,209,,,,,,12,16,,,,,,
11/01/2023,00:10:00 -0300,,1,0,1.1,,206,,,,,,12,14,,,,,,
11/01/2023,00:12:00 -0300,,1,0,1.26,4.284,204,101.867,111.765,9.898,9.19,0.81847,11,14,,,,,,
11/01/2023,00:14:00 -0300,,1,0,1.23,,212,,,,,,11,13,,,,,,
11/01/2023,00:16:00 -0300,,1,0,1.15,,216,,,,,,12,14,,,,,,
11/01/2023,00:17:00 -0300,,,,,4.29,,101.871,111.698,9.827,9.19,0.81146,,,,,,,,
11/01/2023,00:18:00 -0300,,1,0,1.21,,218,,,,,,12,16,,,,,,
11/01/2023,00:20:00 -0300,,1,0,1.26,,216,,,,,,12,14,,,,,,
11/01/2023,00:22:00 -0300,,1,0,1.26,4.289,220,101.871,111.517,9.646,9.19,0.79339,13,16,,,,,,
11/01/2023,00:24:00 -0300,,1,0,1.34,,218,,,,,,13,17,,,,,,
11/01/2023,00:26:00 -0300,,1,0,1.32,,213,,,,,,13,18,,,,,,
11/01/2023,00:27:00 -0300,,,,,4.281,,101.87,111.317,9.447,9.19,0.77365,,,,,,,,
11/01/2023,00:28:00 -0300,,1,0,1.32,,218,,,,,,13,17,,,,,,
11/01/2023,00:30:00 -0300,,1,0,1.26,,216,,,,,,13,16,,,,,,
11/01/2023,00:32:00 -0300,,1,0,1.34,4.287,223,101.864,111.244,9.38,9.29,0.76692,12,16,,,,,,
11/01/2023,00:34:00 -0300,,1,0,1.37,,227,,,,,,13,18,,,,,,
11/01/2023,00:36:00 -0300,,1,0,1.4,,229,,,,,,13,17,,,,,,
11/01/2023,00:37:00 -0300,,,,,4.278,,101.867,111.077,9.21,9.39,0.75004,,,,,,,,
11/01/2023,00:38:00 -0300,,1,0,1.32,,233,,,,,,12,16,,,,,,
11/01/2023,00:40:00 -0300,,1,0,1.43,,233,,,,,,11,16,,,,,,
11/01/2023,00:42:00 -0300,,1,0,1.32,4.275,236,101.871,110.917,9.046,9.39,0.73377,12,14,,,,,,
11/01/2023,00:44:00 -0300,,1,0,1.37,,230,,,,,,12,16,,,,,,
11/01/2023,00:46:00 -0300,,1,0,1.34,,229,,,,,,13,17,,,,,,
11/01/2023,00:47:00 -0300,,,,,4.284,,101.86,110.811,8.951,9.39,0.72429,,,,,,,,
11/01/2023,00:48:00 -0300,,1,0,1.4,,225,,,,,,14,18,,,,,,
11/01/2023,00:50:00 -0300,,1,0,1.37,,226,,,,,,14,19,,,,,,
11/01/2023,00:52:00 -0300,,1,0,1.34,4.275,227,101.867,110.654,8.787,9.29,0.70801,14,17,,,,,,
11/01/2023,00:54:00 -0300,,1,0,1.37,,230,,,,,,14,18,,,,,,
11/01/2023,00:56:00 -0300,,1,0,1.32,,222,,,,,,13,17,,,,,,
11/01/2023,00:57:00 -0300,,,,,4.271,,101.873,110.473,8.6,9.29,0.68935,,,,,,,,
11/01/2023,00:58:00 -0300,,1,0,1.34,,219,,,,,,14,17,,,,,,
11/01/2023,01:00:00 -0300,,1,0,1.29,,222,,,,,,12,16,,,,,,
11/01/2023,01:02:00 -0300,,1,0,1.21,4.278,220,101.88,110.349,8.469,9.29,0.67632,13,17,,,,,,
11/01/2023,01:04:00 -0300,,1,0,1.23,,219,,,,,,13,17,,,,,,
11/01/2023,01:06:00 -0300,,1,0,1.34,,222,,,,,,13,17,,,,,,
11/01/2023,01:07:00 -0300,,,,,4.277,,101.867,110.198,8.331,9.29,0.66263,,,,,,,,
11/01/2023,01:08:00 -0300,,1,0,1.37,,225,,,,,,13,16,,,,,,
11/01/2023,01:10:00 -0300,,1,0,1.23,,222,,,,,,14,18,,,,,,
11/01/2023,01:12:00 -0300,,1,0,1.29,4.268,225,101.871,110.079,8.208,9.29,0.65034,13,18,,,,,,
11/01/2023,01:14:00 -0300,,1,0,1.21,,227,,,,,,13,16,,,,,,
11/01/2023,01:16:00 -0300,,1,0,1.29,,222,,,,,,14,18,,,,,,
11/01/2023,01:17:00 -0300,,,,,4.274,,101.874,109.971,8.097,9.19,0.63931,,,,,,,,
11/01/2023,01:18:00 -0300,,1,0,1.34,,222,,,,,,14,18,,,,,,
11/01/2023,01:20:00 -0300,,1,0,1.43,,220,,,,,,13,17,,,,,,
11/01/2023,01:22:00 -0300,,1,0,1.21,4.265,218,101.889,109.831,7.942,9.29,0.62388,14,16,,,,,,
11/01/2023,01:24:00 -0300,,1,0,1.23,,225,,,,,,14,19,,,,,,
11/01/2023,01:26:00 -0300,,1,0,1.26,,225,,,,,,13,16,,,,,,
11/01/2023,01:27:00 -0300,,,,,4.262,,101.891,109.689,7.798,9.29,0.60959,,,,,,,,
11/01/2023,01:28:00 -0300,,1,0,1.43,,226,,,,,,14,18,,,,,,
11/01/2023,01:30:00 -0300,,1,0,1.43,,226,,,,,,14,18,,,,,,
11/01/2023,01:32:00 -0300,,1,0,1.48,4.271,226,101.888,109.564,7.676,9.19,0.5974,14,17,,,,,,
11/01/2023,01:34:00 -0300,,1,0,1.45,,225,,,,,,13,18,,,,,,
11/01/2023,01:36:00 -0300,,1,0,1.56,,225,,,,,,13,14,,,,,,
11/01/2023,01:37:00 -0300,,,,,4.262,,101.886,109.407,7.521,9.09,0.58202,,,,,,,,
11/01/2023,01:38:00 -0300,,1,0,1.59,,225,,,,,,14,19,,,,,,
11/01/2023,01:40:00 -0300,,1,0,1.48,,232,,,,,,13,14,,,,,,
11/01/2023,01:42:00 -0300,,1,0,1.51,4.257,229,101.888,109.251,7.363,8.99,0.56625,13,18,,,,,,
11/01/2023,01:44:00 -0300,,1,0,1.53,,226,,,,,,13,16,,,,,,
11/01/2023,01:46:00 -0300,,1,0,1.53,,225,,,,,,14,17,,,,,,
11/01/2023,01:47:00 -0300,,,,,4.265,,101.887,109.091,7.204,8.99,0.5505,,,,,,,,
11/01/2023,01:48:00 -0300,,1,0,1.62,,226,,,,,,12,14,,,,,,
11/01/2023,01:50:00 -0300,,1,0,1.51,,230,,,,,,12,17,,,,,,
11/01/2023,01:52:00 -0300,,1,0,1.59,4.263,227,101.889,108.975,7.086,8.89,0.5387,13,19,,,,,,
11/01/2023,01:54:00 -0300,,1,0,1.53,,226,,,,,,12,17,,,,,,
11/01/2023,01:56:00 -0300,,1,0,1.51,,222,,,,,,13,16,,,,,,
11/01/2023,01:57:00 -0300,,,,,4.251,,101.896,108.831,6.935,8.79,0.52376,,,,,,,,
11/01/2023,01:58:00 -0300,,1,0,1.56,,219,,,,,,13,16,,,,,,
11/01/2023,02:00:00 -0300,,1,0,1.53,,225,,,,,,12,16,,,,,,
11/01/2023,02:02:00 -0300,,1,0,1.53,4.259,225,101.883,108.685,6.802,8.79,0.51052,12,14,,,,,,
11/01/2023,02:04:00 -0300,,1,0,1.56,,230,,,,,,12,16,,,,,,
11/01/2023,02:06:00 -0300,,1,0,1.64,,227,,,,,,13,17,,,,,,
11/01/2023,02:07:00 -0300,,,,,4.251,,101.883,108.554,6.671,8.59,0.49745,,,,,,,,
11/01/2023,02:08:00 -0300,,1,0,1.64,,230,,,,,,13,17,,,,,,
11/01/2023,02:10:00 -0300,,1,0,1.7,,236,,,,,,12,16,,,,,,
11/01/2023,02:12:00 -0300,,1,0,1.67,4.248,237,101.881,108.412,6.531,8.29,0.48354,11,16,,,,,,
11/01/2023,02:14:00 -0300,,1,0,1.75,,236,,,,,,11,14,,,,,,
11/01/2023,02:16:00 -0300,,1,0,1.7,,236,,,,,,12,16,,,,,,
11/01/2023,02:17:00 -0300,,,,,4.256,,101.879,108.322,6.443,7.89,0.47478,,,,,,,,
11/01/2023,02:18:00 -0300,,1,0,1.8,,236,,,,,,12,14,,,,,,
11/01/2023,02:20:00 -0300,,1,0,1.67,,230,,,,,,12,18,,,,,,
11/01/2023,02:22:00 -0300,,1,0,1.75,4.254,229,101.887,108.185,6.298,7.59,0.46033,12,16,,,,,,
11/01/2023,02:24:00 -0300,,1,0,1.91,,233,,,,,,11,14,,,,,,
11/01/2023,02:26:00 -0300,,1,0,1.86,,234,,,,,,11,16,,,,,,
11/01/2023,02:27:00 -0300,,,,,4.245,,101.887,108.046,6.159,7.49,0.44655,,,,,,,,
11/01/2023,02:28:00 -0300,,1,0,1.8,,239,,,,,,11,16,,,,,,
11/01/2023,02:30:00 -0300,,1,0,1.86,,236,,,,,,11,13,,,,,,
11/01/2023,02:32:00 -0300,,1,0,1.89,4.253,233,101.886,107.947,6.061,7.39,0.43682,12,14,,,,,,
11/01/2023,02:34:00 -0300,,1,0,1.89,,236,,,,,,12,17,,,,,,
11/01/2023,02:36:00 -0300,,1,0,1.97,,232,,,,,,11,14,,,,,,
11/01/2023,02:37:00 -0300,,,,,4.244,,101.888,107.85,5.962,7.39,0.42694,,,,,,,,
11/01/2023,02:38:00 -0300,,1,0,1.86,,226,,,,,,11,14,,,,,,
11/01/2023,02:40:00 -0300,,1,0,1.86,,229,,,,,,12,16,,,,,,
11/01/2023,02:42:00 -0300,,1,0,1.94,4.242,229,101.884,107.734,5.85,7.29,0.41575,12,16,,,,,,
11/01/2023,02:44:00 -0300,,1,0,1.97,,229,,,,,,12,17,,,,,,
11/01/2023,02:46:00 -0300,,1,0,1.91,,225,,,,,,12,16,,,,,,
11/01/2023,02:47:00 -0300,,,,,4.25,,101.879,107.614,5.735,7.29,0.40438,,,,,,,,
11/01/2023,02:48:00 -0300,,1,0,1.86,,225,,,,,,10,13,,,,,,
11/01/2023,02:50:00 -0300,,1,0,1.75,,218,,,,,,11,13,,,,,,
11/01/2023,02:52:00 -0300,,1,0,1.7,4.242,213,101.888,107.514,5.626,7.09,0.39351,10,13,,,,,,
11/01/2023,02:54:00 -0300,,1,0,1.59,,213,,,,,,10,12,,,,,,
11/01/2023,02:56:00 -0300,,1,0,1.59,,216,,,,,,10,12,,,,,,
11/01/2023,02:57:00 -0300,,,,,4.239,,101.891,107.439,5.548,7.09,0.38574,,,,,,,,
11/01/2023,02:58:00 -0300,,1,0,1.62,,220,,,,,,10,12,,,,,,
11/01/2023,03:00:00 -0300,,1,0,1.51,,213,,,,,,10,12,,,,,,
11/01/2023,03:02:00 -0300,,1,0,1.51,4.247,209,101.888,107.324,5.436,7.09,0.3746,8,11,,,,,,
11/01/2023,03:04:00 -0300,,1,0,1.51,,208,,,,,,11,13,,,,,,
11/01/2023,03:06:00 -0300,,1,0,1.53,,209,,,,,,11,13,,,,,,
11/01/2023,03:07:00 -0300,,,,,4.245,,101.884,107.214,5.33,7.09,0.364,,,,,,,,
11/01/2023,03:08:00 -0300,,1,0,1.56,,208,,,,,,10,13,,,,,,
11/01/2023,03:10:00 -0300,,1,0,1.48,,209,,,,,,10,12,,,,,,
11/01/2023,03:12:00 -0300,,1,0,1.48,4.238,209,101.886,107.152,5.266,7.09,0.35765,10,14,,,,,,
11/01/2023,03:14:00 -0300,,1,0,1.48,,211,,,,,,10,12,,,,,,
11/01/2023,03:16:00 -0300,,1,0,1.45,,212,,,,,,8,11,,,,,,
11/01/2023,03:17:00 -0300,,,,,4.247,,101.882,107.056,5.174,7.19,0.34851,,,,,,,,
11/01/2023,03:18:00 -0300,,1,0,1.43,,211,,,,,,8,11,,,,,,
11/01/2023,03:20:00 -0300,,1,0,1.37,,215,,,,,,10,12,,,,,,
11/01/2023,03:22:00 -0300,,1,0,1.43,4.238,215,101.875,106.939,5.064,7.09,0.33763,11,14,,,,,,
11/01/2023,03:24:00 -0300,,1,0,1.56,,218,,,,,,10,13,,,,,,
11/01/2023,03:26:00 -0300,,1,0,1.48,,219,,,,,,10,13,,,,,,
11/01/2023,03:27:00 -0300,,,,,4.235,,101.868,106.829,4.961,7.09,0.32734,,,,,,,,
11/01/2023,03:28:00 -0300,,1,0,1.43,,213,,,,,,11,13,,,,,,
11/01/2023,03:30:00 -0300,,1,0,1.37,,212,,,,,,11,13,,,,,,
11/01/2023,03:32:00 -0300,,1,0,1.51,4.244,218,101.861,106.739,4.878,6.99,0.3191,10,14,,,,,,
11/01/2023,03:34:00 -0300,,1,0,1.43,,216,,,,,,10,13,,,,,,
11/01/2023,03:36:00 -0300,,1,0,1.37,,218,,,,,,10,13,,,,,,
11/01/2023,03:37:00 -0300,,,,,4.236,,101.862,106.637,4.775,6.99,0.30888,,,,,,,,
11/01/2023,03:38:00 -0300,,1,0,1.34,,215,,,,,,10,13,,,,,,
11/01/2023,03:40:00 -0300,,1,0,1.37,,216,,,,,,10,11,,,,,,
11/01/2023,03:42:00 -0300,,1,0,1.37,4.233,216,101.861,106.598,4.737,6.99,0.30502,10,11,,,,,,
11/01/2023,03:44:00 -0300,,1,0,1.37,,218,,,,,,10,13,,,,,,
11/01/2023,03:46:00 -0300,,1,0,1.37,,220,,,,,,8,11,,,,,,
11/01/2023,03:47:00 -0300,,,,,4.242,,101.859,106.52,4.661,7.09,0.29745,,,,,,,,
11/01/2023,03:48:00 -0300,,1,0,1.37,,223,,,,,,8,12,,,,,,
11/01/2023,03:50:00 -0300,,1,0,1.34,,222,,,,,,10,12,,,,,,
11/01/2023,03:52:00 -0300,,1,0,1.37,4.239,220,101.846,106.431,4.585,7.09,0.28995,10,12,,,,,,
11/01/2023,03:54:00 -0300,,1,0,1.34,,219,,,,,,10,13,,,,,,
11/01/2023,03:56:00 -0300,,1,0,1.37,,220,,,,,,10,14,,,,,,
11/01/2023,03:57:00 -0300,,,,,4.229,,101.841,106.334,4.493,7.09,0.28078,,,,,,,,
11/01/2023,03:58:00 -0300,,1,0,1.34,,220,,,,,,10,13,,,,,,
11/01/2023,04:00:00 -0300,,1,0,1.4,,225,,,,,,8,12,,,,,,
11/01/2023,04:02:00 -0300,,1,0,1.26,4.238,225,101.833,106.319,4.486,6.99,0.28011,10,13,,,,,,
11/01/2023,04:04:00 -0300,,1,0,1.29,,226,,,,,,10,12,,,,,,
11/01/2023,04:06:00 -0300,,1,0,1.26,,227,,,,,,10,13,,,,,,
11/01/2023,04:07:00 -0300,,,,,4.232,,101.828,106.275,4.447,6.99,0.27621,,,,,,,,
11/01/2023,04:08:00 -0300,,1,0,1.32,,226,,,,,,11,12,,,,,,
11/01/2023,04:10:00 -0300,,1,0,1.29,,225,,,,,,11,13,,,,,,
11/01/2023,04:12:00 -0300,,1,0,1.29,4.23,225,101.819,106.197,4.378,7.09,0.26934,10,13,,,,,,
11/01/2023,04:14:00 -0300,,1,0,1.21,,222,,,,,,11,13,,,,,,
11/01/2023,04:16:00 -0300,,1,0,1.21,,218,,,,,,11,12,,,,,,
11/01/2023,04:17:00 -0300,,,,,4.238,,101.821,106.162,4.341,7.09,0.26562,,,,,,,,
11/01/2023,04:18:00 -0300,,1,0,1.07,,215,,,,,,10,13,,,,,,
11/01/2023,04:20:00 -0300,,1,0,0.99,,216,,,,,,8,11,,,,,,
11/01/2023,04:22:00 -0300,,1,0,1.02,4.236,216,101.821,106.131,4.31,7.09,0.26254,8,11,,,,,,
11/01/2023,04:24:00 -0300,,1,0,0.91,,215,,,,,,8,10,,,,,,
11/01/2023,04:26:00 -0300,,1,0,0.91,,215,,,,,,8,12,,,,,,
11/01/2023,04:27:00 -0300,,,,,4.23,,101.824,106.132,4.308,6.89,0.2624,,,,,,,,
11/01/2023,04:28:00 -0300,,1,0,0.91,,216,,,,,,8,12,,,,,,
11/01/2023,04:30:00 -0300,,1,0,0.96,,212,,,,,,8,12,,,,,,
11/01/2023,04:32:00 -0300,,1,0,0.96,4.236,215,101.818,106.118,4.3,6.48,0.26157,8,11,,,,,,
11/01/2023,04:34:00 -0300,,1,0,0.93,,220,,,,,,8,11,,,,,,
11/01/2023,04:36:00 -0300,,1,0,0.99,,222,,,,,,10,13,,,,,,
11/01/2023,04:37:00 -0300,,,,,4.229,,101.814,106.11,4.296,6.58,0.26122,,,,,,,,
11/01/2023,04:38:00 -0300,,1,0,0.96,,225,,,,,,10,12,,,,,,
11/01/2023,04:40:00 -0300,,1,0,1.07,,226,,,,,,11,13,,,,,,
11/01/2023,04:42:00 -0300,,1,0,1.04,4.227,223,101.806,106.096,4.29,6.48,0.26056,11,13,,,,,,
11/01/2023,04:44:00 -0300,,1,0,1.04,,225,,,,,,10,12,,,,,,
11/01/2023,04:46:00 -0300,,1,0,1.02,,226,,,,,,10,11,,,,,,
11/01/2023,04:47:00 -0300,,,,,4.235,,101.809,106.106,4.297,6.58,0.26128,,,,,,,,
11/01/2023,04:48:00 -0300,,1,0,1.07,,230,,,,,,10,12,,,,,,
11/01/2023,04:50:00 -0300,,1,0,0.93,,230,,,,,,10,12,,,,,,
11/01/2023,04:52:00 -0300,,1,0,0.96,4.235,233,101.803,106.128,4.325,6.28,0.2641,10,13,,,,,,
11/01/2023,04:54:00 -0300,,1,0,0.96,,232,,,,,,10,12,,,,,,
11/01/2023,04:56:00 -0300,,1,0,1.04,,230,,,,,,10,12,,,,,,
11/01/2023,04:57:00 -0300,,,,,4.227,,101.799,106.152,4.353,6.07,0.26687,,,,,,,,
11/01/2023,04:58:00 -0300,,1,0,0.99,,227,,,,,,11,14,,,,,,
11/01/2023,05:00:00 -0300,,1,0,1.04,,230,,,,,,11,13,,,,,,
11/01/2023,05:02:00 -0300,,1,0,1.02,4.235,233,101.803,106.177,4.374,5.97,0.26897,11,14,,,,,,
11/01/2023,05:04:00 -0300,,1,0,1.04,,239,,,,,,10,12,,,,,,
11/01/2023,05:06:00 -0300,,1,0,0.99,,251,,,,,,8,11,,,,,,
11/01/2023,05:07:00 -0300,,,,,4.227,,101.811,106.246,4.435,6.18,0.27504,,,,,,,,
11/01/2023,05:08:00 -0300,,1,0,0.8,,256,,,,,,7,11,,,,,,
11/01/2023,05:10:00 -0300,,1,0,0.6,,263,,,,,,7,11,,,,,,
11/01/2023,05:12:00 -0300,,1,0,0.55,4.226,257,101.817,106.311,4.494,6.38,0.28087,7,11,,,,,,
11/01/2023,05:14:00 -0300,,1,0,0.82,,250,,,,,,7,11,,,,,,
11/01/2023,05:16:00 -0300,,1,0,0.93,,243,,,,,,7,10,,,,,,
11/01/2023,05:17:00 -0300,,,,,4.236,,101.821,106.373,4.552,6.38,0.28663,,,,,,,,
11/01/2023,05:18:00 -0300,,1,0,0.85,,236,,,,,,7,10,,,,,,
11/01/2023,05:20:00 -0300,,1,0,0.88,,234,,,,,,8,11,,,,,,
11/01/2023,05:22:00 -0300,,1,0,0.91,4.227,237,101.846,106.436,4.59,6.79,0.29041,8,11,,,,,,
11/01/2023,05:24:00 -0300,,1,0,0.93,,229,,,,,,8,12,,,,,,
11/01/2023,05:26:00 -0300,,1,0,0.85,,232,,,,,,10,12,,,,,,
11/01/2023,05:27:00 -0300,,,,,4.226,,101.823,106.47,4.647,6.99,0.29605,,,,,,,,
11/01/2023,05:28:00 -0300,,1,0,0.91,,243,,,,,,7,10,,,,,,
11/01/2023,05:30:00 -0300,,1,0,0.82,,251,,,,,,8,11,,,,,,
11/01/2023,05:32:00 -0300,,1,0,0.74,4.233,256,101.808,106.528,4.72,7.09,0.3034,7,10,,,,,,
11/01/2023,05:34:00 -0300,,1,0,0.74,,253,,,,,,7,10,,,,,,
11/01/2023,05:36:00 -0300,,1,0,0.82,,243,,,,,,7,10,,,,,,
11/01/2023,05:37:00 -0300,,,,,4.233,,101.82,106.599,4.779,7.09,0.30924,,,,,,,,
11/01/2023,05:38:00 -0300,,1,0,0.77,,243,,,,,,6,8,,,,,,
11/01/2023,05:40:00 -0300,,1,0,0.82,,247,,,,,,6,10,,,,,,
11/01/2023,05:42:00 -0300,,1,0,0.88,4.226,246,101.825,106.671,4.846,7.19,0.31593,6,8,,,,,,
11/01/2023,05:44:00 -0300,,1,0,0.93,,241,,,,,,6,7,,,,,,
11/01/2023,05:46:00 -0300,,1,0,0.91,,246,,,,,,6,8,,,,,,
11/01/2023,05:47:00 -0300,,,,,4.233,,101.826,106.707,4.881,7.19,0.31934,,,,,,,,
11/01/2023,05:48:00 -0300,,1,0,0.93,,248,,,,,,6,10,,,,,,
11/01/2023,05:50:00 -0300,,1,0,0.88,,256,,,,,,5,7,,,,,,
11/01/2023,05:52:00 -0300,,1,0,0.85,4.223,253,101.835,106.801,4.966,7.29,0.32783,6,8,,,,,,
11/01/2023,05:54:00 -0300,,1,0,0.99,,243,,,,,,6,8,,,,,,
11/01/2023,05:56:00 -0300,,1,0,0.96,,246,,,,,,5,7,,,,,,
11/01/2023,05:57:00 -0300,,,,,4.221,,101.825,106.814,4.989,7.29,0.33014,,,,,,,,
11/01/2023,05:58:00 -0300,,1,0,0.91,,250,,,,,,6,10,,,,,,
11/01/2023,06:00:00 -0300,,1,0,1.04,,250,,,,,,6,8,,,,,,
11/01/2023,06:02:00 -0300,,1,0,0.85,4.23,257,101.809,106.861,5.052,7.19,0.33643,5,7,,,,,,
11/01/2023,06:04:00 -0300,,1,0,0.71,,256,,,,,,6,8,,,,,,
11/01/2023,06:06:00 -0300,,1,0,0.8,,256,,,,,,5,7,,,,,,
11/01/2023,06:07:00 -0300,,,,,4.23,,101.802,106.916,5.114,7.29,0.34254,,,,,,,,
11/01/2023,06:08:00 -0300,,1,0,0.88,,251,,,,,,5,7,,,,,,
11/01/2023,06:10:00 -0300,,1,0,1.07,,246,,,,,,6,8,,,,,,
11/01/2023,06:12:00 -0300,,1,0,1.15,4.226,240,101.847,107.004,5.157,7.29,0.34686,6,8,,,,,,
11/01/2023,06:14:00 -0300,,1,0,1.26,,230,,,,,,6,7,,,,,,
11/01/2023,06:16:00 -0300,,1,0,1.18,,232,,,,,,6,7,,,,,,
11/01/2023,06:17:00 -0300,,,,,4.232,,101.831,107.004,5.173,7.29,0.34845,,,,,,,,
11/01/2023,06:18:00 -0300,,1,0,1.15,,240,,,,,,6,8,,,,,,
11/01/2023,06:20:00 -0300,,1,0,1.23,,256,,,,,,6,8,,,,,,
11/01/2023,06:22:00 -0300,,1,0,1.02,4.224,267,101.817,107.035,5.218,7.29,0.35292,7,10,,,,,,
11/01/2023,06:24:00 -0300,,1,0,0.93,,261,,,,,,6,10,,,,,,
11/01/2023,06:26:00 -0300,,1,0,0.93,,260,,,,,,5,8,,,,,,
11/01/2023,06:27:00 -0300,,,,,4.224,,101.808,107.128,5.32,7.29,0.36305,,,,,,,,
11/01/2023,06:28:00 -0300,,1,0,0.93,,256,,,,,,5,6,,,,,,
11/01/2023,06:30:00 -0300,,1,0,1.07,,253,,,,,,6,8,,,,,,
11/01/2023,06:32:00 -0300,,1,0,1.34,4.233,247,101.84,107.169,5.329,7.39,0.36397,6,8,,,,,,
11/01/2023,06:34:00 -0300,,1,0,1.26,,257,,,,,,5,6,,,,,,
11/01/2023,06:36:00 -0300,,1,0,1.29,,257,,,,,,5,7,,,,,,
11/01/2023,06:37:00 -0300,,,,,4.226,,101.851,107.231,5.38,7.39,0.36904,,,,,,,,
11/01/2023,06:38:00 -0300,,1,0,1.26,,261,,,,,,5,7,,,,,,
11/01/2023,06:40:00 -0300,,1,0,1.18,,264,,,,,,5,7,,,,,,
11/01/2023,06:42:00 -0300,,1,0,1.1,4.223,260,101.837,107.246,5.409,7.49,0.37189,6,8,,,,,,
11/01/2023,06:44:00 -0300,,1,0,1.07,,263,,,,,,5,7,,,,,,
11/01/2023,06:46:00 -0300,,1,0,1.15,,260,,,,,,5,7,,,,,,
11/01/2023,06:47:00 -0300,,,,,4.232,,101.822,107.318,5.496,7.59,0.38057,,,,,,,,
11/01/2023,06:48:00 -0300,,1,0,1.23,,258,,,,,,4,6,,,,,,
11/01/2023,06:50:00 -0300,,1,0,1.23,,264,,,,,,4,6,,,,,,
11/01/2023,06:52:00 -0300,,1,0,1.21,4.232,270,101.769,107.322,5.553,7.59,0.38628,4,5,,,,,,
11/01/2023,06:54:00 -0300,,1,0,1.23,,263,,,,,,5,6,,,,,,
11/01/2023,06:56:00 -0300,,1,0,1.34,,256,,,,,,4,7,,,,,,
11/01/2023,06:57:00 -0300,,,,,4.224,,101.809,107.407,5.598,7.59,0.39066,,,,,,,,
11/01/2023,06:58:00 -0300,,1,0,1.43,,258,,,,,,5,6,,,,,,
11/01/2023,07:00:00 -0300,,1,0,1.43,,263,,,,,,5,6,,,,,,
11/01/2023,07:02:00 -0300,,1,0,1.48,4.232,257,101.785,107.437,5.652,7.59,0.39613,4,5,,,,,,
11/01/2023,07:04:00 -0300,,1,0,1.48,,260,,,,,,4,6,,,,,,
11/01/2023,07:06:00 -0300,,1,0,1.48,,260,,,,,,4,6,,,,,,
11/01/2023,07:07:00 -0300,,,,,4.226,,101.782,107.465,5.683,7.69,0.39921,,,,,,,,
11/01/2023,07:08:00 -0300,,1,0,1.53,,263,,,,,,4,5,,,,,,
11/01/2023,07:10:00 -0300,,1,0,1.51,,267,,,,,,4,6,,,,,,
11/01/2023,07:12:00 -0300,,1,0,1.48,4.224,265,101.8,107.625,5.825,7.69,0.41326,4,6,,,,,,
11/01/2023,07:14:00 -0300,,1,0,1.59,,258,,,,,,4,5,,,,,,
11/01/2023,07:16:00 -0300,,1,0,1.72,,250,,,,,,2,4,,,,,,
11/01/2023,07:17:00 -0300,,,,,4.235,,101.798,107.662,5.864,7.79,0.41713,,,,,,,,
11/01/2023,07:18:00 -0300,,1,0,1.91,,251,,,,,,4,5,,,,,,
11/01/2023,07:20:00 -0300,,1,0,1.94,,250,,,,,,4,5,,,,,,
11/01/2023,07:22:00 -0300,,1,0,1.91,4.226,257,101.781,107.648,5.867,7.79,0.4175,2,5,,,,,,
11/01/2023,07:24:00 -0300,,1,0,1.89,,257,,,,,,4,6,,,,,,
11/01/2023,07:26:00 -0300,,1,0,1.89,,254,,,,,,4,6,,,,,,
11/01/2023,07:27:00 -0300,,,,,4.224,,101.778,107.778,6,7.89,0.4307,,,,,,,,
11/01/2023,07:28:00 -0300,,1,0,1.83,,258,,,,,,4,5,,,,,,
11/01/2023,07:30:00 -0300,,1,0,1.86,,251,,,,,,4,5,,,,,,
