Date,Time,"Temperature (S-THB 21114839:20824084-1),°C,Cavenish Green Gables","RH (S-THB 21114839:20824084-2),%,Cavenish Green Gables","Dew Point (S-THB 21114839:20824084-3),°C,Cavenish Green Gables","Rain (S-RGB 21114839:21092075-1),mm,Cavenish Green Gables","Wind Direction (S-WCF 21114839:21107892-3),°,Cavenish Green Gables","Solar Radiation (S-LIB 21114839:21109518-1),W/m²,Cavenish Green Gables","Battery (RX3000 BATTERY 21114839:21114839-B),V,Cavenish Green Gables","Average wind speed (S-WCF 21114839:21107892-1),Km/h,Cavenish Green Gables","Wind gust speed (S-WCF 21114839:21107892-2),Km/h,Cavenish Green Gables","Wind Speed (S-WCF 21114839:21107892-1),m/s,Cavenish Green Gables","Gust Speed (S-WCF 21114839:21107892-2),m/s,Cavenish Green Gables"
11/01/2022,00:00:00 -0300,7.72,86.9,5.68,0,91,1,4.23,2,6,,
11/01/2022,00:05:00 -0300,8.27,86.8,6.21,0,108,1,4.233,4,6,,
11/01/2022,00:10:00 -0300,8.39,85.2,6.06,0,94,1,4.226,4,7,,
11/01/2022,00:15:00 -0300,8.32,84.5,5.87,0,115,1,4.229,4,7,,
11/01/2022,00:20:00 -0300,8.37,84.7,5.95,0,131,1,4.233,6,8,,
11/01/2022,00:25:00 -0300,8.52,85,6.15,0,133,1,4.224,6,10,,
11/01/2022,00:30:00 -0300,8.82,85.2,6.48,0,147,1,4.227,6,10,,
11/01/2022,00:35:00 -0300,9.14,83.7,6.54,0,156,1,4.232,7,12,,
11/01/2022,00:40:00 -0300,9.11,83.3,6.44,0,154,1,4.221,7,11,,
11/01/2022,00:45:00 -0300,8.97,83.4,6.31,0,150,1,4.227,8,12,,
11/01/2022,00:50:00 -0300,8.92,84,6.37,0,163,1,4.232,7,12,,
11/01/2022,00:55:00 -0300,8.92,84.8,6.51,0,154,1,4.221,5,6,,
11/01/2022,01:00:00 -0300,8.79,85.1,6.44,0,136,1,4.226,1,5,,
11/01/2022,01:05:00 -0300,8.62,85.3,6.3,0,145,1,4.23,5,7,,
11/01/2022,01:10:00 -0300,8.92,86.8,6.85,0,174,1,4.22,7,11,,
11/01/2022,01:15:00 -0300,9.01,86.4,6.88,0,163,1,4.226,7,11,,
11/01/2022,01:20:00 -0300,8.99,86.5,6.87,0,173,1,4.23,5,7,,
11/01/2022,01:25:00 -0300,8.87,87,6.83,0,156,1,4.221,6,7,,
11/01/2022,01:30:00 -0300,8.37,86.4,6.24,0,140,1,4.224,7,10,,
11/01/2022,01:35:00 -0300,8.05,87.7,6.14,0,139,1,4.23,7,8,,
11/01/2022,01:40:00 -0300,7.79,88.1,5.96,0,150,1,4.22,5,8,,
11/01/2022,01:45:00 -0300,8.02,89.7,6.44,0,178,1,4.224,6,7,,
11/01/2022,01:50:00 -0300,9.06,91.1,7.7,0,191,1,4.229,7,10,,
11/01/2022,01:55:00 -0300,9.48,89.9,7.92,0,183,1,4.22,7,10,,
11/01/2022,02:00:00 -0300,9.8,90.2,8.29,0,181,1,4.223,8,12,,
11/01/2022,02:05:00 -0300,9.93,89.7,8.33,0,185,1,4.227,7,8,,
11/01/2022,02:10:00 -0300,10.12,89.7,8.52,0,185,1,4.217,6,11,,
11/01/2022,02:15:00 -0300,10.25,89.4,8.59,0,181,1,4.221,5,8,,
11/01/2022,02:20:00 -0300,10.32,89.3,8.65,0,173,1,4.227,5,7,,
11/01/2022,02:25:00 -0300,10.27,89.2,8.58,0,164,1,4.218,5,6,,
11/01/2022,02:30:00 -0300,10.32,89.7,8.71,0,174,1,4.221,7,10,,
11/01/2022,02:35:00 -0300,10.47,89.7,8.86,0,167,1,4.226,6,11,,
11/01/2022,02:40:00 -0300,10.52,89.7,8.91,0,166,1,4.217,5,7,,
11/01/2022,02:45:00 -0300,10.57,89.7,8.96,0,167,1,4.221,5,7,,
11/01/2022,02:50:00 -0300,10.61,90,9.05,0,174,1,4.226,5,10,,
11/01/2022,02:55:00 -0300,10.74,90,9.17,0,178,1,4.217,6,10,,
11/01/2022,03:00:00 -0300,10.88,89.9,9.3,0,181,1,4.221,7,11,,
11/01/2022,03:05:00 -0300,10.69,89.7,9.08,0,168,1,4.226,6,8,,
11/01/2022,03:10:00 -0300,10.27,90,8.71,0,167,1,4.217,5,7,,
11/01/2022,03:15:00 -0300,10.27,90.6,8.81,0,171,1,4.22,6,7,,
11/01/2022,03:20:00 -0300,10.22,90.5,8.75,0,174,1,4.224,5,7,,
11/01/2022,03:25:00 -0300,10.15,90.8,8.72,0,181,1,4.215,5,8,,
11/01/2022,03:30:00 -0300,10.3,91,8.9,0,177,1,4.22,5,10,,
11/01/2022,03:35:00 -0300,10.44,90.8,9.02,0,185,1,4.224,6,8,,
11/01/2022,03:40:00 -0300,10.39,90.6,8.93,0,180,1,4.215,6,8,,
11/01/2022,03:45:00 -0300,10.44,90.6,8.98,0,185,1,4.22,6,8,,
11/01/2022,03:50:00 -0300,10.49,90.9,9.08,0,188,1,4.224,5,6,,
11/01/2022,03:55:00 -0300,10.66,90.6,9.2,0,185,1,4.215,5,7,,
11/01/2022,04:00:00 -0300,10.54,90.3,9.03,0,178,1,4.218,4,6,,
11/01/2022,04:05:00 -0300,10.44,90.8,9.02,0,197,1,4.224,4,6,,
11/01/2022,04:10:00 -0300,10.74,90.8,9.31,0,198,1,4.214,4,6,,
11/01/2022,04:15:00 -0300,10.83,90.4,9.34,0,191,1,4.218,4,6,,
11/01/2022,04:20:00 -0300,10.86,90.4,9.36,0,184,1,4.223,4,5,,
11/01/2022,04:25:00 -0300,10.93,90.3,9.42,0,184,1,4.214,5,7,,
11/01/2022,04:30:00 -0300,11,90.2,9.47,0,192,1,4.218,6,8,,
11/01/2022,04:35:00 -0300,11.03,90,9.46,0,191,1,4.223,5,8,,
11/01/2022,04:40:00 -0300,11.05,89.8,9.45,0,202,1,4.214,5,8,,
11/01/2022,04:45:00 -0300,11.08,89.7,9.46,0,201,1,4.218,4,6,,
11/01/2022,04:50:00 -0300,11.03,89.7,9.41,0,192,1,4.223,4,6,,
