Date,Time,"Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Speed (S-WCF 21038161:21038468-1),m/s,Stanley Bridge Harbour","Gust Speed (S-WCF 21038161:21038468-2),m/s,Stanley Bridge Harbour","Water Flow (M-WF-VNW 21038161:21411213-5),l/s,Stanley Bridge Harbour"
12/01/2023,00:00:00 -0400,0,,,147,1,,,,,,,,2.24,,,,,
12/01/2023,00:01:00 -0400,,,,,,4.176,,,,,,,,,,,,
12/01/2023,00:02:00 -0400,0,,,152,1,,,,,,,,2.18,,,,,
12/01/2023,00:04:00 -0400,0,,,154,1,,,,,,,,2.16,,,,,
12/01/2023,00:06:00 -0400,0,,,149,1,4.181,,,,,,,2.18,,,,,
12/01/2023,00:08:00 -0400,0,,,154,1,,,,,,,,2.21,,,,,
12/01/2023,00:10:00 -0400,0,,,157,1,,,,,,,,2.18,,,,,
12/01/2023,00:11:00 -0400,,,,,,4.163,,,,,,,,,,,,
12/01/2023,00:12:00 -0400,0,,,154,1,,,,,,,,2.24,,,,,
12/01/2023,00:14:00 -0400,0,,,160,1,,,,,,,,2.26,,,,,
12/01/2023,00:16:00 -0400,0,,,159,1,4.176,,,,,,,2.29,,,,,
12/01/2023,00:18:00 -0400,0,,,160,1,,,,,,,,2.29,,,,,
12/01/2023,00:20:00 -0400,0,,,163,1,,,,,,,,2.37,,,,,
12/01/2023,00:21:00 -0400,,,,,,4.181,,,,,,,,,,,,
12/01/2023,00:22:00 -0400,0,,,159,1,,,,,,,,2.37,,,,,
12/01/2023,00:24:00 -0400,0,,,156,1,,,,,,,,2.32,,,,,
12/01/2023,00:26:00 -0400,0,,,154,1,4.163,,,,,,,2.4,,,,,
12/01/2023,00:28:00 -0400,0,,,163,1,,,,,,,,2.53,,,,,
12/01/2023,00:30:00 -0400,0,,,154,1,,,,,,,,2.53,,,,,
12/01/2023,00:31:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,00:32:00 -0400,0,,,154,1,,,,,,,,2.56,,,,,
12/01/2023,00:34:00 -0400,0,,,163,1,,,,,,,,2.53,,,,,
12/01/2023,00:36:00 -0400,0,,,161,1,4.179,,,,,,,2.58,,,,,
12/01/2023,00:38:00 -0400,0,,,159,1,,,,,,,,2.58,,,,,
12/01/2023,00:40:00 -0400,0,,,157,1,,,,,,,,2.64,,,,,
12/01/2023,00:41:00 -0400,,,,,,4.163,,,,,,,,,,,,
12/01/2023,00:42:00 -0400,0,,,160,1,,,,,,,,2.66,,,,,
12/01/2023,00:44:00 -0400,0,,,157,1,,,,,,,,2.61,,,,,
12/01/2023,00:46:00 -0400,0,,,157,1,4.175,,,,,,,2.64,,,,,
12/01/2023,00:48:00 -0400,0,,,154,1,,,,,,,,2.64,,,,,
12/01/2023,00:50:00 -0400,0,,,157,1,,,,,,,,2.66,,,,,
12/01/2023,00:51:00 -0400,,,,,,4.179,,,,,,,,,,,,
12/01/2023,00:52:00 -0400,0,,,164,1,,,,,,,,2.72,,,,,
12/01/2023,00:54:00 -0400,0,,,160,1,,,,,,,,2.72,,,,,
12/01/2023,00:56:00 -0400,0,,,159,1,4.163,,,,,,,2.74,,,,,
12/01/2023,00:58:00 -0400,0,,,161,1,,,,,,,,2.72,,,,,
12/01/2023,01:00:00 -0400,0,,,156,1,,,,,,,,2.74,,,,,
12/01/2023,01:01:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,01:02:00 -0400,0,,,160,1,,,,,,,,2.82,,,,,
12/01/2023,01:04:00 -0400,0,,,157,1,,,,,,,,2.82,,,,,
12/01/2023,01:06:00 -0400,0,,,160,1,4.178,,,,,,,2.8,,,,,
12/01/2023,01:08:00 -0400,0,,,152,1,,,,,,,,2.82,,,,,
12/01/2023,01:10:00 -0400,0,,,157,1,,,,,,,,2.77,,,,,
12/01/2023,01:11:00 -0400,,,,,,4.163,,,,,,,,,,,,
12/01/2023,01:12:00 -0400,0,,,157,1,,,,,,,,2.8,,,,,
12/01/2023,01:14:00 -0400,0,,,159,1,,,,,,,,2.8,,,,,
12/01/2023,01:16:00 -0400,0,,,164,1,4.173,,,,,,,2.82,,,,,
12/01/2023,01:18:00 -0400,0,,,163,1,,,,,,,,2.82,,,,,
12/01/2023,01:20:00 -0400,0,,,164,1,,,,,,,,2.8,,,,,
12/01/2023,01:21:00 -0400,,,,,,4.178,,,,,,,,,,,,
12/01/2023,01:22:00 -0400,0,,,154,1,,,,,,,,2.82,,,,,
12/01/2023,01:24:00 -0400,0,,,156,1,,,,,,,,2.82,,,,,
12/01/2023,01:26:00 -0400,0,,,154,1,4.157,,,,,,,2.88,,,,,
12/01/2023,01:28:00 -0400,0,,,154,1,,,,,,,,2.82,,,,,
12/01/2023,01:30:00 -0400,0,,,154,1,,,,,,,,2.8,,,,,
12/01/2023,01:31:00 -0400,,,,,,4.173,,,,,,,,,,,,
12/01/2023,01:32:00 -0400,0,,,159,1,,,,,,,,2.82,,,,,
12/01/2023,01:34:00 -0400,0,,,164,1,,,,,,,,2.85,,,,,
12/01/2023,01:36:00 -0400,0,,,163,1,4.176,,,,,,,2.88,,,,,
12/01/2023,01:38:00 -0400,0,,,168,1,,,,,,,,2.9,,,,,
12/01/2023,01:40:00 -0400,0,,,164,1,,,,,,,,2.93,,,,,
12/01/2023,01:41:00 -0400,,,,,,4.158,,,,,,,,,,,,
12/01/2023,01:42:00 -0400,0,,,159,1,,,,,,,,2.96,,,,,
12/01/2023,01:44:00 -0400,0,,,157,1,,,,,,,,2.96,,,,,
12/01/2023,01:46:00 -0400,0,,,157,1,4.173,,,,,,,3.01,,,,,
12/01/2023,01:48:00 -0400,0,,,159,1,,,,,,,,3.01,,,,,
12/01/2023,01:50:00 -0400,0,,,157,1,,,,,,,,3.01,,,,,
12/01/2023,01:51:00 -0400,,,,,,4.176,,,,,,,,,,,,
12/01/2023,01:52:00 -0400,0,,,156,1,,,,,,,,2.96,,,,,
12/01/2023,01:54:00 -0400,0,,,161,1,,,,,,,,2.98,,,,,
12/01/2023,01:56:00 -0400,0,,,150,1,4.16,,,,,,,2.98,,,,,
12/01/2023,01:58:00 -0400,0,,,152,1,,,,,,,,3.04,,,,,
12/01/2023,02:00:00 -0400,0,,,146,1,,,,,,,,2.98,,,,,
12/01/2023,02:01:00 -0400,,,,,,4.173,,,,,,,,,,,,
12/01/2023,02:02:00 -0400,0,,,149,1,,,,,,,,2.96,,,,,
12/01/2023,02:04:00 -0400,0,,,149,1,,,,,,,,3.01,,,,,
12/01/2023,02:06:00 -0400,0,,,152,1,4.176,,,,,,,3.01,,,,,
12/01/2023,02:08:00 -0400,0,,,154,1,,,,,,,,2.98,,,,,
12/01/2023,02:10:00 -0400,0,,,157,1,,,,,,,,2.98,,,,,
12/01/2023,02:11:00 -0400,,,,,,4.154,,,,,,,,,,,,
12/01/2023,02:12:00 -0400,0,,,154,1,,,,,,,,3.04,,,,,
12/01/2023,02:14:00 -0400,0,,,152,1,,,,,,,,3.01,,,,,
12/01/2023,02:16:00 -0400,0,,,152,1,4.17,,,,,,,3.04,,,,,
12/01/2023,02:18:00 -0400,0,,,159,1,,,,,,,,3.06,,,,,
12/01/2023,02:20:00 -0400,0,,,154,1,,,,,,,,3.04,,,,,
12/01/2023,02:21:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,02:22:00 -0400,0,,,153,1,,,,,,,,3.06,,,,,
12/01/2023,02:24:00 -0400,0,,,157,1,,,,,,,,3.14,,,,,
12/01/2023,02:26:00 -0400,0,,,159,1,4.158,,,,,,,3.17,,,,,
12/01/2023,02:28:00 -0400,0,,,161,1,,,,,,,,3.19,,,,,
12/01/2023,02:30:00 -0400,0,,,159,1,,,,,,,,3.17,,,,,
12/01/2023,02:31:00 -0400,,,,,,4.173,,,,,,,,,,,,
12/01/2023,02:32:00 -0400,0,,,161,1,,,,,,,,3.19,,,,,
12/01/2023,02:34:00 -0400,0,,,156,1,,,,,,,,3.19,,,,,
12/01/2023,02:36:00 -0400,0,,,152,1,4.176,,,,,,,3.22,,,,,
12/01/2023,02:38:00 -0400,0,,,161,1,,,,,,,,3.17,,,,,
12/01/2023,02:40:00 -0400,0,,,161,1,,,,,,,,3.19,,,,,
12/01/2023,02:41:00 -0400,,,,,,4.158,,,,,,,,,,,,
12/01/2023,02:42:00 -0400,0,,,154,1,,,,,,,,3.3,,,,,
12/01/2023,02:44:00 -0400,0,,,154,1,,,,,,,,3.27,,,,,
12/01/2023,02:46:00 -0400,0,,,156,1,4.17,,,,,,,3.27,,,,,
12/01/2023,02:48:00 -0400,0,,,156,1,,,,,,,,3.22,,,,,
12/01/2023,02:50:00 -0400,0,,,157,1,,,,,,,,3.3,,,,,
12/01/2023,02:51:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,02:52:00 -0400,0,,,161,1,,,,,,,,3.27,,,,,
12/01/2023,02:54:00 -0400,0,,,161,1,,,,,,,,3.3,,,,,
12/01/2023,02:56:00 -0400,0,,,159,1,4.161,,,,,,,3.33,,,,,
12/01/2023,02:58:00 -0400,0,,,152,1,,,,,,,,3.35,,,,,
12/01/2023,03:00:00 -0400,0,,,156,1,,,,,,,,3.41,,,,,
12/01/2023,03:01:00 -0400,,,,,,4.17,,,,,,,,,,,,
12/01/2023,03:02:00 -0400,0,,,150,1,,,,,,,,3.38,,,,,
12/01/2023,03:04:00 -0400,0,,,163,1,,,,,,,,3.41,,,,,
12/01/2023,03:06:00 -0400,0,,,164,1,4.175,,,,,,,3.43,,,,,
12/01/2023,03:08:00 -0400,0,,,160,1,,,,,,,,3.38,,,,,
12/01/2023,03:10:00 -0400,0,,,163,1,,,,,,,,3.41,,,,,
12/01/2023,03:11:00 -0400,,,,,,4.158,,,,,,,,,,,,
12/01/2023,03:12:00 -0400,0,,,159,1,,,,,,,,3.43,,,,,
12/01/2023,03:14:00 -0400,0,,,160,1,,,,,,,,3.41,,,,,
12/01/2023,03:16:00 -0400,0,,,163,1,4.172,,,,,,,3.43,,,,,
12/01/2023,03:18:00 -0400,0,,,157,1,,,,,,,,3.43,,,,,
12/01/2023,03:20:00 -0400,0,,,164,1,,,,,,,,3.46,,,,,
12/01/2023,03:21:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,03:22:00 -0400,0,,,159,1,,,,,,,,3.49,,,,,
12/01/2023,03:24:00 -0400,0,,,160,1,,,,,,,,3.49,,,,,
12/01/2023,03:26:00 -0400,0,,,161,1,4.158,,,,,,,3.46,,,,,
12/01/2023,03:28:00 -0400,0,,,171,1,,,,,,,,3.49,,,,,
12/01/2023,03:30:00 -0400,0,,,163,1,,,,,,,,3.49,,,,,
12/01/2023,03:31:00 -0400,,,,,,4.172,,,,,,,,,,,,
12/01/2023,03:32:00 -0400,0,,,164,1,,,,,,,,3.51,,,,,
12/01/2023,03:34:00 -0400,0,,,160,1,,,,,,,,3.46,,,,,
12/01/2023,03:36:00 -0400,0,,,153,1,4.175,,,,,,,3.46,,,,,
12/01/2023,03:38:00 -0400,0,,,164,1,,,,,,,,3.51,,,,,
12/01/2023,03:40:00 -0400,0,,,159,1,,,,,,,,3.49,,,,,
12/01/2023,03:41:00 -0400,,,,,,4.158,,,,,,,,,,,,
12/01/2023,03:42:00 -0400,0,,,156,1,,,,,,,,3.46,,,,,
12/01/2023,03:44:00 -0400,0,,,150,1,,,,,,,,3.49,,,,,
12/01/2023,03:46:00 -0400,0,,,147,1,4.17,,,,,,,3.49,,,,,
12/01/2023,03:48:00 -0400,0,,,152,1,,,,,,,,3.51,,,,,
12/01/2023,03:50:00 -0400,0,,,150,1,,,,,,,,3.51,,,,,
12/01/2023,03:51:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,03:52:00 -0400,0,,,149,1,,,,,,,,3.49,,,,,
12/01/2023,03:54:00 -0400,0,,,153,1,,,,,,,,3.54,,,,,
12/01/2023,03:56:00 -0400,0,,,157,1,4.158,,,,,,,3.51,,,,,
12/01/2023,03:58:00 -0400,0,,,150,1,,,,,,,,3.51,,,,,
12/01/2023,04:00:00 -0400,0,,,153,1,,,,,,,,3.56,,,,,
12/01/2023,04:01:00 -0400,,,,,,4.17,,,,,,,,,,,,
12/01/2023,04:02:00 -0400,0,,,149,1,,,,,,,,3.56,,,,,
12/01/2023,04:04:00 -0400,0,,,161,1,,,,,,,,3.54,,,,,
12/01/2023,04:06:00 -0400,0,,,150,1,4.173,,,,,,,3.59,,,,,
12/01/2023,04:08:00 -0400,0,,,152,1,,,,,,,,3.64,,,,,
12/01/2023,04:10:00 -0400,0,,,145,1,,,,,,,,3.67,,,,,
12/01/2023,04:11:00 -0400,,,,,,4.16,,,,,,,,,,,,
12/01/2023,04:12:00 -0400,0,,,140,1,,,,,,,,3.64,,,,,
12/01/2023,04:14:00 -0400,0,,,152,1,,,,,,,,3.67,,,,,
12/01/2023,04:16:00 -0400,0,,,153,1,4.172,,,,,,,3.67,,,,,
12/01/2023,04:18:00 -0400,0,,,157,1,,,,,,,,3.67,,,,,
12/01/2023,04:20:00 -0400,0,,,153,1,,,,,,,,3.67,,,,,
12/01/2023,04:21:00 -0400,,,,,,4.173,,,,,,,,,,,,
12/01/2023,04:22:00 -0400,0,,,157,1,,,,,,,,3.67,,,,,
12/01/2023,04:24:00 -0400,0,,,150,1,,,,,,,,3.64,,,,,
12/01/2023,04:26:00 -0400,0,,,156,1,4.161,,,,,,,3.67,,,,,
12/01/2023,04:28:00 -0400,0,,,163,1,,,,,,,,3.7,,,,,
12/01/2023,04:30:00 -0400,0,,,152,1,,,,,,,,3.75,,,,,
12/01/2023,04:31:00 -0400,,,,,,4.172,,,,,,,,,,,,
12/01/2023,04:32:00 -0400,0,,,157,1,,,,,,,,3.77,,,,,
12/01/2023,04:34:00 -0400,0,,,149,1,,,,,,,,3.77,,,,,
12/01/2023,04:36:00 -0400,0,,,156,1,4.173,,,,,,,3.83,,,,,
12/01/2023,04:38:00 -0400,0,,,159,1,,,,,,,,3.77,,,,,
12/01/2023,04:40:00 -0400,0,,,157,1,,,,,,,,3.75,,,,,
12/01/2023,04:41:00 -0400,,,,,,4.157,,,,,,,,,,,,
12/01/2023,04:42:00 -0400,0,,,159,1,,,,,,,,3.72,,,,,
12/01/2023,04:44:00 -0400,0,,,156,1,,,,,,,,3.67,,,,,
12/01/2023,04:46:00 -0400,0,,,159,1,4.17,,,,,,,3.72,,,,,
12/01/2023,04:48:00 -0400,0,,,166,1,,,,,,,,3.7,,,,,
12/01/2023,04:50:00 -0400,0,,,156,1,,,,,,,,3.67,,,,,
12/01/2023,04:51:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,04:52:00 -0400,0,,,170,1,,,,,,,,3.67,,,,,
12/01/2023,04:54:00 -0400,0,,,163,1,,,,,,,,3.62,,,,,
12/01/2023,04:56:00 -0400,0,,,159,1,4.158,,,,,,,3.64,,,,,
12/01/2023,04:58:00 -0400,0,,,156,1,,,,,,,,3.59,,,,,
12/01/2023,05:00:00 -0400,0,,,164,1,,,,,,,,3.64,,,,,
12/01/2023,05:01:00 -0400,,,,,,4.17,,,,,,,,,,,,
12/01/2023,05:02:00 -0400,0,,,167,1,,,,,,,,3.67,,,,,
12/01/2023,05:04:00 -0400,0,,,161,1,,,,,,,,3.62,,,,,
12/01/2023,05:06:00 -0400,0,,,160,1,4.175,,,,,,,3.7,,,,,
12/01/2023,05:08:00 -0400,0,,,164,1,,,,,,,,3.72,,,,,
12/01/2023,05:10:00 -0400,0,,,161,1,,,,,,,,3.72,,,,,
12/01/2023,05:11:00 -0400,,,,,,4.158,,,,,,,,,,,,
12/01/2023,05:12:00 -0400,0,,,168,1,,,,,,,,3.72,,,,,
12/01/2023,05:14:00 -0400,0,,,167,1,,,,,,,,3.77,,,,,
12/01/2023,05:16:00 -0400,0,,,166,1,4.17,,,,,,,3.75,,,,,
12/01/2023,05:18:00 -0400,0,,,159,1,,,,,,,,3.75,,,,,
12/01/2023,05:20:00 -0400,0,,,164,1,,,,,,,,3.72,,,,,
12/01/2023,05:21:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,05:22:00 -0400,0,,,157,1,,,,,,,,3.75,,,,,
12/01/2023,05:24:00 -0400,0,,,168,1,,,,,,,,3.8,,,,,
12/01/2023,05:26:00 -0400,0,,,164,1,4.16,,,,,,,3.75,,,,,
12/01/2023,05:28:00 -0400,0,,,160,1,,,,,,,,3.77,,,,,
12/01/2023,05:30:00 -0400,0,,,163,1,,,,,,,,3.8,,,,,
12/01/2023,05:31:00 -0400,,,,,,4.17,,,,,,,,,,,,
12/01/2023,05:32:00 -0400,0,,,160,1,,,,,,,,3.77,,,,,
12/01/2023,05:34:00 -0400,0,,,164,1,,,,,,,,3.8,,,,,
12/01/2023,05:36:00 -0400,0,,,166,1,4.175,,,,,,,3.8,,,,,
12/01/2023,05:38:00 -0400,0,,,170,1,,,,,,,,3.8,,,,,
12/01/2023,05:40:00 -0400,0,,,157,1,,,,,,,,3.88,,,,,
12/01/2023,05:41:00 -0400,,,,,,4.158,,,,,,,,,,,,
12/01/2023,05:42:00 -0400,0,,,163,1,,,,,,,,3.93,,,,,
12/01/2023,05:44:00 -0400,0,,,163,1,,,,,,,,3.85,,,,,
12/01/2023,05:46:00 -0400,0,,,163,1,4.17,,,,,,,3.8,,,,,
12/01/2023,05:48:00 -0400,0,,,157,1,,,,,,,,3.83,,,,,
12/01/2023,05:50:00 -0400,0,,,154,1,,,,,,,,3.93,,,,,
12/01/2023,05:51:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,05:52:00 -0400,0,,,159,1,,,,,,,,3.98,,,,,
12/01/2023,05:54:00 -0400,0,,,154,1,,,,,,,,3.98,,,,,
12/01/2023,05:56:00 -0400,0,,,163,1,4.16,,,,,,,3.98,,,,,
12/01/2023,05:58:00 -0400,0,,,154,1,,,,,,,,3.96,,,,,
12/01/2023,06:00:00 -0400,0,,,160,1,,,,,,,,4.06,,,,,
12/01/2023,06:01:00 -0400,,,,,,4.17,,,,,,,,,,,,
12/01/2023,06:02:00 -0400,0,,,160,1,,,,,,,,4.12,,,,,
12/01/2023,06:04:00 -0400,0,,,154,1,,,,,,,,4.14,,,,,
12/01/2023,06:06:00 -0400,0,,,164,1,4.173,,,,,,,4.22,,,,,
12/01/2023,06:08:00 -0400,0,,,161,1,,,,,,,,4.25,,,,,
12/01/2023,06:10:00 -0400,0,,,161,1,,,,,,,,4.25,,,,,
12/01/2023,06:11:00 -0400,,,,,,4.157,,,,,,,,,,,,
12/01/2023,06:12:00 -0400,0,,,160,1,,,,,,,,4.25,,,,,
12/01/2023,06:14:00 -0400,0,,,161,1,,,,,,,,4.22,,,,,
12/01/2023,06:16:00 -0400,0,,,156,1,4.17,,,,,,,4.27,,,,,
12/01/2023,06:18:00 -0400,0,,,161,1,,,,,,,,4.32,,,,,
12/01/2023,06:20:00 -0400,0,,,157,1,,,,,,,,4.35,,,,,
12/01/2023,06:21:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,06:22:00 -0400,0,,,150,1,,,,,,,,4.38,,,,,
12/01/2023,06:24:00 -0400,0,,,156,1,,,,,,,,4.35,,,,,
12/01/2023,06:26:00 -0400,0,,,153,1,4.158,,,,,,,4.38,,,,,
12/01/2023,06:28:00 -0400,0,,,152,1,,,,,,,,4.4,,,,,
12/01/2023,06:30:00 -0400,0,,,153,1,,,,,,,,4.38,,,,,
12/01/2023,06:31:00 -0400,,,,,,4.17,,,,,,,,,,,,
12/01/2023,06:32:00 -0400,0,,,146,1,,,,,,,,4.25,,,,,
12/01/2023,06:34:00 -0400,0,,,160,1,,,,,,,,4.25,,,,,
12/01/2023,06:36:00 -0400,0,,,152,1,4.175,,,,,,,4.25,,,,,
12/01/2023,06:38:00 -0400,0,,,152,1,,,,,,,,4.25,,,,,
12/01/2023,06:40:00 -0400,0,,,159,1,,,,,,,,4.25,,,,,
12/01/2023,06:41:00 -0400,,,,,,4.158,,,,,,,,,,,,
12/01/2023,06:42:00 -0400,0,,,159,1,,,,,,,,4.3,,,,,
12/01/2023,06:44:00 -0400,0,,,164,1,,,,,,,,4.27,,,,,
12/01/2023,06:46:00 -0400,0,,,167,1,4.169,,,,,,,4.3,,,,,
12/01/2023,06:48:00 -0400,0,,,170,1,,,,,,,,4.35,,,,,
12/01/2023,06:50:00 -0400,0,,,156,1,,,,,,,,4.3,,,,,
12/01/2023,06:51:00 -0400,,,,,,4.173,,,,,,,,,,,,
12/01/2023,06:52:00 -0400,0,,,159,1,,,,,,,,4.35,,,,,
12/01/2023,06:54:00 -0400,0,,,157,1,,,,,,,,4.35,,,,,
12/01/2023,06:56:00 -0400,0,,,161,1,4.16,,,,,,,4.32,,,,,
12/01/2023,06:58:00 -0400,0,,,161,1,,,,,,,,4.27,,,,,
12/01/2023,07:00:00 -0400,0,,,160,1,,,,,,,,4.3,,,,,
12/01/2023,07:01:00 -0400,,,,,,4.17,,,,,,,,,,,,
12/01/2023,07:02:00 -0400,0,,,173,1,,,,,,,,4.3,,,,,
12/01/2023,07:04:00 -0400,0,,,156,1,,,,,,,,4.27,,,,,
12/01/2023,07:06:00 -0400,0,,,159,1,4.172,,,,,,,4.3,,,,,
12/01/2023,07:08:00 -0400,0,,,164,1,,,,,,,,4.25,,,,,
12/01/2023,07:10:00 -0400,0,,,170,1,,,,,,,,4.32,,,,,
12/01/2023,07:11:00 -0400,,,,,,4.157,,,,,,,,,,,,
12/01/2023,07:12:00 -0400,0,,,170,1,,,,,,,,4.3,,,,,
12/01/2023,07:14:00 -0400,0,,,163,1,,,,,,,,4.35,,,,,
12/01/2023,07:16:00 -0400,0,,,161,1,4.17,,,,,,,4.4,,,,,
12/01/2023,07:18:00 -0400,0,,,163,1,,,,,,,,4.45,,,,,
12/01/2023,07:20:00 -0400,0,,,164,1,,,,,,,,4.45,,,,,
12/01/2023,07:21:00 -0400,,,,,,4.175,,,,,,,,,,,,
12/01/2023,07:22:00 -0400,0,,,164,1,,,,,,,,4.45,,,,,
12/01/2023,07:24:00 -0400,0,,,161,1,,,,,,,,4.45,,,,,
12/01/2023,07:26:00 -0400,0,,,166,1,4.16,,,,,,,4.48,,,,,
12/01/2023,07:28:00 -0400,0,,,161,1,,,,,,,,4.43,,,,,
12/01/2023,07:30:00 -0400,0,,,170,2,,,,,,,,4.51,,,,,
12/01/2023,07:31:00 -0400,,,,,,4.173,,,,,,,,,,,,
12/01/2023,07:32:00 -0400,0,,,166,2,,,,,,,,4.51,,,,,
12/01/2023,07:34:00 -0400,0,,,161,2,,,,,,,,4.56,,,,,
12/01/2023,07:36:00 -0400,0,,,164,2,4.182,,,,,,,4.56,,,,,
12/01/2023,07:38:00 -0400,0,,,166,2,,,,,,,,4.51,,,,,
12/01/2023,07:40:00 -0400,0,,,166,3,,,,,,,,4.56,,,,,
12/01/2023,07:41:00 -0400,,,,,,4.166,,,,,,,,,,,,
12/01/2023,07:42:00 -0400,0,,,168,3,,,,,,,,4.61,,,,,
12/01/2023,07:44:00 -0400,0,,,170,3,,,,,,,,4.64,,,,,
12/01/2023,07:46:00 -0400,0,,,167,3,4.184,,,,,,,4.64,,,,,
12/01/2023,07:48:00 -0400,0,,,163,6,,,,,,,,4.71,,,,,
12/01/2023,07:50:00 -0400,0,,,164,6,,,,,,,,4.71,,,,,
12/01/2023,07:51:00 -0400,,,,,,4.196,,,,,,,,,,,,
12/01/2023,07:52:00 -0400,0,,,170,7,,,,,,,,4.66,,,,,
12/01/2023,07:54:00 -0400,0,,,166,6,,,,,,,,4.69,,,,,
12/01/2023,07:56:00 -0400,0,,,168,6,4.178,,,,,,,4.74,,,,,
12/01/2023,07:58:00 -0400,0,,,171,6,,,,,,,,4.77,,,,,
12/01/2023,08:00:00 -0400,0,,,168,7,,,,,,,,4.74,,,,,
12/01/2023,08:01:00 -0400,,,,,,4.202,,,,,,,,,,,,
12/01/2023,08:02:00 -0400,0,,,168,8,,,,,,,,4.74,,,,,
12/01/2023,08:04:00 -0400,0,,,167,8,,,,,,,,4.71,,,,,
12/01/2023,08:06:00 -0400,0,,,174,9,4.22,,,,,,,4.71,,,,,
12/01/2023,08:08:00 -0400,0,,,168,11,,,,,,,,4.66,,,,,
12/01/2023,08:10:00 -0400,0,,,170,11,,,,,,,,4.69,,,,,
12/01/2023,08:11:00 -0400,,,,,,4.196,,,,,,,,,,,,
12/01/2023,08:12:00 -0400,0,,,166,8,,,,,,,,4.71,,,,,
12/01/2023,08:14:00 -0400,0,,,168,8,,,,,,,,4.71,,,,,
12/01/2023,08:16:00 -0400,0,,,173,8,4.224,,,,,,,4.71,,,,,
12/01/2023,08:18:00 -0400,0,,,171,9,,,,,,,,4.74,,,,,
12/01/2023,08:20:00 -0400,0,,,163,11,,,,,,,,4.69,,,,,
12/01/2023,08:21:00 -0400,,,,,,4.242,,,,,,,,,,,,
12/01/2023,08:22:00 -0400,0,,,166,13,,,,,,,,4.77,,,,,
12/01/2023,08:24:00 -0400,0,,,170,21,,,,,,,,4.77,,,,,
12/01/2023,08:26:00 -0400,0,,,171,29,4.239,,,,,,,4.82,,,,,
12/01/2023,08:28:00 -0400,0,,,168,32,,,,,,,,4.84,,,,,
12/01/2023,08:30:00 -0400,0,,,173,34,,,,,,,,4.9,,,,,
12/01/2023,08:31:00 -0400,,,,,,4.304,,,,,,,,,,,,
12/01/2023,08:32:00 -0400,0,,,175,39,,,,,,,,4.97,,,,,
12/01/2023,08:34:00 -0400,0,,,171,43,,,,,,,,4.97,,,,,
12/01/2023,08:36:00 -0400,0,,,174,51,4.304,,,,,,,4.97,,,,,
12/01/2023,08:38:00 -0400,0,,,167,62,,,,,,,,4.97,,,,,
12/01/2023,08:40:00 -0400,0,,,171,64,,,,,,,,5.05,,,,,
12/01/2023,08:41:00 -0400,,,,,,4.331,,,,,,,,,,,,
12/01/2023,08:42:00 -0400,0,,,175,68,,,,,,,,5.08,,,,,
12/01/2023,08:44:00 -0400,0,,,174,76,,,,,,,,5.1,,,,,
12/01/2023,08:46:00 -0400,0,,,171,81,4.302,,,,,,,5.18,,,,,
12/01/2023,08:48:00 -0400,0,,,174,87,,,,,,,,5.26,,,,,
12/01/2023,08:50:00 -0400,0,,,170,81,,,,,,,,5.31,,,,,
12/01/2023,08:51:00 -0400,,,,,,4.311,,,,,,,,,,,,
12/01/2023,08:52:00 -0400,0,,,177,64,,,,,,,,5.36,,,,,
12/01/2023,08:54:00 -0400,0,,,175,58,,,,,,,,5.31,,,,,
12/01/2023,08:56:00 -0400,0,,,178,56,4.31,,,,,,,5.28,,,,,
