Date,Time,"Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Speed (S-WCF 21038161:21038468-1),m/s,Stanley Bridge Harbour","Gust Speed (S-WCF 21038161:21038468-2),m/s,Stanley Bridge Harbour","Water Flow (M-WF-VNW 21038161:21411213-5),l/s,Stanley Bridge Harbour"
11/06/2023,12:08:00 -0300,0,,,277,432,,,,,,,,2.53,,,,,
11/06/2023,12:10:00 -0300,0,,,244,434,,,,,,,,2.58,,,,,
11/06/2023,12:11:00 -0300,,,,,,4.299,,,,,,,,,,,,
11/06/2023,12:12:00 -0300,0,,,251,437,,,,,,,,2.5,,,,,
11/06/2023,12:14:00 -0300,0,,,254,441,,,,,,,,2.58,,,,,
11/06/2023,12:16:00 -0300,0,,,257,442,4.317,,,,,,,2.58,,,,,
11/06/2023,12:18:00 -0300,0,,,244,443,,,,,,,,2.5,,,,,
11/06/2023,12:20:00 -0300,0,,,277,351,,,,,,,,2.61,,,,,
11/06/2023,12:21:00 -0300,,,,,,4.323,,,,,,,,,,,,
11/06/2023,12:22:00 -0300,0,,,291,424,,,,,,,,2.56,,,,,
11/06/2023,12:24:00 -0300,0,,,292,444,,,,,,,,2.37,,,,,
11/06/2023,12:26:00 -0300,0,,,299,74,4.298,,,,,,,2.29,,,,,
11/06/2023,12:28:00 -0300,0,,,286,466,,,,,,,,2.45,,,,,
11/06/2023,12:30:00 -0300,0,,,282,93,,,,,,,,2.53,,,,,
11/06/2023,12:31:00 -0300,,,,,,4.319,,,,,,,,,,,,
11/06/2023,12:32:00 -0300,0,,,274,462,,,,,,,,2.4,,,,,
11/06/2023,12:34:00 -0300,0,,,271,461,,,,,,,,2.56,,,,,
11/06/2023,12:36:00 -0300,0,,,260,461,4.314,,,,,,,2.45,,,,,
11/06/2023,12:38:00 -0300,0,,,267,461,,,,,,,,2.5,,,,,
11/06/2023,12:40:00 -0300,0,,,256,464,,,,,,,,2.61,,,,,
11/06/2023,12:41:00 -0300,,,,,,4.298,,,,,,,,,,,,
11/06/2023,12:42:00 -0300,0,,,254,76,,,,,,,,2.69,,,,,
11/06/2023,12:44:00 -0300,0,,,236,474,,,,,,,,2.66,,,,,
11/06/2023,12:46:00 -0300,0,,,243,472,4.319,,,,,,,2.74,,,,,
11/06/2023,12:48:00 -0300,0,,,260,462,,,,,,,,2.69,,,,,
11/06/2023,12:50:00 -0300,0,,,251,466,,,,,,,,2.82,,,,,
11/06/2023,12:51:00 -0300,,,,,,4.316,,,,,,,,,,,,
11/06/2023,12:52:00 -0300,0,,,263,467,,,,,,,,2.29,,,,,
11/06/2023,12:54:00 -0300,0,,,265,468,,,,,,,,2.58,,,,,
11/06/2023,12:56:00 -0300,0,,,292,463,4.299,,,,,,,2.56,,,,,
11/06/2023,12:58:00 -0300,0,,,271,463,,,,,,,,2.5,,,,,
11/06/2023,13:00:00 -0300,0,,,256,467,,,,,,,,2.88,,,,,
11/06/2023,13:01:00 -0300,,,,,,4.319,,,,,,,,,,,,
11/06/2023,13:02:00 -0300,0,,,256,469,,,,,,,,2.93,,,,,
11/06/2023,13:04:00 -0300,0,,,267,466,,,,,,,,2.53,,,,,
11/06/2023,13:06:00 -0300,0,,,246,468,4.323,,,,,,,2.69,,,,,
11/06/2023,13:08:00 -0300,0,,,257,473,,,,,,,,2.74,,,,,
11/06/2023,13:10:00 -0300,0,,,256,467,,,,,,,,3.01,,,,,
11/06/2023,13:11:00 -0300,,,,,,4.298,,,,,,,,,,,,
11/06/2023,13:12:00 -0300,0,,,225,462,,,,,,,,3.01,,,,,
11/06/2023,13:14:00 -0300,0,,,219,464,,,,,,,,3.01,,,,,
11/06/2023,13:16:00 -0300,0,,,261,462,4.319,,,,,,,2.74,,,,,
11/06/2023,13:18:00 -0300,0,,,236,461,,,,,,,,3.14,,,,,
11/06/2023,13:20:00 -0300,0,,,225,458,,,,,,,,3.22,,,,,
11/06/2023,13:21:00 -0300,,,,,,4.316,,,,,,,,,,,,
11/06/2023,13:22:00 -0300,0,,,227,433,,,,,,,,3.46,,,,,
11/06/2023,13:24:00 -0300,0,,,220,61,,,,,,,,3.43,,,,,
11/06/2023,13:26:00 -0300,0,,,230,66,4.298,,,,,,,3.35,,,,,
11/06/2023,13:28:00 -0300,0,,,251,41,,,,,,,,3.19,,,,,
11/06/2023,13:30:00 -0300,0,,,239,42,,,,,,,,3.3,,,,,
11/06/2023,13:31:00 -0300,,,,,,4.319,,,,,,,,,,,,
11/06/2023,13:32:00 -0300,0,,,254,74,,,,,,,,2.93,,,,,
11/06/2023,13:34:00 -0300,0,,,239,294,,,,,,,,3.19,,,,,
11/06/2023,13:36:00 -0300,0,,,222,446,4.316,,,,,,,3.46,,,,,
11/06/2023,13:38:00 -0300,0,,,232,451,,,,,,,,3.38,,,,,
11/06/2023,13:40:00 -0300,0,,,247,452,,,,,,,,3.14,,,,,
11/06/2023,13:41:00 -0300,,,,,,4.301,,,,,,,,,,,,
11/06/2023,13:42:00 -0300,0,,,251,451,,,,,,,,3.27,,,,,
11/06/2023,13:44:00 -0300,0,,,233,453,,,,,,,,3.67,,,,,
11/06/2023,13:46:00 -0300,0,,,215,454,4.32,,,,,,,3.77,,,,,
11/06/2023,13:48:00 -0300,0,,,257,454,,,,,,,,3.14,,,,,
11/06/2023,13:50:00 -0300,0,,,257,81,,,,,,,,3.06,,,,,
11/06/2023,13:51:00 -0300,,,,,,4.325,,,,,,,,,,,,
11/06/2023,13:52:00 -0300,0,,,257,54,,,,,,,,3.35,,,,,
11/06/2023,13:54:00 -0300,0,,,220,53,,,,,,,,3.62,,,,,
11/06/2023,13:56:00 -0300,0,,,220,79,4.299,,,,,,,3.67,,,,,
11/06/2023,13:58:00 -0300,0,,,243,186,,,,,,,,3.62,,,,,
11/06/2023,14:00:00 -0300,0,,,229,94,,,,,,,,3.75,,,,,
11/06/2023,14:01:00 -0300,,,,,,4.323,,,,,,,,,,,,
11/06/2023,14:02:00 -0300,0,,,215,434,,,,,,,,3.51,,,,,
11/06/2023,14:04:00 -0300,0,,,211,438,,,,,,,,3.56,,,,,
11/06/2023,14:06:00 -0300,0,,,243,442,4.316,,,,,,,3.93,,,,,
11/06/2023,14:08:00 -0300,0,,,223,442,,,,,,,,3.75,,,,,
11/06/2023,14:10:00 -0300,0,,,222,446,,,,,,,,3.7,,,,,
11/06/2023,14:11:00 -0300,,,,,,4.299,,,,,,,,,,,,
11/06/2023,14:12:00 -0300,0,,,219,441,,,,,,,,3.85,,,,,
11/06/2023,14:14:00 -0300,0,,,232,439,,,,,,,,3.7,,,,,
11/06/2023,14:16:00 -0300,0,,,256,438,4.32,,,,,,,3.72,,,,,
11/06/2023,14:18:00 -0300,0,,,261,436,,,,,,,,3.62,,,,,
11/06/2023,14:20:00 -0300,0,,,261,434,,,,,,,,3.51,,,,,
11/06/2023,14:21:00 -0300,,,,,,4.326,,,,,,,,,,,,
11/06/2023,14:22:00 -0300,0,,,251,429,,,,,,,,3.7,,,,,
11/06/2023,14:24:00 -0300,0,,,237,427,,,,,,,,4.04,,,,,
11/06/2023,14:26:00 -0300,0,,,257,422,4.301,,,,,,,3.77,,,,,
11/06/2023,14:28:00 -0300,0,,,264,419,,,,,,,,3.41,,,,,
11/06/2023,14:30:00 -0300,0,,,254,417,,,,,,,,3.49,,,,,
11/06/2023,14:31:00 -0300,,,,,,4.323,,,,,,,,,,,,
11/06/2023,14:32:00 -0300,0,,,246,414,,,,,,,,3.54,,,,,
11/06/2023,14:34:00 -0300,0,,,270,414,,,,,,,,3.04,,,,,
11/06/2023,14:36:00 -0300,0,,,239,426,4.328,,,,,,,3.38,,,,,
11/06/2023,14:38:00 -0300,0,,,213,416,,,,,,,,3.54,,,,,
11/06/2023,14:40:00 -0300,0,,,222,369,,,,,,,,3.38,,,,,
11/06/2023,14:41:00 -0300,,,,,,4.302,,,,,,,,,,,,
11/06/2023,14:42:00 -0300,0,,,240,391,,,,,,,,2.93,,,,,
11/06/2023,14:44:00 -0300,0,,,246,388,,,,,,,,2.93,,,,,
11/06/2023,14:46:00 -0300,0,,,250,384,4.338,,,,,,,2.72,,,,,
11/06/2023,14:48:00 -0300,0,,,264,383,,,,,,,,2.72,,,,,
11/06/2023,14:50:00 -0300,0,,,268,381,,,,,,,,2.66,,,,,
11/06/2023,14:51:00 -0300,,,,,,4.313,,,,,,,,,,,,
11/06/2023,14:52:00 -0300,0,,,257,198,,,,,,,,2.93,,,,,
11/06/2023,14:54:00 -0300,0,,,251,378,,,,,,,,2.85,,,,,
11/06/2023,14:56:00 -0300,0,,,272,49,4.304,,,,,,,2.72,,,,,
11/06/2023,14:58:00 -0300,0,,,274,368,,,,,,,,2.66,,,,,
11/06/2023,15:00:00 -0300,0,,,261,359,,,,,,,,2.98,,,,,
11/06/2023,15:01:00 -0300,,,,,,4.332,,,,,,,,,,,,
11/06/2023,15:02:00 -0300,0,,,243,357,,,,,,,,3.01,,,,,
11/06/2023,15:04:00 -0300,0,,,246,353,,,,,,,,3.09,,,,,
11/06/2023,15:06:00 -0300,0,,,260,348,4.317,,,,,,,2.98,,,,,
11/06/2023,15:08:00 -0300,0,,,265,346,,,,,,,,3.06,,,,,
11/06/2023,15:10:00 -0300,0,,,232,343,,,,,,,,3.19,,,,,
11/06/2023,15:11:00 -0300,,,,,,4.302,,,,,,,,,,,,
11/06/2023,15:12:00 -0300,0,,,219,342,,,,,,,,3.41,,,,,
11/06/2023,15:14:00 -0300,0,,,239,338,,,,,,,,3.09,,,,,
11/06/2023,15:16:00 -0300,0,,,271,342,4.329,,,,,,,2.66,,,,,
11/06/2023,15:18:00 -0300,0,,,272,327,,,,,,,,2.8,,,,,
11/06/2023,15:20:00 -0300,0,,,254,299,,,,,,,,2.96,,,,,
11/06/2023,15:21:00 -0300,,,,,,4.314,,,,,,,,,,,,
11/06/2023,15:22:00 -0300,0,,,241,282,,,,,,,,2.9,,,,,
11/06/2023,15:24:00 -0300,0,,,265,293,,,,,,,,2.9,,,,,
11/06/2023,15:26:00 -0300,0,,,282,168,4.305,,,,,,,2.88,,,,,
11/06/2023,15:28:00 -0300,0,,,270,279,,,,,,,,3.04,,,,,
11/06/2023,15:30:00 -0300,0,,,246,114,,,,,,,,3.09,,,,,
11/06/2023,15:31:00 -0300,,,,,,4.328,,,,,,,,,,,,
11/06/2023,15:32:00 -0300,0,,,229,216,,,,,,,,3.01,,,,,
11/06/2023,15:34:00 -0300,0,,,220,204,,,,,,,,3.09,,,,,
11/06/2023,15:36:00 -0300,0,,,234,137,4.32,,,,,,,2.82,,,,,
11/06/2023,15:38:00 -0300,0,,,230,109,,,,,,,,2.98,,,,,
11/06/2023,15:40:00 -0300,0,,,223,104,,,,,,,,2.8,,,,,
11/06/2023,15:41:00 -0300,,,,,,4.31,,,,,,,,,,,,
11/06/2023,15:42:00 -0300,0,,,219,112,,,,,,,,2.72,,,,,
11/06/2023,15:44:00 -0300,0,,,225,201,,,,,,,,2.82,,,,,
11/06/2023,15:46:00 -0300,0,,,226,221,4.298,,,,,,,2.82,,,,,
11/06/2023,15:48:00 -0300,0,,,219,212,,,,,,,,2.85,,,,,
11/06/2023,15:50:00 -0300,0,,,218,226,,,,,,,,2.93,,,,,
11/06/2023,15:51:00 -0300,,,,,,4.325,,,,,,,,,,,,
11/06/2023,15:52:00 -0300,0,,,220,226,,,,,,,,2.98,,,,,
11/06/2023,15:54:00 -0300,0,,,222,224,,,,,,,,2.88,,,,,
11/06/2023,15:56:00 -0300,0,,,219,283,4.305,,,,,,,2.96,,,,,
11/06/2023,15:58:00 -0300,0,,,233,261,,,,,,,,2.82,,,,,
11/06/2023,16:00:00 -0300,0,,,219,294,,,,,,,,2.8,,,,,
11/06/2023,16:01:00 -0300,,,,,,4.32,,,,,,,,,,,,
11/06/2023,16:02:00 -0300,0,,,222,301,,,,,,,,2.98,,,,,
11/06/2023,16:04:00 -0300,0,,,236,303,,,,,,,,2.9,,,,,
11/06/2023,16:06:00 -0300,0,,,233,283,4.31,,,,,,,3.09,,,,,
11/06/2023,16:08:00 -0300,0,,,218,289,,,,,,,,3.04,,,,,
11/06/2023,16:10:00 -0300,0,,,219,291,,,,,,,,3.09,,,,,
11/06/2023,16:11:00 -0300,,,,,,4.31,,,,,,,,,,,,
11/06/2023,16:12:00 -0300,0,,,225,257,,,,,,,,3.04,,,,,
11/06/2023,16:14:00 -0300,0,,,218,259,,,,,,,,3.14,,,,,
11/06/2023,16:16:00 -0300,0,,,227,229,4.299,,,,,,,3.14,,,,,
11/06/2023,16:18:00 -0300,0,,,243,276,,,,,,,,2.82,,,,,
11/06/2023,16:20:00 -0300,0,,,237,269,,,,,,,,2.77,,,,,
11/06/2023,16:21:00 -0300,,,,,,4.307,,,,,,,,,,,,
11/06/2023,16:22:00 -0300,0,,,227,262,,,,,,,,3.06,,,,,
11/06/2023,16:24:00 -0300,0,,,227,264,,,,,,,,2.9,,,,,
11/06/2023,16:26:00 -0300,0,,,219,259,4.319,,,,,,,3.04,,,,,
11/06/2023,16:28:00 -0300,0,,,247,216,,,,,,,,2.8,,,,,
11/06/2023,16:30:00 -0300,0,,,227,139,,,,,,,,2.9,,,,,
11/06/2023,16:31:00 -0300,,,,,,4.302,,,,,,,,,,,,
11/06/2023,16:32:00 -0300,0,,,232,159,,,,,,,,2.98,,,,,
11/06/2023,16:34:00 -0300,0,,,227,222,,,,,,,,3.19,,,,,
11/06/2023,16:36:00 -0300,0,,,230,192,4.314,,,,,,,3.17,,,,,
11/06/2023,16:38:00 -0300,0,,,227,157,,,,,,,,3.25,,,,,
11/06/2023,16:40:00 -0300,0,,,223,159,,,,,,,,3.22,,,,,
11/06/2023,16:41:00 -0300,,,,,,4.299,,,,,,,,,,,,
11/06/2023,16:42:00 -0300,0,,,220,168,,,,,,,,3.27,,,,,
11/06/2023,16:44:00 -0300,0,,,254,159,,,,,,,,2.82,,,,,
11/06/2023,16:46:00 -0300,0,,,257,141,4.32,,,,,,,2.72,,,,,
11/06/2023,16:48:00 -0300,0,,,248,139,,,,,,,,2.9,,,,,
11/06/2023,16:50:00 -0300,0,,,260,142,,,,,,,,2.77,,,,,
11/06/2023,16:51:00 -0300,,,,,,4.325,,,,,,,,,,,,
11/06/2023,16:52:00 -0300,0,,,271,142,,,,,,,,2.77,,,,,
11/06/2023,16:54:00 -0300,0,,,254,151,,,,,,,,2.66,,,,,
11/06/2023,16:56:00 -0300,0,,,248,142,4.305,,,,,,,2.64,,,,,
11/06/2023,16:58:00 -0300,0,,,261,107,,,,,,,,2.66,,,,,
11/06/2023,17:00:00 -0300,0,,,261,74,,,,,,,,2.66,,,,,
11/06/2023,17:01:00 -0300,,,,,,4.32,,,,,,,,,,,,
11/06/2023,17:02:00 -0300,0,,,254,51,,,,,,,,2.58,,,,,
11/06/2023,17:04:00 -0300,0,,,254,41,,,,,,,,2.66,,,,,
11/06/2023,17:06:00 -0300,0,,,253,36,4.313,,,,,,,2.48,,,,,
11/06/2023,17:08:00 -0300,0,,,247,32,,,,,,,,2.48,,,,,
11/06/2023,17:10:00 -0300,0,,,257,32,,,,,,,,2.42,,,,,
11/06/2023,17:11:00 -0300,,,,,,4.313,,,,,,,,,,,,
11/06/2023,17:12:00 -0300,0,,,253,31,,,,,,,,2.5,,,,,
11/06/2023,17:14:00 -0300,0,,,257,29,,,,,,,,2.37,,,,,
11/06/2023,17:16:00 -0300,0,,,257,29,4.301,,,,,,,2.37,,,,,
11/06/2023,17:18:00 -0300,0,,,257,29,,,,,,,,2.32,,,,,
11/06/2023,17:20:00 -0300,0,,,254,31,,,,,,,,2.26,,,,,
11/06/2023,17:21:00 -0300,,,,,,4.323,,,,,,,,,,,,
11/06/2023,17:22:00 -0300,0,,,250,29,,,,,,,,2.24,,,,,
11/06/2023,17:24:00 -0300,0,,,241,28,,,,,,,,2.34,,,,,
11/06/2023,17:26:00 -0300,0,,,241,28,4.302,,,,,,,2.32,,,,,
11/06/2023,17:28:00 -0300,0,,,254,26,,,,,,,,2.32,,,,,
11/06/2023,17:30:00 -0300,0,,,236,23,,,,,,,,2.32,,,,,
11/06/2023,17:31:00 -0300,,,,,,4.316,,,,,,,,,,,,
11/06/2023,17:32:00 -0300,0,,,239,22,,,,,,,,2.37,,,,,
11/06/2023,17:34:00 -0300,0,,,241,18,,,,,,,,2.29,,,,,
11/06/2023,17:36:00 -0300,0,,,241,14,4.31,,,,,,,2.16,,,,,
11/06/2023,17:38:00 -0300,0,,,248,12,,,,,,,,2.07,,,,,
11/06/2023,17:40:00 -0300,0,,,254,9,,,,,,,,2.16,,,,,
11/06/2023,17:41:00 -0300,,,,,,4.305,,,,,,,,,,,,
11/06/2023,17:42:00 -0300,0,,,253,7,,,,,,,,2.05,,,,,
11/06/2023,17:44:00 -0300,0,,,254,6,,,,,,,,2.1,,,,,
11/06/2023,17:46:00 -0300,0,,,246,4,4.302,,,,,,,2.05,,,,,
11/06/2023,17:48:00 -0300,0,,,247,3,,,,,,,,2.05,,,,,
11/06/2023,17:50:00 -0300,0,,,244,2,,,,,,,,2.1,,,,,
11/06/2023,17:51:00 -0300,,,,,,4.28,,,,,,,,,,,,
11/06/2023,17:52:00 -0300,0,,,251,2,,,,,,,,2.02,,,,,
11/06/2023,17:54:00 -0300,0,,,244,2,,,,,,,,2.07,,,,,
11/06/2023,17:56:00 -0300,0,,,251,1,4.289,,,,,,,1.94,,,,,
11/06/2023,17:58:00 -0300,0,,,257,1,,,,,,,,1.86,,,,,
11/06/2023,18:00:00 -0300,0,,,257,1,,,,,,,,1.8,,,,,
11/06/2023,18:01:00 -0300,,,,,,4.289,,,,,,,,,,,,
11/06/2023,18:02:00 -0300,0,,,257,1,,,,,,,,1.7,,,,,
11/06/2023,18:04:00 -0300,0,,,257,1,,,,,,,,1.67,,,,,
11/06/2023,18:06:00 -0300,0,,,253,1,4.26,,,,,,,1.64,,,,,
11/06/2023,18:08:00 -0300,0,,,240,1,,,,,,,,1.67,,,,,
11/06/2023,18:10:00 -0300,0,,,240,1,,,,,,,,1.7,,,,,
11/06/2023,18:11:00 -0300,,,,,,4.269,,,,,,,,,,,,
11/06/2023,18:12:00 -0300,0,,,243,1,,,,,,,,1.75,,,,,
11/06/2023,18:14:00 -0300,0,,,248,1,,,,,,,,1.78,,,,,
11/06/2023,18:16:00 -0300,0,,,254,1,4.271,,,,,,,1.75,,,,,
11/06/2023,18:18:00 -0300,0,,,270,1,,,,,,,,1.7,,,,,
11/06/2023,18:20:00 -0300,0,,,274,1,,,,,,,,1.62,,,,,
11/06/2023,18:21:00 -0300,,,,,,4.245,,,,,,,,,,,,
11/06/2023,18:22:00 -0300,0,,,277,1,,,,,,,,1.51,,,,,
11/06/2023,18:24:00 -0300,0,,,277,1,,,,,,,,1.23,,,,,
11/06/2023,18:26:00 -0300,0,,,277,1,4.257,,,,,,,1.1,,,,,
11/06/2023,18:28:00 -0300,0,,,277,1,,,,,,,,1.07,,,,,
11/06/2023,18:30:00 -0300,0,,,277,1,,,,,,,,1.18,,,,,
11/06/2023,18:31:00 -0300,,,,,,4.259,,,,,,,,,,,,
11/06/2023,18:32:00 -0300,0,,,277,1,,,,,,,,1.29,,,,,
11/06/2023,18:34:00 -0300,0,,,277,1,,,,,,,,1.37,,,,,
11/06/2023,18:36:00 -0300,0,,,277,1,4.242,,,,,,,1.4,,,,,
11/06/2023,18:38:00 -0300,0,,,277,1,,,,,,,,1.43,,,,,
11/06/2023,18:40:00 -0300,0,,,277,1,,,,,,,,1.26,,,,,
11/06/2023,18:41:00 -0300,,,,,,4.251,,,,,,,,,,,,
11/06/2023,18:42:00 -0300,0,,,277,1,,,,,,,,0.91,,,,,
11/06/2023,18:44:00 -0300,0,,,156,1,,,,,,,,0.69,,,,,
11/06/2023,18:46:00 -0300,0,,,108,1,4.253,,,,,,,0.63,,,,,
11/06/2023,18:48:00 -0300,0,,,104,1,,,,,,,,0.66,,,,,
11/06/2023,18:50:00 -0300,0,,,102,1,,,,,,,,0.66,,,,,
11/06/2023,18:51:00 -0300,,,,,,4.23,,,,,,,,,,,,
11/06/2023,18:52:00 -0300,0,,,111,1,,,,,,,,0.66,,,,,
11/06/2023,18:54:00 -0300,0,,,112,1,,,,,,,,0.63,,,,,
11/06/2023,18:56:00 -0300,0,,,114,1,4.242,,,,,,,0.52,,,,,
11/06/2023,18:58:00 -0300,0,,,117,1,,,,,,,,0.49,,,,,
11/06/2023,19:00:00 -0300,0,,,117,1,,,,,,,,0.41,,,,,
11/06/2023,19:01:00 -0300,,,,,,4.247,,,,,,,,,,,,
11/06/2023,19:02:00 -0300,0,,,117,1,,,,,,,,0.38,,,,,
11/06/2023,19:04:00 -0300,0,,,117,1,,,,,,,,0.33,,,,,
11/06/2023,19:06:00 -0300,0,,,117,1,4.229,,,,,,,0.27,,,,,
11/06/2023,19:08:00 -0300,0,,,117,1,,,,,,,,0.19,,,,,
11/06/2023,19:10:00 -0300,0,,,117,1,,,,,,,,0.11,,,,,
11/06/2023,19:11:00 -0300,,,,,,4.239,,,,,,,,,,,,
11/06/2023,19:12:00 -0300,0,,,117,1,,,,,,,,0.13,,,,,
11/06/2023,19:14:00 -0300,0,,,117,1,,,,,,,,0.08,,,,,
11/06/2023,19:16:00 -0300,0,,,117,1,4.242,,,,,,,-0.03,,,,,
11/06/2023,19:18:00 -0300,0,,,117,1,,,,,,,,-0.14,,,,,
11/06/2023,19:20:00 -0300,0,,,117,1,,,,,,,,-0.12,,,,,
11/06/2023,19:21:00 -0300,,,,,,4.224,,,,,,,,,,,,
11/06/2023,19:22:00 -0300,0,,,117,1,,,,,,,,-0.14,,,,,
11/06/2023,19:24:00 -0300,0,,,117,1,,,,,,,,-0.2,,,,,
11/06/2023,19:26:00 -0300,0,,,117,1,4.236,,,,,,,-0.17,,,,,
11/06/2023,19:28:00 -0300,0,,,118,1,,,,,,,,-0.23,,,,,
11/06/2023,19:30:00 -0300,0,,,119,1,,,,,,,,-0.31,,,,,
11/06/2023,19:31:00 -0300,,,,,,4.239,,,,,,,,,,,,
11/06/2023,19:32:00 -0300,0,,,119,1,,,,,,,,-0.42,,,,,
11/06/2023,19:34:00 -0300,0,,,119,1,,,,,,,,-0.31,,,,,
11/06/2023,19:36:00 -0300,0,,,119,1,4.218,,,,,,,-0.28,,,,,
11/06/2023,19:38:00 -0300,0,,,119,1,,,,,,,,-0.23,,,,,
11/06/2023,19:40:00 -0300,0,,,121,1,,,,,,,,-0.26,,,,,
11/06/2023,19:41:00 -0300,,,,,,4.23,,,,,,,,,,,,
11/06/2023,19:42:00 -0300,0,,,125,1,,,,,,,,-0.28,,,,,
11/06/2023,19:44:00 -0300,0,,,128,1,,,,,,,,-0.28,,,,,
11/06/2023,19:46:00 -0300,0,,,146,1,4.235,,,,,,,-0.31,,,,,
11/06/2023,19:48:00 -0300,0,,,147,1,,,,,,,,-0.45,,,,,
11/06/2023,19:50:00 -0300,0,,,147,1,,,,,,,,-0.51,,,,,
11/06/2023,19:51:00 -0300,,,,,,4.217,,,,,,,,,,,,
11/06/2023,19:52:00 -0300,0,,,126,1,,,,,,,,-0.51,,,,,
11/06/2023,19:54:00 -0300,0,,,122,1,,,,,,,,-0.45,,,,,
11/06/2023,19:56:00 -0300,0,,,121,1,4.227,,,,,,,-0.4,,,,,
11/06/2023,19:58:00 -0300,0,,,149,1,,,,,,,,-0.4,,,,,
11/06/2023,20:00:00 -0300,0,,,152,1,,,,,,,,-0.4,,,,,
11/06/2023,20:01:00 -0300,,,,,,4.232,,,,,,,,,,,,
11/06/2023,20:02:00 -0300,0,,,152,1,,,,,,,,-0.42,,,,,
11/06/2023,20:04:00 -0300,0,,,152,1,,,,,,,,-0.4,,,,,
11/06/2023,20:06:00 -0300,0,,,149,1,4.214,,,,,,,-0.54,,,,,
11/06/2023,20:08:00 -0300,0,,,131,1,,,,,,,,-0.65,,,,,
11/06/2023,20:10:00 -0300,0,,,129,1,,,,,,,,-0.7,,,,,
11/06/2023,20:11:00 -0300,,,,,,4.224,,,,,,,,,,,,
11/06/2023,20:12:00 -0300,0,,,129,1,,,,,,,,-0.85,,,,,
11/06/2023,20:14:00 -0300,0,,,129,1,,,,,,,,-0.87,,,,,
11/06/2023,20:16:00 -0300,0,,,129,1,4.227,,,,,,,-0.85,,,,,
11/06/2023,20:18:00 -0300,0,,,129,1,,,,,,,,-0.82,,,,,
11/06/2023,20:20:00 -0300,0,,,143,1,,,,,,,,-0.87,,,,,
11/06/2023,20:21:00 -0300,,,,,,4.208,,,,,,,,,,,,
11/06/2023,20:22:00 -0300,0,,,152,1,,,,,,,,-0.9,,,,,
11/06/2023,20:24:00 -0300,0,,,163,1,,,,,,,,-0.96,,,,,
11/06/2023,20:26:00 -0300,0,,,166,1,4.221,,,,,,,-0.96,,,,,
11/06/2023,20:28:00 -0300,0,,,160,1,,,,,,,,-0.9,,,,,
11/06/2023,20:30:00 -0300,0,,,149,1,,,,,,,,-0.9,,,,,
11/06/2023,20:31:00 -0300,,,,,,4.224,,,,,,,,,,,,
11/06/2023,20:32:00 -0300,0,,,147,1,,,,,,,,-0.9,,,,,
11/06/2023,20:34:00 -0300,0,,,147,1,,,,,,,,-0.96,,,,,
11/06/2023,20:36:00 -0300,0,,,147,1,4.203,,,,,,,-1.01,,,,,
11/06/2023,20:38:00 -0300,0,,,147,1,,,,,,,,-0.96,,,,,
11/06/2023,20:40:00 -0300,0,,,146,1,,,,,,,,-1.01,,,,,
11/06/2023,20:41:00 -0300,,,,,,4.217,,,,,,,,,,,,
11/06/2023,20:42:00 -0300,0,,,149,1,,,,,,,,-1.01,,,,,
11/06/2023,20:44:00 -0300,0,,,150,1,,,,,,,,-1.07,,,,,
11/06/2023,20:46:00 -0300,0,,,150,1,4.221,,,,,,,-1.1,,,,,
11/06/2023,20:48:00 -0300,0,,,159,1,,,,,,,,-1.13,,,,,
11/06/2023,20:50:00 -0300,0,,,164,1,,,,,,,,-1.13,,,,,
11/06/2023,20:51:00 -0300,,,,,,4.202,,,,,,,,,,,,
11/06/2023,20:52:00 -0300,0,,,160,1,,,,,,,,-1.16,,,,,
11/06/2023,20:54:00 -0300,0,,,150,1,,,,,,,,-1.24,,,,,
11/06/2023,20:56:00 -0300,0,,,143,1,4.215,,,,,,,-1.33,,,,,
11/06/2023,20:58:00 -0300,0,,,136,1,,,,,,,,-1.33,,,,,
11/06/2023,21:00:00 -0300,0,,,129,1,,,,,,,,-1.38,,,,,
11/06/2023,21:01:00 -0300,,,,,,4.22,,,,,,,,,,,,
