Date,Time,"Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Speed (S-WCF 21038161:21038468-1),m/s,Stanley Bridge Harbour","Gust Speed (S-WCF 21038161:21038468-2),m/s,Stanley Bridge Harbour","Water Flow (M-WF-VNW 21038161:21411213-5),l/s,Stanley Bridge Harbour"
11/14/2023,23:21:00 -0300,,,,,,4.181,,,,,,,,,,,,
11/14/2023,23:22:00 -0300,0,,,72,1,,,,,,,,2.56,,,,,
11/14/2023,23:24:00 -0300,0,,,74,1,,,,,,,,2.56,,,,,
11/14/2023,23:26:00 -0300,0,,,62,1,4.196,,,,,,,2.56,,,,,
11/14/2023,23:28:00 -0300,0,,,70,1,,,,,,,,2.58,,,,,
11/14/2023,23:30:00 -0300,0,,,77,1,,,,,,,,2.56,,,,,
11/14/2023,23:31:00 -0300,,,,,,4.199,,,,,,,,,,,,
11/14/2023,23:32:00 -0300,0,,,81,1,,,,,,,,2.53,,,,,
11/14/2023,23:34:00 -0300,0,,,72,1,,,,,,,,2.56,,,,,
11/14/2023,23:36:00 -0300,0,,,73,1,4.179,,,,,,,2.56,,,,,
11/14/2023,23:38:00 -0300,0,,,83,1,,,,,,,,2.56,,,,,
11/14/2023,23:40:00 -0300,0,,,69,1,,,,,,,,2.56,,,,,
11/14/2023,23:41:00 -0300,,,,,,4.194,,,,,,,,,,,,
11/14/2023,23:42:00 -0300,0,,,73,1,,,,,,,,2.56,,,,,
11/14/2023,23:44:00 -0300,0,,,70,1,,,,,,,,2.5,,,,,
11/14/2023,23:46:00 -0300,0,,,73,1,4.196,,,,,,,2.48,,,,,
11/14/2023,23:48:00 -0300,0,,,31,1,,,,,,,,2.64,,,,,
11/14/2023,23:50:00 -0300,0,,,56,1,,,,,,,,2.66,,,,,
11/14/2023,23:51:00 -0300,,,,,,4.179,,,,,,,,,,,,
11/14/2023,23:52:00 -0300,0,,,46,1,,,,,,,,2.74,,,,,
11/14/2023,23:54:00 -0300,0,,,60,1,,,,,,,,2.69,,,,,
11/14/2023,23:56:00 -0300,0,,,58,1,4.191,,,,,,,2.66,,,,,
11/14/2023,23:58:00 -0300,0,,,52,1,,,,,,,,2.64,,,,,
11/15/2023,00:00:00 -0300,0,,,49,1,,,,,,,,2.64,,,,,
11/15/2023,00:01:00 -0300,,,,,,4.196,,,,,,,,,,,,
11/15/2023,00:02:00 -0300,0,,,41,1,,,,,,,,2.64,,,,,
11/15/2023,00:04:00 -0300,0,,,60,1,,,,,,,,2.66,,,,,
11/15/2023,00:06:00 -0300,0,,,24,1,4.178,,,,,,,2.77,,,,,
11/15/2023,00:08:00 -0300,0,,,354,1,,,,,,,,2.98,,,,,
11/15/2023,00:10:00 -0300,0,,,24,1,,,,,,,,3.3,,,,,
11/15/2023,00:11:00 -0300,,,,,,4.191,,,,,,,,,,,,
11/15/2023,00:12:00 -0300,0,,,32,1,,,,,,,,3.46,,,,,
11/15/2023,00:14:00 -0300,0,,,15,1,,,,,,,,3.46,,,,,
11/15/2023,00:16:00 -0300,0,,,17,1,4.196,,,,,,,3.43,,,,,
11/15/2023,00:18:00 -0300,0,,,343,1,,,,,,,,3.46,,,,,
11/15/2023,00:20:00 -0300,0,,,0,1,,,,,,,,3.43,,,,,
11/15/2023,00:21:00 -0300,,,,,,4.179,,,,,,,,,,,,
11/15/2023,00:22:00 -0300,0,,,55,1,,,,,,,,3.41,,,,,
11/15/2023,00:24:00 -0300,0,,,59,1,,,,,,,,3.38,,,,,
11/15/2023,00:26:00 -0300,0,,,27,1,4.19,,,,,,,3.38,,,,,
11/15/2023,00:28:00 -0300,0,,,11,1,,,,,,,,3.38,,,,,
11/15/2023,00:30:00 -0300,0,,,34,1,,,,,,,,3.43,,,,,
11/15/2023,00:31:00 -0300,,,,,,4.194,,,,,,,,,,,,
11/15/2023,00:32:00 -0300,0,,,14,1,,,,,,,,3.51,,,,,
11/15/2023,00:34:00 -0300,0,,,10,1,,,,,,,,3.51,,,,,
11/15/2023,00:36:00 -0300,0,,,18,1,4.178,,,,,,,3.46,,,,,
11/15/2023,00:38:00 -0300,0,,,14,1,,,,,,,,3.41,,,,,
11/15/2023,00:40:00 -0300,0,,,34,1,,,,,,,,3.41,,,,,
11/15/2023,00:41:00 -0300,,,,,,4.188,,,,,,,,,,,,
11/15/2023,00:42:00 -0300,0,,,0,1,,,,,,,,3.41,,,,,
11/15/2023,00:44:00 -0300,0,,,46,1,,,,,,,,3.35,,,,,
11/15/2023,00:46:00 -0300,0,,,350,1,4.191,,,,,,,3.3,,,,,
11/15/2023,00:48:00 -0300,0,,,344,1,,,,,,,,3.27,,,,,
11/15/2023,00:50:00 -0300,0,,,59,1,,,,,,,,3.33,,,,,
11/15/2023,00:51:00 -0300,,,,,,4.173,,,,,,,,,,,,
11/15/2023,00:52:00 -0300,0,,,13,1,,,,,,,,3.27,,,,,
11/15/2023,00:54:00 -0300,0,,,13,1,,,,,,,,3.25,,,,,
11/15/2023,00:56:00 -0300,0,,,15,1,4.188,,,,,,,3.25,,,,,
11/15/2023,00:58:00 -0300,0,,,42,1,,,,,,,,3.3,,,,,
11/15/2023,01:00:00 -0300,0,,,357,1,,,,,,,,3.35,,,,,
11/15/2023,01:01:00 -0300,,,,,,4.191,,,,,,,,,,,,
11/15/2023,01:02:00 -0300,0,,,44,1,,,,,,,,3.3,,,,,
11/15/2023,01:04:00 -0300,0,,,21,1,,,,,,,,3.38,,,,,
11/15/2023,01:06:00 -0300,0,,,24,1,4.175,,,,,,,3.41,,,,,
11/15/2023,01:08:00 -0300,0,,,27,1,,,,,,,,3.41,,,,,
11/15/2023,01:10:00 -0300,0,,,13,1,,,,,,,,3.51,,,,,
11/15/2023,01:11:00 -0300,,,,,,4.188,,,,,,,,,,,,
11/15/2023,01:12:00 -0300,0,,,358,1,,,,,,,,3.67,,,,,
11/15/2023,01:14:00 -0300,0,,,11,1,,,,,,,,3.7,,,,,
11/15/2023,01:16:00 -0300,0,,,8,1,4.191,,,,,,,3.67,,,,,
11/15/2023,01:18:00 -0300,0,,,32,1,,,,,,,,3.64,,,,,
11/15/2023,01:20:00 -0300,0,,,27,1,,,,,,,,3.51,,,,,
11/15/2023,01:21:00 -0300,,,,,,4.175,,,,,,,,,,,,
11/15/2023,01:22:00 -0300,0,,,38,1,,,,,,,,3.41,,,,,
11/15/2023,01:24:00 -0300,0,,,156,1,,,,,,,,3.35,,,,,
11/15/2023,01:26:00 -0300,0,,,14,1,4.187,,,,,,,3.3,,,,,
11/15/2023,01:28:00 -0300,0,,,13,1,,,,,,,,3.3,,,,,
11/15/2023,01:30:00 -0300,0,,,15,1,,,,,,,,3.3,,,,,
11/15/2023,01:31:00 -0300,,,,,,4.19,,,,,,,,,,,,
11/15/2023,01:32:00 -0300,0,,,73,1,,,,,,,,3.25,,,,,
11/15/2023,01:34:00 -0300,0,,,67,1,,,,,,,,3.22,,,,,
11/15/2023,01:36:00 -0300,0,,,18,1,4.175,,,,,,,3.14,,,,,
11/15/2023,01:38:00 -0300,0,,,45,1,,,,,,,,3.09,,,,,
11/15/2023,01:40:00 -0300,0,,,93,1,,,,,,,,3.09,,,,,
11/15/2023,01:41:00 -0300,,,,,,4.185,,,,,,,,,,,,
11/15/2023,01:42:00 -0300,0,,,72,1,,,,,,,,3.01,,,,,
11/15/2023,01:44:00 -0300,0,,,56,1,,,,,,,,2.93,,,,,
11/15/2023,01:46:00 -0300,0,,,62,1,4.19,,,,,,,2.88,,,,,
11/15/2023,01:48:00 -0300,0,,,37,1,,,,,,,,2.88,,,,,
11/15/2023,01:50:00 -0300,0,,,59,1,,,,,,,,2.85,,,,,
11/15/2023,01:51:00 -0300,,,,,,4.175,,,,,,,,,,,,
11/15/2023,01:52:00 -0300,0,,,59,1,,,,,,,,2.82,,,,,
11/15/2023,01:54:00 -0300,0,,,65,1,,,,,,,,2.8,,,,,
11/15/2023,01:56:00 -0300,0,,,77,1,4.185,,,,,,,2.82,,,,,
11/15/2023,01:58:00 -0300,0,,,72,1,,,,,,,,2.82,,,,,
11/15/2023,02:00:00 -0300,0,,,72,1,,,,,,,,2.82,,,,,
11/15/2023,02:01:00 -0300,,,,,,4.19,,,,,,,,,,,,
11/15/2023,02:02:00 -0300,0,,,49,1,,,,,,,,2.82,,,,,
11/15/2023,02:04:00 -0300,0,,,93,1,,,,,,,,2.88,,,,,
11/15/2023,02:06:00 -0300,0,,,93,1,4.175,,,,,,,2.85,,,,,
11/15/2023,02:08:00 -0300,0,,,39,1,,,,,,,,2.96,,,,,
11/15/2023,02:10:00 -0300,0,,,20,1,,,,,,,,3.09,,,,,
11/15/2023,02:11:00 -0300,,,,,,4.185,,,,,,,,,,,,
11/15/2023,02:12:00 -0300,0,,,44,1,,,,,,,,3.12,,,,,
11/15/2023,02:14:00 -0300,0,,,24,1,,,,,,,,3.14,,,,,
11/15/2023,02:16:00 -0300,0,,,22,1,4.188,,,,,,,3.09,,,,,
11/15/2023,02:18:00 -0300,0,,,20,1,,,,,,,,3.12,,,,,
11/15/2023,02:20:00 -0300,0,,,39,1,,,,,,,,3.09,,,,,
11/15/2023,02:21:00 -0300,,,,,,4.172,,,,,,,,,,,,
11/15/2023,02:22:00 -0300,0,,,27,1,,,,,,,,3.09,,,,,
11/15/2023,02:24:00 -0300,0,,,1,1,,,,,,,,3.01,,,,,
11/15/2023,02:26:00 -0300,0,,,24,1,4.184,,,,,,,2.96,,,,,
11/15/2023,02:28:00 -0300,0,,,60,1,,,,,,,,2.98,,,,,
11/15/2023,02:30:00 -0300,0,,,56,1,,,,,,,,2.98,,,,,
11/15/2023,02:31:00 -0300,,,,,,4.188,,,,,,,,,,,,
11/15/2023,02:32:00 -0300,0,,,60,1,,,,,,,,2.9,,,,,
11/15/2023,02:34:00 -0300,0,,,63,1,,,,,,,,2.85,,,,,
11/15/2023,02:36:00 -0300,0,,,31,1,4.172,,,,,,,2.9,,,,,
11/15/2023,02:38:00 -0300,0,,,69,1,,,,,,,,2.8,,,,,
11/15/2023,02:40:00 -0300,0,,,77,1,,,,,,,,2.66,,,,,
11/15/2023,02:41:00 -0300,,,,,,4.184,,,,,,,,,,,,
11/15/2023,02:42:00 -0300,0,,,59,1,,,,,,,,2.61,,,,,
11/15/2023,02:44:00 -0300,0,,,77,1,,,,,,,,2.64,,,,,
11/15/2023,02:46:00 -0300,0,,,45,1,4.187,,,,,,,2.77,,,,,
11/15/2023,02:48:00 -0300,0,,,25,1,,,,,,,,2.88,,,,,
11/15/2023,02:50:00 -0300,0,,,84,1,,,,,,,,2.9,,,,,
11/15/2023,02:51:00 -0300,,,,,,4.172,,,,,,,,,,,,
11/15/2023,02:52:00 -0300,0,,,108,1,,,,,,,,2.82,,,,,
11/15/2023,02:54:00 -0300,0,,,183,1,,,,,,,,2.69,,,,,
11/15/2023,02:56:00 -0300,0,,,180,1,4.184,,,,,,,2.56,,,,,
11/15/2023,02:58:00 -0300,0,,,183,1,,,,,,,,2.42,,,,,
11/15/2023,03:00:00 -0300,0,,,330,1,,,,,,,,2.72,,,,,
11/15/2023,03:01:00 -0300,,,,,,4.188,,,,,,,,,,,,
11/15/2023,03:02:00 -0300,0,,,331,1,,,,,,,,2.66,,,,,
11/15/2023,03:04:00 -0300,0,,,320,1,,,,,,,,2.8,,,,,
11/15/2023,03:06:00 -0300,0,,,44,1,4.172,,,,,,,2.85,,,,,
11/15/2023,03:08:00 -0300,0,,,14,1,,,,,,,,2.9,,,,,
11/15/2023,03:10:00 -0300,0,,,55,1,,,,,,,,2.8,,,,,
11/15/2023,03:11:00 -0300,,,,,,4.182,,,,,,,,,,,,
11/15/2023,03:12:00 -0300,0,,,100,1,,,,,,,,2.61,,,,,
11/15/2023,03:14:00 -0300,0,,,143,1,,,,,,,,2.42,,,,,
11/15/2023,03:16:00 -0300,0,,,149,1,4.187,,,,,,,2.24,,,,,
11/15/2023,03:18:00 -0300,0,,,159,1,,,,,,,,2.13,,,,,
11/15/2023,03:20:00 -0300,0,,,154,1,,,,,,,,2.05,,,,,
11/15/2023,03:21:00 -0300,,,,,,4.172,,,,,,,,,,,,
11/15/2023,03:22:00 -0300,0,,,145,1,,,,,,,,1.97,,,,,
11/15/2023,03:24:00 -0300,0,,,157,1,,,,,,,,1.94,,,,,
11/15/2023,03:26:00 -0300,0,,,132,1,4.182,,,,,,,1.86,,,,,
11/15/2023,03:28:00 -0300,0,,,154,1,,,,,,,,1.83,,,,,
11/15/2023,03:30:00 -0300,0,,,135,1,,,,,,,,1.8,,,,,
11/15/2023,03:31:00 -0300,,,,,,4.187,,,,,,,,,,,,
11/15/2023,03:32:00 -0300,0,,,125,1,,,,,,,,1.8,,,,,
11/15/2023,03:34:00 -0300,0,,,110,1,,,,,,,,1.78,,,,,
11/15/2023,03:36:00 -0300,0,,,119,1,4.172,,,,,,,1.75,,,,,
11/15/2023,03:38:00 -0300,0,,,124,1,,,,,,,,1.8,,,,,
11/15/2023,03:40:00 -0300,0,,,154,1,,,,,,,,1.8,,,,,
11/15/2023,03:41:00 -0300,,,,,,4.182,,,,,,,,,,,,
11/15/2023,03:42:00 -0300,0,,,161,1,,,,,,,,1.78,,,,,
11/15/2023,03:44:00 -0300,0,,,171,1,,,,,,,,1.78,,,,,
11/15/2023,03:46:00 -0300,0,,,180,1,4.187,,,,,,,1.78,,,,,
11/15/2023,03:48:00 -0300,0,,,192,1,,,,,,,,1.89,,,,,
11/15/2023,03:50:00 -0300,0,,,183,1,,,,,,,,1.86,,,,,
11/15/2023,03:51:00 -0300,,,,,,4.172,,,,,,,,,,,,
11/15/2023,03:52:00 -0300,0,,,187,1,,,,,,,,1.91,,,,,
11/15/2023,03:54:00 -0300,0,,,175,1,,,,,,,,1.91,,,,,
11/15/2023,03:56:00 -0300,0,,,181,1,4.182,,,,,,,1.91,,,,,
11/15/2023,03:58:00 -0300,0,,,188,1,,,,,,,,1.91,,,,,
11/15/2023,04:00:00 -0300,0,,,185,1,,,,,,,,1.91,,,,,
11/15/2023,04:01:00 -0300,,,,,,4.187,,,,,,,,,,,,
11/15/2023,04:02:00 -0300,0,,,188,1,,,,,,,,1.89,,,,,
11/15/2023,04:04:00 -0300,0,,,194,1,,,,,,,,1.86,,,,,
11/15/2023,04:06:00 -0300,0,,,199,1,4.172,,,,,,,1.8,,,,,
11/15/2023,04:08:00 -0300,0,,,208,1,,,,,,,,1.8,,,,,
11/15/2023,04:10:00 -0300,0,,,202,1,,,,,,,,1.7,,,,,
11/15/2023,04:11:00 -0300,,,,,,4.182,,,,,,,,,,,,
11/15/2023,04:12:00 -0300,0,,,188,1,,,,,,,,1.67,,,,,
11/15/2023,04:14:00 -0300,0,,,171,1,,,,,,,,1.64,,,,,
11/15/2023,04:16:00 -0300,0,,,178,1,4.185,,,,,,,1.59,,,,,
11/15/2023,04:18:00 -0300,0,,,170,1,,,,,,,,1.56,,,,,
11/15/2023,04:20:00 -0300,0,,,180,1,,,,,,,,1.53,,,,,
11/15/2023,04:21:00 -0300,,,,,,4.169,,,,,,,,,,,,
11/15/2023,04:22:00 -0300,0,,,195,1,,,,,,,,1.56,,,,,
11/15/2023,04:24:00 -0300,0,,,201,1,,,,,,,,1.51,,,,,
11/15/2023,04:26:00 -0300,0,,,202,1,4.182,,,,,,,1.53,,,,,
11/15/2023,04:28:00 -0300,0,,,199,1,,,,,,,,1.48,,,,,
11/15/2023,04:30:00 -0300,0,,,206,1,,,,,,,,1.4,,,,,
11/15/2023,04:31:00 -0300,,,,,,4.185,,,,,,,,,,,,
11/15/2023,04:32:00 -0300,0,,,194,1,,,,,,,,1.4,,,,,
11/15/2023,04:34:00 -0300,0,,,192,1,,,,,,,,1.43,,,,,
11/15/2023,04:36:00 -0300,0,,,201,1,4.169,,,,,,,1.43,,,,,
11/15/2023,04:38:00 -0300,0,,,192,1,,,,,,,,1.43,,,,,
11/15/2023,04:40:00 -0300,0,,,178,1,,,,,,,,1.45,,,,,
11/15/2023,04:41:00 -0300,,,,,,4.181,,,,,,,,,,,,
11/15/2023,04:42:00 -0300,0,,,197,1,,,,,,,,1.53,,,,,
11/15/2023,04:44:00 -0300,0,,,192,1,,,,,,,,1.53,,,,,
11/15/2023,04:46:00 -0300,0,,,184,1,4.185,,,,,,,1.51,,,,,
11/15/2023,04:48:00 -0300,0,,,195,1,,,,,,,,1.51,,,,,
11/15/2023,04:50:00 -0300,0,,,201,1,,,,,,,,1.51,,,,,
11/15/2023,04:51:00 -0300,,,,,,4.17,,,,,,,,,,,,
11/15/2023,04:52:00 -0300,0,,,204,1,,,,,,,,1.53,,,,,
11/15/2023,04:54:00 -0300,0,,,188,1,,,,,,,,1.56,,,,,
11/15/2023,04:56:00 -0300,0,,,208,1,4.179,,,,,,,1.59,,,,,
11/15/2023,04:58:00 -0300,0,,,218,1,,,,,,,,1.62,,,,,
11/15/2023,05:00:00 -0300,0,,,225,1,,,,,,,,1.64,,,,,
11/15/2023,05:01:00 -0300,,,,,,4.184,,,,,,,,,,,,
11/15/2023,05:02:00 -0300,0,,,222,1,,,,,,,,1.67,,,,,
11/15/2023,05:04:00 -0300,0,,,216,1,,,,,,,,1.7,,,,,
11/15/2023,05:06:00 -0300,0,,,225,1,4.17,,,,,,,1.72,,,,,
11/15/2023,05:08:00 -0300,0,,,248,1,,,,,,,,1.75,,,,,
11/15/2023,05:10:00 -0300,0,,,219,1,,,,,,,,1.78,,,,,
11/15/2023,05:11:00 -0300,,,,,,4.181,,,,,,,,,,,,
11/15/2023,05:12:00 -0300,0,,,237,1,,,,,,,,1.75,,,,,
11/15/2023,05:14:00 -0300,0,,,209,1,,,,,,,,1.8,,,,,
11/15/2023,05:16:00 -0300,0,,,257,1,4.184,,,,,,,1.86,,,,,
11/15/2023,05:18:00 -0300,0,,,219,1,,,,,,,,1.86,,,,,
11/15/2023,05:20:00 -0300,0,,,218,1,,,,,,,,1.86,,,,,
11/15/2023,05:21:00 -0300,,,,,,4.169,,,,,,,,,,,,
11/15/2023,05:22:00 -0300,0,,,223,1,,,,,,,,1.89,,,,,
11/15/2023,05:24:00 -0300,0,,,241,1,,,,,,,,1.89,,,,,
11/15/2023,05:26:00 -0300,0,,,204,1,4.179,,,,,,,1.86,,,,,
11/15/2023,05:28:00 -0300,0,,,234,1,,,,,,,,1.86,,,,,
11/15/2023,05:30:00 -0300,0,,,230,1,,,,,,,,1.86,,,,,
11/15/2023,05:31:00 -0300,,,,,,4.184,,,,,,,,,,,,
11/15/2023,05:32:00 -0300,0,,,229,1,,,,,,,,1.83,,,,,
11/15/2023,05:34:00 -0300,0,,,208,1,,,,,,,,1.83,,,,,
11/15/2023,05:36:00 -0300,0,,,167,1,4.167,,,,,,,1.8,,,,,
11/15/2023,05:38:00 -0300,0,,,205,1,,,,,,,,1.86,,,,,
11/15/2023,05:40:00 -0300,0,,,237,1,,,,,,,,1.78,,,,,
11/15/2023,05:41:00 -0300,,,,,,4.179,,,,,,,,,,,,
11/15/2023,05:42:00 -0300,0,,,247,1,,,,,,,,1.72,,,,,
11/15/2023,05:44:00 -0300,0,,,244,1,,,,,,,,1.7,,,,,
11/15/2023,05:46:00 -0300,0,,,248,1,4.184,,,,,,,1.7,,,,,
11/15/2023,05:48:00 -0300,0,,,247,1,,,,,,,,1.7,,,,,
11/15/2023,05:50:00 -0300,0,,,248,1,,,,,,,,1.62,,,,,
11/15/2023,05:51:00 -0300,,,,,,4.169,,,,,,,,,,,,
11/15/2023,05:52:00 -0300,0,,,246,1,,,,,,,,1.62,,,,,
11/15/2023,05:54:00 -0300,0,,,241,1,,,,,,,,1.56,,,,,
11/15/2023,05:56:00 -0300,0,,,216,1,4.179,,,,,,,1.53,,,,,
11/15/2023,05:58:00 -0300,0,,,213,1,,,,,,,,1.48,,,,,
11/15/2023,06:00:00 -0300,0,,,213,1,,,,,,,,1.45,,,,,
11/15/2023,06:01:00 -0300,,,,,,4.184,,,,,,,,,,,,
11/15/2023,06:02:00 -0300,0,,,219,1,,,,,,,,1.48,,,,,
11/15/2023,06:04:00 -0300,0,,,215,1,,,,,,,,1.48,,,,,
11/15/2023,06:06:00 -0300,0,,,233,1,4.167,,,,,,,1.51,,,,,
11/15/2023,06:08:00 -0300,0,,,227,1,,,,,,,,1.48,,,,,
11/15/2023,06:10:00 -0300,0,,,211,1,,,,,,,,1.45,,,,,
11/15/2023,06:11:00 -0300,,,,,,4.178,,,,,,,,,,,,
11/15/2023,06:12:00 -0300,0,,,201,1,,,,,,,,1.43,,,,,
11/15/2023,06:14:00 -0300,0,,,209,1,,,,,,,,1.45,,,,,
11/15/2023,06:16:00 -0300,0,,,201,1,4.184,,,,,,,1.43,,,,,
11/15/2023,06:18:00 -0300,0,,,199,1,,,,,,,,1.43,,,,,
11/15/2023,06:20:00 -0300,0,,,191,1,,,,,,,,1.37,,,,,
11/15/2023,06:21:00 -0300,,,,,,4.161,,,,,,,,,,,,
11/15/2023,06:22:00 -0300,0,,,192,1,,,,,,,,1.34,,,,,
11/15/2023,06:24:00 -0300,0,,,211,1,,,,,,,,1.37,,,,,
11/15/2023,06:26:00 -0300,0,,,191,1,4.176,,,,,,,1.43,,,,,
11/15/2023,06:28:00 -0300,0,,,178,1,,,,,,,,1.43,,,,,
11/15/2023,06:30:00 -0300,0,,,204,1,,,,,,,,1.48,,,,,
11/15/2023,06:31:00 -0300,,,,,,4.182,,,,,,,,,,,,
11/15/2023,06:32:00 -0300,0,,,202,1,,,,,,,,1.51,,,,,
11/15/2023,06:34:00 -0300,0,,,173,1,,,,,,,,1.48,,,,,
11/15/2023,06:36:00 -0300,0,,,143,1,4.164,,,,,,,1.53,,,,,
11/15/2023,06:38:00 -0300,0,,,111,1,,,,,,,,1.62,,,,,
11/15/2023,06:40:00 -0300,0,,,140,1,,,,,,,,1.48,,,,,
11/15/2023,06:41:00 -0300,,,,,,4.176,,,,,,,,,,,,
11/15/2023,06:42:00 -0300,0,,,111,1,,,,,,,,1.48,,,,,
11/15/2023,06:44:00 -0300,0,,,143,1,,,,,,,,1.51,,,,,
11/15/2023,06:46:00 -0300,0,,,230,1,4.181,,,,,,,1.64,,,,,
11/15/2023,06:48:00 -0300,0,,,230,1,,,,,,,,1.62,,,,,
11/15/2023,06:50:00 -0300,0,,,229,1,,,,,,,,1.51,,,,,
11/15/2023,06:51:00 -0300,,,,,,4.167,,,,,,,,,,,,
11/15/2023,06:52:00 -0300,0.2,,,215,1,,,,,,,,1.37,,,,,
11/15/2023,06:54:00 -0300,0,,,181,1,,,,,,,,1.32,,,,,
11/15/2023,06:56:00 -0300,0,,,212,1,4.178,,,,,,,1.4,,,,,
11/15/2023,06:58:00 -0300,0.2,,,247,1,,,,,,,,1.51,,,,,
11/15/2023,07:00:00 -0300,0,,,246,1,,,,,,,,1.48,,,,,
11/15/2023,07:01:00 -0300,,,,,,4.181,,,,,,,,,,,,
11/15/2023,07:02:00 -0300,0,,,241,1,,,,,,,,1.48,,,,,
11/15/2023,07:04:00 -0300,0,,,240,1,,,,,,,,1.48,,,,,
11/15/2023,07:06:00 -0300,0.2,,,244,1,4.167,,,,,,,1.43,,,,,
11/15/2023,07:08:00 -0300,0,,,268,1,,,,,,,,1.37,,,,,
11/15/2023,07:10:00 -0300,0,,,257,1,,,,,,,,1.34,,,,,
11/15/2023,07:11:00 -0300,,,,,,4.178,,,,,,,,,,,,
11/15/2023,07:12:00 -0300,0,,,250,1,,,,,,,,1.32,,,,,
11/15/2023,07:14:00 -0300,0.2,,,254,1,,,,,,,,1.26,,,,,
11/15/2023,07:16:00 -0300,0,,,264,1,4.181,,,,,,,1.21,,,,,
11/15/2023,07:18:00 -0300,0,,,314,1,,,,,,,,1.18,,,,,
11/15/2023,07:20:00 -0300,0,,,307,1,,,,,,,,1.34,,,,,
11/15/2023,07:21:00 -0300,,,,,,4.164,,,,,,,,,,,,
11/15/2023,07:22:00 -0300,0.2,,,289,1,,,,,,,,1.32,,,,,
11/15/2023,07:24:00 -0300,0,,,279,1,,,,,,,,1.34,,,,,
11/15/2023,07:26:00 -0300,0,,,253,1,4.178,,,,,,,1.29,,,,,
11/15/2023,07:28:00 -0300,0,,,248,1,,,,,,,,1.32,,,,,
11/15/2023,07:30:00 -0300,0.2,,,264,1,,,,,,,,1.29,,,,,
11/15/2023,07:31:00 -0300,,,,,,4.182,,,,,,,,,,,,
11/15/2023,07:32:00 -0300,0,,,264,1,,,,,,,,1.32,,,,,
11/15/2023,07:34:00 -0300,0,,,264,1,,,,,,,,1.32,,,,,
11/15/2023,07:36:00 -0300,0,,,258,1,4.166,,,,,,,1.21,,,,,
11/15/2023,07:38:00 -0300,0,,,88,1,,,,,,,,1.15,,,,,
11/15/2023,07:40:00 -0300,0,,,121,1,,,,,,,,1.04,,,,,
11/15/2023,07:41:00 -0300,,,,,,4.178,,,,,,,,,,,,
11/15/2023,07:42:00 -0300,0.2,,,149,1,,,,,,,,0.93,,,,,
11/15/2023,07:44:00 -0300,0,,,161,1,,,,,,,,0.93,,,,,
11/15/2023,07:46:00 -0300,0,,,163,1,4.182,,,,,,,0.91,,,,,
11/15/2023,07:48:00 -0300,0,,,147,1,,,,,,,,0.82,,,,,
11/15/2023,07:50:00 -0300,0,,,173,1,,,,,,,,0.8,,,,,
11/15/2023,07:51:00 -0300,,,,,,4.166,,,,,,,,,,,,
11/15/2023,07:52:00 -0300,0,,,178,1,,,,,,,,0.88,,,,,
11/15/2023,07:54:00 -0300,0,,,201,1,,,,,,,,0.93,,,,,
11/15/2023,07:56:00 -0300,0,,,201,1,4.178,,,,,,,0.96,,,,,
11/15/2023,07:58:00 -0300,0,,,220,1,,,,,,,,0.99,,,,,
11/15/2023,08:00:00 -0300,0,,,226,1,,,,,,,,0.93,,,,,
11/15/2023,08:01:00 -0300,,,,,,4.181,,,,,,,,,,,,
11/15/2023,08:02:00 -0300,0,,,226,1,,,,,,,,0.93,,,,,
11/15/2023,08:04:00 -0300,0,,,204,1,,,,,,,,0.91,,,,,
11/15/2023,08:06:00 -0300,0.2,,,212,1,4.166,,,,,,,0.93,,,,,
11/15/2023,08:08:00 -0300,0,,,205,1,,,,,,,,0.93,,,,,
11/15/2023,08:10:00 -0300,0,,,211,1,,,,,,,,0.96,,,,,
11/15/2023,08:11:00 -0300,,,,,,4.178,,,,,,,,,,,,
11/15/2023,08:12:00 -0300,0,,,204,1,,,,,,,,0.93,,,,,
11/15/2023,08:14:00 -0300,0,,,201,1,,,,,,,,0.93,,,,,
11/15/2023,08:16:00 -0300,0,,,202,1,4.185,,,,,,,0.99,,,,,
