Date,Time,"Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Temperature (S-TMB 21038161:21098954-1),°C,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Speed (S-WCF 21038161:21038468-1),m/s,Stanley Bridge Harbour","Gust Speed (S-WCF 21038161:21038468-2),m/s,Stanley Bridge Harbour","Temperature (S-TMB 21038161:21038284-1),°C,Stanley Bridge Harbour","Water Flow (M-WF-VNW 21038161:21411213-5),l/s,Stanley Bridge Harbour"
07/25/2023,18:38:00 -0300,0,,,201,,273,,,,,,,,,,35,,,,
07/25/2023,18:39:00 -0300,,,,,,,4.319,,,,,,,,,,,,,
07/25/2023,18:40:00 -0300,0,,,199,,267,,,,,,,,,,29,,,,
07/25/2023,18:42:00 -0300,0,,,199,,262,,,,,,,,,,31,,,,
07/25/2023,18:44:00 -0300,0,,,197,,259,4.311,,,,,,,,,38,,,,
07/25/2023,18:46:00 -0300,0,,,195,,254,,,,,,,,,,34,,,,
07/25/2023,18:48:00 -0300,0,,,198,,249,,,,,,,,,,38,,,,
07/25/2023,18:49:00 -0300,,,,,,,4.296,,,,,,,,,,,,,
07/25/2023,18:50:00 -0300,0,,,198,,243,,,,,,,,,,36,,,,
07/25/2023,18:52:00 -0300,0,,,187,,237,,,,,,,,,,41,,,,
07/25/2023,18:54:00 -0300,0,,,198,,232,4.308,,,,,,,,,34,,,,
07/25/2023,18:56:00 -0300,0,,,194,,228,,,,,,,,,,32,,,,
07/25/2023,18:58:00 -0300,0,,,192,,223,,,,,,,,,,31,,,,
07/25/2023,18:59:00 -0300,,,,,,,4.328,,,,,,,,,,,,,
07/25/2023,19:00:00 -0300,0,,,199,,217,,,,,,,,,,41,,,,
07/25/2023,19:02:00 -0300,0,,,192,,212,,,,,,,,,,41,,,,
07/25/2023,19:04:00 -0300,0,,,192,,207,4.302,,,,,,,,,31,,,,
07/25/2023,19:06:00 -0300,0,,,190,,202,,,,,,,,,,24,,,,
07/25/2023,19:08:00 -0300,0,,,190,,198,,,,,,,,,,36,,,,
07/25/2023,19:09:00 -0300,,,,,,,4.319,,,,,,,,,,,,,
07/25/2023,19:10:00 -0300,0,,,187,,193,,,,,,,,,,37,,,,
07/25/2023,19:12:00 -0300,0,,,190,,187,,,,,,,,,,38,,,,
07/25/2023,19:14:00 -0300,0,,,199,,181,4.301,,,,,,,,,37,,,,
07/25/2023,19:16:00 -0300,0,,,204,,177,,,,,,,,,,36,,,,
07/25/2023,19:18:00 -0300,0,,,197,,171,,,,,,,,,,42,,,,
07/25/2023,19:19:00 -0300,,,,,,,4.326,,,,,,,,,,,,,
07/25/2023,19:20:00 -0300,0,,,201,,166,,,,,,,,,,35,,,,
07/25/2023,19:22:00 -0300,0,,,195,,162,,,,,,,,,,43,,,,
07/25/2023,19:24:00 -0300,0,,,195,,157,4.322,,,,,,,,,37,,,,
07/25/2023,19:26:00 -0300,0,,,190,,153,,,,,,,,,,40,,,,
07/25/2023,19:28:00 -0300,0,,,198,,147,,,,,,,,,,32,,,,
07/25/2023,19:29:00 -0300,,,,,,,4.299,,,,,,,,,,,,,
07/25/2023,19:30:00 -0300,0,,,185,,144,,,,,,,,,,35,,,,
07/25/2023,19:32:00 -0300,0,,,185,,139,,,,,,,,,,31,,,,
07/25/2023,19:34:00 -0300,0,,,192,,133,4.308,,,,,,,,,31,,,,
07/25/2023,19:36:00 -0300,0,,,187,,128,,,,,,,,,,32,,,,
07/25/2023,19:38:00 -0300,0,,,188,,123,,,,,,,,,,32,,,,
07/25/2023,19:39:00 -0300,,,,,,,4.31,,,,,,,,,,,,,
07/25/2023,19:40:00 -0300,0,,,187,,118,,,,,,,,,,28,,,,
07/25/2023,19:42:00 -0300,0,,,197,,114,,,,,,,,,,34,,,,
07/25/2023,19:44:00 -0300,0,,,190,,108,4.308,,,,,,,,,37,,,,
07/25/2023,19:46:00 -0300,0,,,190,,103,,,,,,,,,,25,,,,
07/25/2023,19:48:00 -0300,0,,,195,,98,,,,,,,,,,35,,,,
07/25/2023,19:49:00 -0300,,,,,,,4.295,,,,,,,,,,,,,
07/25/2023,19:50:00 -0300,0,,,195,,93,,,,,,,,,,34,,,,
07/25/2023,19:52:00 -0300,0,,,194,,88,,,,,,,,,,31,,,,
07/25/2023,19:54:00 -0300,0,,,198,,83,4.307,,,,,,,,,29,,,,
07/25/2023,19:56:00 -0300,0,,,197,,81,,,,,,,,,,32,,,,
07/25/2023,19:58:00 -0300,0,,,194,,74,,,,,,,,,,26,,,,
07/25/2023,19:59:00 -0300,,,,,,,4.31,,,,,,,,,,,,,
07/25/2023,20:00:00 -0300,0,,,201,,71,,,,,,,,,,28,,,,
07/25/2023,20:02:00 -0300,0,,,192,,68,,,,,,,,,,32,,,,
07/25/2023,20:04:00 -0300,0,,,197,,42,4.293,,,,,,,,,34,,,,
07/25/2023,20:06:00 -0300,0,,,198,,41,,,,,,,,,,29,,,,
07/25/2023,20:08:00 -0300,0,,,198,,31,,,,,,,,,,29,,,,
07/25/2023,20:09:00 -0300,,,,,,,4.301,,,,,,,,,,,,,
07/25/2023,20:10:00 -0300,0,,,198,,36,,,,,,,,,,26,,,,
07/25/2023,20:12:00 -0300,0,,,191,,39,,,,,,,,,,30,,,,
07/25/2023,20:14:00 -0300,0,,,191,,29,4.296,,,,,,,,,30,,,,
07/25/2023,20:16:00 -0300,0,,,194,,18,,,,,,,,,,23,,,,
07/25/2023,20:18:00 -0300,0,,,190,,16,,,,,,,,,,24,,,,
07/25/2023,20:19:00 -0300,,,,,,,4.29,,,,,,,,,,,,,
07/25/2023,20:20:00 -0300,0,,,191,,13,,,,,,,,,,28,,,,
07/25/2023,20:22:00 -0300,0,,,190,,12,,,,,,,,,,25,,,,
07/25/2023,20:24:00 -0300,0,,,192,,11,4.301,,,,,,,,,25,,,,
07/25/2023,20:26:00 -0300,0,,,190,,9,,,,,,,,,,24,,,,
07/25/2023,20:28:00 -0300,0,,,181,,9,,,,,,,,,,24,,,,
07/25/2023,20:29:00 -0300,,,,,,,4.299,,,,,,,,,,,,,
07/25/2023,20:30:00 -0300,0,,,188,,8,,,,,,,,,,28,,,,
07/25/2023,20:32:00 -0300,0,,,190,,8,,,,,,,,,,26,,,,
07/25/2023,20:34:00 -0300,0,,,191,,7,4.293,,,,,,,,,23,,,,
07/25/2023,20:36:00 -0300,0,,,187,,7,,,,,,,,,,18,,,,
07/25/2023,20:38:00 -0300,0,,,181,,7,,,,,,,,,,30,,,,
07/25/2023,20:39:00 -0300,,,,,,,4.298,,,,,,,,,,,,,
07/25/2023,20:40:00 -0300,0,,,185,,6,,,,,,,,,,25,,,,
07/25/2023,20:42:00 -0300,0,,,187,,6,,,,,,,,,,31,,,,
07/25/2023,20:44:00 -0300,0,,,183,,4,4.299,,,,,,,,,30,,,,
07/25/2023,20:46:00 -0300,0,,,187,,4,,,,,,,,,,24,,,,
07/25/2023,20:48:00 -0300,0,,,184,,3,,,,,,,,,,20,,,,
07/25/2023,20:49:00 -0300,,,,,,,4.289,,,,,,,,,,,,,
07/25/2023,20:50:00 -0300,0,,,184,,3,,,,,,,,,,24,,,,
07/25/2023,20:52:00 -0300,0,,,183,,3,,,,,,,,,,25,,,,
07/25/2023,20:54:00 -0300,0,,,178,,2,4.289,,,,,,,,,22,,,,
07/25/2023,20:56:00 -0300,0,,,173,,2,,,,,,,,,,23,,,,
07/25/2023,20:58:00 -0300,0,,,177,,2,,,,,,,,,,24,,,,
07/25/2023,20:59:00 -0300,,,,,,,4.29,,,,,,,,,,,,,
07/25/2023,21:00:00 -0300,0,,,168,,2,,,,,,,,,,23,,,,
07/25/2023,21:02:00 -0300,0,,,173,,1,,,,,,,,,,26,,,,
07/25/2023,21:04:00 -0300,0,,,173,,1,4.284,,,,,,,,,26,,,,
07/25/2023,21:06:00 -0300,0,,,171,,1,,,,,,,,,,20,,,,
07/25/2023,21:08:00 -0300,0,,,177,,1,,,,,,,,,,25,,,,
07/25/2023,21:09:00 -0300,,,,,,,4.28,,,,,,,,,,,,,
07/25/2023,21:10:00 -0300,0,,,183,,1,,,,,,,,,,26,,,,
07/25/2023,21:12:00 -0300,0,,,177,,1,,,,,,,,,,20,,,,
07/25/2023,21:14:00 -0300,0,,,187,,1,4.281,,,,,,,,,19,,,,
07/25/2023,21:16:00 -0300,0,,,178,,1,,,,,,,,,,22,,,,
07/25/2023,21:18:00 -0300,0,,,178,,1,,,,,,,,,,26,,,,
07/25/2023,21:19:00 -0300,,,,,,,4.269,,,,,,,,,,,,,
07/25/2023,21:20:00 -0300,0,,,178,,1,,,,,,,,,,24,,,,
07/25/2023,21:22:00 -0300,0,,,175,,1,,,,,,,,,,20,,,,
07/25/2023,21:24:00 -0300,0,,,184,,1,4.274,,,,,,,,,17,,,,
07/25/2023,21:26:00 -0300,0,,,175,,1,,,,,,,,,,22,,,,
07/25/2023,21:28:00 -0300,0,,,178,,1,,,,,,,,,,25,,,,
07/25/2023,21:29:00 -0300,,,,,,,4.275,,,,,,,,,,,,,
07/25/2023,21:30:00 -0300,0,,,180,,1,,,,,,,,,,20,,,,
07/25/2023,21:32:00 -0300,0,,,177,,1,,,,,,,,,,22,,,,
07/25/2023,21:34:00 -0300,0,,,173,,1,4.268,,,,,,,,,23,,,,
07/25/2023,21:36:00 -0300,0,,,174,,1,,,,,,,,,,25,,,,
07/25/2023,21:38:00 -0300,0,,,174,,1,,,,,,,,,,24,,,,
07/25/2023,21:39:00 -0300,,,,,,,4.271,,,,,,,,,,,,,
07/25/2023,21:40:00 -0300,0,,,177,,1,,,,,,,,,,22,,,,
07/25/2023,21:42:00 -0300,0,,,177,,1,,,,,,,,,,24,,,,
07/25/2023,21:44:00 -0300,0,,,178,,1,4.274,,,,,,,,,23,,,,
07/25/2023,21:46:00 -0300,0,,,181,,1,,,,,,,,,,25,,,,
07/25/2023,21:48:00 -0300,0,,,181,,1,,,,,,,,,,28,,,,
07/25/2023,21:49:00 -0300,,,,,,,4.266,,,,,,,,,,,,,
07/25/2023,21:50:00 -0300,0,,,178,,1,,,,,,,,,,22,,,,
07/25/2023,21:52:00 -0300,0,,,183,,1,,,,,,,,,,24,,,,
07/25/2023,21:54:00 -0300,0,,,175,,1,4.269,,,,,,,,,20,,,,
07/25/2023,21:56:00 -0300,0,,,175,,1,,,,,,,,,,22,,,,
07/25/2023,21:58:00 -0300,0,,,180,,1,,,,,,,,,,25,,,,
07/25/2023,21:59:00 -0300,,,,,,,4.271,,,,,,,,,,,,,
07/25/2023,22:00:00 -0300,0,,,180,,1,,,,,,,,,,19,,,,
07/25/2023,22:02:00 -0300,0,,,174,,1,,,,,,,,,,19,,,,
07/25/2023,22:04:00 -0300,0,,,171,,1,4.265,,,,,,,,,22,,,,
07/25/2023,22:06:00 -0300,0,,,174,,1,,,,,,,,,,20,,,,
07/25/2023,22:08:00 -0300,0,,,174,,1,,,,,,,,,,20,,,,
07/25/2023,22:09:00 -0300,,,,,,,4.266,,,,,,,,,,,,,
07/25/2023,22:10:00 -0300,0,,,175,,1,,,,,,,,,,19,,,,
07/25/2023,22:12:00 -0300,0,,,177,,1,,,,,,,,,,22,,,,
07/25/2023,22:14:00 -0300,0,,,178,,1,4.268,,,,,,,,,20,,,,
07/25/2023,22:16:00 -0300,0,,,181,,1,,,,,,,,,,20,,,,
07/25/2023,22:18:00 -0300,0,,,180,,1,,,,,,,,,,18,,,,
07/25/2023,22:19:00 -0300,,,,,,,4.265,,,,,,,,,,,,,
07/25/2023,22:20:00 -0300,0,,,174,,1,,,,,,,,,,18,,,,
07/25/2023,22:22:00 -0300,0,,,173,,1,,,,,,,,,,22,,,,
07/25/2023,22:24:00 -0300,0,,,185,,1,4.263,,,,,,,,,17,,,,
07/25/2023,22:26:00 -0300,0,,,181,,1,,,,,,,,,,18,,,,
07/25/2023,22:28:00 -0300,0,,,184,,1,,,,,,,,,,19,,,,
07/25/2023,22:29:00 -0300,,,,,,,4.266,,,,,,,,,,,,,
07/25/2023,22:30:00 -0300,0,,,185,,1,,,,,,,,,,22,,,,
07/25/2023,22:32:00 -0300,0,,,185,,1,,,,,,,,,,22,,,,
07/25/2023,22:34:00 -0300,0,,,185,,1,4.257,,,,,,,,,20,,,,
07/25/2023,22:36:00 -0300,0,,,187,,1,,,,,,,,,,22,,,,
07/25/2023,22:38:00 -0300,0,,,187,,1,,,,,,,,,,22,,,,
07/25/2023,22:39:00 -0300,,,,,,,4.262,,,,,,,,,,,,,
07/25/2023,22:40:00 -0300,0,,,187,,1,,,,,,,,,,28,,,,
07/25/2023,22:42:00 -0300,0,,,184,,1,,,,,,,,,,29,,,,
07/25/2023,22:44:00 -0300,0,,,191,,1,4.265,,,,,,,,,28,,,,
07/25/2023,22:46:00 -0300,0,,,187,,1,,,,,,,,,,28,,,,
07/25/2023,22:48:00 -0300,0,,,185,,1,,,,,,,,,,29,,,,
07/25/2023,22:49:00 -0300,,,,,,,4.259,,,,,,,,,,,,,
07/25/2023,22:50:00 -0300,0,,,187,,1,,,,,,,,,,24,,,,
07/25/2023,22:52:00 -0300,0,,,191,,1,,,,,,,,,,28,,,,
07/25/2023,22:54:00 -0300,0,,,188,,1,4.26,,,,,,,,,28,,,,
07/25/2023,22:56:00 -0300,0,,,190,,1,,,,,,,,,,28,,,,
07/25/2023,22:58:00 -0300,0,,,185,,1,,,,,,,,,,26,,,,
07/25/2023,22:59:00 -0300,,,,,,,4.265,,,,,,,,,,,,,
07/25/2023,23:00:00 -0300,0,,,183,,1,,,,,,,,,,22,,,,
07/25/2023,23:02:00 -0300,0,,,191,,1,,,,,,,,,,25,,,,
07/25/2023,23:04:00 -0300,0,,,184,,1,4.256,,,,,,,,,26,,,,
07/25/2023,23:06:00 -0300,0,,,188,,1,,,,,,,,,,26,,,,
07/25/2023,23:08:00 -0300,0,,,188,,1,,,,,,,,,,28,,,,
07/25/2023,23:09:00 -0300,,,,,,,4.259,,,,,,,,,,,,,
07/25/2023,23:10:00 -0300,0,,,190,,1,,,,,,,,,,22,,,,
07/25/2023,23:12:00 -0300,0,,,184,,1,,,,,,,,,,25,,,,
07/25/2023,23:14:00 -0300,0,,,180,,1,4.262,,,,,,,,,22,,,,
07/25/2023,23:16:00 -0300,0,,,183,,1,,,,,,,,,,26,,,,
07/25/2023,23:18:00 -0300,0,,,183,,1,,,,,,,,,,23,,,,
07/25/2023,23:19:00 -0300,,,,,,,4.256,,,,,,,,,,,,,
07/25/2023,23:20:00 -0300,0,,,188,,1,,,,,,,,,,25,,,,
07/25/2023,23:22:00 -0300,0,,,188,,1,,,,,,,,,,29,,,,
07/25/2023,23:24:00 -0300,0,,,185,,1,4.257,,,,,,,,,28,,,,
07/25/2023,23:26:00 -0300,0,,,177,,1,,,,,,,,,,25,,,,
07/25/2023,23:28:00 -0300,0,,,181,,1,,,,,,,,,,26,,,,
07/25/2023,23:29:00 -0300,,,,,,,4.26,,,,,,,,,,,,,
07/25/2023,23:30:00 -0300,0,,,185,,1,,,,,,,,,,31,,,,
07/25/2023,23:32:00 -0300,0,,,185,,1,,,,,,,,,,24,,,,
07/25/2023,23:34:00 -0300,0,,,185,,1,4.256,,,,,,,,,30,,,,
07/25/2023,23:36:00 -0300,0,,,185,,1,,,,,,,,,,28,,,,
07/25/2023,23:38:00 -0300,0,,,185,,1,,,,,,,,,,26,,,,
07/25/2023,23:39:00 -0300,,,,,,,4.256,,,,,,,,,,,,,
07/25/2023,23:40:00 -0300,0,,,181,,1,,,,,,,,,,28,,,,
07/25/2023,23:42:00 -0300,0,,,180,,1,,,,,,,,,,25,,,,
07/25/2023,23:44:00 -0300,0,,,185,,1,4.259,,,,,,,,,28,,,,
07/25/2023,23:46:00 -0300,0,,,180,,1,,,,,,,,,,28,,,,
07/25/2023,23:48:00 -0300,0,,,184,,1,,,,,,,,,,23,,,,
07/25/2023,23:49:00 -0300,,,,,,,4.257,,,,,,,,,,,,,
07/25/2023,23:50:00 -0300,0,,,191,,1,,,,,,,,,,25,,,,
07/25/2023,23:52:00 -0300,0,,,187,,1,,,,,,,,,,26,,,,
07/25/2023,23:54:00 -0300,0,,,188,,1,4.257,,,,,,,,,24,,,,
07/25/2023,23:56:00 -0300,0,,,183,,1,,,,,,,,,,29,,,,
07/25/2023,23:58:00 -0300,0,,,184,,1,,,,,,,,,,31,,,,
07/25/2023,23:59:00 -0300,,,,,,,4.259,,,,,,,,,,,,,
07/26/2023,00:00:00 -0300,0,,,190,,1,,,,,,,,,,26,,,,
07/26/2023,00:02:00 -0300,0,,,187,,1,,,,,,,,,,29,,,,
07/26/2023,00:04:00 -0300,0,,,187,,1,4.251,,,,,,,,,30,,,,
07/26/2023,00:06:00 -0300,0,,,183,,1,,,,,,,,,,28,,,,
07/26/2023,00:08:00 -0300,0,,,185,,1,,,,,,,,,,25,,,,
07/26/2023,00:09:00 -0300,,,,,,,4.254,,,,,,,,,,,,,
07/26/2023,00:10:00 -0300,0,,,190,,1,,,,,,,,,,24,,,,
07/26/2023,00:12:00 -0300,0,,,187,,1,,,,,,,,,,29,,,,
07/26/2023,00:14:00 -0300,0,,,191,,1,4.259,,,,,,,,,31,,,,
07/26/2023,00:16:00 -0300,0,,,187,,1,,,,,,,,,,25,,,,
07/26/2023,00:18:00 -0300,0,,,194,,1,,,,,,,,,,25,,,,
07/26/2023,00:19:00 -0300,,,,,,,4.25,,,,,,,,,,,,,
07/26/2023,00:20:00 -0300,0,,,191,,1,,,,,,,,,,26,,,,
07/26/2023,00:22:00 -0300,0,,,190,,1,,,,,,,,,,29,,,,
07/26/2023,00:24:00 -0300,0,,,184,,1,4.254,,,,,,,,,26,,,,
07/26/2023,00:26:00 -0300,0,,,190,,1,,,,,,,,,,23,,,,
07/26/2023,00:28:00 -0300,0,,,194,,1,,,,,,,,,,28,,,,
07/26/2023,00:29:00 -0300,,,,,,,4.257,,,,,,,,,,,,,
07/26/2023,00:30:00 -0300,0,,,194,,1,,,,,,,,,,25,,,,
07/26/2023,00:32:00 -0300,0,,,194,,1,,,,,,,,,,31,,,,
07/26/2023,00:34:00 -0300,0,,,195,,1,4.248,,,,,,,,,28,,,,
07/26/2023,00:36:00 -0300,0,,,191,,1,,,,,,,,,,24,,,,
07/26/2023,00:38:00 -0300,0,,,190,,1,,,,,,,,,,25,,,,
07/26/2023,00:39:00 -0300,,,,,,,4.251,,,,,,,,,,,,,
07/26/2023,00:40:00 -0300,0,,,192,,1,,,,,,,,,,25,,,,
07/26/2023,00:42:00 -0300,0,,,191,,1,,,,,,,,,,24,,,,
07/26/2023,00:44:00 -0300,0,,,194,,1,4.254,,,,,,,,,23,,,,
07/26/2023,00:46:00 -0300,0,,,192,,1,,,,,,,,,,24,,,,
07/26/2023,00:48:00 -0300,0,,,194,,1,,,,,,,,,,30,,,,
07/26/2023,00:49:00 -0300,,,,,,,4.25,,,,,,,,,,,,,
07/26/2023,00:50:00 -0300,0,,,191,,1,,,,,,,,,,26,,,,
07/26/2023,00:52:00 -0300,0,,,194,,1,,,,,,,,,,23,,,,
07/26/2023,00:54:00 -0300,0,,,194,,1,4.251,,,,,,,,,25,,,,
07/26/2023,00:56:00 -0300,0,,,190,,1,,,,,,,,,,25,,,,
07/26/2023,00:58:00 -0300,0,,,194,,1,,,,,,,,,,30,,,,
07/26/2023,00:59:00 -0300,,,,,,,4.254,,,,,,,,,,,,,
07/26/2023,01:00:00 -0300,0,,,192,,1,,,,,,,,,,23,,,,
07/26/2023,01:02:00 -0300,0,,,194,,1,,,,,,,,,,28,,,,
07/26/2023,01:04:00 -0300,0,,,197,,1,4.251,,,,,,,,,25,,,,
07/26/2023,01:06:00 -0300,0,,,199,,1,,,,,,,,,,25,,,,
07/26/2023,01:08:00 -0300,0,,,195,,1,,,,,,,,,,22,,,,
07/26/2023,01:09:00 -0300,,,,,,,4.251,,,,,,,,,,,,,
07/26/2023,01:10:00 -0300,0,,,191,,1,,,,,,,,,,28,,,,
07/26/2023,01:12:00 -0300,0,,,194,,1,,,,,,,,,,26,,,,
07/26/2023,01:14:00 -0300,0,,,192,,1,4.253,,,,,,,,,24,,,,
07/26/2023,01:16:00 -0300,0,,,190,,1,,,,,,,,,,20,,,,
07/26/2023,01:18:00 -0300,0,,,192,,1,,,,,,,,,,24,,,,
07/26/2023,01:19:00 -0300,,,,,,,4.244,,,,,,,,,,,,,
07/26/2023,01:20:00 -0300,0,,,192,,1,,,,,,,,,,26,,,,
07/26/2023,01:22:00 -0300,0,,,192,,1,,,,,,,,,,26,,,,
07/26/2023,01:24:00 -0300,0,,,190,,1,4.25,,,,,,,,,22,,,,
07/26/2023,01:26:00 -0300,0,,,190,,1,,,,,,,,,,23,,,,
07/26/2023,01:28:00 -0300,0,,,190,,1,,,,,,,,,,20,,,,
07/26/2023,01:29:00 -0300,,,,,,,4.253,,,,,,,,,,,,,
07/26/2023,01:30:00 -0300,0,,,190,,1,,,,,,,,,,25,,,,
07/26/2023,01:32:00 -0300,0,,,190,,1,,,,,,,,,,24,,,,
07/26/2023,01:34:00 -0300,0,,,192,,1,4.245,,,,,,,,,23,,,,
07/26/2023,01:36:00 -0300,0,,,188,,1,,,,,,,,,,25,,,,
07/26/2023,01:38:00 -0300,0,,,188,,1,,,,,,,,,,20,,,,
07/26/2023,01:39:00 -0300,,,,,,,4.248,,,,,,,,,,,,,
07/26/2023,01:40:00 -0300,0,,,187,,1,,,,,,,,,,22,,,,
07/26/2023,01:42:00 -0300,0,,,190,,1,,,,,,,,,,23,,,,
07/26/2023,01:44:00 -0300,0,,,194,,1,4.251,,,,,,,,,22,,,,
07/26/2023,01:46:00 -0300,0,,,188,,1,,,,,,,,,,25,,,,
07/26/2023,01:48:00 -0300,0,,,188,,1,,,,,,,,,,23,,,,
07/26/2023,01:49:00 -0300,,,,,,,4.245,,,,,,,,,,,,,
07/26/2023,01:50:00 -0300,0,,,194,,1,,,,,,,,,,23,,,,
07/26/2023,01:52:00 -0300,0,,,192,,1,,,,,,,,,,23,,,,
07/26/2023,01:54:00 -0300,0,,,187,,1,4.248,,,,,,,,,23,,,,
07/26/2023,01:56:00 -0300,0,,,191,,1,,,,,,,,,,24,,,,
07/26/2023,01:58:00 -0300,0,,,187,,1,,,,,,,,,,20,,,,
07/26/2023,01:59:00 -0300,,,,,,,4.251,,,,,,,,,,,,,
07/26/2023,02:00:00 -0300,0,,,185,,1,,,,,,,,,,25,,,,
07/26/2023,02:02:00 -0300,0,,,190,,1,,,,,,,,,,23,,,,
07/26/2023,02:04:00 -0300,0,,,188,,1,4.245,,,,,,,,,20,,,,
07/26/2023,02:06:00 -0300,0,,,187,,1,,,,,,,,,,20,,,,
07/26/2023,02:08:00 -0300,0,,,191,,1,,,,,,,,,,25,,,,
07/26/2023,02:09:00 -0300,,,,,,,4.248,,,,,,,,,,,,,
07/26/2023,02:10:00 -0300,0,,,184,,1,,,,,,,,,,20,,,,
07/26/2023,02:12:00 -0300,0,,,184,,1,,,,,,,,,,19,,,,
07/26/2023,02:14:00 -0300,0,,,187,,1,4.25,,,,,,,,,14,,,,
07/26/2023,02:16:00 -0300,0,,,185,,1,,,,,,,,,,20,,,,
07/26/2023,02:18:00 -0300,0,,,181,,1,,,,,,,,,,16,,,,
07/26/2023,02:19:00 -0300,,,,,,,4.247,,,,,,,,,,,,,
07/26/2023,02:20:00 -0300,0,,,178,,1,,,,,,,,,,13,,,,
07/26/2023,02:22:00 -0300,0,,,185,,1,,,,,,,,,,13,,,,
07/26/2023,02:24:00 -0300,0,,,191,,1,4.248,,,,,,,,,16,,,,
07/26/2023,02:26:00 -0300,0,,,185,,1,,,,,,,,,,11,,,,
07/26/2023,02:28:00 -0300,0,,,188,,1,,,,,,,,,,16,,,,
07/26/2023,02:29:00 -0300,,,,,,,4.25,,,,,,,,,,,,,
07/26/2023,02:30:00 -0300,0,,,177,,1,,,,,,,,,,16,,,,
07/26/2023,02:32:00 -0300,0,,,197,,1,,,,,,,,,,13,,,,
07/26/2023,02:34:00 -0300,0,,,192,,1,4.242,,,,,,,,,13,,,,
07/26/2023,02:36:00 -0300,0,,,187,,1,,,,,,,,,,16,,,,
07/26/2023,02:38:00 -0300,0,,,187,,1,,,,,,,,,,17,,,,
07/26/2023,02:39:00 -0300,,,,,,,4.247,,,,,,,,,,,,,
07/26/2023,02:40:00 -0300,0,,,185,,1,,,,,,,,,,17,,,,
07/26/2023,02:42:00 -0300,0,,,181,,1,,,,,,,,,,13,,,,
07/26/2023,02:44:00 -0300,0,,,178,,1,4.25,,,,,,,,,14,,,,
07/26/2023,02:46:00 -0300,0,,,183,,1,,,,,,,,,,13,,,,
07/26/2023,02:48:00 -0300,0,,,184,,1,,,,,,,,,,18,,,,
07/26/2023,02:49:00 -0300,,,,,,,4.242,,,,,,,,,,,,,
07/26/2023,02:50:00 -0300,0,,,194,,1,,,,,,,,,,14,,,,
07/26/2023,02:52:00 -0300,0,,,190,,1,,,,,,,,,,17,,,,
07/26/2023,02:54:00 -0300,0,,,190,,1,4.245,,,,,,,,,17,,,,
07/26/2023,02:56:00 -0300,0,,,191,,1,,,,,,,,,,14,,,,
07/26/2023,02:58:00 -0300,0,,,192,,1,,,,,,,,,,16,,,,
07/26/2023,02:59:00 -0300,,,,,,,4.25,,,,,,,,,,,,,
07/26/2023,03:00:00 -0300,0,,,187,,1,,,,,,,,,,17,,,,
07/26/2023,03:02:00 -0300,0,,,191,,1,,,,,,,,,,11,,,,
07/26/2023,03:04:00 -0300,0,,,191,,1,4.242,,,,,,,,,12,,,,
07/26/2023,03:06:00 -0300,0,,,187,,1,,,,,,,,,,14,,,,
07/26/2023,03:08:00 -0300,0,,,181,,1,,,,,,,,,,16,,,,
07/26/2023,03:09:00 -0300,,,,,,,4.245,,,,,,,,,,,,,
07/26/2023,03:10:00 -0300,0,,,185,,1,,,,,,,,,,16,,,,
07/26/2023,03:12:00 -0300,0,,,191,,1,,,,,,,,,,17,,,,
07/26/2023,03:14:00 -0300,0,,,192,,1,4.248,,,,,,,,,16,,,,
07/26/2023,03:16:00 -0300,0,,,192,,1,,,,,,,,,,17,,,,
07/26/2023,03:18:00 -0300,0,,,194,,1,,,,,,,,,,14,,,,
07/26/2023,03:19:00 -0300,,,,,,,4.242,,,,,,,,,,,,,
07/26/2023,03:20:00 -0300,0,,,190,,1,,,,,,,,,,16,,,,
07/26/2023,03:22:00 -0300,0,,,184,,1,,,,,,,,,,18,,,,
07/26/2023,03:24:00 -0300,0,,,184,,1,4.245,,,,,,,,,16,,,,
07/26/2023,03:26:00 -0300,0,,,187,,1,,,,,,,,,,19,,,,
