Date,Time,"Temperature (S-THB 21114839:20824084-1),°C,Cavenish Green Gables","RH (S-THB 21114839:20824084-2),%,Cavenish Green Gables","Dew Point (S-THB 21114839:20824084-3),°C,Cavenish Green Gables","Rain (S-RGB 21114839:21092075-1),mm,Cavenish Green Gables","Wind Direction (S-WCF 21114839:21107892-3),°,Cavenish Green Gables","Solar Radiation (S-LIB 21114839:21109518-1),W/m²,Cavenish Green Gables","Battery (RX3000 BATTERY 21114839:21114839-B),V,Cavenish Green Gables","Average wind speed (S-WCF 21114839:21107892-1),Km/h,Cavenish Green Gables","Wind gust speed (S-WCF 21114839:21107892-2),Km/h,Cavenish Green Gables","Wind Speed (S-WCF 21114839:21107892-1),m/s,Cavenish Green Gables","Gust Speed (S-WCF 21114839:21107892-2),m/s,Cavenish Green Gables"
12/01/2024,00:00:00 -0400,-0.51,84,-2.88,0,271,1,,10,17,,
12/01/2024,00:02:00 -0400,-0.51,84,-2.88,0,271,1,4.17,10,14,,
12/01/2024,00:04:00 -0400,-0.51,84.1,-2.86,0,268,1,,10,13,,
12/01/2024,00:06:00 -0400,-0.51,84,-2.88,0,267,1,,11,17,,
12/01/2024,00:07:00 -0400,,,,,,,4.166,,,,
12/01/2024,00:08:00 -0400,-0.48,84.3,-2.8,0,264,1,,11,16,,
12/01/2024,00:10:00 -0400,-0.42,84.1,-2.78,0,270,1,,12,18,,
12/01/2024,00:12:00 -0400,-0.45,84.1,-2.81,0,263,1,4.163,11,14,,
12/01/2024,00:14:00 -0400,-0.48,84.3,-2.8,0,268,1,,11,13,,
12/01/2024,00:16:00 -0400,-0.48,84.3,-2.8,0,264,1,,10,13,,
12/01/2024,00:17:00 -0400,,,,,,,4.17,,,,
12/01/2024,00:18:00 -0400,-0.48,84.4,-2.79,0,267,1,,11,17,,
12/01/2024,00:20:00 -0400,-0.54,84.3,-2.86,0,268,1,,10,18,,
12/01/2024,00:22:00 -0400,-0.42,84.5,-2.72,0,264,1,4.167,12,17,,
12/01/2024,00:24:00 -0400,-0.45,84.4,-2.76,0,263,1,,11,14,,
12/01/2024,00:26:00 -0400,-0.54,84.5,-2.83,0,268,1,,10,16,,
12/01/2024,00:27:00 -0400,,,,,,,4.161,,,,
12/01/2024,00:28:00 -0400,-0.54,84.6,-2.81,0,257,1,,11,16,,
12/01/2024,00:30:00 -0400,-0.62,84.6,-2.89,0,260,1,,8,13,,
12/01/2024,00:32:00 -0400,-0.62,84.9,-2.85,0,265,1,4.17,10,16,,
12/01/2024,00:34:00 -0400,-0.56,84.9,-2.79,0,261,1,,12,19,,
12/01/2024,00:36:00 -0400,-0.56,84.9,-2.79,0,261,1,,11,14,,
12/01/2024,00:37:00 -0400,,,,,,,4.166,,,,
12/01/2024,00:38:00 -0400,-0.62,84.9,-2.85,0,265,1,,11,17,,
12/01/2024,00:40:00 -0400,-0.65,85.1,-2.84,0,264,1,,11,19,,
