Date,Time,"Temperature (S-THB 21114839:20824084-1),°C,Cavenish Green Gables","RH (S-THB 21114839:20824084-2),%,Cavenish Green Gables","Dew Point (S-THB 21114839:20824084-3),°C,Cavenish Green Gables","Rain (S-RGB 21114839:21092075-1),mm,Cavenish Green Gables","Average wind speed (S-WCF 21114839:21107892-1),Km/h,Cavenish Green Gables","Wind gust speed (S-WCF 21114839:21107892-2),Km/h,Cavenish Green Gables","Wind Direction (S-WCF 21114839:21107892-3),°,Cavenish Green Gables","Solar Radiation (S-LIB 21114839:21109518-1),W/m²,Cavenish Green Gables","Battery (RX3000 BATTERY 21114839:21114839-B),V,Cavenish Green Gables","Average wind speed (S-WCF 21114839:21107892-1),Km/h,Cavenish Green Gables","Wind gust speed (S-WCF 21114839:21107892-2),Km/h,Cavenish Green Gables"
05/01/2024,00:00:00 -0300,2.32,96.2,1.77,0,,,17,1,,12,18
05/01/2024,00:02:00 -0300,2.32,96.2,1.77,0,,,18,1,,14,22
05/01/2024,00:03:00 -0300,,,,,,,,,4.221,,
05/01/2024,00:04:00 -0300,2.32,96.2,1.77,0,,,14,1,,13,19
05/01/2024,00:06:00 -0300,2.29,96.2,1.75,0,,,17,1,,14,24
05/01/2024,00:08:00 -0300,2.29,96.3,1.76,0,,,17,1,4.224,14,19
05/01/2024,00:10:00 -0300,2.29,96.3,1.76,0,,,17,1,,13,19
05/01/2024,00:12:00 -0300,2.29,96.3,1.76,0,,,13,1,,17,23
05/01/2024,00:13:00 -0300,,,,,,,,,4.212,,
05/01/2024,00:14:00 -0300,2.32,96.4,1.8,0,,,11,1,,13,22
05/01/2024,00:16:00 -0300,2.32,96.4,1.8,0,,,10,1,,13,19
05/01/2024,00:18:00 -0300,2.32,96.4,1.8,0,,,17,1,4.22,12,20
05/01/2024,00:20:00 -0300,2.34,96.4,1.83,0,,,7,1,,13,18
05/01/2024,00:22:00 -0300,2.29,96.4,1.77,0,,,10,1,,17,22
05/01/2024,00:23:00 -0300,,,,,,,,,4.223,,
05/01/2024,00:24:00 -0300,2.29,96.5,1.79,0,,,11,1,,16,22
05/01/2024,00:26:00 -0300,2.29,96.5,1.79,0,,,13,1,,12,17
05/01/2024,00:28:00 -0300,2.24,96.5,1.74,0,,,7,1,4.212,18,23
05/01/2024,00:30:00 -0300,2.26,96.5,1.76,0,,,11,1,,14,20
05/01/2024,00:32:00 -0300,2.26,96.6,1.78,0,,,10,1,,12,16
05/01/2024,00:33:00 -0300,,,,,,,,,4.218,,
05/01/2024,00:34:00 -0300,2.26,96.6,1.78,0,,,10,1,,16,20
05/01/2024,00:36:00 -0300,2.29,96.6,1.8,0,,,18,1,,11,16
05/01/2024,00:38:00 -0300,2.29,96.6,1.8,0,,,13,1,4.214,12,19
05/01/2024,00:40:00 -0300,2.24,96.6,1.75,0,,,14,1,,12,17
05/01/2024,00:42:00 -0300,2.21,96.6,1.72,0,,,20,1,,14,19
05/01/2024,00:43:00 -0300,,,,,,,,,4.209,,
05/01/2024,00:44:00 -0300,2.24,96.7,1.76,0,,,18,1,,11,14
05/01/2024,00:46:00 -0300,2.24,96.7,1.76,0,,,10,1,,13,16
05/01/2024,00:48:00 -0300,2.24,96.7,1.76,0,,,18,1,4.218,11,17
05/01/2024,00:50:00 -0300,2.21,96.7,1.74,0,,,14,1,,12,18
05/01/2024,00:52:00 -0300,2.18,96.8,1.73,0,,,17,1,,13,20
05/01/2024,00:53:00 -0300,,,,,,,,,4.214,,
05/01/2024,00:54:00 -0300,2.21,96.7,1.74,0,,,13,1,,12,18
05/01/2024,00:56:00 -0300,2.24,96.8,1.78,0,,,11,1,,12,20
05/01/2024,00:58:00 -0300,2.21,96.7,1.74,0,,,14,1,4.209,13,19
05/01/2024,01:00:00 -0300,2.21,96.7,1.74,0,,,20,1,,10,19
05/01/2024,01:02:00 -0300,2.18,96.8,1.73,0,,,14,1,,16,22
05/01/2024,01:03:00 -0300,,,,,,,,,4.217,,
05/01/2024,01:04:00 -0300,2.18,96.9,1.74,0,,,20,1,,13,19
05/01/2024,01:06:00 -0300,2.24,96.9,1.79,0,,,17,1,,8,14
05/01/2024,01:08:00 -0300,2.24,96.8,1.78,0,,,14,1,4.214,11,13
05/01/2024,01:10:00 -0300,2.24,96.9,1.79,0,,,14,1,,11,19
05/01/2024,01:12:00 -0300,2.24,96.9,1.79,0,,,13,1,,13,20
05/01/2024,01:13:00 -0300,,,,,,,,,4.208,,
05/01/2024,01:14:00 -0300,2.26,97,1.83,0,,,15,1,,11,14
05/01/2024,01:16:00 -0300,2.26,97,1.83,0,,,13,1,,12,17
05/01/2024,01:18:00 -0300,2.24,96.9,1.79,0,,,11,1,4.215,12,14
05/01/2024,01:20:00 -0300,2.26,97,1.83,0,,,7,1,,11,13
05/01/2024,01:22:00 -0300,2.26,97,1.83,0,,,8,1,,10,13
05/01/2024,01:23:00 -0300,,,,,,,,,4.212,,
05/01/2024,01:24:00 -0300,2.26,97,1.83,0,,,8,1,,13,17
05/01/2024,01:26:00 -0300,2.26,97,1.83,0,,,7,1,,11,14
05/01/2024,01:28:00 -0300,2.24,97,1.81,0,,,13,1,4.208,12,19
05/01/2024,01:30:00 -0300,2.26,97,1.83,0,,,7,1,,11,14
05/01/2024,01:32:00 -0300,2.24,97,1.81,0,,,7,1,,14,18
05/01/2024,01:33:00 -0300,,,,,,,,,4.214,,
05/01/2024,01:34:00 -0300,2.26,97,1.83,0,,,14,1,,11,18
05/01/2024,01:36:00 -0300,2.26,97,1.83,0,,,7,1,,10,13
05/01/2024,01:38:00 -0300,2.26,97,1.83,0,,,8,1,4.217,13,19
05/01/2024,01:40:00 -0300,2.26,97,1.83,0,,,11,1,,11,14
05/01/2024,01:42:00 -0300,2.26,97.1,1.85,0,,,13,1,,11,16
05/01/2024,01:43:00 -0300,,,,,,,,,4.208,,
05/01/2024,01:44:00 -0300,2.29,97.1,1.88,0,,,10,1,,10,14
05/01/2024,01:46:00 -0300,2.32,97.1,1.9,0,,,11,1,,10,13
05/01/2024,01:48:00 -0300,2.29,97.1,1.88,0,,,6,1,4.214,12,19
05/01/2024,01:50:00 -0300,2.29,97.1,1.88,0,,,21,1,,10,14
05/01/2024,01:52:00 -0300,2.32,97.1,1.9,0,,,11,1,,8,12
05/01/2024,01:53:00 -0300,,,,,,,,,4.217,,
05/01/2024,01:54:00 -0300,2.32,97.1,1.9,0,,,13,1,,8,14
05/01/2024,01:56:00 -0300,2.32,97.2,1.92,0,,,7,1,,8,13
05/01/2024,01:58:00 -0300,2.29,97.2,1.89,0,,,10,1,4.202,13,17
05/01/2024,02:00:00 -0300,2.29,97.2,1.89,0,,,10,1,,14,19
05/01/2024,02:02:00 -0300,2.26,97.2,1.86,0,,,10,1,,16,19
05/01/2024,02:03:00 -0300,,,,,,,,,4.212,,
05/01/2024,02:04:00 -0300,2.29,97.2,1.89,0,,,11,1,,8,13
05/01/2024,02:06:00 -0300,2.29,97.2,1.89,0,,,14,1,,11,19
05/01/2024,02:08:00 -0300,2.29,97.2,1.89,0,,,8,1,4.214,12,19
05/01/2024,02:10:00 -0300,2.29,97.2,1.89,0,,,11,1,,13,16
05/01/2024,02:12:00 -0300,2.29,97.2,1.89,0,,,8,1,,12,17
05/01/2024,02:13:00 -0300,,,,,,,,,4.203,,
05/01/2024,02:14:00 -0300,2.24,97.2,1.84,0,,,6,1,,16,20
05/01/2024,02:16:00 -0300,2.29,97.2,1.89,0,,,7,1,,12,17
05/01/2024,02:18:00 -0300,2.29,97.2,1.89,0,,,8,1,4.211,13,16
05/01/2024,02:20:00 -0300,2.29,97.2,1.89,0,,,1,1,,14,19
05/01/2024,02:22:00 -0300,2.26,97.2,1.86,0,,,3,1,,14,18
05/01/2024,02:23:00 -0300,,,,,,,,,4.214,,
05/01/2024,02:24:00 -0300,2.26,97.2,1.86,0,,,6,1,,14,19
05/01/2024,02:26:00 -0300,2.29,97.3,1.9,0,,,13,1,,13,17
05/01/2024,02:28:00 -0300,2.26,97.2,1.86,0,,,4,1,4.202,12,19
05/01/2024,02:30:00 -0300,2.26,97.3,1.88,0,,,4,1,,12,18
05/01/2024,02:32:00 -0300,2.24,97.2,1.84,0,,,354,1,,11,16
05/01/2024,02:33:00 -0300,,,,,,,,,4.209,,
05/01/2024,02:34:00 -0300,2.21,97.1,1.8,0,,,357,1,,14,18
05/01/2024,02:36:00 -0300,2.24,97.3,1.85,0,,,351,1,,10,16
05/01/2024,02:38:00 -0300,2.21,97.2,1.81,0,,,352,1,4.205,12,18
05/01/2024,02:40:00 -0300,2.24,97.3,1.85,0,,,351,1,,10,14
05/01/2024,02:42:00 -0300,2.24,97.3,1.85,0,,,358,1,,10,14
05/01/2024,02:43:00 -0300,,,,,,,,,4.2,,
05/01/2024,02:44:00 -0300,2.24,97.2,1.84,0,,,340,1,,8,12
05/01/2024,02:46:00 -0300,2.24,97.3,1.85,0,,,344,1,,10,17
05/01/2024,02:48:00 -0300,2.21,97.2,1.81,0,,,347,1,4.209,12,18
05/01/2024,02:50:00 -0300,2.21,97.2,1.81,0,,,347,1,,12,17
05/01/2024,02:52:00 -0300,2.21,97.2,1.81,0,,,343,1,,11,16
05/01/2024,02:53:00 -0300,,,,,,,,,4.208,,
05/01/2024,02:54:00 -0300,2.21,97.2,1.81,0,,,354,1,,12,16
05/01/2024,02:56:00 -0300,2.18,97.2,1.78,0,,,348,1,,12,17
05/01/2024,02:58:00 -0300,2.18,97.3,1.8,0,,,351,1,4.202,11,16
05/01/2024,03:00:00 -0300,2.18,97.3,1.8,0,,,348,1,,12,16
05/01/2024,03:02:00 -0300,2.18,97.3,1.8,0,,,3,1,,10,12
05/01/2024,03:03:00 -0300,,,,,,,,,4.208,,
05/01/2024,03:04:00 -0300,2.21,97.3,1.82,0,,,348,1,,7,11
05/01/2024,03:06:00 -0300,2.24,97.3,1.85,0,,,357,1,,8,13
05/01/2024,03:08:00 -0300,2.21,97.2,1.81,0,,,352,1,4.212,10,14
05/01/2024,03:10:00 -0300,2.21,97.2,1.81,0,,,348,1,,8,14
05/01/2024,03:12:00 -0300,2.21,97.3,1.82,0,,,1,1,,10,16
05/01/2024,03:13:00 -0300,,,,,,,,,4.202,,
05/01/2024,03:14:00 -0300,2.21,97.3,1.82,0,,,357,1,,11,16
05/01/2024,03:16:00 -0300,2.21,97.2,1.81,0,,,355,1,,8,13
05/01/2024,03:18:00 -0300,2.24,97.3,1.85,0,,,358,1,4.209,6,8
05/01/2024,03:20:00 -0300,2.21,97.2,1.81,0,,,348,1,,8,14
05/01/2024,03:22:00 -0300,2.24,97.3,1.85,0,,,357,1,,10,14
05/01/2024,03:23:00 -0300,,,,,,,,,4.212,,
05/01/2024,03:24:00 -0300,2.26,97.3,1.88,0,,,357,1,,6,10
05/01/2024,03:26:00 -0300,2.24,97.3,1.85,0,,,357,1,,11,17
05/01/2024,03:28:00 -0300,2.24,97.3,1.85,0,,,358,1,4.202,8,12
05/01/2024,03:30:00 -0300,2.26,97.3,1.88,0,,,352,1,,10,12
05/01/2024,03:32:00 -0300,2.29,97.3,1.9,0,,,357,1,,10,12
05/01/2024,03:33:00 -0300,,,,,,,,,4.208,,
05/01/2024,03:34:00 -0300,2.29,97.2,1.89,0,,,167,1,,7,10
05/01/2024,03:36:00 -0300,2.32,97.2,1.92,0,,,354,1,,6,11
05/01/2024,03:38:00 -0300,2.29,97.2,1.89,0,,,352,1,4.203,10,13
05/01/2024,03:40:00 -0300,2.32,97.2,1.92,0,,,350,1,,8,12
05/01/2024,03:42:00 -0300,2.32,97.3,1.93,0,,,352,1,,10,12
05/01/2024,03:43:00 -0300,,,,,,,,,4.199,,
05/01/2024,03:44:00 -0300,2.34,97.2,1.94,0,,,347,1,,11,17
05/01/2024,03:46:00 -0300,2.34,97.2,1.94,0,,,352,1,,10,16
05/01/2024,03:48:00 -0300,2.37,97.2,1.97,0,,,348,1,4.206,10,14
05/01/2024,03:50:00 -0300,2.37,97.2,1.97,0,,,350,1,,10,14
05/01/2024,03:52:00 -0300,2.37,97.2,1.97,0,,,347,1,,8,16
05/01/2024,03:53:00 -0300,,,,,,,,,4.205,,
05/01/2024,03:54:00 -0300,2.4,97.2,2,0,,,351,1,,10,14
05/01/2024,03:56:00 -0300,2.4,97.1,1.98,0,,,351,1,,11,16
05/01/2024,03:58:00 -0300,2.42,97.1,2.01,0,,,350,1,4.2,11,14
05/01/2024,04:00:00 -0300,2.42,97.1,2.01,0,,,355,1,,13,16
05/01/2024,04:02:00 -0300,2.45,97,2.02,0,,,1,1,,12,16
05/01/2024,04:03:00 -0300,,,,,,,,,4.208,,
05/01/2024,04:04:00 -0300,2.48,97,2.05,0,,,345,1,,11,16
05/01/2024,04:06:00 -0300,2.48,97,2.05,0,,,350,1,,12,16
05/01/2024,04:08:00 -0300,2.48,97,2.05,0,,,345,1,4.211,11,16
05/01/2024,04:10:00 -0300,2.5,97.1,2.09,0,,,348,1,,12,16
05/01/2024,04:12:00 -0300,2.53,97,2.1,0,,,344,1,,14,18
05/01/2024,04:13:00 -0300,,,,,,,,,4.2,,
05/01/2024,04:14:00 -0300,2.56,97.1,2.14,0,,,344,1,,10,14
05/01/2024,04:16:00 -0300,2.56,97,2.13,0,,,333,1,,10,14
05/01/2024,04:18:00 -0300,2.56,96.9,2.11,0,,,343,1,4.206,10,13
05/01/2024,04:20:00 -0300,2.61,96.9,2.17,0,,,347,1,,12,18
05/01/2024,04:22:00 -0300,2.61,96.8,2.15,0,,,343,1,,11,14
05/01/2024,04:23:00 -0300,,,,,,,,,4.209,,
05/01/2024,04:24:00 -0300,2.61,96.8,2.15,0,,,343,1,,6,8
05/01/2024,04:26:00 -0300,2.61,96.8,2.15,0,,,327,1,,7,13
05/01/2024,04:28:00 -0300,2.64,96.9,2.19,0,,,327,1,4.197,6,12
05/01/2024,04:30:00 -0300,2.64,96.8,2.18,0,,,331,1,,10,14
05/01/2024,04:32:00 -0300,2.64,96.7,2.16,0,,,330,1,,8,13
05/01/2024,04:33:00 -0300,,,,,,,,,4.206,,
05/01/2024,04:34:00 -0300,2.64,96.6,2.15,0,,,330,1,,6,12
05/01/2024,04:36:00 -0300,2.64,96.6,2.15,0,,,320,1,,6,11
05/01/2024,04:38:00 -0300,2.64,96.5,2.14,0,,,329,1,4.203,10,14
05/01/2024,04:40:00 -0300,2.66,96.5,2.16,0,,,327,1,,8,16
05/01/2024,04:42:00 -0300,2.66,96.5,2.16,0,,,330,1,,8,12
05/01/2024,04:43:00 -0300,,,,,,,,,4.199,,
05/01/2024,04:44:00 -0300,2.66,96.4,2.15,0,,,331,1,,8,14
05/01/2024,04:46:00 -0300,2.66,96.5,2.16,0,,,336,1,,8,16
05/01/2024,04:48:00 -0300,2.66,96.5,2.16,0,,,333,1,4.206,6,8
05/01/2024,04:50:00 -0300,2.66,96.3,2.13,0,,,333,1,,8,16
05/01/2024,04:52:00 -0300,2.69,96.2,2.15,0,,,337,1,,8,12
05/01/2024,04:53:00 -0300,,,,,,,,,4.203,,
05/01/2024,04:54:00 -0300,2.72,96.2,2.17,0,,,326,1,,7,12
05/01/2024,04:56:00 -0300,2.72,96.1,2.16,0,,,334,1,,7,11
05/01/2024,04:58:00 -0300,2.72,96,2.14,0,,,337,1,4.197,8,12
05/01/2024,05:00:00 -0300,2.74,95.9,2.15,0,,,331,1,,11,14
05/01/2024,05:02:00 -0300,2.77,95.7,2.15,0,,,336,1,,8,13
05/01/2024,05:03:00 -0300,,,,,,,,,4.205,,
05/01/2024,05:04:00 -0300,2.77,95.7,2.15,0,,,334,1,,11,17
05/01/2024,05:06:00 -0300,2.77,95.7,2.15,0,,,331,1,,6,10
05/01/2024,05:08:00 -0300,2.77,95.5,2.12,0,,,333,1,4.208,7,11
05/01/2024,05:10:00 -0300,2.77,95.5,2.12,0,,,333,1,,6,12
05/01/2024,05:12:00 -0300,2.8,95.5,2.15,0,,,334,1,,10,13
05/01/2024,05:13:00 -0300,,,,,,,,,4.199,,
05/01/2024,05:14:00 -0300,2.8,95.3,2.12,0,,,330,1,,10,14
05/01/2024,05:16:00 -0300,2.8,95,2.08,0,,,326,1,,10,17
05/01/2024,05:18:00 -0300,2.82,94.9,2.09,0,,,334,1,4.205,11,13
05/01/2024,05:20:00 -0300,2.82,94.8,2.07,0,,,331,1,,8,14
05/01/2024,05:22:00 -0300,2.82,94.6,2.04,0,,,331,1,,11,17
05/01/2024,05:23:00 -0300,,,,,,,,,4.208,,
05/01/2024,05:24:00 -0300,2.85,94.5,2.05,0,,,326,1,,10,14
05/01/2024,05:26:00 -0300,2.85,94.4,2.04,0,,,330,1,,8,16
05/01/2024,05:28:00 -0300,2.88,94.3,2.05,0,,,341,1,4.2,12,16
05/01/2024,05:30:00 -0300,2.88,94.2,2.04,0,,,344,1,,11,13
05/01/2024,05:32:00 -0300,2.88,94.2,2.04,0,,,347,1,,7,12
05/01/2024,05:33:00 -0300,,,,,,,,,4.206,,
05/01/2024,05:34:00 -0300,2.85,94,1.98,0,,,337,1,,10,14
05/01/2024,05:36:00 -0300,2.88,94,2.01,0,,,344,1,,10,14
05/01/2024,05:38:00 -0300,2.9,93.8,2,0,,,336,1,4.202,11,14
05/01/2024,05:40:00 -0300,2.88,93.6,1.95,0,,,334,1,,8,14
05/01/2024,05:42:00 -0300,2.88,93.4,1.92,0,,,331,1,,7,11
05/01/2024,05:43:00 -0300,,,,,,,,,4.199,,
05/01/2024,05:44:00 -0300,2.88,93.4,1.92,0,,,343,1,,8,11
05/01/2024,05:46:00 -0300,2.85,93.3,1.88,0,,,343,1,,8,12
05/01/2024,05:48:00 -0300,2.85,93.2,1.86,0,,,343,1,4.206,11,17
05/01/2024,05:50:00 -0300,2.88,93.2,1.89,0,,,340,1,,12,16
05/01/2024,05:52:00 -0300,2.88,93.1,1.87,0,,,338,1,,11,16
05/01/2024,05:53:00 -0300,,,,,,,,,4.203,,
05/01/2024,05:54:00 -0300,2.88,93.1,1.87,0,,,330,2,,7,10
05/01/2024,05:56:00 -0300,2.85,93,1.83,0,,,341,2,,11,14
05/01/2024,05:58:00 -0300,2.88,93,1.86,0,,,340,2,4.202,11,13
05/01/2024,06:00:00 -0300,2.88,93,1.86,0,,,345,3,,7,10
05/01/2024,06:02:00 -0300,2.88,93,1.86,0,,,345,3,,7,14
05/01/2024,06:03:00 -0300,,,,,,,,,4.214,,
05/01/2024,06:04:00 -0300,2.88,92.9,1.84,0,,,334,3,,8,12
05/01/2024,06:06:00 -0300,2.88,92.9,1.84,0,,,347,4,,10,14
05/01/2024,06:08:00 -0300,2.9,92.8,1.85,0,,,347,3,4.212,10,14
05/01/2024,06:10:00 -0300,2.88,92.7,1.81,0,,,347,3,,12,18
05/01/2024,06:12:00 -0300,2.9,92.7,1.84,0,,,351,2,,10,13
05/01/2024,06:13:00 -0300,,,,,,,,,4.206,,
05/01/2024,06:14:00 -0300,2.88,92.8,1.83,0,,,350,2,,11,13
05/01/2024,06:16:00 -0300,2.88,92.7,1.81,0,,,352,3,,10,14
05/01/2024,06:18:00 -0300,2.88,92.7,1.81,0,,,3,3,4.215,10,13
05/01/2024,06:20:00 -0300,2.88,92.6,1.8,0,,,351,4,,11,14
05/01/2024,06:22:00 -0300,2.88,92.5,1.78,0,,,354,4,,12,14
05/01/2024,06:23:00 -0300,,,,,,,,,4.224,,
05/01/2024,06:24:00 -0300,2.85,92.5,1.76,0,,,351,4,,11,16
05/01/2024,06:26:00 -0300,2.88,92.5,1.78,0,,,355,4,,10,13
05/01/2024,06:28:00 -0300,2.88,92.5,1.78,0,,,355,4,4.211,8,13
05/01/2024,06:30:00 -0300,2.88,92.5,1.78,0,,,347,4,,7,11
05/01/2024,06:32:00 -0300,2.88,92.5,1.78,0,,,351,4,,6,10
05/01/2024,06:33:00 -0300,,,,,,,,,4.224,,
05/01/2024,06:34:00 -0300,2.88,92.4,1.77,0,,,358,6,,8,12
05/01/2024,06:36:00 -0300,2.88,92.4,1.77,0,,,351,7,,8,13
05/01/2024,06:38:00 -0300,2.88,92.4,1.77,0,,,357,8,4.227,10,13
05/01/2024,06:40:00 -0300,2.88,92.2,1.74,0,,,357,11,,10,14
05/01/2024,06:42:00 -0300,2.9,92.3,1.78,0,,,357,13,,7,11
05/01/2024,06:43:00 -0300,,,,,,,,,4.233,,
05/01/2024,06:44:00 -0300,2.9,92.2,1.76,0,,,357,16,,8,12
05/01/2024,06:46:00 -0300,2.93,92.2,1.79,0,,,357,17,,7,10
05/01/2024,06:48:00 -0300,2.93,92.2,1.79,0,,,354,18,4.272,7,11
05/01/2024,06:50:00 -0300,2.93,92.2,1.79,0,,,0,18,,8,11
05/01/2024,06:52:00 -0300,2.9,92.2,1.76,0,,,354,18,,8,12
05/01/2024,06:53:00 -0300,,,,,,,,,4.289,,
05/01/2024,06:54:00 -0300,2.96,92.2,1.82,0,,,333,19,,7,10
05/01/2024,06:56:00 -0300,2.98,92.2,1.84,0,,,333,22,,5,7
05/01/2024,06:58:00 -0300,2.98,92.2,1.84,0,,,341,24,4.299,5,6
05/01/2024,07:00:00 -0300,2.96,92.1,1.8,0,,,348,28,,7,11
05/01/2024,07:02:00 -0300,2.96,92.1,1.8,0,,,17,32,,8,11
05/01/2024,07:03:00 -0300,,,,,,,,,4.304,,
05/01/2024,07:04:00 -0300,3.01,92.1,1.85,0,,,161,34,,6,8
05/01/2024,07:06:00 -0300,3.04,92.2,1.89,0,,,6,38,,7,10
05/01/2024,07:08:00 -0300,3.01,92.1,1.85,0,,,10,39,4.308,8,11
05/01/2024,07:10:00 -0300,3.01,92.1,1.85,0,,,13,38,,8,11
05/01/2024,07:12:00 -0300,3.09,92,1.92,0,,,17,34,,5,7
05/01/2024,07:13:00 -0300,,,,,,,,,4.313,,
05/01/2024,07:14:00 -0300,3.04,92,1.86,0,,,13,32,,7,10
05/01/2024,07:16:00 -0300,3.06,91.9,1.88,0,,,3,31,,7,8
05/01/2024,07:18:00 -0300,3.04,91.9,1.85,0,,,1,28,4.302,6,8
05/01/2024,07:20:00 -0300,3.09,92.1,1.93,0,,,0,27,,6,8
05/01/2024,07:22:00 -0300,3.01,91.9,1.82,0,,,3,26,,8,12
05/01/2024,07:23:00 -0300,,,,,,,,,4.298,,
05/01/2024,07:24:00 -0300,2.96,91.7,1.74,0,,,14,26,,8,12
05/01/2024,07:26:00 -0300,3.01,92,1.84,0,,,7,24,,6,10
05/01/2024,07:28:00 -0300,3.04,92,1.86,0,,,3,24,4.313,7,10
05/01/2024,07:30:00 -0300,3.01,92,1.84,0,,,0,24,,8,10
05/01/2024,07:32:00 -0300,3.04,92,1.86,0,,,358,27,,7,8
05/01/2024,07:33:00 -0300,,,,,,,,,4.301,,
05/01/2024,07:34:00 -0300,3.06,92,1.89,0,,,358,31,,6,7
05/01/2024,07:36:00 -0300,2.96,91.9,1.77,0,,,354,33,,8,11
05/01/2024,07:38:00 -0300,3.04,92,1.86,0,,,348,37,4.295,6,7
05/01/2024,07:40:00 -0300,3.04,92.1,1.88,0,,,351,43,,7,10
05/01/2024,07:42:00 -0300,3.04,92.1,1.88,0,,,351,49,,8,12
05/01/2024,07:43:00 -0300,,,,,,,,,4.308,,
05/01/2024,07:44:00 -0300,3.09,92.1,1.93,0,,,351,56,,8,10
05/01/2024,07:46:00 -0300,3.17,92,2,0,,,351,62,,7,8
05/01/2024,07:48:00 -0300,3.09,91.8,1.89,0,,,357,66,4.314,10,12
05/01/2024,07:50:00 -0300,3.14,92,1.97,0,,,145,69,,8,11
05/01/2024,07:52:00 -0300,3.17,92,2,0,,,0,74,,7,11
05/01/2024,07:53:00 -0300,,,,,,,,,4.293,,
05/01/2024,07:54:00 -0300,3.19,92.1,2.04,0,,,3,81,,8,11
05/01/2024,07:56:00 -0300,3.22,92.1,2.06,0,,,6,87,,8,10
05/01/2024,07:58:00 -0300,3.19,91.9,2.01,0,,,88,91,4.319,8,11
05/01/2024,08:00:00 -0300,3.25,91.8,2.04,0,,,163,89,,8,11
05/01/2024,08:02:00 -0300,3.22,91.8,2.02,0,,,67,83,,10,11
05/01/2024,08:03:00 -0300,,,,,,,,,4.299,,
05/01/2024,08:04:00 -0300,3.27,92,2.1,0,,,1,79,,10,11
05/01/2024,08:06:00 -0300,3.3,92,2.13,0,,,357,79,,7,10
05/01/2024,08:08:00 -0300,3.49,92.1,2.33,0,,,352,81,4.308,7,10
05/01/2024,08:10:00 -0300,3.35,91.8,2.15,0,,,347,84,,10,13
05/01/2024,08:12:00 -0300,3.3,91.9,2.11,0,,,345,87,,11,12
05/01/2024,08:13:00 -0300,,,,,,,,,4.331,,
05/01/2024,08:14:00 -0300,3.46,92.1,2.3,0,,,348,89,,8,10
05/01/2024,08:16:00 -0300,3.51,92,2.34,0,,,338,91,,7,10
05/01/2024,08:18:00 -0300,3.46,91.9,2.27,0,,,350,97,4.311,10,12
05/01/2024,08:20:00 -0300,3.38,91.9,2.19,0,,,352,108,,11,13
05/01/2024,08:22:00 -0300,3.41,91.8,2.2,0,,,352,114,,10,14
05/01/2024,08:23:00 -0300,,,,,,,,,4.301,,
05/01/2024,08:24:00 -0300,3.46,91.9,2.27,0,,,347,114,,10,13
05/01/2024,08:26:00 -0300,3.43,91.9,2.24,0,,,350,111,,10,12
05/01/2024,08:28:00 -0300,3.41,91.8,2.2,0,,,340,108,4.304,10,12
05/01/2024,08:30:00 -0300,3.49,91.9,2.3,0,,,334,106,,10,12
05/01/2024,08:32:00 -0300,3.41,91.8,2.2,0,,,344,103,,11,14
05/01/2024,08:33:00 -0300,,,,,,,,,4.335,,
05/01/2024,08:34:00 -0300,3.3,91.8,2.1,0,,,341,103,,12,14
05/01/2024,08:36:00 -0300,3.41,91.8,2.2,0,,,341,102,,12,16
05/01/2024,08:38:00 -0300,3.46,91.9,2.27,0,,,334,101,4.311,10,16
05/01/2024,08:40:00 -0300,3.43,91.8,2.23,0,,,341,97,,11,14
05/01/2024,08:42:00 -0300,3.49,91.9,2.3,0,,,350,93,,10,13
05/01/2024,08:43:00 -0300,,,,,,,,,4.308,,
05/01/2024,08:44:00 -0300,3.49,91.9,2.3,0,,,341,92,,8,12
05/01/2024,08:46:00 -0300,3.46,91.8,2.25,0,,,343,93,,11,14
05/01/2024,08:48:00 -0300,3.38,91.6,2.14,0,,,338,96,4.31,11,16
05/01/2024,08:50:00 -0300,3.38,91.6,2.14,0,,,338,96,,11,16
05/01/2024,08:52:00 -0300,3.41,91.6,2.17,0,,,337,93,,11,14
05/01/2024,08:53:00 -0300,,,,,,,,,4.31,,
05/01/2024,08:54:00 -0300,3.38,91.6,2.14,0,,,336,96,,13,17
05/01/2024,08:56:00 -0300,3.51,91.8,2.31,0,,,338,102,,10,14
05/01/2024,08:58:00 -0300,3.43,91.6,2.2,0,,,330,111,4.35,11,16
05/01/2024,09:00:00 -0300,3.56,91.6,2.33,0,,,345,116,,11,13
05/01/2024,09:02:00 -0300,3.64,91.7,2.42,0,,,345,114,,10,12
05/01/2024,09:03:00 -0300,,,,,,,,,4.319,,
05/01/2024,09:04:00 -0300,3.72,91.7,2.5,0,,,344,108,,8,14
05/01/2024,09:06:00 -0300,3.54,91.5,2.29,0,,,340,103,,12,17
05/01/2024,09:08:00 -0300,3.41,91.6,2.17,0,,,347,104,4.299,14,20
05/01/2024,09:10:00 -0300,3.54,91.7,2.32,0,,,348,111,,12,17
05/01/2024,09:12:00 -0300,3.51,91.6,2.28,0,,,355,119,,13,16
05/01/2024,09:13:00 -0300,,,,,,,,,4.313,,
05/01/2024,09:14:00 -0300,3.51,91.6,2.28,0,,,351,127,,13,17
05/01/2024,09:16:00 -0300,3.54,91.5,2.29,0,,,347,131,,12,19
05/01/2024,09:18:00 -0300,3.43,91.4,2.17,0,,,343,126,4.299,17,22
