Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","RH (S-THC 21114835:21530608-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21530608-3),°C,Greenwich PEINP","Temperature (S-TMB 21114835:21098926-1),°C,Greenwich PEINP","Wind Speed (S-WCF 21114835:21135207-1),m/s,Greenwich PEINP","Gust Speed (S-WCF 21114835:21135207-2),m/s,Greenwich PEINP","Temperature (S-THC 21114835:21530608-1),°C,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP"
12/01/2022,00:00:00 -0400,0,1,4.212,160,24,38,,,5.95,,,,,
12/01/2022,00:02:00 -0400,0,1,,171,24,34,,,5.97,,,,,
12/01/2022,00:04:00 -0400,0,1,,164,19,35,,,5.95,,,,,
12/01/2022,00:05:00 -0400,,,4.217,,,,,,,,,,,
12/01/2022,00:06:00 -0400,0,1,,163,24,42,,,6.03,,,,,
12/01/2022,00:08:00 -0400,0,1,,163,22,32,,,6,,,,,
12/01/2022,00:10:00 -0400,0,1,4.191,167,25,38,,,6.13,,,,,
12/01/2022,00:12:00 -0400,0,1,,170,24,35,,,6.08,,,,,
12/01/2022,00:14:00 -0400,0,1,,166,25,35,,,6.13,,,,,
12/01/2022,00:15:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,00:16:00 -0400,0,1,,166,22,32,,,6.13,,,,,
12/01/2022,00:18:00 -0400,0,1,,166,22,40,,,6.18,,,,,
12/01/2022,00:20:00 -0400,0,1,4.215,164,22,31,,,6.15,,,,,
12/01/2022,00:22:00 -0400,0,1,,161,22,37,,,6.13,,,,,
12/01/2022,00:24:00 -0400,0,1,,160,20,31,,,6.13,,,,,
12/01/2022,00:25:00 -0400,,,4.196,,,,,,,,,,,
12/01/2022,00:26:00 -0400,0,1,,173,23,35,,,6.2,,,,,
12/01/2022,00:28:00 -0400,0,1,,167,19,32,,,6.2,,,,,
12/01/2022,00:30:00 -0400,0,1,4.212,160,20,30,,,6.2,,,,,
12/01/2022,00:32:00 -0400,0,1,,163,20,29,,,6.2,,,,,
12/01/2022,00:34:00 -0400,0,1,,160,22,35,,,6.2,,,,,
12/01/2022,00:35:00 -0400,,,4.214,,,,,,,,,,,
12/01/2022,00:36:00 -0400,0,1,,160,20,41,,,6.33,,,,,
12/01/2022,00:38:00 -0400,0,1,,160,19,31,,,6.28,,,,,
12/01/2022,00:40:00 -0400,0,1,4.19,168,23,34,,,6.31,,,,,
12/01/2022,00:42:00 -0400,0,1,,159,22,35,,,6.41,,,,,
12/01/2022,00:44:00 -0400,0,1,,163,22,36,,,6.41,,,,,
12/01/2022,00:45:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,00:46:00 -0400,0,1,,168,20,38,,,6.53,,,,,
12/01/2022,00:48:00 -0400,0,1,,170,22,34,,,6.53,,,,,
12/01/2022,00:50:00 -0400,0,1,4.214,167,23,37,,,6.61,,,,,
12/01/2022,00:52:00 -0400,0,1,,166,23,41,,,6.61,,,,,
12/01/2022,00:54:00 -0400,0,1,,167,24,50,,,6.61,,,,,
12/01/2022,00:55:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,00:56:00 -0400,0,1,,168,26,40,,,6.64,,,,,
12/01/2022,00:58:00 -0400,0,1,,168,18,30,,,6.53,,,,,
12/01/2022,01:00:00 -0400,0,1,4.211,171,22,32,,,6.61,,,,,
12/01/2022,01:02:00 -0400,0,1,,171,20,30,,,6.56,,,,,
12/01/2022,01:04:00 -0400,0,1,,163,23,34,,,6.51,,,,,
12/01/2022,01:05:00 -0400,,,4.214,,,,,,,,,,,
12/01/2022,01:06:00 -0400,0,1,,167,22,37,,,6.56,,,,,
12/01/2022,01:08:00 -0400,0,1,,163,23,36,,,6.64,,,,,
12/01/2022,01:10:00 -0400,0,1,4.19,160,19,31,,,6.59,,,,,
12/01/2022,01:12:00 -0400,0,1,,161,22,35,,,6.61,,,,,
12/01/2022,01:14:00 -0400,0,1,,161,19,32,,,6.59,,,,,
12/01/2022,01:15:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,01:16:00 -0400,0,1,,161,17,35,,,6.56,,,,,
12/01/2022,01:18:00 -0400,0,1,,160,18,32,,,6.56,,,,,
12/01/2022,01:20:00 -0400,0,1,4.214,160,20,37,,,6.53,,,,,
12/01/2022,01:22:00 -0400,0,1,,160,19,31,,,6.53,,,,,
12/01/2022,01:24:00 -0400,0,1,,156,19,34,,,6.53,,,,,
12/01/2022,01:25:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,01:26:00 -0400,0,1,,161,19,32,,,6.64,,,,,
12/01/2022,01:28:00 -0400,0,1,,166,20,28,,,6.59,,,,,
12/01/2022,01:30:00 -0400,0,1,4.211,164,19,37,,,6.61,,,,,
12/01/2022,01:32:00 -0400,0,1,,163,19,30,,,6.64,,,,,
12/01/2022,01:34:00 -0400,0,1,,164,23,42,,,6.81,,,,,
12/01/2022,01:35:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,01:36:00 -0400,0,1,,164,18,34,,,6.79,,,,,
12/01/2022,01:38:00 -0400,0,1,,152,19,30,,,6.91,,,,,
12/01/2022,01:40:00 -0400,0,1,4.194,160,17,34,,,6.91,,,,,
12/01/2022,01:42:00 -0400,0,1,,163,17,29,,,6.94,,,,,
12/01/2022,01:44:00 -0400,0,1,,167,13,26,,,6.94,,,,,
12/01/2022,01:45:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,01:46:00 -0400,0,1,,159,17,34,,,7.02,,,,,
12/01/2022,01:48:00 -0400,0,1,,160,18,28,,,6.99,,,,,
12/01/2022,01:50:00 -0400,0,1,4.212,156,20,32,,,7.24,,,,,
12/01/2022,01:52:00 -0400,0,1,,154,19,30,,,7.22,,,,,
12/01/2022,01:54:00 -0400,0,1,,160,16,24,,,7.27,,,,,
12/01/2022,01:55:00 -0400,,,4.193,,,,,,,,,,,
12/01/2022,01:56:00 -0400,0,1,,161,18,31,,,7.32,,,,,
12/01/2022,01:58:00 -0400,0,1,,160,19,31,,,7.42,,,,,
12/01/2022,02:00:00 -0400,0,1,4.209,163,18,28,,,7.44,,,,,
12/01/2022,02:02:00 -0400,0,1,,156,19,35,,,7.67,,,,,
12/01/2022,02:04:00 -0400,0,1,,167,18,29,,,7.62,,,,,
12/01/2022,02:05:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,02:06:00 -0400,0,1,,168,20,42,,,7.74,,,,,
12/01/2022,02:08:00 -0400,0,1,,164,18,38,,,7.82,,,,,
12/01/2022,02:10:00 -0400,0,1,4.193,161,22,44,,,7.97,,,,,
12/01/2022,02:12:00 -0400,0,1,,163,20,30,,,7.87,,,,,
12/01/2022,02:14:00 -0400,0,1,,166,19,35,,,7.92,,,,,
12/01/2022,02:15:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,02:16:00 -0400,0,1,,152,25,41,,,8.22,,,,,
12/01/2022,02:18:00 -0400,0,1,,164,22,34,,,8.24,,,,,
12/01/2022,02:20:00 -0400,0,1,4.212,159,23,38,,,8.24,,,,,
12/01/2022,02:22:00 -0400,0,1,,166,19,30,,,8.09,,,,,
12/01/2022,02:24:00 -0400,0,1,,163,26,47,,,8.37,,,,,
12/01/2022,02:25:00 -0400,,,4.191,,,,,,,,,,,
12/01/2022,02:26:00 -0400,0,1,,163,22,34,,,8.42,,,,,
12/01/2022,02:28:00 -0400,0,1,,161,25,43,,,8.44,,,,,
12/01/2022,02:30:00 -0400,0,1,4.208,167,25,41,,,8.47,,,,,
12/01/2022,02:32:00 -0400,0,1,,170,24,42,,,8.54,,,,,
12/01/2022,02:34:00 -0400,0,1,,159,25,54,,,8.69,,,,,
12/01/2022,02:35:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,02:36:00 -0400,0,1,,166,25,42,,,8.79,,,,,
12/01/2022,02:38:00 -0400,0,1,,170,19,34,,,8.52,,,,,
12/01/2022,02:40:00 -0400,0,1,4.19,166,28,38,,,8.67,,,,,
12/01/2022,02:42:00 -0400,0,1,,170,25,40,,,8.74,,,,,
12/01/2022,02:44:00 -0400,0,1,,164,25,41,,,8.77,,,,,
12/01/2022,02:45:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,02:46:00 -0400,0,1,,159,24,44,,,8.84,,,,,
12/01/2022,02:48:00 -0400,0,1,,160,29,43,,,9.04,,,,,
12/01/2022,02:50:00 -0400,0,1,4.211,173,28,41,,,9.04,,,,,
12/01/2022,02:52:00 -0400,0,1,,170,26,44,,,9.04,,,,,
12/01/2022,02:54:00 -0400,0,1,,157,26,46,,,9.09,,,,,
12/01/2022,02:55:00 -0400,,,4.193,,,,,,,,,,,
12/01/2022,02:56:00 -0400,0,1,,174,24,43,,,9.04,,,,,
12/01/2022,02:58:00 -0400,0,1,,173,28,40,,,9.11,,,,,
12/01/2022,03:00:00 -0400,0,1,4.209,163,26,49,,,9.19,,,,,
12/01/2022,03:02:00 -0400,0,1,,170,28,40,,,9.31,,,,,
12/01/2022,03:04:00 -0400,0,1,,159,23,42,,,9.31,,,,,
12/01/2022,03:05:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,03:06:00 -0400,0,1,,167,23,38,,,9.21,,,,,
12/01/2022,03:08:00 -0400,0,1,,170,25,43,,,9.29,,,,,
12/01/2022,03:10:00 -0400,0,1,4.188,166,24,40,,,9.24,,,,,
12/01/2022,03:12:00 -0400,0,1,,159,23,37,,,9.21,,,,,
12/01/2022,03:14:00 -0400,0,1,,156,26,36,,,9.34,,,,,
12/01/2022,03:15:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,03:16:00 -0400,0,1,,166,22,50,,,9.21,,,,,
12/01/2022,03:18:00 -0400,0,1,,164,28,44,,,9.36,,,,,
12/01/2022,03:20:00 -0400,0,1,4.212,160,23,35,,,9.31,,,,,
12/01/2022,03:22:00 -0400,0,1,,164,23,31,,,9.26,,,,,
12/01/2022,03:24:00 -0400,0,1,,163,20,30,,,9.31,,,,,
12/01/2022,03:25:00 -0400,,,4.19,,,,,,,,,,,
12/01/2022,03:26:00 -0400,0,1,,164,24,48,,,9.39,,,,,
12/01/2022,03:28:00 -0400,0,1,,166,31,44,,,9.56,,,,,
12/01/2022,03:30:00 -0400,0,1,4.209,160,22,35,,,9.48,,,,,
12/01/2022,03:32:00 -0400,0,1,,174,26,43,,,9.48,,,,,
12/01/2022,03:34:00 -0400,0,1,,164,31,54,,,9.61,,,,,
12/01/2022,03:35:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,03:36:00 -0400,0,1,,175,25,48,,,9.41,,,,,
12/01/2022,03:38:00 -0400,0,1,,166,26,38,,,9.46,,,,,
12/01/2022,03:40:00 -0400,0,1,4.188,161,25,40,,,9.46,,,,,
12/01/2022,03:42:00 -0400,0,1,,166,23,31,,,9.41,,,,,
12/01/2022,03:44:00 -0400,0,1,,167,28,55,,,9.41,,,,,
12/01/2022,03:45:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,03:46:00 -0400,0,1,,168,24,40,,,9.39,,,,,
12/01/2022,03:48:00 -0400,0,1,,174,26,42,,,9.41,,,,,
12/01/2022,03:50:00 -0400,0,1,4.212,171,29,42,,,9.51,,,,,
12/01/2022,03:52:00 -0400,0,1,,167,28,43,,,9.46,,,,,
12/01/2022,03:54:00 -0400,0,1,,171,30,46,,,9.53,,,,,
12/01/2022,03:55:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,03:56:00 -0400,0,1,,167,31,46,,,9.71,,,,,
12/01/2022,03:58:00 -0400,0,1,,166,29,47,,,9.68,,,,,
12/01/2022,04:00:00 -0400,0,1,4.209,171,29,42,,,9.76,,,,,
12/01/2022,04:02:00 -0400,0,1,,167,29,43,,,9.63,,,,,
12/01/2022,04:04:00 -0400,0,1,,170,29,48,,,9.71,,,,,
12/01/2022,04:05:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,04:06:00 -0400,0,1,,163,28,41,,,9.71,,,,,
12/01/2022,04:08:00 -0400,0,1,,163,28,38,,,9.73,,,,,
12/01/2022,04:10:00 -0400,0,1,4.19,163,24,38,,,9.66,,,,,
12/01/2022,04:12:00 -0400,0,1,,167,28,44,,,9.8,,,,,
12/01/2022,04:14:00 -0400,0,1,,170,25,47,,,9.85,,,,,
12/01/2022,04:15:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,04:16:00 -0400,0,1,,173,25,36,,,9.85,,,,,
12/01/2022,04:18:00 -0400,0,1,,163,26,46,,,10,,,,,
12/01/2022,04:20:00 -0400,0,1,4.212,167,29,40,,,10.15,,,,,
12/01/2022,04:22:00 -0400,0,1,,170,23,37,,,9.98,,,,,
12/01/2022,04:24:00 -0400,0,1,,164,26,43,,,10.2,,,,,
12/01/2022,04:25:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,04:26:00 -0400,0,1,,167,31,50,,,10.39,,,,,
12/01/2022,04:28:00 -0400,0,1,,166,29,42,,,10.3,,,,,
12/01/2022,04:30:00 -0400,0,1,4.209,168,31,47,,,10.32,,,,,
12/01/2022,04:32:00 -0400,0,1,,173,30,48,,,10.37,,,,,
12/01/2022,04:34:00 -0400,0,1,,170,28,41,,,10.37,,,,,
12/01/2022,04:35:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,04:36:00 -0400,0,1,,167,29,49,,,10.39,,,,,
12/01/2022,04:38:00 -0400,0,1,,175,25,41,,,10.34,,,,,
12/01/2022,04:40:00 -0400,0,1,4.191,175,31,50,,,10.52,,,,,
12/01/2022,04:42:00 -0400,0,1,,164,28,43,,,10.54,,,,,
12/01/2022,04:44:00 -0400,0,1,,167,23,34,,,10.47,,,,,
12/01/2022,04:45:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,04:46:00 -0400,0,1,,168,28,49,,,10.61,,,,,
12/01/2022,04:48:00 -0400,0,1,,174,31,46,,,10.79,,,,,
12/01/2022,04:50:00 -0400,0,1,4.212,175,29,44,,,10.69,,,,,
12/01/2022,04:52:00 -0400,0,1,,161,25,44,,,10.61,,,,,
12/01/2022,04:54:00 -0400,0,1,,166,30,49,,,10.71,,,,,
12/01/2022,04:55:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,04:56:00 -0400,0,1,,168,30,50,,,10.61,,,,,
12/01/2022,04:58:00 -0400,0,1,,160,25,40,,,10.69,,,,,
12/01/2022,05:00:00 -0400,0,1,4.209,156,29,42,,,10.74,,,,,
12/01/2022,05:02:00 -0400,0,1,,173,28,35,,,10.71,,,,,
12/01/2022,05:04:00 -0400,0,1,,164,30,44,,,10.83,,,,,
12/01/2022,05:05:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,05:06:00 -0400,0,1,,166,31,54,,,10.59,,,,,
12/01/2022,05:08:00 -0400,0,1,,161,30,40,,,10.44,,,,,
12/01/2022,05:10:00 -0400,0,1,4.194,171,25,38,,,10.2,,,,,
12/01/2022,05:12:00 -0400,0.2,1,,175,26,42,,,10.27,,,,,
12/01/2022,05:14:00 -0400,0,1,,170,28,42,,,10.34,,,,,
12/01/2022,05:15:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,05:16:00 -0400,0,1,,170,29,41,,,10.54,,,,,
12/01/2022,05:18:00 -0400,0,1,,166,25,44,,,10.37,,,,,
12/01/2022,05:20:00 -0400,0,1,4.212,163,25,41,,,10.37,,,,,
12/01/2022,05:22:00 -0400,0,1,,174,24,43,,,10.44,,,,,
12/01/2022,05:24:00 -0400,0,1,,171,28,48,,,10.54,,,,,
12/01/2022,05:25:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,05:26:00 -0400,0,1,,167,26,44,,,10.69,,,,,
12/01/2022,05:28:00 -0400,0,1,,167,30,50,,,10.66,,,,,
12/01/2022,05:30:00 -0400,0.2,1,4.209,170,30,43,,,10.59,,,,,
12/01/2022,05:32:00 -0400,0,1,,170,29,42,,,10.64,,,,,
12/01/2022,05:34:00 -0400,0.2,1,,174,32,44,,,10.57,,,,,
12/01/2022,05:35:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,05:36:00 -0400,0,1,,170,26,36,,,10.39,,,,,
12/01/2022,05:38:00 -0400,0.2,1,,171,29,44,,,10.42,,,,,
12/01/2022,05:40:00 -0400,0.2,1,4.191,168,26,47,,,10.39,,,,,
12/01/2022,05:42:00 -0400,0.2,1,,170,26,38,,,10.32,,,,,
12/01/2022,05:44:00 -0400,0.2,1,,170,25,35,,,10.15,,,,,
12/01/2022,05:45:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,05:46:00 -0400,0.2,1,,168,28,47,,,10.32,,,,,
12/01/2022,05:48:00 -0400,0.2,1,,171,25,42,,,10.1,,,,,
12/01/2022,05:50:00 -0400,0,1,4.212,170,28,40,,,10.15,,,,,
12/01/2022,05:52:00 -0400,0.2,1,,167,24,37,,,10.25,,,,,
12/01/2022,05:54:00 -0400,0.4,1,,168,29,40,,,10.27,,,,,
12/01/2022,05:55:00 -0400,,,4.19,,,,,,,,,,,
12/01/2022,05:56:00 -0400,0.2,1,,166,23,44,,,10.2,,,,,
12/01/2022,05:58:00 -0400,0.2,1,,171,29,41,,,10.32,,,,,
12/01/2022,06:00:00 -0400,0,1,4.211,167,25,35,,,10.22,,,,,
12/01/2022,06:02:00 -0400,0.2,1,,173,26,46,,,10.2,,,,,
12/01/2022,06:04:00 -0400,0.2,1,,163,28,41,,,10.34,,,,,
12/01/2022,06:05:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,06:06:00 -0400,0.2,1,,164,28,43,,,10.34,,,,,
12/01/2022,06:08:00 -0400,0,1,,166,32,47,,,10.52,,,,,
12/01/2022,06:10:00 -0400,0.2,1,4.191,161,29,44,,,10.54,,,,,
12/01/2022,06:12:00 -0400,0.2,1,,170,28,47,,,10.49,,,,,
12/01/2022,06:14:00 -0400,0.2,1,,173,28,42,,,10.34,,,,,
12/01/2022,06:15:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,06:16:00 -0400,0,1,,167,29,47,,,10.52,,,,,
12/01/2022,06:18:00 -0400,0.2,1,,160,29,40,,,10.52,,,,,
12/01/2022,06:20:00 -0400,0,1,4.212,164,26,40,,,10.52,,,,,
12/01/2022,06:22:00 -0400,0.2,1,,173,28,37,,,10.59,,,,,
12/01/2022,06:24:00 -0400,0,1,,167,26,41,,,10.61,,,,,
12/01/2022,06:25:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,06:26:00 -0400,0,1,,164,28,47,,,10.49,,,,,
12/01/2022,06:28:00 -0400,0.2,1,,163,23,43,,,10.44,,,,,
12/01/2022,06:30:00 -0400,0.2,1,4.209,171,28,46,,,10.47,,,,,
12/01/2022,06:32:00 -0400,0,1,,167,29,49,,,10.69,,,,,
12/01/2022,06:34:00 -0400,0.2,1,,161,28,43,,,10.59,,,,,
12/01/2022,06:35:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,06:36:00 -0400,0.2,1,,166,25,47,,,10.54,,,,,
12/01/2022,06:38:00 -0400,0,1,,163,26,43,,,10.49,,,,,
12/01/2022,06:40:00 -0400,0,1,4.191,170,28,43,,,10.49,,,,,
12/01/2022,06:42:00 -0400,0,1,,166,28,41,,,10.54,,,,,
12/01/2022,06:44:00 -0400,0.2,1,,161,28,40,,,10.74,,,,,
12/01/2022,06:45:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,06:46:00 -0400,0,1,,167,29,46,,,10.76,,,,,
12/01/2022,06:48:00 -0400,0,1,,161,26,41,,,10.76,,,,,
12/01/2022,06:50:00 -0400,0.2,1,4.212,166,26,49,,,10.79,,,,,
12/01/2022,06:52:00 -0400,0,1,,167,28,49,,,10.88,,,,,
12/01/2022,06:54:00 -0400,0,1,,168,28,48,,,10.79,,,,,
12/01/2022,06:55:00 -0400,,,4.191,,,,,,,,,,,
12/01/2022,06:56:00 -0400,0,1,,163,28,42,,,10.96,,,,,
12/01/2022,06:58:00 -0400,0,1,,166,30,41,,,11,,,,,
12/01/2022,07:00:00 -0400,0,1,4.209,164,29,43,,,10.83,,,,,
12/01/2022,07:02:00 -0400,0,1,,164,29,47,,,11.03,,,,,
12/01/2022,07:04:00 -0400,0,1,,173,30,44,,,11,,,,,
12/01/2022,07:05:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,07:06:00 -0400,0,1,,171,26,40,,,11,,,,,
12/01/2022,07:08:00 -0400,0.2,1,,166,28,55,,,10.88,,,,,
12/01/2022,07:10:00 -0400,0,1,4.19,163,28,49,,,10.91,,,,,
12/01/2022,07:12:00 -0400,0.2,1,,164,28,42,,,10.83,,,,,
12/01/2022,07:14:00 -0400,0.2,1,,163,25,40,,,10.83,,,,,
12/01/2022,07:15:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,07:16:00 -0400,0.2,1,,163,29,42,,,11,,,,,
12/01/2022,07:18:00 -0400,0.2,1,,164,29,46,,,11.08,,,,,
12/01/2022,07:20:00 -0400,0.2,1,4.212,170,26,40,,,10.88,,,,,
12/01/2022,07:22:00 -0400,0,1,,161,29,42,,,10.98,,,,,
12/01/2022,07:24:00 -0400,0.2,1,,160,29,43,,,10.98,,,,,
12/01/2022,07:25:00 -0400,,,4.196,,,,,,,,,,,
12/01/2022,07:26:00 -0400,0,1,,173,25,38,,,10.93,,,,,
12/01/2022,07:28:00 -0400,0.2,1,,173,25,42,,,11.25,,,,,
12/01/2022,07:30:00 -0400,0,1,4.209,168,24,32,,,11.1,,,,,
12/01/2022,07:32:00 -0400,0,1,,168,25,38,,,11,,,,,
12/01/2022,07:34:00 -0400,0.2,1,,164,26,40,,,11.15,,,,,
12/01/2022,07:35:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,07:36:00 -0400,0,1,,175,25,34,,,10.96,,,,,
12/01/2022,07:38:00 -0400,0.2,1,,166,25,38,,,11,,,,,
12/01/2022,07:40:00 -0400,0.2,1,4.196,161,24,44,,,11.22,,,,,
12/01/2022,07:42:00 -0400,0.2,1,,170,26,40,,,11.08,,,,,
12/01/2022,07:44:00 -0400,0,1,,170,30,47,,,11.35,,,,,
12/01/2022,07:45:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,07:46:00 -0400,0.2,1,,166,31,44,,,11.47,,,,,
12/01/2022,07:48:00 -0400,0,1,,166,26,52,,,11.35,,,,,
12/01/2022,07:50:00 -0400,0.2,1,4.212,175,28,50,,,11.35,,,,,
12/01/2022,07:52:00 -0400,0.2,1,,167,25,36,,,11.35,,,,,
12/01/2022,07:54:00 -0400,0.2,1,,173,25,38,,,11.35,,,,,
12/01/2022,07:55:00 -0400,,,4.194,,,,,,,,,,,
12/01/2022,07:56:00 -0400,0,1,,166,25,41,,,11.2,,,,,
12/01/2022,07:58:00 -0400,0.2,1,,164,29,46,,,11.35,,,,,
12/01/2022,08:00:00 -0400,0,1,4.209,174,28,50,,,11.35,,,,,
12/01/2022,08:02:00 -0400,0.2,1,,174,26,43,,,11.52,,,,,
12/01/2022,08:04:00 -0400,0,1,,170,29,46,,,11.49,,,,,
12/01/2022,08:05:00 -0400,,,4.212,,,,,,,,,,,
12/01/2022,08:06:00 -0400,0,1,,171,28,38,,,11.54,,,,,
12/01/2022,08:08:00 -0400,0.2,1,,183,28,46,,,11.49,,,,,
12/01/2022,08:10:00 -0400,0,1,4.191,175,28,41,,,11.32,,,,,
12/01/2022,08:12:00 -0400,0.2,1,,175,23,40,,,11.42,,,,,
12/01/2022,08:14:00 -0400,0,1,,177,23,46,,,11.61,,,,,
12/01/2022,08:15:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,08:16:00 -0400,0.2,1,,175,28,40,,,11.78,,,,,
12/01/2022,08:18:00 -0400,0.2,2,,181,25,47,,,11.76,,,,,
12/01/2022,08:20:00 -0400,0,4,4.215,174,28,41,,,11.78,,,,,
12/01/2022,08:22:00 -0400,0.2,4,,190,25,37,,,11.86,,,,,
12/01/2022,08:24:00 -0400,0.4,6,,178,25,37,,,11.71,,,,,
12/01/2022,08:25:00 -0400,,,4.199,,,,,,,,,,,
12/01/2022,08:26:00 -0400,0.2,4,,211,25,37,,,11.86,,,,,
12/01/2022,08:28:00 -0400,0.4,2,,220,23,36,,,11.86,,,,,
12/01/2022,08:30:00 -0400,0.8,4,4.217,218,22,37,,,11.69,,,,,
12/01/2022,08:32:00 -0400,0.6,3,,222,17,29,,,11.39,,,,,
12/01/2022,08:34:00 -0400,0.2,3,,220,16,29,,,11.59,,,,,
12/01/2022,08:35:00 -0400,,,4.22,,,,,,,,,,,
12/01/2022,08:36:00 -0400,0.2,4,,222,14,25,,,11.56,,,,,
12/01/2022,08:38:00 -0400,0,1,,230,16,25,,,11.61,,,,,
12/01/2022,08:40:00 -0400,0.2,1,4.199,247,22,30,,,11.86,,,,,
12/01/2022,08:42:00 -0400,0.4,1,,303,12,26,,,9.71,,,,,
12/01/2022,08:44:00 -0400,1.2,1,,303,13,24,,,8.07,,,,,
12/01/2022,08:45:00 -0400,,,4.211,,,,,,,,,,,
12/01/2022,08:46:00 -0400,0.4,1,,300,11,19,,,7.49,,,,,
12/01/2022,08:48:00 -0400,0.4,3,,289,8,17,,,7.09,,,,,
12/01/2022,08:50:00 -0400,0.2,4,4.217,268,7,17,,,6.89,,,,,
12/01/2022,08:52:00 -0400,0.2,3,,288,13,23,,,6.28,,,,,
12/01/2022,08:54:00 -0400,0,3,,298,12,20,,,6.08,,,,,
12/01/2022,08:55:00 -0400,,,4.2,,,,,,,,,,,
12/01/2022,08:56:00 -0400,0,3,,285,8,17,,,5.92,,,,,
12/01/2022,08:58:00 -0400,0.2,3,,298,10,20,,,5.82,,,,,
12/01/2022,09:00:00 -0400,0,3,4.217,296,10,19,,,5.77,,,,,
12/01/2022,09:02:00 -0400,0,2,,296,8,16,,,5.72,,,,,
12/01/2022,09:04:00 -0400,0.2,2,,299,13,29,,,5.39,,,,,
12/01/2022,09:05:00 -0400,,,4.22,,,,,,,,,,,
12/01/2022,09:06:00 -0400,0,3,,295,12,23,,,5.02,,,,,
12/01/2022,09:08:00 -0400,0.2,3,,302,13,26,,,4.84,,,,,
12/01/2022,09:10:00 -0400,0,3,4.202,305,12,26,,,4.71,,,,,
12/01/2022,09:12:00 -0400,0,6,,289,13,25,,,4.64,,,,,
12/01/2022,09:14:00 -0400,0.2,6,,289,13,19,,,4.64,,,,,
12/01/2022,09:15:00 -0400,,,4.223,,,,,,,,,,,
12/01/2022,09:16:00 -0400,0,6,,295,12,28,,,4.56,,,,,
12/01/2022,09:18:00 -0400,0,7,,303,11,22,,,4.51,,,,,
12/01/2022,09:20:00 -0400,0,8,4.229,302,12,22,,,4.43,,,,,
12/01/2022,09:22:00 -0400,0,8,,293,14,28,,,4.27,,,,,
12/01/2022,09:24:00 -0400,0,7,,302,11,29,,,4.27,,,,,
12/01/2022,09:25:00 -0400,,,4.209,,,,,,,,,,,
12/01/2022,09:26:00 -0400,0,7,,298,12,22,,,4.27,,,,,
12/01/2022,09:28:00 -0400,0,7,,305,10,22,,,4.27,,,,,
12/01/2022,09:30:00 -0400,0,7,4.229,286,12,29,,,4.17,,,,,
12/01/2022,09:32:00 -0400,0,7,,291,14,30,,,4.14,,,,,
12/01/2022,09:34:00 -0400,0.2,11,,295,12,26,,,4.01,,,,,
