Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","RH (S-THC 21114835:21530608-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21530608-3),°C,Greenwich PEINP","Temperature (S-TMB 21114835:21098926-1),°C,Greenwich PEINP","Wind Speed (S-WCF 21114835:21135207-1),m/s,Greenwich PEINP","Gust Speed (S-WCF 21114835:21135207-2),m/s,Greenwich PEINP","Temperature (S-THC 21114835:21530608-1),°C,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP"
12/09/2022,23:00:00 -0400,0,1,4.22,22,18,32,,,2.45,,,,,
12/09/2022,23:02:00 -0400,0,1,,25,14,24,,,2.5,,,,,
12/09/2022,23:04:00 -0400,0,1,,32,16,25,,,2.5,,,,,
12/09/2022,23:05:00 -0400,,,4.194,,,,,,,,,,,
12/09/2022,23:06:00 -0400,0,1,,28,17,28,,,2.53,,,,,
12/09/2022,23:08:00 -0400,0,1,,34,19,29,,,2.48,,,,,
12/09/2022,23:10:00 -0400,0,1,4.214,29,16,31,,,2.48,,,,,
12/09/2022,23:12:00 -0400,0,1,,29,16,28,,,2.48,,,,,
12/09/2022,23:14:00 -0400,0,1,,27,19,32,,,2.45,,,,,
12/09/2022,23:15:00 -0400,,,4.218,,,,,,,,,,,
12/09/2022,23:16:00 -0400,0,1,,39,18,34,,,2.45,,,,,
12/09/2022,23:18:00 -0400,0,1,,28,18,30,,,2.45,,,,,
12/09/2022,23:20:00 -0400,0,1,4.193,28,18,34,,,2.42,,,,,
12/09/2022,23:22:00 -0400,0,1,,29,17,32,,,2.45,,,,,
12/09/2022,23:24:00 -0400,0,1,,37,17,24,,,2.5,,,,,
12/09/2022,23:25:00 -0400,,,4.214,,,,,,,,,,,
12/09/2022,23:26:00 -0400,0,1,,29,14,23,,,2.53,,,,,
12/09/2022,23:28:00 -0400,0,1,,38,17,28,,,2.53,,,,,
12/09/2022,23:30:00 -0400,0,1,4.217,24,17,32,,,2.5,,,,,
12/09/2022,23:32:00 -0400,0,1,,27,16,28,,,2.56,,,,,
12/09/2022,23:34:00 -0400,0,1,,32,18,37,,,2.53,,,,,
12/09/2022,23:35:00 -0400,,,4.193,,,,,,,,,,,
12/09/2022,23:36:00 -0400,0,1,,35,13,31,,,2.5,,,,,
12/09/2022,23:38:00 -0400,0,1,,38,16,30,,,2.5,,,,,
12/09/2022,23:40:00 -0400,0,1,4.212,31,16,26,,,2.48,,,,,
12/09/2022,23:42:00 -0400,0,1,,29,14,25,,,2.45,,,,,
12/09/2022,23:44:00 -0400,0,1,,37,13,25,,,2.48,,,,,
12/09/2022,23:45:00 -0400,,,4.217,,,,,,,,,,,
12/09/2022,23:46:00 -0400,0,1,,29,17,26,,,2.5,,,,,
12/09/2022,23:48:00 -0400,0,1,,38,18,32,,,2.5,,,,,
12/09/2022,23:50:00 -0400,0,1,4.191,28,14,29,,,2.48,,,,,
12/09/2022,23:52:00 -0400,0,1,,38,16,29,,,2.56,,,,,
12/09/2022,23:54:00 -0400,0,1,,34,13,26,,,2.56,,,,,
12/09/2022,23:55:00 -0400,,,4.211,,,,,,,,,,,
12/09/2022,23:56:00 -0400,0,1,,29,19,29,,,2.56,,,,,
12/09/2022,23:58:00 -0400,0,1,,31,17,31,,,2.42,,,,,
12/10/2022,00:00:00 -0400,0,1,4.215,32,14,29,,,2.42,,,,,
12/10/2022,00:02:00 -0400,0,1,,34,18,30,,,2.34,,,,,
12/10/2022,00:04:00 -0400,0,1,,34,16,31,,,2.34,,,,,
12/10/2022,00:05:00 -0400,,,4.19,,,,,,,,,,,
12/10/2022,00:06:00 -0400,0,1,,34,19,34,,,2.37,,,,,
12/10/2022,00:08:00 -0400,0,1,,28,18,30,,,2.4,,,,,
12/10/2022,00:10:00 -0400,0,1,4.211,29,16,30,,,2.42,,,,,
12/10/2022,00:12:00 -0400,0,1,,28,16,23,,,2.5,,,,,
12/10/2022,00:14:00 -0400,0,1,,34,8,19,,,2.53,,,,,
12/10/2022,00:15:00 -0400,,,4.215,,,,,,,,,,,
12/10/2022,00:16:00 -0400,0,1,,32,13,32,,,2.37,,,,,
12/10/2022,00:18:00 -0400,0,1,,32,17,30,,,2.34,,,,,
12/10/2022,00:20:00 -0400,0,1,4.19,34,18,32,,,2.29,,,,,
12/10/2022,00:22:00 -0400,0,1,,28,18,26,,,2.32,,,,,
12/10/2022,00:24:00 -0400,0,1,,27,17,26,,,2.34,,,,,
12/10/2022,00:25:00 -0400,,,4.211,,,,,,,,,,,
12/10/2022,00:26:00 -0400,0,1,,28,19,36,,,2.32,,,,,
12/10/2022,00:28:00 -0400,0,1,,28,17,34,,,2.32,,,,,
12/10/2022,00:30:00 -0400,0,1,4.214,21,14,30,,,2.37,,,,,
12/10/2022,00:32:00 -0400,0,1,,32,19,36,,,2.37,,,,,
12/10/2022,00:34:00 -0400,0,1,,39,14,31,,,2.4,,,,,
12/10/2022,00:35:00 -0400,,,4.187,,,,,,,,,,,
12/10/2022,00:36:00 -0400,0,1,,29,17,29,,,2.32,,,,,
12/10/2022,00:38:00 -0400,0,1,,28,17,23,,,2.4,,,,,
12/10/2022,00:40:00 -0400,0,1,4.208,32,19,32,,,2.4,,,,,
12/10/2022,00:42:00 -0400,0,1,,28,16,26,,,2.29,,,,,
12/10/2022,00:44:00 -0400,0,1,,28,16,30,,,2.37,,,,,
12/10/2022,00:45:00 -0400,,,4.212,,,,,,,,,,,
12/10/2022,00:46:00 -0400,0,1,,32,14,25,,,2.37,,,,,
12/10/2022,00:48:00 -0400,0,1,,31,19,43,,,2.29,,,,,
12/10/2022,00:50:00 -0400,0,1,4.187,37,18,36,,,2.26,,,,,
12/10/2022,00:52:00 -0400,0,1,,35,16,24,,,2.34,,,,,
12/10/2022,00:54:00 -0400,0,1,,28,16,24,,,2.32,,,,,
12/10/2022,00:55:00 -0400,,,4.208,,,,,,,,,,,
12/10/2022,00:56:00 -0400,0,1,,38,14,26,,,2.29,,,,,
12/10/2022,00:58:00 -0400,0,1,,34,14,31,,,2.29,,,,,
12/10/2022,01:00:00 -0400,0,1,4.212,28,16,28,,,2.24,,,,,
12/10/2022,01:02:00 -0400,0,1,,35,17,28,,,2.18,,,,,
12/10/2022,01:04:00 -0400,0,1,,29,19,31,,,2.13,,,,,
12/10/2022,01:05:00 -0400,,,4.182,,,,,,,,,,,
12/10/2022,01:06:00 -0400,0,1,,28,17,32,,,2.21,,,,,
12/10/2022,01:08:00 -0400,0,1,,29,16,26,,,2.21,,,,,
12/10/2022,01:10:00 -0400,0,1,4.205,31,16,34,,,2.1,,,,,
12/10/2022,01:12:00 -0400,0,1,,20,14,29,,,2.1,,,,,
12/10/2022,01:14:00 -0400,0,1,,25,18,32,,,2.16,,,,,
12/10/2022,01:15:00 -0400,,,4.211,,,,,,,,,,,
12/10/2022,01:16:00 -0400,0,1,,34,14,23,,,2.16,,,,,
12/10/2022,01:18:00 -0400,0,1,,32,16,29,,,1.99,,,,,
12/10/2022,01:20:00 -0400,0,1,4.185,34,17,30,,,2.02,,,,,
12/10/2022,01:22:00 -0400,0,1,,22,13,25,,,2.05,,,,,
12/10/2022,01:24:00 -0400,0,1,,28,14,24,,,2.05,,,,,
12/10/2022,01:25:00 -0400,,,4.206,,,,,,,,,,,
12/10/2022,01:26:00 -0400,0,1,,35,18,25,,,2.16,,,,,
12/10/2022,01:28:00 -0400,0,1,,18,16,34,,,2.07,,,,,
12/10/2022,01:30:00 -0400,0,1,4.211,38,17,29,,,2.05,,,,,
12/10/2022,01:32:00 -0400,0,1,,35,17,30,,,2.1,,,,,
12/10/2022,01:34:00 -0400,0,1,,34,17,36,,,2.05,,,,,
12/10/2022,01:35:00 -0400,,,4.182,,,,,,,,,,,
12/10/2022,01:36:00 -0400,0,1,,35,17,32,,,2.02,,,,,
12/10/2022,01:38:00 -0400,0,1,,29,17,32,,,2.07,,,,,
12/10/2022,01:40:00 -0400,0,1,4.205,28,12,19,,,2.1,,,,,
12/10/2022,01:42:00 -0400,0,1,,25,16,34,,,2.02,,,,,
12/10/2022,01:44:00 -0400,0,1,,28,18,30,,,1.99,,,,,
12/10/2022,01:45:00 -0400,,,4.209,,,,,,,,,,,
12/10/2022,01:46:00 -0400,0,1,,28,19,30,,,1.99,,,,,
12/10/2022,01:48:00 -0400,0,1,,29,14,30,,,1.94,,,,,
12/10/2022,01:50:00 -0400,0,1,4.184,28,16,29,,,1.91,,,,,
12/10/2022,01:52:00 -0400,0,1,,29,14,28,,,1.89,,,,,
12/10/2022,01:54:00 -0400,0,1,,35,13,29,,,1.83,,,,,
12/10/2022,01:55:00 -0400,,,4.205,,,,,,,,,,,
12/10/2022,01:56:00 -0400,0,1,,34,17,30,,,1.8,,,,,
12/10/2022,01:58:00 -0400,0,1,,27,16,29,,,1.83,,,,,
12/10/2022,02:00:00 -0400,0,1,4.209,25,16,23,,,1.89,,,,,
12/10/2022,02:02:00 -0400,0,1,,29,12,26,,,1.91,,,,,
12/10/2022,02:04:00 -0400,0,1,,34,17,24,,,1.91,,,,,
12/10/2022,02:05:00 -0400,,,4.182,,,,,,,,,,,
12/10/2022,02:06:00 -0400,0,1,,29,16,30,,,1.8,,,,,
12/10/2022,02:08:00 -0400,0,1,,27,18,28,,,1.86,,,,,
12/10/2022,02:10:00 -0400,0,1,4.205,32,16,25,,,1.8,,,,,
12/10/2022,02:12:00 -0400,0,1,,35,17,34,,,1.78,,,,,
12/10/2022,02:14:00 -0400,0,1,,29,12,19,,,1.83,,,,,
12/10/2022,02:15:00 -0400,,,4.208,,,,,,,,,,,
12/10/2022,02:16:00 -0400,0,1,,25,17,28,,,1.75,,,,,
12/10/2022,02:18:00 -0400,0,1,,22,20,36,,,1.7,,,,,
12/10/2022,02:20:00 -0400,0,1,4.182,25,17,37,,,1.72,,,,,
12/10/2022,02:22:00 -0400,0,1,,27,17,31,,,1.7,,,,,
12/10/2022,02:24:00 -0400,0,1,,22,18,31,,,1.72,,,,,
12/10/2022,02:25:00 -0400,,,4.203,,,,,,,,,,,
12/10/2022,02:26:00 -0400,0,1,,35,13,29,,,1.8,,,,,
12/10/2022,02:28:00 -0400,0,1,,29,17,28,,,1.7,,,,,
12/10/2022,02:30:00 -0400,0,1,4.208,28,16,32,,,1.59,,,,,
12/10/2022,02:32:00 -0400,0,1,,31,18,30,,,1.59,,,,,
12/10/2022,02:34:00 -0400,0,1,,31,18,29,,,1.62,,,,,
12/10/2022,02:35:00 -0400,,,4.179,,,,,,,,,,,
12/10/2022,02:36:00 -0400,0,1,,28,14,26,,,1.53,,,,,
12/10/2022,02:38:00 -0400,0,1,,42,22,36,,,1.56,,,,,
12/10/2022,02:40:00 -0400,0,1,4.202,28,16,29,,,1.48,,,,,
12/10/2022,02:42:00 -0400,0,1,,22,16,31,,,1.53,,,,,
12/10/2022,02:44:00 -0400,0,1,,35,20,40,,,1.48,,,,,
12/10/2022,02:45:00 -0400,,,4.206,,,,,,,,,,,
12/10/2022,02:46:00 -0400,0,1,,32,17,30,,,1.48,,,,,
12/10/2022,02:48:00 -0400,0,1,,28,16,31,,,1.45,,,,,
12/10/2022,02:50:00 -0400,0,1,4.181,27,19,29,,,1.45,,,,,
12/10/2022,02:52:00 -0400,0,1,,29,19,31,,,1.4,,,,,
12/10/2022,02:54:00 -0400,0,1,,27,19,37,,,1.37,,,,,
12/10/2022,02:55:00 -0400,,,4.202,,,,,,,,,,,
12/10/2022,02:56:00 -0400,0,1,,27,20,34,,,1.37,,,,,
12/10/2022,02:58:00 -0400,0,1,,34,18,31,,,1.37,,,,,
12/10/2022,03:00:00 -0400,0,1,4.206,31,20,36,,,1.43,,,,,
12/10/2022,03:02:00 -0400,0,1,,29,13,22,,,1.37,,,,,
12/10/2022,03:04:00 -0400,0,1,,37,17,37,,,1.37,,,,,
12/10/2022,03:05:00 -0400,,,4.179,,,,,,,,,,,
12/10/2022,03:06:00 -0400,0,1,,28,18,32,,,1.37,,,,,
12/10/2022,03:08:00 -0400,0,1,,28,19,34,,,1.43,,,,,
12/10/2022,03:10:00 -0400,0,1,4.202,25,18,32,,,1.34,,,,,
12/10/2022,03:12:00 -0400,0,1,,32,18,38,,,1.37,,,,,
12/10/2022,03:14:00 -0400,0,1,,31,14,25,,,1.48,,,,,
12/10/2022,03:15:00 -0400,,,4.206,,,,,,,,,,,
12/10/2022,03:16:00 -0400,0,1,,28,20,37,,,1.37,,,,,
12/10/2022,03:18:00 -0400,0,1,,29,18,31,,,1.37,,,,,
12/10/2022,03:20:00 -0400,0,1,4.181,29,16,29,,,1.32,,,,,
12/10/2022,03:22:00 -0400,0,1,,31,18,41,,,1.29,,,,,
12/10/2022,03:24:00 -0400,0,1,,32,19,38,,,1.23,,,,,
12/10/2022,03:25:00 -0400,,,4.2,,,,,,,,,,,
12/10/2022,03:26:00 -0400,0,1,,35,22,47,,,1.21,,,,,
12/10/2022,03:28:00 -0400,0,1,,29,17,30,,,1.23,,,,,
12/10/2022,03:30:00 -0400,0,1,4.205,29,14,25,,,1.32,,,,,
12/10/2022,03:32:00 -0400,0,1,,24,23,46,,,1.18,,,,,
12/10/2022,03:34:00 -0400,0,1,,28,18,35,,,1.18,,,,,
12/10/2022,03:35:00 -0400,,,4.178,,,,,,,,,,,
12/10/2022,03:36:00 -0400,0,1,,39,18,26,,,1.18,,,,,
12/10/2022,03:38:00 -0400,0,1,,27,18,38,,,1.15,,,,,
12/10/2022,03:40:00 -0400,0,1,4.2,32,22,37,,,1.13,,,,,
12/10/2022,03:42:00 -0400,0,1,,32,19,30,,,1.23,,,,,
12/10/2022,03:44:00 -0400,0,1,,32,16,24,,,1.43,,,,,
12/10/2022,03:45:00 -0400,,,4.205,,,,,,,,,,,
12/10/2022,03:46:00 -0400,0,1,,29,17,28,,,1.23,,,,,
12/10/2022,03:48:00 -0400,0,1,,35,19,35,,,1.13,,,,,
12/10/2022,03:50:00 -0400,0,1,4.179,31,20,36,,,1.15,,,,,
12/10/2022,03:52:00 -0400,0,1,,35,19,36,,,1.13,,,,,
12/10/2022,03:54:00 -0400,0,1,,39,16,32,,,1.18,,,,,
12/10/2022,03:55:00 -0400,,,4.2,,,,,,,,,,,
12/10/2022,03:56:00 -0400,0,1,,34,14,30,,,1.1,,,,,
12/10/2022,03:58:00 -0400,0,1,,34,18,29,,,0.99,,,,,
12/10/2022,04:00:00 -0400,0,1,4.205,37,17,31,,,0.99,,,,,
12/10/2022,04:02:00 -0400,0,1,,38,18,29,,,1.02,,,,,
12/10/2022,04:04:00 -0400,0,1,,27,19,44,,,0.8,,,,,
12/10/2022,04:05:00 -0400,,,4.178,,,,,,,,,,,
12/10/2022,04:06:00 -0400,0,1,,34,19,35,,,0.8,,,,,
12/10/2022,04:08:00 -0400,0,1,,35,17,34,,,0.91,,,,,
12/10/2022,04:10:00 -0400,0,1,4.199,37,20,34,,,0.88,,,,,
12/10/2022,04:12:00 -0400,0,1,,37,17,31,,,0.85,,,,,
12/10/2022,04:14:00 -0400,0,1,,38,16,24,,,0.96,,,,,
12/10/2022,04:15:00 -0400,,,4.203,,,,,,,,,,,
12/10/2022,04:16:00 -0400,0,1,,21,16,24,,,0.91,,,,,
12/10/2022,04:18:00 -0400,0,1,,35,16,25,,,0.88,,,,,
12/10/2022,04:20:00 -0400,0,1,4.176,35,17,37,,,0.8,,,,,
12/10/2022,04:22:00 -0400,0,1,,25,17,41,,,0.74,,,,,
12/10/2022,04:24:00 -0400,0,1,,34,20,32,,,0.69,,,,,
12/10/2022,04:25:00 -0400,,,4.199,,,,,,,,,,,
12/10/2022,04:26:00 -0400,0,1,,29,16,28,,,0.66,,,,,
12/10/2022,04:28:00 -0400,0,1,,35,14,28,,,0.58,,,,,
12/10/2022,04:30:00 -0400,0,1,4.203,31,20,34,,,0.6,,,,,
12/10/2022,04:32:00 -0400,0,1,,25,18,31,,,0.6,,,,,
12/10/2022,04:34:00 -0400,0,1,,34,23,43,,,0.6,,,,,
12/10/2022,04:35:00 -0400,,,4.178,,,,,,,,,,,
12/10/2022,04:36:00 -0400,0,1,,38,19,31,,,0.58,,,,,
12/10/2022,04:38:00 -0400,0,1,,37,19,30,,,0.55,,,,,
12/10/2022,04:40:00 -0400,0,1,4.199,32,19,35,,,0.55,,,,,
12/10/2022,04:42:00 -0400,0,1,,27,18,35,,,0.44,,,,,
12/10/2022,04:44:00 -0400,0,1,,34,17,32,,,0.52,,,,,
12/10/2022,04:45:00 -0400,,,4.202,,,,,,,,,,,
12/10/2022,04:46:00 -0400,0,1,,34,18,32,,,0.44,,,,,
12/10/2022,04:48:00 -0400,0,1,,25,16,32,,,0.33,,,,,
12/10/2022,04:50:00 -0400,0,1,4.176,38,17,31,,,0.36,,,,,
12/10/2022,04:52:00 -0400,0,1,,28,17,29,,,0.33,,,,,
12/10/2022,04:54:00 -0400,0,1,,28,18,32,,,0.25,,,,,
12/10/2022,04:55:00 -0400,,,4.199,,,,,,,,,,,
12/10/2022,04:56:00 -0400,0,1,,28,17,32,,,0.3,,,,,
12/10/2022,04:58:00 -0400,0,1,,28,17,34,,,0.25,,,,,
12/10/2022,05:00:00 -0400,0,1,4.202,34,14,31,,,0.19,,,,,
12/10/2022,05:02:00 -0400,0,1,,35,16,34,,,0.16,,,,,
12/10/2022,05:04:00 -0400,0,1,,24,18,30,,,0.08,,,,,
12/10/2022,05:05:00 -0400,,,4.175,,,,,,,,,,,
12/10/2022,05:06:00 -0400,0,1,,27,18,30,,,0.05,,,,,
12/10/2022,05:08:00 -0400,0,1,,34,18,32,,,0.02,,,,,
12/10/2022,05:10:00 -0400,0,1,4.197,32,19,34,,,-0.03,,,,,
12/10/2022,05:12:00 -0400,0,1,,32,18,36,,,-0.03,,,,,
12/10/2022,05:14:00 -0400,0,1,,25,14,24,,,-0.03,,,,,
12/10/2022,05:15:00 -0400,,,4.202,,,,,,,,,,,
12/10/2022,05:16:00 -0400,0,1,,31,18,28,,,0.05,,,,,
12/10/2022,05:18:00 -0400,0,1,,38,16,32,,,-0.03,,,,,
12/10/2022,05:20:00 -0400,0,1,4.175,35,18,34,,,-0.06,,,,,
12/10/2022,05:22:00 -0400,0,1,,27,17,32,,,-0.17,,,,,
12/10/2022,05:24:00 -0400,0,1,,38,14,26,,,-0.14,,,,,
12/10/2022,05:25:00 -0400,,,4.197,,,,,,,,,,,
12/10/2022,05:26:00 -0400,0,1,,34,19,34,,,-0.26,,,,,
12/10/2022,05:28:00 -0400,0,1,,38,17,31,,,-0.26,,,,,
12/10/2022,05:30:00 -0400,0,1,4.202,24,14,25,,,-0.28,,,,,
12/10/2022,05:32:00 -0400,0,1,,41,18,29,,,-0.26,,,,,
12/10/2022,05:34:00 -0400,0,1,,34,17,26,,,-0.23,,,,,
12/10/2022,05:35:00 -0400,,,4.175,,,,,,,,,,,
12/10/2022,05:36:00 -0400,0,1,,37,19,34,,,-0.26,,,,,
12/10/2022,05:38:00 -0400,0,1,,35,17,35,,,-0.2,,,,,
12/10/2022,05:40:00 -0400,0,1,4.196,29,20,44,,,-0.4,,,,,
12/10/2022,05:42:00 -0400,0,1,,31,16,29,,,-0.31,,,,,
12/10/2022,05:44:00 -0400,0,1,,31,17,24,,,-0.28,,,,,
12/10/2022,05:45:00 -0400,,,4.2,,,,,,,,,,,
12/10/2022,05:46:00 -0400,0,1,,29,17,35,,,-0.4,,,,,
12/10/2022,05:48:00 -0400,0,1,,28,16,31,,,-0.4,,,,,
12/10/2022,05:50:00 -0400,0,1,4.173,28,20,36,,,-0.45,,,,,
12/10/2022,05:52:00 -0400,0,1,,28,16,31,,,-0.42,,,,,
12/10/2022,05:54:00 -0400,0,1,,35,18,32,,,-0.51,,,,,
12/10/2022,05:55:00 -0400,,,4.196,,,,,,,,,,,
12/10/2022,05:56:00 -0400,0,1,,27,18,30,,,-0.59,,,,,
12/10/2022,05:58:00 -0400,0,1,,31,19,30,,,-0.59,,,,,
12/10/2022,06:00:00 -0400,0,1,4.2,21,17,41,,,-0.65,,,,,
12/10/2022,06:02:00 -0400,0,1,,28,17,36,,,-0.65,,,,,
12/10/2022,06:04:00 -0400,0,1,,32,17,26,,,-0.51,,,,,
12/10/2022,06:05:00 -0400,,,4.169,,,,,,,,,,,
12/10/2022,06:06:00 -0400,0,1,,32,20,31,,,-0.59,,,,,
12/10/2022,06:08:00 -0400,0,1,,28,20,47,,,-0.65,,,,,
12/10/2022,06:10:00 -0400,0,1,4.193,21,17,28,,,-0.62,,,,,
12/10/2022,06:12:00 -0400,0,1,,34,18,29,,,-0.65,,,,,
12/10/2022,06:14:00 -0400,0,1,,29,16,25,,,-0.7,,,,,
12/10/2022,06:15:00 -0400,,,4.199,,,,,,,,,,,
12/10/2022,06:16:00 -0400,0,1,,29,18,41,,,-0.76,,,,,
12/10/2022,06:18:00 -0400,0,1,,27,17,35,,,-0.85,,,,,
12/10/2022,06:20:00 -0400,0,1,4.17,31,18,30,,,-0.73,,,,,
12/10/2022,06:22:00 -0400,0,1,,32,16,32,,,-0.79,,,,,
12/10/2022,06:24:00 -0400,0,1,,32,19,42,,,-0.79,,,,,
12/10/2022,06:25:00 -0400,,,4.194,,,,,,,,,,,
12/10/2022,06:26:00 -0400,0,1,,28,17,36,,,-0.73,,,,,
12/10/2022,06:28:00 -0400,0,1,,22,16,23,,,-0.9,,,,,
12/10/2022,06:30:00 -0400,0,1,4.199,27,17,32,,,-0.87,,,,,
12/10/2022,06:32:00 -0400,0,1,,34,17,35,,,-0.9,,,,,
12/10/2022,06:34:00 -0400,0,1,,27,20,29,,,-0.93,,,,,
12/10/2022,06:35:00 -0400,,,4.172,,,,,,,,,,,
12/10/2022,06:36:00 -0400,0,1,,27,16,31,,,-0.96,,,,,
12/10/2022,06:38:00 -0400,0,1,,21,19,29,,,-0.96,,,,,
12/10/2022,06:40:00 -0400,0,1,4.194,37,14,24,,,-0.96,,,,,
12/10/2022,06:42:00 -0400,0,1,,41,16,28,,,-0.96,,,,,
12/10/2022,06:44:00 -0400,0,1,,32,17,26,,,-0.99,,,,,
12/10/2022,06:45:00 -0400,,,4.199,,,,,,,,,,,
12/10/2022,06:46:00 -0400,0,1,,32,19,31,,,-1.1,,,,,
12/10/2022,06:48:00 -0400,0,1,,34,20,35,,,-1.07,,,,,
12/10/2022,06:50:00 -0400,0,1,4.17,39,19,31,,,-1.01,,,,,
12/10/2022,06:52:00 -0400,0,1,,34,20,41,,,-0.9,,,,,
12/10/2022,06:54:00 -0400,0,1,,34,18,30,,,-1.07,,,,,
12/10/2022,06:55:00 -0400,,,4.194,,,,,,,,,,,
12/10/2022,06:56:00 -0400,0,1,,32,18,35,,,-1.13,,,,,
12/10/2022,06:58:00 -0400,0,1,,37,18,37,,,-1.16,,,,,
12/10/2022,07:00:00 -0400,0,1,4.199,32,17,31,,,-1.1,,,,,
12/10/2022,07:02:00 -0400,0,1,,32,18,32,,,-1.16,,,,,
12/10/2022,07:04:00 -0400,0,1,,22,19,30,,,-1.1,,,,,
12/10/2022,07:05:00 -0400,,,4.17,,,,,,,,,,,
12/10/2022,07:06:00 -0400,0,1,,31,18,32,,,-1.13,,,,,
12/10/2022,07:08:00 -0400,0,1,,31,17,35,,,-1.16,,,,,
12/10/2022,07:10:00 -0400,0,1,4.193,27,19,38,,,-1.18,,,,,
12/10/2022,07:12:00 -0400,0,1,,29,13,28,,,-1.07,,,,,
12/10/2022,07:14:00 -0400,0,1,,32,19,32,,,-1.24,,,,,
12/10/2022,07:15:00 -0400,,,4.197,,,,,,,,,,,
12/10/2022,07:16:00 -0400,0,1,,27,20,34,,,-1.33,,,,,
12/10/2022,07:18:00 -0400,0,1,,32,17,28,,,-1.3,,,,,
12/10/2022,07:20:00 -0400,0,1,4.17,27,13,28,,,-1.24,,,,,
12/10/2022,07:22:00 -0400,0,1,,29,16,28,,,-1.36,,,,,
12/10/2022,07:24:00 -0400,0,1,,28,16,24,,,-1.3,,,,,
12/10/2022,07:25:00 -0400,,,4.194,,,,,,,,,,,
12/10/2022,07:26:00 -0400,0,1,,37,16,35,,,-1.16,,,,,
12/10/2022,07:28:00 -0400,0,1,,22,16,30,,,-1.3,,,,,
12/10/2022,07:30:00 -0400,0,1,4.197,34,18,40,,,-1.36,,,,,
12/10/2022,07:32:00 -0400,0,1,,31,17,28,,,-1.3,,,,,
12/10/2022,07:34:00 -0400,0,1,,31,14,30,,,-1.24,,,,,
12/10/2022,07:35:00 -0400,,,4.167,,,,,,,,,,,
12/10/2022,07:36:00 -0400,0,1,,34,17,36,,,-1.41,,,,,
12/10/2022,07:38:00 -0400,0,1,,22,17,32,,,-1.58,,,,,
12/10/2022,07:40:00 -0400,0,1,4.191,29,19,31,,,-1.5,,,,,
12/10/2022,07:42:00 -0400,0,1,,27,18,28,,,-1.44,,,,,
12/10/2022,07:44:00 -0400,0,1,,32,17,31,,,-1.5,,,,,
12/10/2022,07:45:00 -0400,,,4.196,,,,,,,,,,,
12/10/2022,07:46:00 -0400,0,1,,32,18,31,,,-1.5,,,,,
12/10/2022,07:48:00 -0400,0,1,,29,17,29,,,-1.44,,,,,
12/10/2022,07:50:00 -0400,0,1,4.17,29,20,38,,,-1.64,,,,,
12/10/2022,07:52:00 -0400,0,1,,39,17,30,,,-1.67,,,,,
12/10/2022,07:54:00 -0400,0,1,,37,19,32,,,-1.7,,,,,
12/10/2022,07:55:00 -0400,,,4.193,,,,,,,,,,,
12/10/2022,07:56:00 -0400,0,1,,32,18,32,,,-1.67,,,,,
12/10/2022,07:58:00 -0400,0,1,,37,18,34,,,-1.73,,,,,
12/10/2022,08:00:00 -0400,0,1,4.199,34,18,29,,,-1.67,,,,,
12/10/2022,08:02:00 -0400,0,1,,28,17,28,,,-1.73,,,,,
12/10/2022,08:04:00 -0400,0,2,,35,19,35,,,-1.7,,,,,
12/10/2022,08:05:00 -0400,,,4.169,,,,,,,,,,,
12/10/2022,08:06:00 -0400,0,2,,34,17,37,,,-1.58,,,,,
12/10/2022,08:08:00 -0400,0,2,,34,14,26,,,-1.56,,,,,
12/10/2022,08:10:00 -0400,0,2,4.196,24,18,30,,,-1.67,,,,,
12/10/2022,08:12:00 -0400,0,3,,29,18,32,,,-1.64,,,,,
12/10/2022,08:14:00 -0400,0,3,,38,20,31,,,-1.76,,,,,
12/10/2022,08:15:00 -0400,,,4.206,,,,,,,,,,,
12/10/2022,08:16:00 -0400,0,6,,35,17,26,,,-1.78,,,,,
12/10/2022,08:18:00 -0400,0,6,,37,18,36,,,-1.87,,,,,
12/10/2022,08:20:00 -0400,0,6,4.176,34,19,38,,,-1.96,,,,,
12/10/2022,08:22:00 -0400,0,7,,32,19,31,,,-1.81,,,,,
12/10/2022,08:24:00 -0400,0,7,,31,22,46,,,-1.87,,,,,
12/10/2022,08:25:00 -0400,,,4.208,,,,,,,,,,,
12/10/2022,08:26:00 -0400,0,7,,28,17,30,,,-2.04,,,,,
12/10/2022,08:28:00 -0400,0,7,,27,12,20,,,-1.93,,,,,
12/10/2022,08:30:00 -0400,0,7,4.22,31,14,34,,,-1.87,,,,,
12/10/2022,08:32:00 -0400,0,7,,29,16,32,,,-1.9,,,,,
12/10/2022,08:34:00 -0400,0,9,,35,18,30,,,-1.93,,,,,
12/10/2022,08:35:00 -0400,,,4.191,,,,,,,,,,,
