Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Dew Point (S-THC 21114835:21530608-3),°C,Greenwich PEINP","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich"
11/01/2025,00:00:00 -0300,0,1,4.206,212,,7.2,16.8,11.767,91.489,10.439,0.2
11/01/2025,00:05:00 -0300,0,1,4.209,215,,9.6,15.6,11.81,91.507,10.485,
11/01/2025,00:10:00 -0300,0,1,4.203,213,,8.4,16.8,11.703,91.466,10.372,
11/01/2025,00:15:00 -0300,0,1,4.205,220,,10.8,19.2,11.853,90.552,10.37,
11/01/2025,00:20:00 -0300,0,1,4.206,220,,9.6,15.6,11.81,90.358,10.296,
11/01/2025,00:25:00 -0300,0,1,4.196,220,,10.8,21.6,11.853,89.891,10.26,
11/01/2025,00:30:00 -0300,0,1,4.202,218,,12,18,11.853,89.657,10.221,
11/01/2025,00:35:00 -0300,0,1,4.206,218,,12,24,11.853,89.728,10.233,
11/01/2025,00:40:00 -0300,0,1,4.194,220,,13.2,20.4,11.853,89.291,10.16,
11/01/2025,00:45:00 -0300,0,1,4.2,219,,12,21.6,11.831,89.406,10.158,
11/01/2025,00:50:00 -0300,0,1,4.205,222,,12,21.6,11.789,89.397,10.114,
11/01/2025,00:55:00 -0300,0,1,4.193,222,,14.4,22.8,11.746,89.187,10.037,
11/01/2025,01:00:00 -0300,0,1,4.2,222,,14.4,22.8,11.789,89.195,10.08,
11/01/2025,01:05:00 -0300,0,1,4.203,225,,13.2,25.2,11.789,88.93,10.036,
11/01/2025,01:10:00 -0300,0,1,4.197,223,,12,18,11.767,89.187,10.058,
11/01/2025,01:15:00 -0300,0,1,4.2,223,,13.2,22.8,11.81,89.099,10.086,
11/01/2025,01:20:00 -0300,0,1,4.203,218,,13.2,25.2,11.831,88.444,9.996,
11/01/2025,01:25:00 -0300,0,1,4.19,216,,14.4,28.9,11.81,88.522,9.988,
11/01/2025,01:30:00 -0300,0,1,4.196,218,,14.4,25.2,11.81,88.833,10.041,
11/01/2025,01:35:00 -0300,0,1,4.202,219,,15.6,26.5,11.746,89.252,10.048,
11/01/2025,01:40:00 -0300,0,1,4.191,223,,15.6,26.5,11.51,90.982,10.101,
11/01/2025,01:45:00 -0300,0,1,4.197,223,,16.8,24,11.488,91.086,10.097,
11/01/2025,01:50:00 -0300,0,1,4.202,220,,18,26.5,11.531,90.404,10.027,
11/01/2025,01:55:00 -0300,0,1,4.193,226,,16.8,26.5,11.488,90.55,10.009,
11/01/2025,02:00:00 -0300,0,1,4.196,223,,14.4,28.9,11.381,91.096,9.993,
11/01/2025,02:05:00 -0300,0,1,4.2,220,,14.4,25.2,11.36,90.958,9.949,
11/01/2025,02:10:00 -0300,0,1,4.187,225,,15.6,25.2,11.338,90.529,9.857,
11/01/2025,02:15:00 -0300,0,1,4.194,226,,16.8,27.7,11.403,90.309,9.884,
11/01/2025,02:20:00 -0300,0,1,4.199,222,,16.8,28.9,11.424,89.603,9.788,
11/01/2025,02:25:00 -0300,0,1,4.187,220,,18,32.5,11.574,88.925,9.823,
11/01/2025,02:30:00 -0300,0,1,4.194,223,,18,26.5,11.638,88.853,9.875,
11/01/2025,02:35:00 -0300,0,1,4.199,226,,18,32.5,11.724,88.066,9.827,
11/01/2025,02:40:00 -0300,0,1,4.191,227,,18,27.7,11.703,88.688,9.911,
11/01/2025,02:45:00 -0300,0,1,4.193,232,,22.8,33.7,11.681,89.297,9.992,
11/01/2025,02:50:00 -0300,0,1,4.197,232,,21.6,32.5,11.274,90.935,9.86,
11/01/2025,02:55:00 -0300,0,1,4.185,236,,26.5,43.3,11.295,89.534,9.65,
11/01/2025,03:00:00 -0300,0,1,4.193,234,,25.2,40.9,11.338,89.348,9.661,
11/01/2025,03:05:00 -0300,0,1,4.197,230,,20.4,38.5,11.167,89.247,9.475,
11/01/2025,03:10:00 -0300,0,1,4.187,232,,26.5,37.3,11.295,87.649,9.333,
11/01/2025,03:15:00 -0300,0,1,4.193,236,,24,36.1,11.209,87.475,9.219,
11/01/2025,03:20:00 -0300,0,1,4.196,233,,25.2,42.1,11.231,87.031,9.164,
11/01/2025,03:25:00 -0300,0,1,4.19,234,,24,36.1,11.167,86.984,9.093,
11/01/2025,03:30:00 -0300,0,1,4.193,237,,28.9,38.5,11.188,86.363,9.008,
11/01/2025,03:35:00 -0300,0,1,4.196,236,,30.1,44.5,11.167,85.443,8.828,
11/01/2025,03:40:00 -0300,0,1,4.184,233,,25.2,37.3,11.167,86.229,8.964,
11/01/2025,03:45:00 -0300,0,1,4.191,236,,27.7,44.5,11.167,86.851,9.07,
11/01/2025,03:50:00 -0300,0,1,4.196,236,,22.8,33.7,11.059,87.414,9.061,
11/01/2025,03:55:00 -0300,0,1,4.184,237,,26.5,40.9,11.038,86.743,8.925,
11/01/2025,04:00:00 -0300,0,1,4.191,230,,20.4,37.3,11.016,87.489,9.031,
11/01/2025,04:05:00 -0300,0,1,4.194,232,,21.6,37.3,10.974,88.042,9.082,
11/01/2025,04:10:00 -0300,0,1,4.188,227,,25.2,34.9,10.888,88.472,9.07,
11/01/2025,04:15:00 -0300,0,1,4.191,230,,25.2,38.5,10.802,88.421,8.977,
11/01/2025,04:20:00 -0300,0,1,4.194,233,,26.5,40.9,10.759,88.779,8.994,
11/01/2025,04:25:00 -0300,0,1,4.182,236,,27.7,45.7,10.716,88.22,8.858,
11/01/2025,04:30:00 -0300,0,1,4.188,233,,25.2,37.3,10.823,86.281,8.635,
11/01/2025,04:35:00 -0300,0,1,4.194,236,,27.7,44.5,10.931,85.324,8.576,
11/01/2025,04:40:00 -0300,0,1,4.184,234,,22.8,34.9,10.866,86.018,8.632,
11/01/2025,04:45:00 -0300,0,1,4.19,233,,24,39.7,10.909,85.434,8.574,
11/01/2025,04:50:00 -0300,0,1,4.193,234,,24,37.3,10.888,85.716,8.601,
11/01/2025,04:55:00 -0300,0,1,4.187,232,,21.6,33.7,10.823,85.663,8.529,
11/01/2025,05:00:00 -0300,0,1,4.19,230,,27.7,39.7,10.802,84.453,8.298,
11/01/2025,05:05:00 -0300,0,1,4.193,236,,26.5,39.7,10.845,83.638,8.197,
11/01/2025,05:10:00 -0300,0,1,4.181,232,,21.6,37.3,10.823,84.605,8.345,
11/01/2025,05:15:00 -0300,0,1,4.188,229,,19.2,32.5,10.759,85.57,8.449,
11/01/2025,05:20:00 -0300,0,1,4.193,233,,21.6,34.9,10.63,85.753,8.355,
11/01/2025,05:25:00 -0300,0,1,4.179,233,,22.8,39.7,10.63,85.991,8.395,
11/01/2025,05:30:00 -0300,0,1,4.187,233,,22.8,32.5,10.609,85.324,8.26,
11/01/2025,05:35:00 -0300,0,1,4.193,233,,22.8,33.7,10.695,85.191,8.321,
11/01/2025,05:40:00 -0300,0,1,4.187,234,,24,36.1,10.695,84.358,8.176,
11/01/2025,05:45:00 -0300,0,1,4.188,234,,26.5,42.1,10.781,84.935,8.361,
11/01/2025,05:50:00 -0300,0,1,4.193,234,,25.2,34.9,10.781,84.395,8.267,
11/01/2025,05:55:00 -0300,0,1,4.179,232,,22.8,38.5,10.587,85.937,8.344,
11/01/2025,06:00:00 -0300,0,1,4.187,232,,26.5,39.7,10.652,85.896,8.4,
11/01/2025,06:05:00 -0300,0,1,4.193,233,,26.5,40.9,10.609,85.318,8.258,
11/01/2025,06:10:00 -0300,0,1,4.181,230,,25.2,46.9,10.373,86.271,8.19,
11/01/2025,06:15:00 -0300,0,1,4.187,234,,25.2,40.9,10.33,86.773,8.234,
11/01/2025,06:20:00 -0300,0,1,4.193,233,,27.7,46.9,10.373,85.341,8.031,
11/01/2025,06:25:00 -0300,0,1,4.185,233,,26.5,43.3,10.373,85.716,8.095,
11/01/2025,06:30:00 -0300,0,1,4.188,236,,27.7,43.3,10.352,84.228,7.817,
11/01/2025,06:35:00 -0300,0,1,4.193,234,,32.5,48.1,10.459,83.761,7.84,
11/01/2025,06:40:00 -0300,0,1,4.175,236,,25.2,37.3,10.287,85.231,7.927,
11/01/2025,06:45:00 -0300,0,1,4.188,236,,22.8,33.7,9.944,89.403,8.293,
11/01/2025,06:50:00 -0300,0,1,4.191,241,,31.3,50.5,9.279,89.598,7.668,
11/01/2025,06:55:00 -0300,0,1,4.178,240,,28.9,45.7,8.979,91.044,7.605,
11/01/2025,07:00:00 -0300,0,1,4.187,241,,30.1,46.9,8.872,91.838,7.626,
11/01/2025,07:05:00 -0300,0,1,4.191,241,,26.5,36.1,8.85,92.575,7.722,
11/01/2025,07:10:00 -0300,0,1,4.178,239,,28.9,40.9,9.065,90.616,7.621,
11/01/2025,07:15:00 -0300,0,1,4.185,239,,24,32.5,9.086,91,7.704,
11/01/2025,07:20:00 -0300,0,1,4.19,237,,22.8,33.7,9.172,90.22,7.663,
11/01/2025,07:25:00 -0300,0,1,4.182,236,,22.8,32.5,9.279,89.868,7.712,
11/01/2025,07:30:00 -0300,0,1,4.185,240,,22.8,31.3,9.344,88.847,7.608,
11/01/2025,07:35:00 -0300,0,1,4.191,237,,22.8,32.5,9.408,88.769,7.658,
11/01/2025,07:40:00 -0300,0,1,4.175,236,,24,37.3,9.429,88.229,7.59,
11/01/2025,07:45:00 -0300,0,1,4.184,239,,25.2,36.1,9.429,88.605,7.652,
11/01/2025,07:50:00 -0300,0,1,4.19,237,,26.5,37.3,9.429,88.084,7.566,
11/01/2025,07:55:00 -0300,0,1,4.176,239,,25.2,33.7,9.451,87.8,7.54,
11/01/2025,08:00:00 -0300,0,1,4.185,237,,25.2,34.9,9.515,86.688,7.417,
11/01/2025,08:05:00 -0300,0,4,4.193,240,,24,34.9,9.429,88.4,7.618,
11/01/2025,08:10:00 -0300,0,16,4.193,240,,27.7,43.3,9.15,90.332,7.66,
11/01/2025,08:15:00 -0300,0,13,4.217,240,,26.5,37.3,8.979,91.228,7.635,
11/01/2025,08:20:00 -0300,0,13,4.233,240,,26.5,39.7,8.915,93.15,7.877,
11/01/2025,08:25:00 -0300,0,16,4.229,239,,25.2,37.3,8.722,93.294,7.708,
11/01/2025,08:30:00 -0300,0,19,4.248,240,,22.8,33.7,8.829,93.861,7.903,
11/01/2025,08:35:00 -0300,0.2,16,4.271,243,,21.6,33.7,8.743,93.486,7.759,
11/01/2025,08:40:00 -0300,0,32,4.262,243,,20.4,31.3,8.893,93.024,7.836,
11/01/2025,08:45:00 -0300,0,26,4.307,240,,21.6,32.5,8.915,91.466,7.609,
11/01/2025,08:50:00 -0300,0,8,4.292,243,,19.2,32.5,8.915,91.98,7.691,
11/01/2025,08:55:00 -0300,0,18,4.272,243,,20.4,39.7,8.679,91.756,7.422,
11/01/2025,09:00:00 -0300,0,22,4.29,244,,20.4,33.7,8.657,92.625,7.539,
11/01/2025,09:05:00 -0300,0,38,4.301,239,,21.6,31.3,8.807,91.74,7.547,
11/01/2025,09:10:00 -0300,0,33,4.274,240,,22.8,32.5,8.829,90.584,7.382,
11/01/2025,09:15:00 -0300,0,29,4.304,240,,22.8,37.3,8.936,90.684,7.505,
11/01/2025,09:20:00 -0300,0,31,4.298,240,,25.2,39.7,8.979,89.613,7.373,
11/01/2025,09:25:00 -0300,0,39,4.29,241,,21.6,32.5,9.043,89.9,7.484,
11/01/2025,09:30:00 -0300,0,43,4.311,240,,25.2,43.3,9.086,88.531,7.301,
11/01/2025,09:35:00 -0300,0,32,4.301,241,,27.7,42.1,9.108,88.06,7.245,
11/01/2025,09:40:00 -0300,0,32,4.293,244,,24,38.5,9.043,88.074,7.183,
11/01/2025,09:45:00 -0300,0,43,4.296,241,,19.2,34.9,9.065,88.341,7.249,
11/01/2025,09:50:00 -0300,0,34,4.298,244,,18,28.9,9.086,88.769,7.341,
11/01/2025,09:55:00 -0300,0,51,4.281,243,,19.2,33.7,9.065,89.328,7.411,
11/01/2025,10:00:00 -0300,0,74,4.302,248,,18,31.3,9.108,89.055,7.409,
11/01/2025,10:05:00 -0300,0,76,4.299,241,,20.4,40.9,9.108,88.444,7.308,
11/01/2025,10:10:00 -0300,0,86,4.293,243,,18,33.7,9.043,89.52,7.422,
11/01/2025,10:15:00 -0300,0,79,4.32,247,,16.8,34.9,9.172,89.261,7.506,
11/01/2025,10:20:00 -0300,0,97,4.31,246,,16.8,36.1,9.215,89.342,7.562,
11/01/2025,10:25:00 -0300,0,117,4.296,254,,14.4,31.3,9.236,89.177,7.556,
11/01/2025,10:30:00 -0300,0,142,4.316,247,,13.2,27.7,9.408,89.581,7.792,
11/01/2025,10:35:00 -0300,0,117,4.308,258,,13.2,36.1,9.429,90.266,7.925,
11/01/2025,10:40:00 -0300,0,101,4.301,250,,13.2,28.9,9.193,90.982,7.808,
11/01/2025,10:45:00 -0300,0,139,4.325,258,,12,25.2,9.108,93.086,8.059,
11/01/2025,10:50:00 -0300,0,121,4.301,256,,10.8,31.3,9.129,93.283,8.111,
11/01/2025,10:55:00 -0300,0,168,4.304,256,,14.4,34.9,9.15,92.18,7.957,
11/01/2025,11:00:00 -0300,0,128,4.319,264,,13.2,28.9,9.279,90.779,7.86,
11/01/2025,11:05:00 -0300,0,261,4.298,257,,13.2,25.2,9.494,89.526,7.868,
11/01/2025,11:10:00 -0300,0,299,4.311,275,,10.8,33.7,10.201,87.75,8.272,
11/01/2025,11:15:00 -0300,0,172,4.317,277,,12,26.5,10.094,85.599,7.801,
11/01/2025,11:20:00 -0300,0,168,4.299,279,,12,30.1,10.073,85.104,7.695,
11/01/2025,11:25:00 -0300,0,143,4.301,286,,13.2,28.9,10.051,83.752,7.439,
11/01/2025,11:30:00 -0300,0,148,4.319,291,,15.6,34.9,10.094,82.843,7.321,
11/01/2025,11:35:00 -0300,0,148,4.298,295,,15.6,38.5,10.201,82.962,7.447,
11/01/2025,11:40:00 -0300,0,149,4.311,271,,13.2,28.9,10.223,81.79,7.26,
11/01/2025,11:45:00 -0300,0,167,4.317,292,,13.2,30.1,10.33,81.579,7.327,
11/01/2025,11:50:00 -0300,0,178,4.301,292,,14.4,36.1,10.459,80.941,7.338,
11/01/2025,11:55:00 -0300,0,228,4.316,285,,15.6,34.9,10.502,78.668,6.964,
11/01/2025,12:00:00 -0300,0,262,4.328,284,,14.4,44.5,10.759,78.334,7.152,
11/01/2025,12:05:00 -0300,0,673,4.302,286,,15.6,38.5,10.888,77.627,7.145,
11/01/2025,12:10:00 -0300,0,237,4.313,288,,14.4,34.9,11.016,77.833,7.309,
11/01/2025,12:15:00 -0300,0,206,4.329,286,,18,43.3,10.931,77.267,7.119,
11/01/2025,12:20:00 -0300,0,612,4.307,288,,13.2,28.9,11.445,75.843,7.346,
11/01/2025,12:25:00 -0300,0,534,4.31,300,,14.4,34.9,11.488,73.542,6.938,
11/01/2025,12:30:00 -0300,0,508,4.305,289,,16.8,37.3,11.531,73.791,7.029,
11/01/2025,12:35:00 -0300,0,163,4.332,289,,16.8,42.1,11.381,72.274,6.581,
11/01/2025,12:40:00 -0300,0,503,4.301,295,,15.6,33.7,11.596,72.871,6.908,
11/01/2025,12:45:00 -0300,0,498,4.316,288,,16.8,36.1,11.66,71.876,6.769,
11/01/2025,12:50:00 -0300,0,518,4.299,285,,16.8,39.7,11.617,71.899,6.733,
11/01/2025,12:55:00 -0300,0,199,4.307,282,,15.6,39.7,11.51,71.885,6.627,
11/01/2025,13:00:00 -0300,0,514,4.319,286,,16.8,43.3,11.424,72.404,6.649,
11/01/2025,13:05:00 -0300,0,522,4.304,277,,14.4,34.9,11.51,70.443,6.332,
11/01/2025,13:10:00 -0300,0,351,4.322,282,,15.6,39.7,11.167,71.36,6.19,
11/01/2025,13:15:00 -0300,0,253,4.314,286,,14.4,37.3,11.36,71.588,6.422,
11/01/2025,13:20:00 -0300,0,241,4.302,288,,15.6,32.5,11.274,71.264,6.274,
11/01/2025,13:25:00 -0300,0,224,4.314,282,,14.4,36.1,11.188,72.18,6.376,
11/01/2025,13:30:00 -0300,0,187,4.328,292,,14.4,33.7,11.188,72.871,6.515,
11/01/2025,13:35:00 -0300,0,164,4.311,286,,14.4,31.3,10.909,73.054,6.282,
11/01/2025,13:40:00 -0300,0,197,4.308,288,,15.6,30.1,10.823,72.384,6.066,
11/01/2025,13:45:00 -0300,0,169,4.308,295,,15.6,38.5,10.781,72.267,6.001,
11/01/2025,13:50:00 -0300,0,146,4.32,284,,16.8,33.7,10.63,72.94,5.991,
11/01/2025,13:55:00 -0300,0,126,4.301,293,,15.6,37.3,10.459,73.744,5.984,
11/01/2025,14:00:00 -0300,0,152,4.314,292,,16.8,36.1,10.394,72.837,5.743,
11/01/2025,14:05:00 -0300,0,148,4.301,291,,14.4,37.3,10.566,73.837,6.106,
11/01/2025,14:10:00 -0300,0,107,4.317,298,,14.4,33.7,10.48,73.986,6.052,
11/01/2025,14:15:00 -0300,0,134,4.323,282,,13.2,32.5,10.48,73.649,5.986,
11/01/2025,14:20:00 -0300,0,164,4.304,282,,12,28.9,10.63,74.705,6.337,
11/01/2025,14:25:00 -0300,0,236,4.314,295,,13.2,26.5,10.802,72.752,6.119,
11/01/2025,14:30:00 -0300,0,176,4.32,299,,16.8,32.5,10.759,72.357,5.999,
11/01/2025,14:35:00 -0300,0,198,4.314,296,,15.6,31.3,10.716,73.593,6.203,
11/01/2025,14:40:00 -0300,0,199,4.313,293,,13.2,31.3,10.759,72.042,5.936,
11/01/2025,14:45:00 -0300,0,173,4.308,295,,14.4,32.5,10.909,72.761,6.224,
11/01/2025,14:50:00 -0300,0,139,4.32,303,,10.8,26.5,10.888,74.151,6.478,
11/01/2025,14:55:00 -0300,0,177,4.301,292,,13.2,26.5,10.845,74.977,6.597,
11/01/2025,15:00:00 -0300,0,174,4.32,292,,14.4,33.7,10.802,74.307,6.425,
11/01/2025,15:05:00 -0300,0,134,4.304,300,,13.2,27.7,10.716,75.459,6.566,
11/01/2025,15:10:00 -0300,0,146,4.299,278,,13.2,31.3,10.48,76.094,6.459,
11/01/2025,15:15:00 -0300,0,116,4.308,272,,10.8,32.5,10.523,76.318,6.543,
11/01/2025,15:20:00 -0300,0,106,4.31,282,,12,30.1,10.48,75.393,6.325,
11/01/2025,15:25:00 -0300,0,68,4.301,281,,13.2,30.1,10.416,75.558,6.294,
11/01/2025,15:30:00 -0300,0,71,4.301,289,,12,27.7,10.33,75.723,6.243,
11/01/2025,15:35:00 -0300,0,73,4.31,299,,13.2,30.1,10.266,75.18,6.076,
11/01/2025,15:40:00 -0300,0,56,4.299,282,,10.8,27.7,10.309,76.878,6.442,
11/01/2025,15:45:00 -0300,0,48,4.299,288,,14.4,40.9,10.18,74.789,5.918,
11/01/2025,15:50:00 -0300,0,66,4.302,291,,15.6,39.7,10.116,75.077,5.911,
11/01/2025,15:55:00 -0300,0,39,4.301,293,,13.2,32.5,10.18,74.943,5.947,
11/01/2025,16:00:00 -0300,0,36,4.302,289,,10.8,28.9,10.223,77.263,6.431,
11/01/2025,16:05:00 -0300,0,34,4.305,288,,12,28.9,10.18,77.487,6.431,
11/01/2025,16:10:00 -0300,0,47,4.296,288,,9.6,24,10.18,75.769,6.106,
11/01/2025,16:15:00 -0300,0,51,4.307,295,,12,31.3,10.051,74.874,5.81,
11/01/2025,16:20:00 -0300,0,43,4.307,295,,16.8,34.9,10.073,73.616,5.586,
11/01/2025,16:25:00 -0300,0,39,4.293,292,,13.2,28.9,10.008,73.741,5.548,
11/01/2025,16:30:00 -0300,0,36,4.308,279,,12,30.1,10.03,73.004,5.424,
11/01/2025,16:35:00 -0300,0,42,4.304,291,,10.8,28.9,10.094,72.531,5.393,
11/01/2025,16:40:00 -0300,0,31,4.29,282,,13.2,26.5,10.094,72.476,5.382,
11/01/2025,16:45:00 -0300,0,29,4.305,291,,13.2,31.3,10.116,71.832,5.274,
11/01/2025,16:50:00 -0300,0,22,4.299,285,,13.2,28.9,10.051,73.265,5.496,
11/01/2025,16:55:00 -0300,0,18,4.296,268,,10.8,28.9,9.987,73.84,5.547,
11/01/2025,17:00:00 -0300,0,14,4.302,281,,9.6,28.9,10.051,73.071,5.458,
11/01/2025,17:05:00 -0300,0,13,4.302,275,,14.4,30.1,10.073,72.805,5.426,
11/01/2025,17:10:00 -0300,0,12,4.286,279,,10.8,24,10.094,73.112,5.508,
11/01/2025,17:15:00 -0300,0,8,4.299,261,,9.6,20.4,9.966,72.468,5.256,
11/01/2025,17:20:00 -0300,0,8,4.299,263,,9.6,30.1,10.03,72.279,5.281,
11/01/2025,17:25:00 -0300,0,4,4.281,267,,9.6,24,10.094,73.606,5.605,
11/01/2025,17:30:00 -0300,0,3,4.281,272,,8.4,21.6,9.987,73.854,5.549,
11/01/2025,17:35:00 -0300,0,3,4.286,271,,8.4,21.6,10.137,73.808,5.686,
11/01/2025,17:40:00 -0300,0,2,4.275,293,,12,26.5,10.33,72.427,5.599,
11/01/2025,17:45:00 -0300,0,1,4.272,292,,9.6,26.5,10.352,73.283,5.79,
11/01/2025,17:50:00 -0300,0,1,4.271,293,,10.8,22.8,10.373,72.622,5.679,
11/01/2025,17:55:00 -0300,0,1,4.254,293,,14.4,26.5,10.48,71.368,5.532,
11/01/2025,18:00:00 -0300,0,1,4.262,298,,10.8,24,10.394,73.149,5.804,
11/01/2025,18:05:00 -0300,0,1,4.263,271,,10.8,28.9,9.794,76.396,5.851,
11/01/2025,18:10:00 -0300,0,1,4.25,289,,13.2,33.7,9.73,77.417,5.98,
11/01/2025,18:15:00 -0300,0,1,4.254,286,,12,27.7,9.966,75.106,5.771,
11/01/2025,18:20:00 -0300,0,1,4.257,282,,13.2,28.9,9.687,80.017,6.417,
11/01/2025,18:25:00 -0300,0,1,4.247,295,,14.4,30.1,9.644,77.762,5.961,
11/01/2025,18:30:00 -0300,0,1,4.251,300,,12,26.5,9.665,77.769,5.984,
11/01/2025,18:35:00 -0300,0,1,4.253,292,,13.2,28.9,9.966,75.933,5.93,
11/01/2025,18:40:00 -0300,0,1,4.247,291,,10.8,30.1,10.051,77.206,6.253,
11/01/2025,18:45:00 -0300,0,1,4.247,296,,7.2,21.6,9.73,78.314,6.147,
11/01/2025,18:50:00 -0300,0,1,4.25,264,,7.2,27.7,9.622,78.846,6.141,
11/01/2025,18:55:00 -0300,0,1,4.233,288,,12,31.3,9.73,77.427,5.982,
11/01/2025,19:00:00 -0300,0,1,4.242,293,,12,34.9,9.901,73.259,5.35,
11/01/2025,19:05:00 -0300,0,1,4.247,264,,8.4,24,9.944,75.911,5.904,
11/01/2025,19:10:00 -0300,0,1,4.233,296,,10.8,26.5,9.966,74.952,5.742,
11/01/2025,19:15:00 -0300,0,1,4.239,298,,16.8,34.9,9.987,74.545,5.684,
11/01/2025,19:20:00 -0300,0,1,4.242,299,,15.6,32.5,10.094,73.423,5.569,
11/01/2025,19:25:00 -0300,0,1,4.233,300,,19.2,34.9,10.223,71.482,5.307,
11/01/2025,19:30:00 -0300,0,1,4.238,299,,15.6,36.1,10.008,72.361,5.276,
11/01/2025,19:35:00 -0300,0,1,4.241,299,,14.4,28.9,9.88,74.281,5.529,
11/01/2025,19:40:00 -0300,0,1,4.233,296,,16.8,28.9,10.094,71.74,5.235,
11/01/2025,19:45:00 -0300,0,1,4.235,302,,18,39.7,10.094,70.298,4.943,
11/01/2025,19:50:00 -0300,0,1,4.238,288,,16.8,36.1,10.223,70.701,5.149,
11/01/2025,19:55:00 -0300,0,1,4.226,295,,18,37.3,10.266,70.915,5.234,
11/01/2025,20:00:00 -0300,0,1,4.232,289,,19.2,43.3,10.201,70.658,5.12,
11/01/2025,20:05:00 -0300,0,1,4.235,292,,18,40.9,10.137,70.993,5.126,
11/01/2025,20:10:00 -0300,0,1,4.223,299,,18,39.7,10.137,69.473,4.815,
11/01/2025,20:15:00 -0300,0,1,4.229,298,,18,38.5,10.051,69.429,4.724,
11/01/2025,20:20:00 -0300,0,1,4.232,307,,16.8,38.5,10.073,71.571,5.18,
11/01/2025,20:25:00 -0300,0,1,4.221,286,,18,34.9,9.923,72.132,5.148,
11/01/2025,20:30:00 -0300,0,1,4.226,288,,12,33.7,9.708,72.34,4.983,
11/01/2025,20:35:00 -0300,0,1,4.23,295,,19.2,46.9,9.622,71.189,4.67,
11/01/2025,20:40:00 -0300,0,1,4.223,296,,14.4,28.9,9.558,70.98,4.566,
11/01/2025,20:45:00 -0300,0,1,4.224,292,,16.8,40.9,9.537,71.667,4.683,
11/01/2025,20:50:00 -0300,0,1,4.229,302,,13.2,31.3,9.451,72.375,4.742,
11/01/2025,20:55:00 -0300,0,1,4.217,300,,14.4,30.1,9.365,72.599,4.703,
11/01/2025,21:00:00 -0300,0,1,4.223,292,,15.6,43.3,9.322,71.731,4.49,
11/01/2025,21:05:00 -0300,0,1,4.226,281,,14.4,33.7,9.258,72.723,4.624,
11/01/2025,21:10:00 -0300,0,1,4.215,295,,14.4,34.9,9.065,72.952,4.483,
11/01/2025,21:15:00 -0300,0,1,4.22,286,,12,32.5,9.022,72.262,4.306,
11/01/2025,21:20:00 -0300,0,1,4.224,289,,15.6,31.3,9.043,72.508,4.375,
11/01/2025,21:25:00 -0300,0,1,4.217,299,,16.8,34.9,9.043,71.72,4.219,
11/01/2025,21:30:00 -0300,0,1,4.218,291,,15.6,34.9,9.022,71.498,4.154,
11/01/2025,21:35:00 -0300,0,1,4.221,293,,15.6,36.1,8.979,72.911,4.392,
11/01/2025,21:40:00 -0300,0,1,4.209,300,,13.2,32.5,8.829,73.892,4.438,
11/01/2025,21:45:00 -0300,0,1,4.215,292,,16.8,37.3,8.893,72.65,4.258,
11/01/2025,21:50:00 -0300,0,1,4.22,298,,18,36.1,8.893,72.02,4.134,
11/01/2025,21:55:00 -0300,0,1,4.208,293,,16.8,34.9,8.957,71.991,4.19,
11/01/2025,22:00:00 -0300,0,1,4.214,286,,16.8,36.1,8.85,72.166,4.122,
11/01/2025,22:05:00 -0300,0,1,4.217,292,,15.6,44.5,8.829,72.494,4.166,
11/01/2025,22:10:00 -0300,0,1,4.209,293,,16.8,38.5,8.915,71.437,4.039,
11/01/2025,22:15:00 -0300,0,1,4.211,292,,19.2,40.9,8.915,71.086,3.969,
11/01/2025,22:20:00 -0300,0,1,4.215,303,,16.8,40.9,8.915,72.979,4.343,
11/01/2025,22:25:00 -0300,0,1,4.202,299,,19.2,42.1,8.872,72.068,4.123,
11/01/2025,22:30:00 -0300,0,1,4.208,293,,16.8,33.7,8.829,73.364,4.336,
11/01/2025,22:35:00 -0300,0,1,4.214,295,,21.6,44.5,8.786,70.723,3.772,
11/01/2025,22:40:00 -0300,0,1,4.2,302,,16.8,34.9,8.807,73.031,4.25,
11/01/2025,22:45:00 -0300,0,1,4.208,289,,15.6,38.5,8.679,72.926,4.105,
11/01/2025,22:50:00 -0300,0,1,4.211,295,,15.6,43.3,8.614,73.661,4.186,
11/01/2025,22:55:00 -0300,0,1,4.2,286,,14.4,31.3,8.657,75.427,4.566,
11/01/2025,23:00:00 -0300,0,1,4.206,286,,16.8,36.1,8.571,74.876,4.378,
11/01/2025,23:05:00 -0300,0,1,4.208,293,,16.8,39.7,8.507,74.412,4.227,
11/01/2025,23:10:00 -0300,0,1,4.202,282,,15.6,33.7,8.464,75.322,4.359,
