Date,Time,"Temperature (S-THB 21114839:20824084-1),°C,Cavendish Green Gables","RH (S-THB 21114839:20824084-2),%,Cavendish Green Gables","Dew Point (S-THB 21114839:20824084-3),°C,Cavendish Green Gables","Rain (S-RGB 21114839:21092075-1),mm,Cavendish Green Gables","Average wind speed (S-WCF 21114839:21107892-1),Km/h,Cavendish Green Gables","Wind gust speed (S-WCF 21114839:21107892-2),Km/h,Cavendish Green Gables","Wind Direction (S-WCF 21114839:21107892-3),°,Cavendish Green Gables","Solar Radiation (S-LIB 21114839:21109518-1),W/m²,Cavendish Green Gables","Battery (RX3000 BATTERY 21114839:21114839-B),V,Cavendish Green Gables","Accumulated Rain (C-ACC-RAIN 21114839:21092075-2),mm,Cavendish Green Gables,Cavendish Green Gables"
9/1/2025,01:52:00 -0300,15.2,90.9,13.74,0,4.8,7.2,258,1,,
9/1/2025,01:54:00 -0300,15.27,91,13.83,0,6,8.4,254,1,4.241,
9/1/2025,01:56:00 -0300,15.22,91,13.78,0,6,7.2,256,1,,
9/1/2025,01:58:00 -0300,15.2,91,13.76,0,4.8,7.2,258,1,,
9/1/2025,01:59:00 -0300,,,,,,,,,4.245,
9/1/2025,02:00:00 -0300,15.2,91.3,13.81,0,4.8,7.2,257,1,,
9/1/2025,02:02:00 -0300,15.17,91.2,13.77,0,4.8,7.2,251,1,,
9/1/2025,02:04:00 -0300,15.15,91.2,13.74,0,4.8,7.2,251,1,4.226,
9/1/2025,02:06:00 -0300,15.15,91.3,13.76,0,3.6,6,251,1,,
9/1/2025,02:08:00 -0300,15.17,91.3,13.78,0,3.6,6,256,1,,
9/1/2025,02:09:00 -0300,,,,,,,,,4.241,
9/1/2025,02:10:00 -0300,15.2,91.4,13.82,0,3.6,4.8,256,1,,
9/1/2025,02:12:00 -0300,15.15,91.4,13.78,0,3.6,4.8,256,1,,
9/1/2025,02:14:00 -0300,15.15,91.5,13.79,0,3.6,6,256,1,4.244,
9/1/2025,02:16:00 -0300,15.15,91.5,13.79,0,4.8,7.2,256,1,,
9/1/2025,02:18:00 -0300,15.2,91.5,13.84,0,3.6,6,256,1,,
9/1/2025,02:19:00 -0300,,,,,,,,,4.227,
9/1/2025,02:20:00 -0300,15.08,91.6,13.74,0,2.4,3.6,256,1,,
9/1/2025,02:22:00 -0300,15.17,91.8,13.87,0,3.6,4.8,256,1,,
9/1/2025,02:24:00 -0300,15.1,91.6,13.76,0,3.6,4.8,256,1,4.241,
9/1/2025,02:26:00 -0300,15.1,91.7,13.78,0,2.4,3.6,256,1,,
9/1/2025,02:28:00 -0300,14.96,91.6,13.62,0,1.2,2.4,256,1,,
9/1/2025,02:29:00 -0300,,,,,,,,,4.244,
9/1/2025,02:30:00 -0300,14.89,91.7,13.57,0,2.4,3.6,256,1,,
9/1/2025,02:32:00 -0300,14.94,91.7,13.61,0,3.6,4.8,256,1,,
9/1/2025,02:34:00 -0300,14.94,91.8,13.63,0,3.6,6,256,1,4.227,
9/1/2025,02:36:00 -0300,15.08,92,13.81,0,2.4,4.8,256,1,,
9/1/2025,02:38:00 -0300,14.84,91.7,13.52,0,2.4,3.6,256,1,,
9/1/2025,02:39:00 -0300,,,,,,,,,4.239,
9/1/2025,02:40:00 -0300,15.03,92.1,13.78,0,3.6,4.8,256,1,,
9/1/2025,02:42:00 -0300,15.13,92,13.85,0,3.6,4.8,256,1,,
9/1/2025,02:44:00 -0300,14.96,92,13.69,0,2.4,3.6,256,1,4.242,
9/1/2025,02:46:00 -0300,14.82,92,13.55,0,2.4,4.8,256,1,,
9/1/2025,02:48:00 -0300,14.82,92.2,13.58,0,3.6,4.8,256,1,,
9/1/2025,02:49:00 -0300,,,,,,,,,4.227,
9/1/2025,02:50:00 -0300,14.86,92.1,13.61,0,3.6,4.8,256,1,,
9/1/2025,02:52:00 -0300,14.55,92,13.29,0,2.4,3.6,256,1,,
9/1/2025,02:54:00 -0300,14.84,92.6,13.67,0,3.6,4.8,256,1,4.238,
9/1/2025,02:56:00 -0300,14.77,92.2,13.53,0,1.2,2.4,256,1,,
9/1/2025,02:58:00 -0300,14.86,92.3,13.64,0,0,1.2,256,1,,
9/1/2025,02:59:00 -0300,,,,,,,,,4.242,
9/1/2025,03:00:00 -0300,14.65,92.2,13.41,0,1.2,2.4,256,1,,
9/1/2025,03:02:00 -0300,14.31,92.1,13.06,0,0,2.4,256,1,,
9/1/2025,03:04:00 -0300,14.6,92.6,13.43,0,3.6,4.8,256,1,4.227,
9/1/2025,03:06:00 -0300,14.53,92.3,13.31,0,2.4,3.6,256,1,,
9/1/2025,03:08:00 -0300,14.74,92.4,13.54,0,2.4,4.8,256,1,,
9/1/2025,03:09:00 -0300,,,,,,,,,4.238,
9/1/2025,03:10:00 -0300,14.58,92.3,13.36,0,2.4,3.6,256,1,,
9/1/2025,03:12:00 -0300,14.62,92.6,13.46,0,1.2,2.4,256,1,,
9/1/2025,03:14:00 -0300,14.29,92.3,13.07,0,1.2,3.6,256,1,4.241,
9/1/2025,03:16:00 -0300,14.05,92.4,12.85,0,1.2,2.4,256,1,,
9/1/2025,03:18:00 -0300,14.05,92.5,12.87,0,0,1.2,256,1,,
9/1/2025,03:19:00 -0300,,,,,,,,,4.227,
9/1/2025,03:20:00 -0300,13.98,92.6,12.81,0,0,2.4,256,1,,
9/1/2025,03:22:00 -0300,14.15,92.7,13,0,1.2,3.6,256,1,,
9/1/2025,03:24:00 -0300,14,92.5,12.82,0,1.2,2.4,256,1,4.238,
9/1/2025,03:26:00 -0300,13.74,92.5,12.56,0,0,1.2,256,1,,
9/1/2025,03:28:00 -0300,13.57,92.4,12.38,0,0,1.2,256,1,,
9/1/2025,03:29:00 -0300,,,,,,,,,4.241,
9/1/2025,03:30:00 -0300,13.43,92.4,12.23,0,0,1.2,256,1,,
9/1/2025,03:32:00 -0300,13.33,92.4,12.14,0,0,1.2,256,1,,
9/1/2025,03:34:00 -0300,13.28,92.4,12.09,0,0,0,256,1,4.224,
9/1/2025,03:36:00 -0300,13.23,92.4,12.04,0,0,1.2,256,1,,
9/1/2025,03:38:00 -0300,13.28,92.4,12.09,0,1.2,2.4,256,1,,
9/1/2025,03:39:00 -0300,,,,,,,,,4.238,
9/1/2025,03:40:00 -0300,13.33,92.5,12.15,0,0,1.2,256,1,,
9/1/2025,03:42:00 -0300,13.18,92.5,12.01,0,0,2.4,256,1,,
9/1/2025,03:44:00 -0300,13.04,92.5,11.87,0,0,1.2,256,1,4.241,
9/1/2025,03:46:00 -0300,13.04,92.6,11.88,0,1.2,3.6,256,1,,
9/1/2025,03:48:00 -0300,13.35,92.9,12.24,0,2.4,3.6,256,1,,
9/1/2025,03:49:00 -0300,,,,,,,,,4.223,
9/1/2025,03:50:00 -0300,13.76,93.1,12.68,0,2.4,3.6,256,1,,
9/1/2025,03:52:00 -0300,13.74,93,12.64,0,3.6,3.6,256,1,,
9/1/2025,03:54:00 -0300,13.76,93,12.67,0,2.4,3.6,256,1,4.236,
9/1/2025,03:56:00 -0300,13.55,92.9,12.43,0,1.2,2.4,256,1,,
9/1/2025,03:58:00 -0300,13.47,92.9,12.36,0,0,3.6,256,1,,
9/1/2025,03:59:00 -0300,,,,,,,,,4.239,
9/1/2025,04:00:00 -0300,13.47,92.9,12.36,0,2.4,4.8,256,1,,
9/1/2025,04:02:00 -0300,13.52,93,12.43,0,1.2,2.4,256,1,,
9/1/2025,04:04:00 -0300,13.93,93.3,12.88,0,1.2,3.6,256,1,4.223,
9/1/2025,04:06:00 -0300,13.74,93.1,12.66,0,0,1.2,256,1,,
9/1/2025,04:08:00 -0300,13.59,93,12.5,0,0,1.2,256,1,,
9/1/2025,04:09:00 -0300,,,,,,,,,4.235,
9/1/2025,04:10:00 -0300,13.52,93,12.43,0,0,1.2,256,1,,
9/1/2025,04:12:00 -0300,13.57,92.9,12.46,0,0,1.2,256,1,,
9/1/2025,04:14:00 -0300,13.74,92.9,12.63,0,1.2,2.4,256,1,4.239,
9/1/2025,04:16:00 -0300,14.67,93.8,13.7,0,1.2,3.6,256,1,,
9/1/2025,04:18:00 -0300,15.06,93.6,14.05,0,1.2,2.4,256,1,,
9/1/2025,04:19:00 -0300,,,,,,,,,4.224,
9/1/2025,04:20:00 -0300,15.1,93.7,14.11,0,2.4,3.6,256,1,,
9/1/2025,04:22:00 -0300,15.1,93.4,14.06,0,1.2,2.4,256,1,,
9/1/2025,04:24:00 -0300,14.79,93.3,13.74,0,1.2,3.6,256,1,4.235,
9/1/2025,04:26:00 -0300,14.94,93.6,13.93,0,1.2,3.6,256,1,,
9/1/2025,04:28:00 -0300,15.01,93.7,14.02,0,1.2,2.4,256,1,,
9/1/2025,04:29:00 -0300,,,,,,,,,4.239,
9/1/2025,04:30:00 -0300,15.2,93.9,14.24,0,2.4,4.8,256,1,,
9/1/2025,04:32:00 -0300,15.63,94.1,14.7,0,2.4,3.6,256,1,,
9/1/2025,04:34:00 -0300,15.68,93.9,14.72,0,1.2,2.4,256,1,4.223,
9/1/2025,04:36:00 -0300,15.22,93.6,14.22,0,1.2,2.4,256,1,,
9/1/2025,04:38:00 -0300,15.08,93.8,14.11,0,1.2,3.6,256,1,,
9/1/2025,04:39:00 -0300,,,,,,,,,4.235,
9/1/2025,04:40:00 -0300,15.63,94,14.68,0,1.2,4.8,256,1,,
9/1/2025,04:42:00 -0300,15.25,93.7,14.26,0,0,2.4,256,1,,
9/1/2025,04:44:00 -0300,15.29,93.9,14.34,0,1.2,3.6,256,1,4.238,
9/1/2025,04:46:00 -0300,15.22,93.9,14.26,0,0,2.4,256,1,,
9/1/2025,04:48:00 -0300,15.22,94,14.28,0,1.2,3.6,256,1,,
9/1/2025,04:49:00 -0300,,,,,,,,,4.223,
9/1/2025,04:50:00 -0300,15.25,94.2,14.34,0,2.4,3.6,256,1,,
9/1/2025,04:52:00 -0300,15.27,94.1,14.35,0,1.2,2.4,256,1,,
9/1/2025,04:54:00 -0300,15.25,94,14.31,0,2.4,4.8,256,1,4.235,
9/1/2025,04:56:00 -0300,15.27,94.2,14.36,0,1.2,2.4,256,1,,
9/1/2025,04:58:00 -0300,15.17,94.1,14.25,0,1.2,2.4,256,1,,
9/1/2025,04:59:00 -0300,,,,,,,,,4.238,
9/1/2025,05:00:00 -0300,15.03,94.2,14.12,0,1.2,3.6,256,1,,
9/1/2025,05:02:00 -0300,14.79,94,13.85,0,0,1.2,256,1,,
9/1/2025,05:04:00 -0300,14.67,94.1,13.75,0,0,2.4,256,1,4.221,
9/1/2025,05:06:00 -0300,14.94,94.4,14.06,0,0,1.2,256,1,,
9/1/2025,05:08:00 -0300,15.08,94.5,14.22,0,0,1.2,256,1,,
9/1/2025,05:09:00 -0300,,,,,,,,,4.235,
9/1/2025,05:10:00 -0300,15.22,94.4,14.35,0,0,3.6,256,1,,
9/1/2025,05:12:00 -0300,15.41,94.3,14.52,0,1.2,3.6,256,1,,
9/1/2025,05:14:00 -0300,15.46,94.4,14.58,0,3.6,7.2,303,1,4.238,
9/1/2025,05:16:00 -0300,15.72,94.5,14.86,0,6,10.8,0,1,,
9/1/2025,05:18:00 -0300,16.2,94.4,15.32,0,8.4,14.4,0,1,,
9/1/2025,05:19:00 -0300,,,,,,,,,4.221,
9/1/2025,05:20:00 -0300,16.34,94,15.4,0,7.2,10.8,1,1,,
9/1/2025,05:22:00 -0300,16.53,94,15.59,0,8.4,10.8,7,1,,
9/1/2025,05:24:00 -0300,16.72,93.7,15.72,0,9.6,13.2,7,1,4.235,
9/1/2025,05:26:00 -0300,16.87,93.8,15.88,0,9.6,14.4,357,1,,
9/1/2025,05:28:00 -0300,16.92,93.4,15.86,0,9.6,13.2,7,1,,
9/1/2025,05:29:00 -0300,,,,,,,,,4.238,
9/1/2025,05:30:00 -0300,16.94,93.3,15.87,0,9.6,12,4,1,,
9/1/2025,05:32:00 -0300,16.96,93.4,15.91,0,8.4,12,7,1,,
9/1/2025,05:34:00 -0300,17.08,93.2,16,0,9.6,12,14,1,4.223,
9/1/2025,05:36:00 -0300,17.22,93.2,16.14,0,8.4,12,6,1,,
9/1/2025,05:38:00 -0300,17.22,93.1,16.12,0,6,8.4,7,1,,
9/1/2025,05:39:00 -0300,,,,,,,,,4.235,
9/1/2025,05:40:00 -0300,17.25,92.9,16.11,0,7.2,12,8,1,,
9/1/2025,05:42:00 -0300,17.2,92.8,16.05,0,6,9.6,8,1,,
9/1/2025,05:44:00 -0300,17.2,92.6,16.01,0,4.8,10.8,10,1,4.239,
9/1/2025,05:46:00 -0300,17.22,92.5,16.02,0,6,12,17,1,,
9/1/2025,05:48:00 -0300,17.22,92.3,15.98,0,6,12,10,1,,
9/1/2025,05:49:00 -0300,,,,,,,,,4.223,
9/1/2025,05:50:00 -0300,17.34,91.9,16.03,0,9.6,14.4,17,1,,
9/1/2025,05:52:00 -0300,17.27,91.8,15.95,0,4.8,8.4,6,1,,
9/1/2025,05:54:00 -0300,17.15,91.8,15.83,0,3.6,7.2,13,1,4.235,
9/1/2025,05:56:00 -0300,17.2,91.5,15.82,0,6,8.4,8,1,,
9/1/2025,05:58:00 -0300,17.27,91.2,15.84,0,6,9.6,11,1,,
9/1/2025,05:59:00 -0300,,,,,,,,,4.239,
9/1/2025,06:00:00 -0300,17.3,90.9,15.82,0,7.2,10.8,17,1,,
