Date,Time,"Solar Radiation (S-LIB 21038195:21025504-1),W/m²,Tracadie Wharf","Rain (S-RGB 21038195:21038368-1),mm,Tracadie Wharf","Wind Direction (S-WCF 21038195:21038454-3),°,Tracadie Wharf","Temperature (S-TMB 21038195:21098956-1),°C,Tracadie Wharf","Battery (RX3000 BATTERY 21038195:21038195-B),V,Tracadie Wharf","Barometric Pressure (M-BP 21038195:21548412-1),kPa,Tracadie Wharf","Water Pressure (M-WP04 21038195:21558158-1),kPa,Tracadie Wharf","Diff Pressure (M-DP04 21038195:21558158-2),kPa,Tracadie Wharf","Water Temperature (M-WT 21038195:21558158-3),°C,Tracadie Wharf","Water Level (M-WL04 21038195:21558158-4),meters,Tracadie Wharf","Accumulated Rain (C-ACC-RAIN 21038195:21038368-2),mm,Tracadie Wharf,Tracadie Harbour","Average wind speed (S-WCF 21038195:21038454-1),Km/h,Tracadie Wharf","Wind gust  speed (S-WCF 21038195:21038454-2),Km/h,Tracadie Wharf"
01/01/2024,02:54:00 -0400,1,0,265,-2.33,,,,,,,,17,26
01/01/2024,02:56:00 -0400,1,0,267,-2.39,,,,,,,,18,24
01/01/2024,02:57:00 -0400,,,,,4.227,101.239,107.237,5.998,1.01,-0.3181,,,
01/01/2024,02:58:00 -0400,1,0,258,-2.33,,,,,,,,19,26
01/01/2024,03:00:00 -0400,1,0,260,-2.39,,,,,,,,17,23
01/01/2024,03:02:00 -0400,1,0,260,-2.39,4.239,101.243,107.184,5.941,1.01,-0.32377,,16,22
01/01/2024,03:04:00 -0400,1,0,263,-2.36,,,,,,,,17,26
01/01/2024,03:06:00 -0400,1,0,264,-2.39,,,,,,,,16,24
01/01/2024,03:07:00 -0400,,,,,4.244,101.246,107.166,5.92,1.01,-0.32582,,,
01/01/2024,03:08:00 -0400,1,0,260,-2.42,,,,,,,,12,18
01/01/2024,03:10:00 -0400,1,0,263,-2.42,,,,,,,,14,20
01/01/2024,03:12:00 -0400,1,0,258,-2.45,4.227,101.246,107.109,5.863,1.01,-0.33153,,18,23
01/01/2024,03:14:00 -0400,1,0,260,-2.42,,,,,,,,16,22
01/01/2024,03:16:00 -0400,1,0,257,-2.39,,,,,,,,14,17
01/01/2024,03:17:00 -0400,,,,,4.238,101.251,107.069,5.818,1.01,-0.33598,,,
01/01/2024,03:18:00 -0400,1,0,260,-2.51,,,,,,,,17,24
01/01/2024,03:20:00 -0400,1,0,260,-2.51,,,,,,,,19,24
01/01/2024,03:22:00 -0400,1,0,260,-2.48,4.242,101.254,107.056,5.802,1.01,-0.3376,,16,22
01/01/2024,03:24:00 -0400,1,0,260,-2.51,,,,,,,,18,24
01/01/2024,03:26:00 -0400,1,0,261,-2.48,,,,,,,,19,26
01/01/2024,03:27:00 -0400,,,,,4.227,101.264,107.011,5.747,0.9,-0.3431,,,
01/01/2024,03:28:00 -0400,1,0,260,-2.45,,,,,,,,19,24
01/01/2024,03:30:00 -0400,1,0,251,-2.33,,,,,,,,17,23
01/01/2024,03:32:00 -0400,1,0,256,-2.42,4.236,101.264,106.98,5.716,0.9,-0.34617,,13,18
01/01/2024,03:34:00 -0400,1,0,257,-2.51,,,,,,,,14,19
01/01/2024,03:36:00 -0400,1,0,256,-2.48,,,,,,,,12,17
01/01/2024,03:37:00 -0400,,,,,4.241,101.265,106.944,5.679,0.9,-0.34978,,,
01/01/2024,03:38:00 -0400,1,0,257,-2.42,,,,,,,,12,18
01/01/2024,03:40:00 -0400,1,0,257,-2.48,,,,,,,,17,23
01/01/2024,03:42:00 -0400,1,0,251,-2.45,4.224,101.269,106.931,5.662,0.9,-0.3515,,13,17
01/01/2024,03:44:00 -0400,1,0,254,-2.39,,,,,,,,14,19
01/01/2024,03:46:00 -0400,1,0,248,-2.36,,,,,,,,18,23
01/01/2024,03:47:00 -0400,,,,,4.235,101.277,106.971,5.694,0.9,-0.34834,,,
01/01/2024,03:48:00 -0400,1,0,257,-2.39,,,,,,,,18,25
01/01/2024,03:50:00 -0400,1,0,260,-2.48,,,,,,,,19,25
01/01/2024,03:52:00 -0400,1,0,250,-2.42,4.241,101.288,106.966,5.678,0.9,-0.34988,,16,23
01/01/2024,03:54:00 -0400,1,0,256,-2.51,,,,,,,,16,20
01/01/2024,03:56:00 -0400,1,0,253,-2.51,,,,,,,,17,23
01/01/2024,03:57:00 -0400,,,,,4.224,101.28,106.909,5.629,0.9,-0.35479,,,
01/01/2024,03:58:00 -0400,1,0,260,-2.51,,,,,,,,16,20
01/01/2024,04:00:00 -0400,1,0,243,-2.39,,,,,,,,14,19
01/01/2024,04:02:00 -0400,1,0,251,-2.57,4.235,101.281,106.98,5.699,0.9,-0.34786,,12,16
01/01/2024,04:04:00 -0400,1,0,248,-2.54,,,,,,,,12,16
01/01/2024,04:06:00 -0400,1,0,244,-2.48,,,,,,,,13,18
01/01/2024,04:07:00 -0400,,,,,4.238,101.286,106.971,5.685,0.9,-0.34924,,,
01/01/2024,04:08:00 -0400,1,0,246,-2.57,,,,,,,,13,23
01/01/2024,04:10:00 -0400,1,0,250,-2.6,,,,,,,,14,24
01/01/2024,04:12:00 -0400,1,0,251,-2.62,4.223,101.279,106.997,5.718,0.9,-0.34591,,13,18
01/01/2024,04:14:00 -0400,1,0,251,-2.68,,,,,,,,14,19
01/01/2024,04:16:00 -0400,1,0,247,-2.51,,,,,,,,12,18
01/01/2024,04:17:00 -0400,,,,,4.232,101.294,107.072,5.778,0.9,-0.33993,,,
01/01/2024,04:18:00 -0400,1,0,243,-2.62,,,,,,,,16,23
01/01/2024,04:20:00 -0400,1,0,248,-2.74,,,,,,,,16,22
01/01/2024,04:22:00 -0400,1,0,250,-2.62,4.229,101.294,107.059,5.765,0.9,-0.34125,,18,25
01/01/2024,04:24:00 -0400,1,0,254,-2.65,,,,,,,,16,24
01/01/2024,04:26:00 -0400,1,0,244,-2.71,,,,,,,,12,16
01/01/2024,04:27:00 -0400,,,,,4.223,101.293,107.134,5.841,0.9,-0.33368,,,
01/01/2024,04:28:00 -0400,1,0,239,-2.62,,,,,,,,14,18
01/01/2024,04:30:00 -0400,1,0,240,-2.62,,,,,,,,14,22
01/01/2024,04:32:00 -0400,1,0,246,-2.6,4.23,101.29,107.186,5.896,0.79,-0.32822,,13,20
01/01/2024,04:34:00 -0400,1,0,243,-2.68,,,,,,,,16,19
01/01/2024,04:36:00 -0400,1,0,247,-2.71,,,,,,,,16,23
01/01/2024,04:37:00 -0400,,,,,4.236,101.29,107.235,5.945,0.79,-0.32339,,,
01/01/2024,04:38:00 -0400,1,0,247,-2.74,,,,,,,,12,18
01/01/2024,04:40:00 -0400,1,0,251,-2.65,,,,,,,,14,19
01/01/2024,04:42:00 -0400,1,0,251,-2.8,4.221,101.287,107.261,5.974,0.79,-0.32045,,14,18
01/01/2024,04:44:00 -0400,1,0,254,-2.77,,,,,,,,12,17
01/01/2024,04:46:00 -0400,1,0,254,-2.74,,,,,,,,11,14
01/01/2024,04:47:00 -0400,,,,,4.23,101.293,107.319,6.026,0.79,-0.31534,,,
01/01/2024,04:48:00 -0400,1,0,241,-2.68,,,,,,,,12,16
01/01/2024,04:50:00 -0400,1,0,244,-2.77,,,,,,,,14,20
01/01/2024,04:52:00 -0400,1,0,248,-2.83,4.235,101.286,107.35,6.064,0.79,-0.31157,,13,16
01/01/2024,04:54:00 -0400,1,0,253,-2.86,,,,,,,,14,19
01/01/2024,04:56:00 -0400,1,0,253,-2.83,,,,,,,,13,18
01/01/2024,04:57:00 -0400,,,,,4.217,101.28,107.438,6.158,0.79,-0.30219,,,
01/01/2024,04:58:00 -0400,1,0,251,-2.8,,,,,,,,13,19
01/01/2024,05:00:00 -0400,1,0,250,-2.86,,,,,,,,14,20
01/01/2024,05:02:00 -0400,1,0,251,-2.83,4.229,101.279,107.509,6.23,0.79,-0.29506,,13,19
01/01/2024,05:04:00 -0400,1,0,250,-2.8,,,,,,,,14,20
01/01/2024,05:06:00 -0400,1,0,246,-2.86,,,,,,,,13,18
01/01/2024,05:07:00 -0400,,,,,4.235,101.272,107.597,6.325,0.79,-0.28557,,,
01/01/2024,05:08:00 -0400,1,0,244,-2.8,,,,,,,,14,17
01/01/2024,05:10:00 -0400,1,0,241,-2.8,,,,,,,,13,17
01/01/2024,05:12:00 -0400,1,0,241,-2.77,4.218,101.276,107.69,6.414,0.79,-0.27675,,18,24
01/01/2024,05:14:00 -0400,1,0,246,-2.8,,,,,,,,16,20
01/01/2024,05:16:00 -0400,1,0,246,-2.86,,,,,,,,16,20
01/01/2024,05:17:00 -0400,,,,,4.229,101.278,107.791,6.513,0.79,-0.26684,,,
01/01/2024,05:18:00 -0400,1,0,241,-2.98,,,,,,,,14,19
01/01/2024,05:20:00 -0400,1,0,237,-2.86,,,,,,,,17,24
01/01/2024,05:22:00 -0400,1,0,239,-2.92,4.233,101.279,107.813,6.534,0.79,-0.26474,,18,25
01/01/2024,05:24:00 -0400,1,0,243,-2.8,,,,,,,,16,22
01/01/2024,05:26:00 -0400,1,0,237,-3.01,,,,,,,,16,23
01/01/2024,05:27:00 -0400,,,,,4.215,101.287,107.906,6.619,0.79,-0.25631,,,
01/01/2024,05:28:00 -0400,1,0,241,-3.01,,,,,,,,17,23
01/01/2024,05:30:00 -0400,1,0,247,-2.95,,,,,,,,17,26
01/01/2024,05:32:00 -0400,1,0,239,-3.04,4.227,101.295,108.025,6.73,0.79,-0.24524,,16,23
01/01/2024,05:34:00 -0400,1,0,239,-2.98,,,,,,,,13,18
01/01/2024,05:36:00 -0400,1,0,237,-3.09,,,,,,,,13,22
01/01/2024,05:37:00 -0400,,,,,4.233,101.291,108.016,6.725,0.79,-0.24572,,,
01/01/2024,05:38:00 -0400,1,0,237,-3.12,,,,,,,,12,18
01/01/2024,05:40:00 -0400,1,0,229,-3.09,,,,,,,,16,22
01/01/2024,05:42:00 -0400,1,0,240,-2.98,4.217,101.302,108.144,6.842,0.79,-0.23407,,14,20
01/01/2024,05:44:00 -0400,1,0,232,-3.15,,,,,,,,14,20
01/01/2024,05:46:00 -0400,1,0,244,-3.04,,,,,,,,14,20
01/01/2024,05:47:00 -0400,,,,,4.227,101.299,108.22,6.921,0.79,-0.2263,,,
01/01/2024,05:48:00 -0400,1,0,248,-3.15,,,,,,,,13,18
01/01/2024,05:50:00 -0400,1,0,241,-3.12,,,,,,,,13,20
01/01/2024,05:52:00 -0400,1,0,232,-3.18,4.221,101.293,108.281,6.988,0.79,-0.21955,,16,19
01/01/2024,05:54:00 -0400,1,0,248,-3.12,,,,,,,,13,19
01/01/2024,05:56:00 -0400,1,0,246,-3.18,,,,,,,,16,20
01/01/2024,05:57:00 -0400,,,,,4.217,101.289,108.348,7.059,0.79,-0.21257,,,
01/01/2024,05:58:00 -0400,1,0,257,-3.24,,,,,,,,13,20
01/01/2024,06:00:00 -0400,1,0,244,-3.04,,,,,,,,17,20
01/01/2024,06:02:00 -0400,1,0,247,-3.15,4.227,101.289,108.374,7.085,0.79,-0.20993,,14,19
01/01/2024,06:04:00 -0400,1,0,246,-3.15,,,,,,,,18,25
01/01/2024,06:06:00 -0400,1,0,246,-3.27,,,,,,,,17,25
01/01/2024,06:07:00 -0400,,,,,4.232,101.299,108.414,7.115,0.79,-0.20697,,,
01/01/2024,06:08:00 -0400,1,0,244,-3.24,,,,,,,,17,24
01/01/2024,06:10:00 -0400,1,0,240,-3.06,,,,,,,,16,23
01/01/2024,06:12:00 -0400,1,0,237,-3.27,4.217,101.298,108.444,7.146,0.68,-0.2039,,14,19
01/01/2024,06:14:00 -0400,1,0,250,-3.42,,,,,,,,16,26
01/01/2024,06:16:00 -0400,1,0,246,-3.42,,,,,,,,17,23
01/01/2024,06:17:00 -0400,,,,,4.227,101.31,108.567,7.257,0.68,-0.19279,,,
01/01/2024,06:18:00 -0400,1,0,251,-3.45,,,,,,,,17,23
01/01/2024,06:20:00 -0400,1,0,246,-3.39,,,,,,,,12,17
01/01/2024,06:22:00 -0400,1,0,243,-3.3,4.232,101.31,108.537,7.227,0.68,-0.19587,,14,22
01/01/2024,06:24:00 -0400,1,0,246,-3.36,,,,,,,,16,23
01/01/2024,06:26:00 -0400,1,0,250,-3.33,,,,,,,,17,22
01/01/2024,06:27:00 -0400,,,,,4.217,101.304,108.603,7.299,0.68,-0.18868,,,
01/01/2024,06:28:00 -0400,1,0,248,-3.48,,,,,,,,14,22
01/01/2024,06:30:00 -0400,1,0,251,-3.33,,,,,,,,14,19
01/01/2024,06:32:00 -0400,1,0,240,-3.36,4.226,101.306,108.771,7.465,0.68,-0.17217,,14,22
01/01/2024,06:34:00 -0400,1,0,241,-3.33,,,,,,,,16,23
01/01/2024,06:36:00 -0400,1,0,240,-3.3,,,,,,,,16,22
01/01/2024,06:37:00 -0400,,,,,4.23,101.312,108.741,7.429,0.79,-0.17574,,,
01/01/2024,06:38:00 -0400,1,0,237,-3.3,,,,,,,,18,28
01/01/2024,06:40:00 -0400,1,0,244,-3.33,,,,,,,,12,18
01/01/2024,06:42:00 -0400,1,0,244,-3.42,4.214,101.31,108.82,7.51,0.79,-0.16762,,13,20
01/01/2024,06:44:00 -0400,1,0,241,-3.42,,,,,,,,13,17
01/01/2024,06:46:00 -0400,1,0,236,-3.36,,,,,,,,13,20
01/01/2024,06:47:00 -0400,,,,,4.224,101.31,108.865,7.555,0.79,-0.16323,,,
01/01/2024,06:48:00 -0400,1,0,234,-3.39,,,,,,,,12,17
01/01/2024,06:50:00 -0400,1,0,240,-3.45,,,,,,,,11,14
01/01/2024,06:52:00 -0400,1,0,233,-3.39,4.23,101.308,108.926,7.618,0.79,-0.15688,,12,17
01/01/2024,06:54:00 -0400,1,0,237,-3.42,,,,,,,,11,16
01/01/2024,06:56:00 -0400,1,0,230,-3.51,,,,,,,,13,16
01/01/2024,06:57:00 -0400,,,,,4.212,101.314,108.953,7.639,0.79,-0.15484,,,
01/01/2024,06:58:00 -0400,1,0,234,-3.36,,,,,,,,12,17
01/01/2024,07:00:00 -0400,1,0,236,-3.39,,,,,,,,12,17
01/01/2024,07:02:00 -0400,1,0,237,-3.33,4.223,101.311,109.024,7.713,0.79,-0.1475,,10,13
01/01/2024,07:04:00 -0400,1,0,233,-3.51,,,,,,,,12,14
01/01/2024,07:06:00 -0400,1,0,234,-3.39,,,,,,,,10,13
01/01/2024,07:07:00 -0400,,,,,4.227,101.314,109.033,7.719,0.79,-0.14692,,,
01/01/2024,07:08:00 -0400,1,0,237,-3.39,,,,,,,,11,14
01/01/2024,07:10:00 -0400,1,0,239,-3.27,,,,,,,,10,12
01/01/2024,07:12:00 -0400,1,0,234,-3.39,4.214,101.318,109.059,7.741,0.79,-0.14468,,11,13
01/01/2024,07:14:00 -0400,1,0,247,-3.45,,,,,,,,11,16
01/01/2024,07:16:00 -0400,1,0,241,-3.33,,,,,,,,12,14
01/01/2024,07:17:00 -0400,,,,,4.223,101.32,109.125,7.805,0.79,-0.13829,,,
01/01/2024,07:18:00 -0400,1,0,250,-3.39,,,,,,,,11,17
01/01/2024,07:20:00 -0400,1,0,248,-3.42,,,,,,,,10,14
01/01/2024,07:22:00 -0400,1,0,237,-3.42,4.23,101.321,109.086,7.765,0.79,-0.14234,,10,13
01/01/2024,07:24:00 -0400,1,0,234,-3.42,,,,,,,,13,18
01/01/2024,07:26:00 -0400,1,0,232,-3.39,,,,,,,,11,16
01/01/2024,07:27:00 -0400,,,,,4.212,101.323,109.139,7.816,0.79,-0.13727,,,
01/01/2024,07:28:00 -0400,1,0,240,-3.39,,,,,,,,11,13
01/01/2024,07:30:00 -0400,1,0,246,-3.39,,,,,,,,10,13
01/01/2024,07:32:00 -0400,1,0,239,-3.45,4.224,101.322,109.108,7.786,0.79,-0.14024,,11,13
01/01/2024,07:34:00 -0400,1,0,233,-3.15,,,,,,,,13,18
01/01/2024,07:36:00 -0400,1,0,234,-3.42,,,,,,,,12,16
01/01/2024,07:37:00 -0400,,,,,4.229,101.32,109.108,7.788,0.79,-0.14005,,,
01/01/2024,07:38:00 -0400,1,0,223,-3.27,,,,,,,,11,16
01/01/2024,07:40:00 -0400,1,0,226,-3.42,,,,,,,,13,16
01/01/2024,07:42:00 -0400,1,0,225,-3.51,4.212,101.324,109.178,7.854,0.79,-0.13341,,12,17
01/01/2024,07:44:00 -0400,1,0,233,-3.33,,,,,,,,11,16
01/01/2024,07:46:00 -0400,1,0,229,-3.51,,,,,,,,11,16
01/01/2024,07:47:00 -0400,,,,,4.224,101.326,109.183,7.857,0.79,-0.13317,,,
01/01/2024,07:48:00 -0400,1,0,234,-3.36,,,,,,,,11,16
01/01/2024,07:50:00 -0400,1,0,234,-3.27,,,,,,,,11,14
01/01/2024,07:52:00 -0400,1,0,251,-3.45,4.229,101.323,109.214,7.891,0.79,-0.12979,,8,13
01/01/2024,07:54:00 -0400,1,0,250,-3.36,,,,,,,,8,13
01/01/2024,07:56:00 -0400,1,0,246,-3.33,,,,,,,,7,12
01/01/2024,07:57:00 -0400,,,,,4.215,101.323,109.311,7.988,0.79,-0.12012,,,
01/01/2024,07:58:00 -0400,1,0,250,-3.27,,,,,,,,11,14
01/01/2024,08:00:00 -0400,1,0,251,-3.39,,,,,,,,11,13
01/01/2024,08:02:00 -0400,1,0,257,-3.39,4.227,101.32,109.305,7.985,0.68,-0.12037,,11,17
01/01/2024,08:04:00 -0400,2,0,261,-3.45,,,,,,,,13,22
01/01/2024,08:06:00 -0400,2,0,256,-3.33,,,,,,,,12,19
01/01/2024,08:07:00 -0400,,,,,4.235,101.323,109.305,7.982,0.68,-0.12067,,,
01/01/2024,08:08:00 -0400,3,0,251,-3.39,,,,,,,,12,17
