Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","Temperature (S-THC 21114835:21530604-1),°C,Greenwich PEINP","RH (S-THC 21114835:21530604-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21530604-3),°C,Greenwich PEINP"
04/10/2024,08:35:00 -0300,0,364,4.302,,,314,,,,,7,13,ERROR,ERROR,ERROR
04/10/2024,08:40:00 -0300,0,381,4.31,,,313,,,,,8,19,ERROR,ERROR,ERROR
04/10/2024,08:45:00 -0300,0,396,4.307,,,310,,,,,7,14,ERROR,ERROR,ERROR
04/10/2024,08:50:00 -0300,0,412,4.302,,,303,,,,,8,17,ERROR,ERROR,ERROR
04/10/2024,08:55:00 -0300,0,427,4.301,,,317,,,,,8,17,ERROR,ERROR,ERROR
04/10/2024,09:00:00 -0300,0,441,4.305,,,310,,,,,8,17,ERROR,ERROR,ERROR
04/10/2024,09:05:00 -0300,0,456,4.293,,,314,,,,,8,16,ERROR,ERROR,ERROR
04/10/2024,09:10:00 -0300,0,472,4.305,,,313,,,,,10,18,ERROR,ERROR,ERROR
04/10/2024,09:15:00 -0300,0,486,4.313,,,313,,,,,10,16,ERROR,ERROR,ERROR
04/10/2024,09:20:00 -0300,0,498,4.319,,,310,,,,,11,17,ERROR,ERROR,ERROR
04/10/2024,09:25:00 -0300,0,512,4.326,,,317,,,,,11,19,ERROR,ERROR,ERROR
04/10/2024,09:30:00 -0300,0,527,4.323,,,319,,,,,12,18,ERROR,ERROR,ERROR
04/10/2024,09:35:00 -0300,0,539,4.326,,,303,,,,,10,16,ERROR,ERROR,ERROR
04/10/2024,09:40:00 -0300,0,552,4.326,,,307,,,,,8,17,ERROR,ERROR,ERROR
04/10/2024,09:45:00 -0300,0,566,4.32,,,300,,,,,8,17,ERROR,ERROR,ERROR
04/10/2024,09:50:00 -0300,0,574,4.326,,,305,,,,,11,17,ERROR,ERROR,ERROR
04/10/2024,09:55:00 -0300,0,589,4.326,,,319,,,,,11,22,ERROR,ERROR,ERROR
04/10/2024,10:00:00 -0300,0,598,4.311,,,319,,,,,10,19,ERROR,ERROR,ERROR
04/10/2024,10:05:00 -0300,0,612,4.325,,,306,,,,,11,18,ERROR,ERROR,ERROR
04/10/2024,10:10:00 -0300,0,622,4.326,,,303,,,,,10,16,ERROR,ERROR,ERROR
04/10/2024,10:15:00 -0300,0,633,4.31,,,306,,,,,11,22,ERROR,ERROR,ERROR
04/10/2024,10:20:00 -0300,0,646,4.296,,,310,,,,,8,17,ERROR,ERROR,ERROR
04/10/2024,10:25:00 -0300,0,658,4.301,,,319,,,,,11,23,ERROR,ERROR,ERROR
04/10/2024,10:30:00 -0300,0,667,4.299,,,316,,,,,11,20,ERROR,ERROR,ERROR
04/10/2024,10:35:00 -0300,0,676,4.307,,,317,,,,,12,19,ERROR,ERROR,ERROR
04/10/2024,10:40:00 -0300,0,684,4.292,,,320,,,,,12,19,ERROR,ERROR,ERROR
04/10/2024,10:45:00 -0300,0,694,4.296,,,310,,,,,11,20,ERROR,ERROR,ERROR
04/10/2024,10:50:00 -0300,0,707,4.302,,,310,,,,,12,19,ERROR,ERROR,ERROR
04/10/2024,10:55:00 -0300,0,713,4.307,,,313,,,,,10,18,ERROR,ERROR,ERROR
04/10/2024,11:00:00 -0300,0,723,4.308,,,306,,,,,11,17,ERROR,ERROR,ERROR
04/10/2024,11:05:00 -0300,0,731,4.292,,,307,,,,,7,14,ERROR,ERROR,ERROR
04/10/2024,11:10:00 -0300,0,737,4.304,,,320,,,,,12,19,ERROR,ERROR,ERROR
04/10/2024,11:15:00 -0300,0,746,4.311,,,320,,,,,11,19,ERROR,ERROR,ERROR
04/10/2024,11:20:00 -0300,0,753,4.296,,,314,,,,,10,20,ERROR,ERROR,ERROR
04/10/2024,11:25:00 -0300,0,761,4.299,,,302,,,,,10,16,ERROR,ERROR,ERROR
04/10/2024,11:30:00 -0300,0,766,4.287,,,316,,,,,8,18,ERROR,ERROR,ERROR
04/10/2024,11:35:00 -0300,0,774,4.295,,,326,,,,,10,19,ERROR,ERROR,ERROR
04/10/2024,11:40:00 -0300,0,778,4.31,,,323,,,,,11,18,ERROR,ERROR,ERROR
04/10/2024,11:45:00 -0300,0,784,4.301,,,327,,,,,11,18,ERROR,ERROR,ERROR
04/10/2024,11:50:00 -0300,0,789,4.305,,,292,,,,,12,19,ERROR,ERROR,ERROR
04/10/2024,11:55:00 -0300,0,796,4.314,,,314,,,,,7,17,ERROR,ERROR,ERROR
04/10/2024,12:00:00 -0300,0,798,4.313,,,316,,,,,8,16,ERROR,ERROR,ERROR
04/10/2024,12:05:00 -0300,0,802,4.295,,,313,,,,,8,18,ERROR,ERROR,ERROR
04/10/2024,12:10:00 -0300,0,808,4.284,,,330,,,,,11,17,ERROR,ERROR,ERROR
04/10/2024,12:15:00 -0300,0,809,4.287,,,314,,,,,10,17,ERROR,ERROR,ERROR
04/10/2024,12:20:00 -0300,0,812,4.299,,,314,,,,,11,17,ERROR,ERROR,ERROR
04/10/2024,12:25:00 -0300,0,816,4.31,,,321,,,,,10,14,ERROR,ERROR,ERROR
04/10/2024,12:30:00 -0300,0,819,4.302,,,320,,,,,8,14,ERROR,ERROR,ERROR
04/10/2024,12:35:00 -0300,0,821,4.305,,,338,,,,,10,16,ERROR,ERROR,ERROR
04/10/2024,12:40:00 -0300,0,823,4.314,,,314,,,,,10,16,-46.85,0,-273
04/10/2024,12:45:00 -0300,0,823,4.311,,,319,,,,,8,14,-46.85,0,-273
04/10/2024,12:50:00 -0300,0,822,4.293,,,321,,,,,10,17,-46.85,0,-273
04/10/2024,12:55:00 -0300,0,826,4.295,,,307,,,,,8,16,-46.85,0,-273
04/10/2024,13:00:00 -0300,0,823,4.29,,,305,,,,,8,14,-46.85,0,-273
04/10/2024,13:05:00 -0300,0,823,4.317,,,321,,,,,10,17,-46.85,0,-273
04/10/2024,13:10:00 -0300,0,823,4.307,,,316,,,,,10,14,-46.85,0,-273
04/10/2024,13:15:00 -0300,0,821,4.299,,,320,,,,,8,16,-46.85,0,-273
04/10/2024,13:20:00 -0300,0,821,4.311,,,306,,,,,8,16,-46.85,0,-273
04/10/2024,13:25:00 -0300,0,817,4.298,,,323,,,,,7,14,-46.85,0,-273
04/10/2024,13:30:00 -0300,0,819,4.305,,,321,,,,,8,16,-46.85,0,-273
04/10/2024,13:35:00 -0300,0,814,4.302,,,329,,,,,8,13,-46.85,0,-273
04/10/2024,13:40:00 -0300,0,814,4.311,,,320,,,,,7,14,-46.85,0,-273
04/10/2024,13:45:00 -0300,0,811,4.304,,,330,,,,,8,16,-46.85,0,-273
04/10/2024,13:50:00 -0300,0,808,4.299,,,331,,,,,8,14,-46.85,0,-273
04/10/2024,13:55:00 -0300,0,802,4.298,,,326,,,,,7,13,-46.85,0,-273
04/10/2024,14:00:00 -0300,0,802,4.286,,,330,,,,,8,13,-46.85,0,-273
04/10/2024,14:05:00 -0300,0,797,4.296,,,331,,,,,7,16,-46.85,0,-273
04/10/2024,14:10:00 -0300,0,793,4.308,,,352,,,,,8,16,-46.85,0,-273
04/10/2024,14:15:00 -0300,0,786,4.28,,,341,,,,,7,14,-46.85,0,-273
04/10/2024,14:20:00 -0300,0,781,4.304,,,344,,,,,7,13,-46.85,0,-273
04/10/2024,14:25:00 -0300,0,772,4.313,,,337,,,,,8,16,-46.85,0,-273
04/10/2024,14:30:00 -0300,0,768,4.308,,,338,,,,,8,14,-46.85,0,-273
04/10/2024,14:35:00 -0300,0,758,4.307,,,333,,,,,7,13,-46.85,0,-273
04/10/2024,14:40:00 -0300,0,752,4.299,,,350,,,,,6,12,-46.85,0,-273
04/10/2024,14:45:00 -0300,0,743,4.307,,,357,,,,,7,12,-46.85,0,-273
04/10/2024,14:50:00 -0300,0,733,4.307,,,340,,,,,8,14,-46.85,0,-273
04/10/2024,14:55:00 -0300,0,727,4.295,,,13,,,,,6,14,-46.85,0,-273
04/10/2024,15:00:00 -0300,0,721,4.299,,,25,,,,,6,10,-46.85,0,-273
04/10/2024,15:05:00 -0300,0,716,4.304,,,7,,,,,6,10,-46.85,0,-273
04/10/2024,15:10:00 -0300,0,703,4.305,,,10,,,,,7,12,-46.85,0,-273
04/10/2024,15:15:00 -0300,0,697,4.305,,,331,,,,,6,12,-46.85,0,-273
04/10/2024,15:20:00 -0300,0,686,4.295,,,345,,,,,6,17,-46.85,0,-273
04/10/2024,15:25:00 -0300,0,676,4.305,,,13,,,,,6,12,-46.85,0,-273
04/10/2024,15:30:00 -0300,0,666,4.304,,,18,,,,,6,12,-46.85,0,-273
04/10/2024,15:35:00 -0300,0,658,4.299,,,22,,,,,6,13,-46.85,0,-273
04/10/2024,15:40:00 -0300,0,646,4.304,,,343,,,,,7,14,-46.85,0,-273
04/10/2024,15:45:00 -0300,0,636,4.308,,,348,,,,,6,12,-46.85,0,-273
04/10/2024,15:50:00 -0300,0,622,4.307,,,1,,,,,6,14,-46.85,0,-273
04/10/2024,15:55:00 -0300,0,612,4.31,,,25,,,,,7,13,-46.85,0,-273
04/10/2024,16:00:00 -0300,0,602,4.32,,,25,,,,,6,11,-46.85,0,-273
04/10/2024,16:05:00 -0300,0,588,4.31,,,37,,,,,7,11,-46.85,0,-273
04/10/2024,16:10:00 -0300,0,573,4.317,,,37,,,,,7,13,-46.85,0,-273
04/10/2024,16:15:00 -0300,0,563,4.317,,,25,,,,,7,14,-46.85,0,-273
04/10/2024,16:20:00 -0300,0,551,4.311,,,21,,,,,7,14,-46.85,0,-273
04/10/2024,16:25:00 -0300,0,538,4.299,,,21,,,,,8,13,-46.85,0,-273
04/10/2024,16:30:00 -0300,0,526,4.308,,,29,,,,,8,14,-46.85,0,-273
04/10/2024,16:35:00 -0300,0,512,4.31,,,29,,,,,8,13,-46.85,0,-273
04/10/2024,16:40:00 -0300,0,499,4.289,,,42,,,,,7,14,-46.85,0,-273
04/10/2024,16:45:00 -0300,0,484,4.301,,,29,,,,,8,13,-46.85,0,-273
04/10/2024,16:50:00 -0300,0,471,4.305,,,21,,,,,8,14,-46.85,0,-273
04/10/2024,16:55:00 -0300,0,456,4.308,,,32,,,,,7,17,-46.85,0,-273
04/10/2024,17:00:00 -0300,0,442,4.323,,,32,,,,,8,14,-46.85,0,-273
04/10/2024,17:05:00 -0300,0,426,4.323,,,37,,,,,7,17,-46.85,0,-273
04/10/2024,17:10:00 -0300,0,413,4.307,,,51,,,,,8,14,-46.85,0,-273
04/10/2024,17:15:00 -0300,0,399,4.307,,,51,,,,,11,17,-46.85,0,-273
04/10/2024,17:20:00 -0300,0,384,4.295,,,45,,,,,8,13,-46.85,0,-273
04/10/2024,17:25:00 -0300,0,369,4.305,,,46,,,,,8,13,-46.85,0,-273
04/10/2024,17:30:00 -0300,0,353,4.313,,,52,,,,,8,13,-46.85,0,-273
04/10/2024,17:35:00 -0300,0,339,4.305,,,45,,,,,8,12,-46.85,0,-273
04/10/2024,17:40:00 -0300,0,324,4.295,,,46,,,,,6,11,-46.85,0,-273
04/10/2024,17:45:00 -0300,0,308,4.301,,,49,,,,,7,13,-46.85,0,-273
04/10/2024,17:50:00 -0300,0,294,4.301,,,34,,,,,10,16,-46.85,0,-273
04/10/2024,17:55:00 -0300,0,279,4.298,,,55,,,,,8,14,-46.85,0,-273
04/10/2024,18:00:00 -0300,0,263,4.301,,,60,,,,,8,12,-46.85,0,-273
04/10/2024,18:05:00 -0300,0,249,4.298,,,63,,,,,8,14,-46.85,0,-273
04/10/2024,18:10:00 -0300,0,233,4.307,,,65,,,,,10,16,-46.85,0,-273
04/10/2024,18:15:00 -0300,0,218,4.311,,,62,,,,,10,16,-46.85,0,-273
04/10/2024,18:20:00 -0300,0,203,4.307,,,66,,,,,10,17,-46.85,0,-273
04/10/2024,18:25:00 -0300,0,188,4.292,,,66,,,,,11,16,-46.85,0,-273
04/10/2024,18:30:00 -0300,0,174,4.284,,,59,,,,,10,14,-46.85,0,-273
04/10/2024,18:35:00 -0300,0,162,4.298,,,66,,,,,8,17,-46.85,0,-273
04/10/2024,18:40:00 -0300,0,149,4.295,,,56,,,,,8,12,-46.85,0,-273
04/10/2024,18:45:00 -0300,0,136,4.28,,,62,,,,,10,14,-46.85,0,-273
04/10/2024,18:50:00 -0300,0,123,4.295,,,67,,,,,8,13,-46.85,0,-273
04/10/2024,18:55:00 -0300,0,111,4.304,,,60,,,,,6,10,-46.85,0,-273
04/10/2024,19:00:00 -0300,0,96,4.287,,,69,,,,,7,11,-46.85,0,-273
04/10/2024,19:05:00 -0300,0,79,4.296,,,63,,,,,7,11,-46.85,0,-273
04/10/2024,19:10:00 -0300,0,44,4.299,,,60,,,,,6,10,-46.85,0,-273
04/10/2024,19:15:00 -0300,0,22,4.278,,,63,,,,,5,7,-46.85,0,-273
04/10/2024,19:20:00 -0300,0,21,4.284,,,65,,,,,6,8,-46.85,0,-273
04/10/2024,19:25:00 -0300,0,18,4.281,,,73,,,,,4,7,-46.85,0,-273
04/10/2024,19:30:00 -0300,0,17,4.256,,,77,,,,,0,2,-46.85,0,-273
04/10/2024,19:35:00 -0300,0,13,4.262,,,79,,,,,2,5,-46.85,0,-273
04/10/2024,19:40:00 -0300,0,11,4.257,,,76,,,,,4,6,-46.85,0,-273
04/10/2024,19:45:00 -0300,0,8,4.239,,,76,,,,,4,7,-46.85,0,-273
04/10/2024,19:50:00 -0300,0,6,4.241,,,73,,,,,2,6,-46.85,0,-273
04/10/2024,19:55:00 -0300,0,3,4.235,,,60,,,,,5,7,-46.85,0,-273
04/10/2024,20:00:00 -0300,0,2,4.223,,,65,,,,,4,7,-46.85,0,-273
04/10/2024,20:05:00 -0300,0,1,4.221,,,65,,,,,1,4,-46.85,0,-273
04/10/2024,20:10:00 -0300,0,1,4.218,,,65,,,,,2,5,-46.85,0,-273
04/10/2024,20:15:00 -0300,0,1,4.208,,,63,,,,,5,6,-46.85,0,-273
04/10/2024,20:20:00 -0300,0,1,4.212,,,56,,,,,5,7,-46.85,0,-273
04/10/2024,20:25:00 -0300,0,1,4.212,,,67,,,,,5,7,-46.85,0,-273
04/10/2024,20:30:00 -0300,0,1,4.203,,,73,,,,,4,6,-46.85,0,-273
04/10/2024,20:35:00 -0300,0,1,4.206,,,74,,,,,5,7,-46.85,0,-273
04/10/2024,20:40:00 -0300,0,1,4.206,,,72,,,,,4,6,-46.85,0,-273
04/10/2024,20:45:00 -0300,0,1,4.197,,,73,,,,,4,6,-46.85,0,-273
04/10/2024,20:50:00 -0300,0,1,4.203,,,69,,,,,5,8,-46.85,0,-273
04/10/2024,20:55:00 -0300,0,1,4.202,,,65,,,,,5,7,-46.85,0,-273
04/10/2024,21:00:00 -0300,0,1,4.193,,,72,,,,,4,6,-46.85,0,-273
04/10/2024,21:05:00 -0300,0,1,4.199,,,79,,,,,2,7,-46.85,0,-273
04/10/2024,21:10:00 -0300,0,1,4.197,,,77,,,,,2,6,-46.85,0,-273
04/10/2024,21:15:00 -0300,0,1,4.19,,,76,,,,,2,6,-46.85,0,-273
04/10/2024,21:20:00 -0300,0,1,4.194,,,69,,,,,5,6,-46.85,0,-273
04/10/2024,21:25:00 -0300,0,1,4.193,,,65,,,,,5,7,-46.85,0,-273
04/10/2024,21:30:00 -0300,0,1,4.187,,,63,,,,,5,7,-46.85,0,-273
04/10/2024,21:35:00 -0300,0,1,4.191,,,72,,,,,1,4,-46.85,0,-273
04/10/2024,21:40:00 -0300,0,1,4.191,,,72,,,,,2,5,-46.85,0,-273
04/10/2024,21:45:00 -0300,0,1,4.184,,,88,,,,,1,5,-46.85,0,-273
04/10/2024,21:50:00 -0300,0,1,4.188,,,73,,,,,4,7,-46.85,0,-273
04/10/2024,21:55:00 -0300,0,1,4.19,,,94,,,,,1,5,-46.85,0,-273
04/10/2024,22:00:00 -0300,0,1,4.182,,,86,,,,,2,5,-46.85,0,-273
04/10/2024,22:05:00 -0300,0,1,4.185,,,81,,,,,1,4,-46.85,0,-273
04/10/2024,22:10:00 -0300,0,1,4.187,,,72,,,,,2,5,-46.85,0,-273
04/10/2024,22:15:00 -0300,0,1,4.179,,,86,,,,,1,2,-46.85,0,-273
04/10/2024,22:20:00 -0300,0,1,4.184,,,117,,,,,1,2,-46.85,0,-273
04/10/2024,22:25:00 -0300,0,1,4.184,,,118,,,,,1,4,-46.85,0,-273
04/10/2024,22:30:00 -0300,0,1,4.175,,,132,,,,,1,6,-46.85,0,-273
04/10/2024,22:35:00 -0300,0,1,4.181,,,152,,,,,0,5,-46.85,0,-273
04/10/2024,22:40:00 -0300,0,1,4.182,,,152,,,,,2,6,-46.85,0,-273
04/10/2024,22:45:00 -0300,0,1,4.175,,,110,,,,,2,6,-46.85,0,-273
04/10/2024,22:50:00 -0300,0,1,4.179,,,107,,,,,1,4,-46.85,0,-273
04/10/2024,22:55:00 -0300,0,1,4.181,,,81,,,,,2,6,-46.85,0,-273
04/10/2024,23:00:00 -0300,0,1,4.17,,,69,,,,,4,7,-46.85,0,-273
04/10/2024,23:05:00 -0300,0,1,4.178,,,79,,,,,4,7,-46.85,0,-273
04/10/2024,23:10:00 -0300,0,1,4.178,,,73,,,,,4,7,-46.85,0,-273
04/10/2024,23:15:00 -0300,0,1,4.17,,,83,,,,,4,7,-46.85,0,-273
04/10/2024,23:20:00 -0300,0,1,4.176,,,66,,,,,4,7,-46.85,0,-273
04/10/2024,23:25:00 -0300,0,1,4.176,,,79,,,,,4,6,-46.85,0,-273
04/10/2024,23:30:00 -0300,0,1,4.17,,,80,,,,,4,7,-46.85,0,-273
04/10/2024,23:35:00 -0300,0,1,4.175,,,79,,,,,2,6,-46.85,0,-273
04/10/2024,23:40:00 -0300,0,1,4.175,,,72,,,,,4,6,-46.85,0,-273
04/10/2024,23:45:00 -0300,0,1,4.166,,,70,,,,,5,7,-46.85,0,-273
04/10/2024,23:50:00 -0300,0,1,4.173,,,79,,,,,6,8,-46.85,0,-273
04/10/2024,23:55:00 -0300,0,1,4.173,,,80,,,,,5,10,-46.85,0,-273
04/11/2024,00:00:00 -0300,0,1,4.166,,,73,,,,,5,8,-46.85,0,-273
04/11/2024,00:05:00 -0300,0,1,4.17,,,81,,,,,6,10,-46.85,0,-273
04/11/2024,00:10:00 -0300,0,1,4.172,,,79,,,,,5,8,-46.85,0,-273
04/11/2024,00:15:00 -0300,0,1,4.164,,,76,,,,,5,7,-46.85,0,-273
04/11/2024,00:20:00 -0300,0,1,4.17,,,76,,,,,5,12,-46.85,0,-273
04/11/2024,00:25:00 -0300,0,1,4.17,,,84,,,,,5,8,-46.85,0,-273
04/11/2024,00:30:00 -0300,0,1,4.16,,,126,,,,,2,6,-46.85,0,-273
04/11/2024,00:35:00 -0300,0,1,4.169,,,147,,,,,4,8,-46.85,0,-273
04/11/2024,00:40:00 -0300,0,1,4.169,,,118,,,,,6,10,-46.85,0,-273
04/11/2024,00:45:00 -0300,0,1,4.161,,,154,,,,,2,7,-46.85,0,-273
04/11/2024,00:50:00 -0300,0,1,4.166,,,152,,,,,4,8,-46.85,0,-273
04/11/2024,00:55:00 -0300,0,1,4.167,,,126,,,,,2,6,-46.85,0,-273
04/11/2024,01:00:00 -0300,0,1,4.161,,,157,,,,,5,7,-46.85,0,-273
04/11/2024,01:05:00 -0300,0,1,4.166,,,164,,,,,5,10,-46.85,0,-273
04/11/2024,01:10:00 -0300,0,1,4.167,,,157,,,,,5,7,-46.85,0,-273
04/11/2024,01:15:00 -0300,0,1,4.16,,,163,,,,,2,8,-46.85,0,-273
04/11/2024,01:20:00 -0300,0,1,4.166,,,166,,,,,4,7,-46.85,0,-273
04/11/2024,01:25:00 -0300,0,1,4.166,,,164,,,,,2,7,-46.85,0,-273
04/11/2024,01:30:00 -0300,0,1,4.16,,,119,,,,,2,6,-46.85,0,-273
04/11/2024,01:35:00 -0300,0,1,4.164,,,110,,,,,4,6,-46.85,0,-273
04/11/2024,01:40:00 -0300,0,1,4.166,,,105,,,,,2,6,-46.85,0,-273
04/11/2024,01:45:00 -0300,0,1,4.157,,,131,,,,,2,6,-46.85,0,-273
04/11/2024,01:50:00 -0300,0,1,4.163,,,115,,,,,1,6,-46.85,0,-273
04/11/2024,01:55:00 -0300,0,1,4.164,,,108,,,,,2,10,-46.85,0,-273
04/11/2024,02:00:00 -0300,0,1,4.155,,,125,,,,,2,8,-46.85,0,-273
04/11/2024,02:05:00 -0300,0,1,4.161,,,125,,,,,4,8,-46.85,0,-273
04/11/2024,02:10:00 -0300,0,1,4.163,,,131,,,,,4,8,-46.85,0,-273
04/11/2024,02:15:00 -0300,0,1,4.157,,,128,,,,,2,7,-46.85,0,-273
04/11/2024,02:20:00 -0300,0,1,4.161,,,146,,,,,4,11,-46.85,0,-273
04/11/2024,02:25:00 -0300,0,1,4.161,,,171,,,,,5,11,-46.85,0,-273
04/11/2024,02:30:00 -0300,0,1,4.152,,,159,,,,,4,8,-46.85,0,-273
04/11/2024,02:35:00 -0300,0,1,4.16,,,153,,,,,5,11,-46.85,0,-273
04/11/2024,02:40:00 -0300,0,1,4.161,,,160,,,,,4,8,-46.85,0,-273
04/11/2024,02:45:00 -0300,0,1,4.154,,,156,,,,,4,8,-46.85,0,-273
04/11/2024,02:50:00 -0300,0,1,4.16,,,159,,,,,2,10,-46.85,0,-273
04/11/2024,02:55:00 -0300,0,1,4.16,,,157,,,,,4,10,-46.85,0,-273
04/11/2024,03:00:00 -0300,0,1,4.152,,,147,,,,,4,8,-46.85,0,-273
04/11/2024,03:05:00 -0300,0,1,4.158,,,149,,,,,4,10,-46.85,0,-273
04/11/2024,03:10:00 -0300,0,1,4.158,,,132,,,,,4,7,-46.85,0,-273
04/11/2024,03:15:00 -0300,0,1,4.152,,,125,,,,,4,7,-46.85,0,-273
04/11/2024,03:20:00 -0300,0,1,4.157,,,126,,,,,4,12,-46.85,0,-273
04/11/2024,03:25:00 -0300,0,1,4.158,,,133,,,,,4,8,-46.85,0,-273
04/11/2024,03:30:00 -0300,0,1,4.149,,,121,,,,,5,11,-46.85,0,-273
04/11/2024,03:35:00 -0300,0,1,4.155,,,129,,,,,4,7,-46.85,0,-273
04/11/2024,03:40:00 -0300,0,1,4.155,,,133,,,,,5,11,-46.85,0,-273
04/11/2024,03:45:00 -0300,0,1,4.148,,,136,,,,,5,8,-46.85,0,-273
04/11/2024,03:50:00 -0300,0,1,4.155,,,142,,,,,4,8,-46.85,0,-273
04/11/2024,03:55:00 -0300,0,1,4.155,,,149,,,,,5,12,-46.85,0,-273
04/11/2024,04:00:00 -0300,0,1,4.148,,,146,,,,,5,8,-46.85,0,-273
04/11/2024,04:05:00 -0300,0,1,4.154,,,149,,,,,4,7,-46.85,0,-273
04/11/2024,04:10:00 -0300,0,1,4.154,,,152,,,,,5,8,-46.85,0,-273
04/11/2024,04:15:00 -0300,0,1,4.148,,,156,,,,,5,10,-46.85,0,-273
04/11/2024,04:20:00 -0300,0,1,4.154,,,150,,,,,5,10,-46.85,0,-273
04/11/2024,04:25:00 -0300,0,1,4.155,,,157,,,,,5,8,-46.85,0,-273
04/11/2024,04:30:00 -0300,0,1,4.146,,,159,,,,,5,10,-46.85,0,-273
04/11/2024,04:35:00 -0300,0,1,4.152,,,160,,,,,5,10,-46.85,0,-273
04/11/2024,04:40:00 -0300,0,1,4.152,,,167,,,,,6,11,-46.85,0,-273
04/11/2024,04:45:00 -0300,0,1,4.143,,,153,,,,,4,8,-46.85,0,-273
04/11/2024,04:50:00 -0300,0,1,4.152,,,140,,,,,4,10,-46.85,0,-273
04/11/2024,04:55:00 -0300,0,1,4.152,,,129,,,,,2,7,-46.85,0,-273
04/11/2024,05:00:00 -0300,0,1,4.145,,,138,,,,,4,10,-46.85,0,-273
04/11/2024,05:05:00 -0300,0,1,4.149,,,136,,,,,4,8,-46.85,0,-273
04/11/2024,05:10:00 -0300,0,1,4.152,,,143,,,,,4,12,-46.85,0,-273
04/11/2024,05:15:00 -0300,0,1,4.145,,,142,,,,,4,7,-46.85,0,-273
04/11/2024,05:20:00 -0300,0,1,4.149,,,139,,,,,4,8,-46.85,0,-273
04/11/2024,05:25:00 -0300,0,1,4.151,,,132,,,,,4,11,-46.85,0,-273
04/11/2024,05:30:00 -0300,0,1,4.143,,,150,,,,,4,10,-46.85,0,-273
04/11/2024,05:35:00 -0300,0,1,4.149,,,150,,,,,5,10,-46.85,0,-273
04/11/2024,05:40:00 -0300,0,1,4.149,,,147,,,,,5,10,-46.85,0,-273
04/11/2024,05:45:00 -0300,0,1,4.14,,,139,,,,,4,7,-46.85,0,-273
04/11/2024,05:50:00 -0300,0,1,4.148,,,135,,,,,4,8,-46.85,0,-273
04/11/2024,05:55:00 -0300,0,1,4.148,,,139,,,,,5,10,-46.85,0,-273
04/11/2024,06:00:00 -0300,0,1,4.14,,,135,,,,,6,11,-46.85,0,-273
04/11/2024,06:05:00 -0300,0,1,4.148,,,146,,,,,5,11,-46.85,0,-273
04/11/2024,06:10:00 -0300,0,1,4.148,,,143,,,,,5,10,-46.85,0,-273
04/11/2024,06:15:00 -0300,0,1,4.14,,,136,,,,,5,10,-46.85,0,-273
04/11/2024,06:20:00 -0300,0,3,4.148,,,150,,,,,5,8,-46.85,0,-273
04/11/2024,06:25:00 -0300,0,7,4.152,,,150,,,,,5,8,-46.85,0,-273
04/11/2024,06:30:00 -0300,0,9,4.148,,,143,,,,,4,10,-46.85,0,-273
04/11/2024,06:35:00 -0300,0,13,4.158,,,128,,,,,5,12,-46.85,0,-273
04/11/2024,06:40:00 -0300,0,21,4.167,,,140,,,,,5,11,-46.85,0,-273
04/11/2024,06:45:00 -0300,0,29,4.158,,,136,,,,,5,10,-46.85,0,-273
04/11/2024,06:50:00 -0300,0,38,4.188,,,138,,,,,5,8,-46.85,0,-273
04/11/2024,06:55:00 -0300,0,46,4.209,,,136,,,,,6,12,-46.85,0,-273
04/11/2024,07:00:00 -0300,0,44,4.2,,,142,,,,,5,10,-46.85,0,-273
04/11/2024,07:05:00 -0300,0,47,4.235,,,135,,,,,4,10,-46.85,0,-273
04/11/2024,07:10:00 -0300,0,76,4.268,,,153,,,,,4,8,-46.85,0,-273
04/11/2024,07:15:00 -0300,0,98,4.271,,,166,,,,,5,8,-46.85,0,-273
04/11/2024,07:20:00 -0300,0,61,4.298,,,171,,,,,6,12,-46.85,0,-273
04/11/2024,07:25:00 -0300,0,51,4.295,,,170,,,,,6,11,-46.85,0,-273
04/11/2024,07:30:00 -0300,0,59,4.274,,,166,,,,,6,11,-46.85,0,-273
04/11/2024,07:35:00 -0300,0,147,4.296,,,163,,,,,6,10,-46.85,0,-273
04/11/2024,07:40:00 -0300,0,138,4.304,,,163,,,,,6,11,-46.85,0,-273
04/11/2024,07:45:00 -0300,0,227,4.295,,,157,,,,,6,12,-46.85,0,-273
04/11/2024,07:50:00 -0300,0,251,4.301,,,161,,,,,6,13,-46.85,0,-273
