Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP","Temperature (S-THC 21114835:21530604-1),°C,Greenwich PEINP","RH (S-THC 21114835:21530604-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21530604-3),°C,Greenwich PEINP"
04/01/2024,00:00:00 -0300,0,1,4.16,,,303,,,,,5,12,ERROR,ERROR,ERROR
04/01/2024,00:05:00 -0300,0,1,4.16,,,302,,,,,5,10,ERROR,ERROR,ERROR
04/01/2024,00:10:00 -0300,0,1,4.149,,,302,,,,,6,11,ERROR,ERROR,ERROR
04/01/2024,00:15:00 -0300,0,1,4.158,,,296,,,,,6,12,ERROR,ERROR,ERROR
04/01/2024,00:20:00 -0300,0,1,4.158,,,305,,,,,6,12,ERROR,ERROR,ERROR
04/01/2024,00:25:00 -0300,0,1,4.149,,,305,,,,,5,11,ERROR,ERROR,ERROR
04/01/2024,00:30:00 -0300,0,1,4.155,,,302,,,,,7,13,ERROR,ERROR,ERROR
04/01/2024,00:35:00 -0300,0,1,4.157,,,303,,,,,7,18,ERROR,ERROR,ERROR
04/01/2024,00:40:00 -0300,0,1,4.148,,,299,,,,,8,16,ERROR,ERROR,ERROR
04/01/2024,00:45:00 -0300,0,1,4.154,,,309,,,,,6,12,ERROR,ERROR,ERROR
04/01/2024,00:50:00 -0300,0,1,4.155,,,298,,,,,7,16,ERROR,ERROR,ERROR
04/01/2024,00:55:00 -0300,0,1,4.148,,,305,,,,,8,13,ERROR,ERROR,ERROR
04/01/2024,01:00:00 -0300,0,1,4.154,,,309,,,,,6,13,ERROR,ERROR,ERROR
04/01/2024,01:05:00 -0300,0,1,4.154,,,302,,,,,6,19,ERROR,ERROR,ERROR
04/01/2024,01:10:00 -0300,0,1,4.142,,,295,,,,,7,16,ERROR,ERROR,ERROR
04/01/2024,01:15:00 -0300,0,1,4.152,,,298,,,,,7,13,ERROR,ERROR,ERROR
04/01/2024,01:20:00 -0300,0,1,4.154,,,302,,,,,8,18,ERROR,ERROR,ERROR
04/01/2024,01:25:00 -0300,0,1,4.145,,,302,,,,,8,20,ERROR,ERROR,ERROR
04/01/2024,01:30:00 -0300,0,1,4.152,,,300,,,,,7,13,ERROR,ERROR,ERROR
04/01/2024,01:35:00 -0300,0,1,4.154,,,296,,,,,8,19,ERROR,ERROR,ERROR
04/01/2024,01:40:00 -0300,0,1,4.145,,,299,,,,,7,17,ERROR,ERROR,ERROR
04/01/2024,01:45:00 -0300,0,1,4.152,,,302,,,,,8,17,ERROR,ERROR,ERROR
04/01/2024,01:50:00 -0300,0,1,4.154,,,302,,,,,7,16,ERROR,ERROR,ERROR
04/01/2024,01:55:00 -0300,0,1,4.145,,,296,,,,,8,16,ERROR,ERROR,ERROR
04/01/2024,02:00:00 -0300,0,1,4.151,,,299,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,02:05:00 -0300,0,1,4.152,,,298,,,,,8,14,ERROR,ERROR,ERROR
04/01/2024,02:10:00 -0300,0,1,4.145,,,305,,,,,6,18,ERROR,ERROR,ERROR
04/01/2024,02:15:00 -0300,0,1,4.151,,,302,,,,,8,17,ERROR,ERROR,ERROR
04/01/2024,02:20:00 -0300,0,1,4.152,,,300,,,,,7,17,ERROR,ERROR,ERROR
04/01/2024,02:25:00 -0300,0,1,4.14,,,293,,,,,10,20,ERROR,ERROR,ERROR
04/01/2024,02:30:00 -0300,0,1,4.151,,,303,,,,,8,19,ERROR,ERROR,ERROR
04/01/2024,02:35:00 -0300,0,1,4.152,,,299,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,02:40:00 -0300,0,1,4.14,,,295,,,,,8,18,ERROR,ERROR,ERROR
04/01/2024,02:45:00 -0300,0,1,4.149,,,305,,,,,11,18,ERROR,ERROR,ERROR
04/01/2024,02:50:00 -0300,0,1,4.151,,,305,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,02:55:00 -0300,0,1,4.143,,,303,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,03:00:00 -0300,0,1,4.149,,,305,,,,,11,19,ERROR,ERROR,ERROR
04/01/2024,03:05:00 -0300,0,1,4.151,,,302,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,03:10:00 -0300,0,1,4.143,,,310,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,03:15:00 -0300,0,1,4.148,,,305,,,,,11,18,ERROR,ERROR,ERROR
04/01/2024,03:20:00 -0300,0,1,4.149,,,305,,,,,8,16,ERROR,ERROR,ERROR
04/01/2024,03:25:00 -0300,0,1,4.143,,,305,,,,,11,19,ERROR,ERROR,ERROR
04/01/2024,03:30:00 -0300,0,1,4.148,,,307,,,,,11,22,ERROR,ERROR,ERROR
04/01/2024,03:35:00 -0300,0,1,4.149,,,310,,,,,11,25,ERROR,ERROR,ERROR
04/01/2024,03:40:00 -0300,0,1,4.143,,,307,,,,,11,18,ERROR,ERROR,ERROR
04/01/2024,03:45:00 -0300,0,1,4.148,,,310,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,03:50:00 -0300,0,1,4.149,,,312,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,03:55:00 -0300,0,1,4.137,,,310,,,,,12,23,ERROR,ERROR,ERROR
04/01/2024,04:00:00 -0300,0,1,4.148,,,307,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,04:05:00 -0300,0,1,4.151,,,305,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,04:10:00 -0300,0,1,4.139,,,310,,,,,11,19,ERROR,ERROR,ERROR
04/01/2024,04:15:00 -0300,0,1,4.148,,,305,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,04:20:00 -0300,0,1,4.149,,,314,,,,,8,20,ERROR,ERROR,ERROR
04/01/2024,04:25:00 -0300,0,1,4.14,,,313,,,,,10,20,ERROR,ERROR,ERROR
04/01/2024,04:30:00 -0300,0,1,4.148,,,307,,,,,8,18,ERROR,ERROR,ERROR
04/01/2024,04:35:00 -0300,0,1,4.148,,,314,,,,,10,20,ERROR,ERROR,ERROR
04/01/2024,04:40:00 -0300,0,1,4.14,,,309,,,,,10,23,ERROR,ERROR,ERROR
04/01/2024,04:45:00 -0300,0,1,4.148,,,309,,,,,7,14,ERROR,ERROR,ERROR
04/01/2024,04:50:00 -0300,0,1,4.149,,,314,,,,,7,13,ERROR,ERROR,ERROR
04/01/2024,04:55:00 -0300,0,1,4.142,,,309,,,,,7,20,ERROR,ERROR,ERROR
04/01/2024,05:00:00 -0300,0,1,4.146,,,312,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,05:05:00 -0300,0,1,4.148,,,310,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,05:10:00 -0300,0,1,4.136,,,312,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,05:15:00 -0300,0,1,4.146,,,314,,,,,11,22,ERROR,ERROR,ERROR
04/01/2024,05:20:00 -0300,0,1,4.148,,,307,,,,,8,22,ERROR,ERROR,ERROR
04/01/2024,05:25:00 -0300,0,1,4.137,,,310,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,05:30:00 -0300,0,1,4.146,,,314,,,,,10,23,ERROR,ERROR,ERROR
04/01/2024,05:35:00 -0300,0,1,4.148,,,313,,,,,10,20,ERROR,ERROR,ERROR
04/01/2024,05:40:00 -0300,0,1,4.139,,,307,,,,,10,24,ERROR,ERROR,ERROR
04/01/2024,05:45:00 -0300,0,1,4.145,,,312,,,,,11,22,ERROR,ERROR,ERROR
04/01/2024,05:50:00 -0300,0,1,4.146,,,309,,,,,12,20,ERROR,ERROR,ERROR
04/01/2024,05:55:00 -0300,0,1,4.139,,,316,,,,,10,24,ERROR,ERROR,ERROR
04/01/2024,06:00:00 -0300,0,1,4.146,,,307,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,06:05:00 -0300,0,1,4.148,,,310,,,,,8,22,ERROR,ERROR,ERROR
04/01/2024,06:10:00 -0300,0,1,4.14,,,306,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,06:15:00 -0300,0,1,4.146,,,310,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,06:20:00 -0300,0,1,4.148,,,305,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,06:25:00 -0300,0,1,4.139,,,305,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,06:30:00 -0300,0,1,4.145,,,307,,,,,11,25,ERROR,ERROR,ERROR
04/01/2024,06:35:00 -0300,0,1,4.146,,,309,,,,,10,24,ERROR,ERROR,ERROR
04/01/2024,06:40:00 -0300,0,1,4.133,,,314,,,,,8,23,ERROR,ERROR,ERROR
04/01/2024,06:45:00 -0300,0,1,4.145,,,313,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,06:50:00 -0300,0,1,4.145,,,312,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,06:55:00 -0300,0,2,4.137,,,313,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,07:00:00 -0300,0,4,4.148,,,314,,,,,8,18,ERROR,ERROR,ERROR
04/01/2024,07:05:00 -0300,0,6,4.152,,,313,,,,,10,22,ERROR,ERROR,ERROR
04/01/2024,07:10:00 -0300,0,6,4.142,,,313,,,,,10,14,ERROR,ERROR,ERROR
04/01/2024,07:15:00 -0300,0,7,4.152,,,312,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,07:20:00 -0300,0,8,4.157,,,310,,,,,8,18,ERROR,ERROR,ERROR
04/01/2024,07:25:00 -0300,0,12,4.149,,,314,,,,,10,20,ERROR,ERROR,ERROR
04/01/2024,07:30:00 -0300,0,17,4.166,,,306,,,,,8,19,ERROR,ERROR,ERROR
04/01/2024,07:35:00 -0300,0,24,4.181,,,309,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,07:40:00 -0300,0,32,4.185,,,310,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,07:45:00 -0300,0,37,4.206,,,313,,,,,8,19,ERROR,ERROR,ERROR
04/01/2024,07:50:00 -0300,0,43,4.232,,,312,,,,,10,20,ERROR,ERROR,ERROR
04/01/2024,07:55:00 -0300,0,49,4.224,,,317,,,,,10,18,ERROR,ERROR,ERROR
04/01/2024,08:00:00 -0300,0,56,4.266,,,313,,,,,8,18,ERROR,ERROR,ERROR
04/01/2024,08:05:00 -0300,0,62,4.296,,,316,,,,,12,19,ERROR,ERROR,ERROR
04/01/2024,08:10:00 -0300,0,68,4.281,,,316,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,08:15:00 -0300,0,71,4.299,,,316,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,08:20:00 -0300,0,74,4.308,,,312,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,08:25:00 -0300,0,78,4.289,,,314,,,,,7,17,ERROR,ERROR,ERROR
04/01/2024,08:30:00 -0300,0,83,4.302,,,316,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,08:35:00 -0300,0,93,4.313,,,319,,,,,8,18,ERROR,ERROR,ERROR
04/01/2024,08:40:00 -0300,0,101,4.292,,,317,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,08:45:00 -0300,0,114,4.307,,,319,,,,,7,17,ERROR,ERROR,ERROR
04/01/2024,08:50:00 -0300,0,123,4.311,,,314,,,,,10,23,ERROR,ERROR,ERROR
04/01/2024,08:55:00 -0300,0,123,4.305,,,316,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,09:00:00 -0300,0,133,4.299,,,313,,,,,8,17,ERROR,ERROR,ERROR
04/01/2024,09:05:00 -0300,0,131,4.311,,,314,,,,,8,16,-46.85,0,-273
04/01/2024,09:10:00 -0300,0,141,4.293,,,319,,,,,8,14,ERROR,ERROR,ERROR
04/01/2024,09:15:00 -0300,0,141,4.304,,,309,,,,,10,22,ERROR,ERROR,ERROR
04/01/2024,09:20:00 -0300,0,143,4.299,,,316,,,,,8,17,ERROR,ERROR,ERROR
04/01/2024,09:25:00 -0300,0,158,4.325,,,312,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,09:30:00 -0300,0,169,4.302,,,314,,,,,8,17,ERROR,ERROR,ERROR
04/01/2024,09:35:00 -0300,0,179,4.322,,,314,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,09:40:00 -0300,0,203,4.313,,,316,,,,,8,16,ERROR,ERROR,ERROR
04/01/2024,09:45:00 -0300,0,234,4.302,,,317,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,09:50:00 -0300,0,248,4.301,,,324,,,,,10,19,ERROR,ERROR,ERROR
04/01/2024,09:55:00 -0300,0,296,4.295,,,316,,,,,8,14,ERROR,ERROR,ERROR
04/01/2024,10:00:00 -0300,0,312,4.299,,,324,,,,,8,17,ERROR,ERROR,ERROR
04/01/2024,10:05:00 -0300,0,367,4.301,,,323,,,,,8,14,ERROR,ERROR,ERROR
04/01/2024,10:10:00 -0300,0,389,4.305,,,330,,,,,10,20,ERROR,ERROR,ERROR
04/01/2024,10:15:00 -0300,0,388,4.302,,,321,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,10:20:00 -0300,0,414,4.302,,,313,,,,,12,19,ERROR,ERROR,ERROR
04/01/2024,10:25:00 -0300,0,427,4.299,,,317,,,,,8,19,ERROR,ERROR,ERROR
04/01/2024,10:30:00 -0300,0,397,4.298,,,320,,,,,11,20,ERROR,ERROR,ERROR
04/01/2024,10:35:00 -0300,0,416,4.302,,,316,,,,,10,17,ERROR,ERROR,ERROR
04/01/2024,10:40:00 -0300,0,389,4.305,,,323,,,,,7,14,ERROR,ERROR,ERROR
04/01/2024,10:45:00 -0300,0,343,4.302,,,310,,,,,11,19,ERROR,ERROR,ERROR
04/01/2024,10:50:00 -0300,0,366,4.302,,,313,,,,,7,16,ERROR,ERROR,ERROR
04/01/2024,10:55:00 -0300,0,397,4.299,,,320,,,,,13,20,ERROR,ERROR,ERROR
04/01/2024,11:00:00 -0300,0,361,4.302,,,309,,,,,12,23,ERROR,ERROR,ERROR
04/01/2024,11:05:00 -0300,0,359,4.322,,,314,,,,,12,19,ERROR,ERROR,ERROR
04/01/2024,11:10:00 -0300,0,376,4.308,,,312,,,,,13,23,ERROR,ERROR,ERROR
04/01/2024,11:15:00 -0300,0,442,4.304,,,316,,,,,12,24,ERROR,ERROR,ERROR
04/01/2024,11:20:00 -0300,0,431,4.298,,,316,,,,,14,25,ERROR,ERROR,ERROR
04/01/2024,11:25:00 -0300,0,488,4.29,,,313,,,,,12,22,ERROR,ERROR,ERROR
04/01/2024,11:30:00 -0300,0,444,4.302,,,313,,,,,13,24,ERROR,ERROR,ERROR
04/01/2024,11:35:00 -0300,0,471,4.302,,,316,,,,,14,24,ERROR,ERROR,ERROR
04/01/2024,11:40:00 -0300,0,536,4.311,,,316,,,,,13,25,ERROR,ERROR,ERROR
04/01/2024,11:45:00 -0300,0,607,4.292,,,321,,,,,12,25,ERROR,ERROR,ERROR
04/01/2024,11:50:00 -0300,0,666,4.296,,,314,,,,,12,23,128.83,100,129.027
04/01/2024,11:55:00 -0300,0,662,4.304,,,317,,,,,12,20,128.83,100,129.027
04/01/2024,12:00:00 -0300,0,638,4.302,,,316,,,,,13,25,128.83,100,129.027
04/01/2024,12:05:00 -0300,0,723,4.304,,,309,,,,,11,22,128.83,100,129.027
04/01/2024,12:10:00 -0300,0,673,4.307,,,302,,,,,12,24,128.83,100,129.027
04/01/2024,12:15:00 -0300,0,783,4.304,,,319,,,,,16,28,128.83,100,129.027
04/01/2024,12:20:00 -0300,0,788,4.302,,,312,,,,,14,28,128.83,100,129.027
04/01/2024,12:25:00 -0300,0,797,4.311,,,307,,,,,14,25,128.83,100,129.027
04/01/2024,12:30:00 -0300,0,801,4.304,,,312,,,,,14,25,128.83,100,129.027
04/01/2024,12:35:00 -0300,0,802,4.316,,,312,,,,,14,23,128.83,100,129.027
04/01/2024,12:40:00 -0300,0,801,4.299,,,314,,,,,12,23,128.83,100,129.027
04/01/2024,12:45:00 -0300,0,808,4.304,,,307,,,,,11,20,128.83,100,129.027
04/01/2024,12:50:00 -0300,0,823,4.299,,,309,,,,,13,23,128.83,100,129.027
04/01/2024,12:55:00 -0300,0,784,4.299,,,309,,,,,14,25,128.83,100,129.027
04/01/2024,13:00:00 -0300,0,784,4.302,,,314,,,,,12,24,128.83,100,129.027
04/01/2024,13:05:00 -0300,0,726,4.304,,,310,,,,,12,24,128.83,100,129.027
04/01/2024,13:10:00 -0300,0,711,4.31,,,313,,,,,11,25,128.83,100,129.027
04/01/2024,13:15:00 -0300,0,752,4.304,,,312,,,,,12,26,128.83,100,129.027
04/01/2024,13:20:00 -0300,0,692,4.295,,,314,,,,,16,28,128.83,100,129.027
04/01/2024,13:25:00 -0300,0,771,4.304,,,327,,,,,13,23,128.83,100,129.027
04/01/2024,13:30:00 -0300,0,829,4.305,,,316,,,,,11,23,128.83,100,129.027
04/01/2024,13:35:00 -0300,0,666,4.295,,,313,,,,,16,24,128.83,100,129.027
04/01/2024,13:40:00 -0300,0,723,4.304,,,309,,,,,12,20,128.83,100,129.027
04/01/2024,13:45:00 -0300,0,684,4.302,,,316,,,,,14,25,128.83,100,129.027
04/01/2024,13:50:00 -0300,0,733,4.305,,,313,,,,,13,25,128.83,100,129.027
04/01/2024,13:55:00 -0300,0,732,4.299,,,320,,,,,13,28,128.83,100,129.027
04/01/2024,14:00:00 -0300,0,747,4.293,,,314,,,,,12,19,128.83,100,129.027
04/01/2024,14:05:00 -0300,0,753,4.301,,,316,,,,,14,23,128.83,100,129.027
04/01/2024,14:10:00 -0300,0,748,4.31,,,312,,,,,14,24,128.83,100,129.027
04/01/2024,14:15:00 -0300,0,751,4.304,,,313,,,,,12,24,128.83,100,129.027
04/01/2024,14:20:00 -0300,0,741,4.305,,,312,,,,,14,23,128.83,100,129.027
04/01/2024,14:25:00 -0300,0,738,4.311,,,314,,,,,11,19,128.83,100,129.027
04/01/2024,14:30:00 -0300,0,732,4.292,,,326,,,,,17,28,128.83,100,129.027
04/01/2024,14:35:00 -0300,0,726,4.298,,,323,,,,,12,22,128.83,100,129.027
04/01/2024,14:40:00 -0300,0,721,4.305,,,316,,,,,12,22,128.83,100,129.027
04/01/2024,14:45:00 -0300,0,711,4.304,,,320,,,,,13,24,128.83,100,129.027
04/01/2024,14:50:00 -0300,0,703,4.305,,,321,,,,,13,30,128.83,100,129.027
04/01/2024,14:55:00 -0300,0,712,4.302,,,320,,,,,12,25,128.83,100,129.027
04/01/2024,15:00:00 -0300,0,702,4.323,,,320,,,,,12,19,128.83,100,129.027
04/01/2024,15:05:00 -0300,0,686,4.296,,,319,,,,,12,24,128.83,100,129.027
04/01/2024,15:10:00 -0300,0,631,4.305,,,321,,,,,13,25,128.83,100,129.027
04/01/2024,15:15:00 -0300,0,601,4.304,,,323,,,,,12,23,128.83,100,129.027
04/01/2024,15:20:00 -0300,0,646,4.305,,,324,,,,,11,23,128.83,100,129.027
04/01/2024,15:25:00 -0300,0,637,4.301,,,330,,,,,13,24,128.83,100,129.027
04/01/2024,15:30:00 -0300,0,627,4.293,,,323,,,,,12,23,128.83,100,129.027
04/01/2024,15:35:00 -0300,0,614,4.302,,,329,,,,,11,19,128.83,100,129.027
04/01/2024,15:40:00 -0300,0,607,4.31,,,329,,,,,12,22,128.83,100,129.027
04/01/2024,15:45:00 -0300,0,594,4.307,,,329,,,,,13,20,128.83,100,129.027
04/01/2024,15:50:00 -0300,0,583,4.302,,,319,,,,,14,22,128.83,100,129.027
04/01/2024,15:55:00 -0300,0,572,4.301,,,330,,,,,12,23,128.83,100,129.027
04/01/2024,16:00:00 -0300,0,561,4.307,,,324,,,,,12,20,128.83,100,129.027
04/01/2024,16:05:00 -0300,0,549,4.295,,,334,,,,,11,19,128.83,100,129.027
04/01/2024,16:10:00 -0300,0,538,4.305,,,344,,,,,8,16,128.83,100,129.027
04/01/2024,16:15:00 -0300,0,527,4.305,,,330,,,,,12,18,128.83,100,129.027
04/01/2024,16:20:00 -0300,0,512,4.305,,,333,,,,,10,16,128.83,100,129.027
04/01/2024,16:25:00 -0300,0,499,4.304,,,323,,,,,11,20,128.83,100,129.027
04/01/2024,16:30:00 -0300,0,487,4.323,,,324,,,,,12,19,128.83,100,129.027
04/01/2024,16:35:00 -0300,0,476,4.296,,,324,,,,,7,13,128.83,100,129.027
04/01/2024,16:40:00 -0300,0,463,4.29,,,317,,,,,10,16,128.83,100,129.027
04/01/2024,16:45:00 -0300,0,449,4.305,,,341,,,,,7,13,128.83,100,129.027
04/01/2024,16:50:00 -0300,0,436,4.307,,,324,,,,,11,17,128.83,100,129.027
04/01/2024,17:10:00 -0300,0,381,4.307,,,334,,,,,10,17,128.83,100,129.027
04/01/2024,17:15:00 -0300,0,367,4.307,,,321,,,,,8,18,128.83,100,129.027
04/01/2024,17:20:00 -0300,0,352,4.301,,,321,,,,,10,17,128.83,100,129.027
04/01/2024,17:25:00 -0300,0,337,4.302,,,326,,,,,8,16,128.83,100,129.027
04/01/2024,17:30:00 -0300,0,322,4.307,,,320,,,,,11,17,128.83,100,129.027
04/01/2024,17:35:00 -0300,0,308,4.295,,,341,,,,,7,14,128.83,100,129.027
04/01/2024,17:40:00 -0300,0,296,4.299,,,321,,,,,7,14,128.83,100,129.027
04/01/2024,17:45:00 -0300,0,282,4.304,,,320,,,,,8,14,128.83,100,129.027
04/01/2024,17:50:00 -0300,0,271,4.305,,,317,,,,,8,14,128.83,100,129.027
04/01/2024,17:55:00 -0300,0,259,4.313,,,320,,,,,6,12,128.83,100,129.027
04/01/2024,18:00:00 -0300,0,247,4.293,,,329,,,,,7,12,128.83,100,129.027
04/01/2024,18:05:00 -0300,0,232,4.302,,,320,,,,,6,12,128.83,100,129.027
04/01/2024,18:10:00 -0300,0,218,4.31,,,330,,,,,6,10,128.83,100,129.027
04/01/2024,18:15:00 -0300,0,204,4.307,,,324,,,,,7,11,128.83,100,129.027
04/01/2024,18:20:00 -0300,0,193,4.302,,,330,,,,,6,12,128.83,100,129.027
04/01/2024,18:25:00 -0300,0,179,4.307,,,327,,,,,7,14,128.83,100,129.027
04/01/2024,18:30:00 -0300,0,167,4.305,,,338,,,,,5,13,128.83,100,129.027
04/01/2024,18:35:00 -0300,0,154,4.29,,,331,,,,,6,12,128.83,100,129.027
04/01/2024,18:40:00 -0300,0,141,4.287,,,334,,,,,6,11,128.83,100,129.027
04/01/2024,18:45:00 -0300,0,122,4.302,,,320,,,,,5,10,128.83,100,129.027
04/01/2024,18:50:00 -0300,0,102,4.302,,,312,,,,,4,10,128.83,100,129.027
04/01/2024,18:55:00 -0300,0,83,4.289,,,313,,,,,5,10,128.83,100,129.027
04/01/2024,19:00:00 -0300,0,67,4.293,,,309,,,,,4,10,128.83,100,129.027
04/01/2024,19:05:00 -0300,0,31,4.298,,,316,,,,,4,10,128.83,100,129.027
04/01/2024,19:10:00 -0300,0,23,4.284,,,320,,,,,5,10,128.83,100,129.027
04/01/2024,19:15:00 -0300,0,21,4.296,,,320,,,,,5,8,128.83,100,129.027
04/01/2024,19:20:00 -0300,0,17,4.293,,,305,,,,,2,4,128.83,100,129.027
04/01/2024,19:25:00 -0300,0,14,4.278,,,303,,,,,2,5,128.83,100,129.027
04/01/2024,19:30:00 -0300,0,11,4.283,,,321,,,,,4,7,128.83,100,129.027
04/01/2024,19:35:00 -0300,0,8,4.278,,,333,,,,,1,4,128.83,100,129.027
04/01/2024,19:40:00 -0300,0,6,4.257,,,334,,,,,2,5,128.83,100,129.027
04/01/2024,19:45:00 -0300,0,3,4.256,,,337,,,,,1,4,128.83,100,129.027
04/01/2024,19:50:00 -0300,0,1,4.248,,,337,,,,,1,4,128.83,100,129.027
04/01/2024,19:55:00 -0300,0,1,4.229,,,338,,,,,0,1,128.83,100,129.027
04/01/2024,20:00:00 -0300,0,1,4.233,,,338,,,,,0,1,128.83,100,129.027
04/01/2024,20:05:00 -0300,0,1,4.232,,,338,,,,,0,2,128.83,100,129.027
04/01/2024,20:10:00 -0300,0,1,4.22,,,338,,,,,0,4,128.83,100,129.027
04/01/2024,20:15:00 -0300,0,1,4.223,,,338,,,,,0,4,128.83,100,129.027
04/01/2024,20:20:00 -0300,0,1,4.223,,,340,,,,,0,1,128.83,100,129.027
04/01/2024,20:25:00 -0300,0,1,4.214,,,340,,,,,1,4,128.83,100,129.027
04/01/2024,20:30:00 -0300,0,1,4.217,,,343,,,,,1,4,128.83,100,129.027
04/01/2024,20:35:00 -0300,0,1,4.215,,,348,,,,,1,5,128.83,100,129.027
04/01/2024,20:40:00 -0300,0,1,4.202,,,351,,,,,1,5,128.83,100,129.027
04/01/2024,20:45:00 -0300,0,1,4.211,,,0,,,,,2,6,128.83,100,129.027
04/01/2024,20:50:00 -0300,0,1,4.211,,,60,,,,,2,6,-46.85,0,-273
04/01/2024,20:55:00 -0300,0,1,4.2,,,29,,,,,2,6,-46.85,0,-273
04/01/2024,21:00:00 -0300,0,1,4.205,,,32,,,,,4,6,-46.85,0,-273
04/01/2024,21:05:00 -0300,0,1,4.205,,,29,,,,,5,8,-46.85,0,-273
04/01/2024,21:10:00 -0300,0,1,4.196,,,45,,,,,5,8,-46.85,0,-273
04/01/2024,21:15:00 -0300,0,1,4.2,,,55,,,,,6,10,-46.85,0,-273
04/01/2024,21:20:00 -0300,0,1,4.199,,,45,,,,,5,11,-46.85,0,-273
04/01/2024,21:25:00 -0300,0,1,4.188,,,46,,,,,4,7,-46.85,0,-273
04/01/2024,21:30:00 -0300,0,1,4.196,,,41,,,,,1,4,-46.85,0,-273
04/01/2024,21:35:00 -0300,0,1,4.197,,,42,,,,,0,2,-46.85,0,-273
04/01/2024,21:40:00 -0300,0,1,4.187,,,42,,,,,1,4,-46.85,0,-273
04/01/2024,21:45:00 -0300,0,1,4.193,,,39,,,,,2,5,-46.85,0,-273
04/01/2024,21:50:00 -0300,0,1,4.194,,,29,,,,,1,4,-46.85,0,-273
04/01/2024,21:55:00 -0300,0,1,4.185,,,29,,,,,1,5,-46.85,0,-273
04/01/2024,22:00:00 -0300,0,1,4.19,,,31,,,,,2,5,-46.85,0,-273
04/01/2024,22:05:00 -0300,0,1,4.19,,,31,,,,,1,2,-46.85,0,-273
04/01/2024,22:10:00 -0300,0,1,4.178,,,31,,,,,1,6,-46.85,0,-273
04/01/2024,22:15:00 -0300,0,1,4.187,,,25,,,,,1,5,-46.85,0,-273
04/01/2024,22:20:00 -0300,0,1,4.187,,,18,,,,,0,2,-46.85,0,-273
04/01/2024,22:25:00 -0300,0,1,4.176,,,45,,,,,1,5,-46.85,0,-273
04/01/2024,22:30:00 -0300,0,1,4.184,,,29,,,,,2,5,-46.85,0,-273
04/01/2024,22:35:00 -0300,0,1,4.184,,,28,,,,,1,4,-46.85,0,-273
04/01/2024,22:40:00 -0300,0,1,4.175,,,25,,,,,1,5,-46.85,0,-273
04/01/2024,22:45:00 -0300,0,1,4.181,,,28,,,,,1,5,-46.85,0,-273
