Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP"
05/03/2024,06:35:00 -0300,0,18,4.16,25,,,,,11,18
05/03/2024,06:40:00 -0300,0,17,4.17,25,,,,,8,17
05/03/2024,06:45:00 -0300,0,12,4.167,27,,,,,8,18
05/03/2024,06:50:00 -0300,0,4,4.157,24,,,,,10,14
05/03/2024,06:55:00 -0300,0,11,4.157,22,,,,,10,18
05/03/2024,07:00:00 -0300,0,18,4.163,28,,,,,10,23
05/03/2024,07:05:00 -0300,0,38,4.178,25,,,,,8,16
05/03/2024,07:10:00 -0300,0,27,4.2,20,,,,,8,16
05/03/2024,07:15:00 -0300,0,23,4.194,21,,,,,8,24
05/03/2024,07:20:00 -0300,0,58,4.208,27,,,,,8,17
05/03/2024,07:25:00 -0300,0,31,4.247,29,,,,,8,17
05/03/2024,07:30:00 -0300,0,32,4.232,18,,,,,10,22
05/03/2024,07:35:00 -0300,0,34,4.229,21,,,,,10,20
05/03/2024,07:40:00 -0300,0,37,4.248,14,,,,,8,14
05/03/2024,07:45:00 -0300,0,42,4.251,15,,,,,7,22
05/03/2024,07:50:00 -0300,0,21,4.25,6,,,,,7,19
05/03/2024,07:55:00 -0300,0,32,4.25,13,,,,,7,16
05/03/2024,08:00:00 -0300,0,48,4.253,17,,,,,8,18
05/03/2024,08:05:00 -0300,0,61,4.275,15,,,,,6,13
05/03/2024,08:10:00 -0300,0,64,4.293,24,,,,,8,17
05/03/2024,08:15:00 -0300,0,79,4.28,25,,,,,10,20
05/03/2024,08:20:00 -0300,0,99,4.314,24,,,,,7,18
05/03/2024,08:25:00 -0300,0,91,4.31,22,,,,,8,20
05/03/2024,08:30:00 -0300,0,97,4.304,20,,,,,10,20
05/03/2024,08:35:00 -0300,0,96,4.302,18,,,,,11,22
05/03/2024,08:40:00 -0300,0,106,4.301,17,,,,,8,20
05/03/2024,08:45:00 -0300,0,97,4.305,21,,,,,8,17
05/03/2024,08:50:00 -0300,0,94,4.307,17,,,,,12,28
05/03/2024,08:55:00 -0300,0,103,4.307,20,,,,,10,25
05/03/2024,09:00:00 -0300,0,111,4.296,14,,,,,11,19
05/03/2024,09:05:00 -0300,0,102,4.289,22,,,,,11,24
05/03/2024,09:10:00 -0300,0,118,4.301,20,,,,,7,17
05/03/2024,09:15:00 -0300,0,124,4.287,22,,,,,10,19
05/03/2024,09:20:00 -0300,0,134,4.296,6,,,,,7,17
05/03/2024,09:25:00 -0300,0,129,4.304,14,,,,,10,20
05/03/2024,09:30:00 -0300,0,147,4.308,21,,,,,10,23
05/03/2024,09:35:00 -0300,0,134,4.298,17,,,,,8,17
05/03/2024,09:40:00 -0300,0,143,4.301,11,,,,,11,25
05/03/2024,09:45:00 -0300,0,142,4.311,22,,,,,10,19
05/03/2024,09:50:00 -0300,0,144,4.293,17,,,,,10,24
05/03/2024,09:55:00 -0300,0,144,4.301,14,,,,,8,16
05/03/2024,10:00:00 -0300,0,157,4.304,15,,,,,11,23
05/03/2024,10:05:00 -0300,0,157,4.316,15,,,,,10,18
05/03/2024,10:10:00 -0300,0,171,4.298,15,,,,,10,19
05/03/2024,10:15:00 -0300,0,192,4.281,18,,,,,8,22
05/03/2024,10:20:00 -0300,0,187,4.299,8,,,,,10,20
05/03/2024,10:25:00 -0300,0,213,4.298,14,,,,,10,24
05/03/2024,10:30:00 -0300,0,178,4.308,18,,,,,10,22
05/03/2024,10:35:00 -0300,0,192,4.302,20,,,,,10,19
05/03/2024,10:40:00 -0300,0,174,4.31,21,,,,,8,20
05/03/2024,10:45:00 -0300,0,211,4.284,11,,,,,11,26
05/03/2024,10:50:00 -0300,0,233,4.292,15,,,,,10,19
05/03/2024,10:55:00 -0300,0,192,4.293,15,,,,,11,22
05/03/2024,11:00:00 -0300,0,207,4.295,14,,,,,7,17
05/03/2024,11:05:00 -0300,0,161,4.299,15,,,,,10,22
05/03/2024,11:10:00 -0300,0,161,4.316,27,,,,,10,18
05/03/2024,11:15:00 -0300,0,161,4.298,17,,,,,8,25
05/03/2024,11:20:00 -0300,0,159,4.293,15,,,,,8,18
05/03/2024,11:25:00 -0300,0,161,4.304,13,,,,,11,23
05/03/2024,11:30:00 -0300,0,157,4.307,20,,,,,10,20
05/03/2024,11:35:00 -0300,0,151,4.317,21,,,,,10,22
05/03/2024,11:40:00 -0300,0,184,4.292,21,,,,,10,28
05/03/2024,11:45:00 -0300,0,189,4.292,20,,,,,11,20
05/03/2024,11:50:00 -0300,0,189,4.301,24,,,,,11,22
05/03/2024,11:55:00 -0300,0,188,4.316,24,,,,,11,22
05/03/2024,12:00:00 -0300,0,192,4.298,17,,,,,11,22
05/03/2024,12:05:00 -0300,0,202,4.299,22,,,,,11,23
05/03/2024,12:10:00 -0300,0,177,4.313,25,,,,,11,22
05/03/2024,12:15:00 -0300,0,174,4.298,31,,,,,11,25
05/03/2024,12:20:00 -0300,0,176,4.304,31,,,,,12,22
05/03/2024,12:25:00 -0300,0,192,4.304,28,,,,,10,22
05/03/2024,12:30:00 -0300,0,194,4.295,28,,,,,12,23
05/03/2024,12:35:00 -0300,0,199,4.302,29,,,,,12,25
05/03/2024,12:40:00 -0300,0,216,4.311,34,,,,,10,20
05/03/2024,12:45:00 -0300,0,204,4.283,35,,,,,12,20
05/03/2024,12:50:00 -0300,0,301,4.296,31,,,,,11,23
05/03/2024,12:55:00 -0300,0,293,4.304,28,,,,,13,25
05/03/2024,13:00:00 -0300,0,282,4.307,31,,,,,11,22
05/03/2024,13:05:00 -0300,0,282,4.311,31,,,,,11,20
05/03/2024,13:10:00 -0300,0,248,4.299,29,,,,,11,19
05/03/2024,13:15:00 -0300,0,279,4.29,32,,,,,12,25
05/03/2024,13:20:00 -0300,0,279,4.305,29,,,,,12,25
05/03/2024,13:25:00 -0300,0,324,4.302,31,,,,,12,26
05/03/2024,13:30:00 -0300,0,404,4.316,34,,,,,12,24
05/03/2024,13:35:00 -0300,0,423,4.31,29,,,,,12,25
05/03/2024,13:40:00 -0300,0,318,4.31,28,,,,,12,25
05/03/2024,13:45:00 -0300,0,298,4.298,27,,,,,10,26
05/03/2024,13:50:00 -0300,0,297,4.304,28,,,,,8,20
05/03/2024,13:55:00 -0300,0,299,4.313,32,,,,,12,28
05/03/2024,14:00:00 -0300,0,293,4.283,25,,,,,12,29
05/03/2024,14:05:00 -0300,0,251,4.299,29,,,,,12,20
05/03/2024,14:10:00 -0300,0,214,4.304,31,,,,,11,22
05/03/2024,14:15:00 -0300,0,176,4.308,22,,,,,10,19
05/03/2024,14:20:00 -0300,0,153,4.31,27,,,,,11,23
05/03/2024,14:25:00 -0300,0,153,4.299,27,,,,,8,17
05/03/2024,14:30:00 -0300,0,158,4.289,18,,,,,10,20
05/03/2024,14:35:00 -0300,0,161,4.304,18,,,,,10,17
05/03/2024,14:40:00 -0300,0,177,4.319,21,,,,,11,19
05/03/2024,14:45:00 -0300,0,206,4.299,25,,,,,11,23
05/03/2024,14:50:00 -0300,0,219,4.295,13,,,,,11,22
05/03/2024,14:55:00 -0300,0,228,4.31,21,,,,,11,18
05/03/2024,15:00:00 -0300,0,238,4.304,22,,,,,10,18
05/03/2024,15:05:00 -0300,0,198,4.305,21,,,,,8,17
05/03/2024,15:10:00 -0300,0,199,4.298,31,,,,,10,20
05/03/2024,15:15:00 -0300,0,164,4.284,25,,,,,10,19
05/03/2024,15:20:00 -0300,0,132,4.299,24,,,,,10,18
05/03/2024,15:25:00 -0300,0,141,4.313,22,,,,,10,17
05/03/2024,15:30:00 -0300,0,129,4.298,17,,,,,8,17
05/03/2024,15:35:00 -0300,0,132,4.292,25,,,,,8,19
05/03/2024,15:40:00 -0300,0,133,4.304,25,,,,,7,16
05/03/2024,15:45:00 -0300,0,129,4.296,25,,,,,11,20
05/03/2024,15:50:00 -0300,0,121,4.301,24,,,,,11,20
05/03/2024,15:55:00 -0300,0,111,4.32,24,,,,,11,22
05/03/2024,16:00:00 -0300,0,93,4.298,25,,,,,11,23
05/03/2024,16:05:00 -0300,0,81,4.296,24,,,,,10,20
05/03/2024,16:10:00 -0300,0,93,4.302,28,,,,,10,16
05/03/2024,16:15:00 -0300,0,94,4.32,24,,,,,7,16
05/03/2024,16:20:00 -0300,0,94,4.332,32,,,,,8,20
05/03/2024,16:25:00 -0300,0,83,4.301,32,,,,,10,18
05/03/2024,16:30:00 -0300,0,77,4.302,38,,,,,8,16
05/03/2024,16:35:00 -0300,0,78,4.307,34,,,,,10,18
05/03/2024,16:40:00 -0300,0,79,4.299,38,,,,,11,22
05/03/2024,16:45:00 -0300,0,87,4.286,35,,,,,11,17
05/03/2024,16:50:00 -0300,0,88,4.296,35,,,,,8,18
05/03/2024,16:55:00 -0300,0,78,4.305,35,,,,,7,18
05/03/2024,17:00:00 -0300,0,83,4.32,41,,,,,8,18
05/03/2024,17:05:00 -0300,0,73,4.313,31,,,,,10,24
05/03/2024,17:10:00 -0300,0,89,4.299,38,,,,,11,20
05/03/2024,17:15:00 -0300,0,79,4.28,41,,,,,10,18
05/03/2024,17:20:00 -0300,0,68,4.298,51,,,,,11,20
05/03/2024,17:25:00 -0300,0,73,4.304,41,,,,,12,24
05/03/2024,17:30:00 -0300,0,78,4.289,39,,,,,12,23
05/03/2024,17:35:00 -0300,0,74,4.293,45,,,,,12,23
05/03/2024,17:40:00 -0300,0,79,4.311,42,,,,,11,19
05/03/2024,17:45:00 -0300,0,77,4.307,42,,,,,11,20
05/03/2024,17:50:00 -0300,0,78,4.323,44,,,,,11,18
05/03/2024,17:55:00 -0300,0,81,4.289,41,,,,,11,24
05/03/2024,18:00:00 -0300,0,71,4.289,45,,,,,11,18
05/03/2024,18:05:00 -0300,0,81,4.29,41,,,,,10,19
05/03/2024,18:10:00 -0300,0,72,4.296,39,,,,,11,18
05/03/2024,18:15:00 -0300,0,76,4.299,41,,,,,12,19
05/03/2024,18:20:00 -0300,0,76,4.305,45,,,,,11,22
05/03/2024,18:25:00 -0300,0,73,4.311,45,,,,,13,24
05/03/2024,18:30:00 -0300,0,79,4.307,44,,,,,13,22
05/03/2024,18:35:00 -0300,0,69,4.293,48,,,,,11,20
05/03/2024,18:40:00 -0300,0,61,4.293,48,,,,,12,19
05/03/2024,18:45:00 -0300,0,56,4.289,48,,,,,12,19
05/03/2024,18:50:00 -0300,0,48,4.298,46,,,,,13,24
05/03/2024,18:55:00 -0300,0,43,4.302,45,,,,,13,25
05/03/2024,19:00:00 -0300,0,42,4.289,52,,,,,12,22
05/03/2024,19:05:00 -0300,0,44,4.301,51,,,,,14,26
05/03/2024,19:10:00 -0300,0,36,4.295,53,,,,,14,24
05/03/2024,19:15:00 -0300,0,19,4.29,53,,,,,13,23
05/03/2024,19:20:00 -0300,0,16,4.283,52,,,,,13,24
05/03/2024,19:25:00 -0300,0,17,4.286,48,,,,,13,24
05/03/2024,19:30:00 -0300,0,14,4.283,52,,,,,11,22
05/03/2024,19:35:00 -0300,0,12,4.274,51,,,,,12,17
05/03/2024,19:40:00 -0300,0,11,4.272,53,,,,,10,19
05/03/2024,19:45:00 -0300,0,11,4.262,52,,,,,11,18
05/03/2024,19:50:00 -0300,0,8,4.256,63,,,,,10,16
05/03/2024,19:55:00 -0300,0,6,4.253,62,,,,,12,24
05/03/2024,20:00:00 -0300,0,4,4.245,62,,,,,12,23
05/03/2024,20:05:00 -0300,0,2,4.238,60,,,,,11,18
05/03/2024,20:10:00 -0300,0,1,4.236,63,,,,,11,22
05/03/2024,20:15:00 -0300,0,1,4.23,65,,,,,11,18
05/03/2024,20:20:00 -0300,0,1,4.227,63,,,,,10,17
05/03/2024,20:25:00 -0300,0,1,4.224,59,,,,,10,16
05/03/2024,20:30:00 -0300,0,1,4.221,49,,,,,8,14
05/03/2024,20:35:00 -0300,0,1,4.22,59,,,,,11,18
05/03/2024,20:40:00 -0300,0,1,4.218,60,,,,,10,18
05/03/2024,20:45:00 -0300,0,1,4.214,55,,,,,10,18
05/03/2024,20:50:00 -0300,0,1,4.215,62,,,,,11,18
05/03/2024,20:55:00 -0300,0,1,4.215,60,,,,,12,19
05/03/2024,21:00:00 -0300,0,1,4.212,65,,,,,11,20
05/03/2024,21:05:00 -0300,0,1,4.211,67,,,,,13,22
05/03/2024,21:10:00 -0300,0,1,4.211,67,,,,,14,22
05/03/2024,21:15:00 -0300,0,1,4.208,60,,,,,14,23
05/03/2024,21:20:00 -0300,0,1,4.206,58,,,,,13,18
05/03/2024,21:25:00 -0300,0,1,4.208,60,,,,,12,19
05/03/2024,21:30:00 -0300,0,1,4.205,58,,,,,13,23
05/03/2024,21:35:00 -0300,0,1,4.202,56,,,,,14,22
05/03/2024,21:40:00 -0300,0,1,4.205,60,,,,,16,23
05/03/2024,21:45:00 -0300,0,1,4.2,59,,,,,16,24
05/03/2024,21:50:00 -0300,0,1,4.2,58,,,,,17,29
05/03/2024,21:55:00 -0300,0,1,4.202,60,,,,,17,28
05/03/2024,22:00:00 -0300,0,1,4.197,60,,,,,17,26
05/03/2024,22:05:00 -0300,0,1,4.197,62,,,,,16,28
05/03/2024,22:10:00 -0300,0,1,4.199,62,,,,,16,23
05/03/2024,22:15:00 -0300,0,1,4.196,65,,,,,16,22
05/03/2024,22:20:00 -0300,0,1,4.196,63,,,,,17,24
05/03/2024,22:25:00 -0300,0,1,4.196,60,,,,,16,24
05/03/2024,22:30:00 -0300,0,1,4.194,58,,,,,16,24
05/03/2024,22:35:00 -0300,0,1,4.193,60,,,,,17,25
05/03/2024,22:40:00 -0300,0,1,4.194,62,,,,,16,28
05/03/2024,22:45:00 -0300,0,1,4.191,60,,,,,17,26
05/03/2024,22:50:00 -0300,0,1,4.191,63,,,,,17,26
05/03/2024,22:55:00 -0300,0,1,4.191,67,,,,,14,25
05/03/2024,23:00:00 -0300,0,1,4.191,65,,,,,13,20
05/03/2024,23:05:00 -0300,0,1,4.188,62,,,,,16,23
05/03/2024,23:10:00 -0300,0,1,4.19,62,,,,,13,22
05/03/2024,23:15:00 -0300,0,1,4.185,59,,,,,16,23
05/03/2024,23:20:00 -0300,0,1,4.185,62,,,,,16,25
05/03/2024,23:25:00 -0300,0,1,4.187,56,,,,,16,22
05/03/2024,23:30:00 -0300,0,1,4.184,53,,,,,16,22
05/03/2024,23:35:00 -0300,0,1,4.184,58,,,,,16,25
05/03/2024,23:40:00 -0300,0,1,4.185,53,,,,,16,25
05/03/2024,23:45:00 -0300,0,1,4.182,55,,,,,17,25
05/03/2024,23:50:00 -0300,0,1,4.182,56,,,,,14,24
05/03/2024,23:55:00 -0300,0,1,4.182,58,,,,,16,24
05/04/2024,00:00:00 -0300,0,1,4.179,58,,,,,13,19
05/04/2024,00:05:00 -0300,0,1,4.179,59,,,,,13,25
05/04/2024,00:10:00 -0300,0,1,4.179,56,,,,,13,20
05/04/2024,00:15:00 -0300,0,1,4.173,59,,,,,13,19
05/04/2024,00:20:00 -0300,0,1,4.175,56,,,,,12,23
05/04/2024,00:25:00 -0300,0,1,4.176,59,,,,,12,19
05/04/2024,00:30:00 -0300,0,1,4.173,56,,,,,12,17
05/04/2024,00:35:00 -0300,0,1,4.173,56,,,,,10,14
05/04/2024,00:40:00 -0300,0,1,4.173,59,,,,,11,18
05/04/2024,00:45:00 -0300,0,1,4.169,55,,,,,11,20
05/04/2024,00:50:00 -0300,0,1,4.169,55,,,,,12,22
05/04/2024,00:55:00 -0300,0,1,4.172,55,,,,,11,16
05/04/2024,01:00:00 -0300,0,1,4.167,52,,,,,11,16
05/04/2024,01:05:00 -0300,0,1,4.167,51,,,,,10,17
05/04/2024,01:10:00 -0300,0,1,4.169,49,,,,,10,14
05/04/2024,01:15:00 -0300,0,1,4.164,56,,,,,8,14
05/04/2024,01:20:00 -0300,0,1,4.164,56,,,,,7,13
05/04/2024,01:25:00 -0300,0,1,4.166,53,,,,,7,13
05/04/2024,01:30:00 -0300,0,1,4.161,59,,,,,7,13
05/04/2024,01:35:00 -0300,0,1,4.161,48,,,,,6,12
05/04/2024,01:40:00 -0300,0,1,4.164,48,,,,,6,10
05/04/2024,01:45:00 -0300,0,1,4.157,53,,,,,8,13
05/04/2024,01:50:00 -0300,0,1,4.158,53,,,,,8,13
05/04/2024,01:55:00 -0300,0,1,4.16,53,,,,,8,13
05/04/2024,02:00:00 -0300,0,1,4.157,51,,,,,8,16
05/04/2024,02:05:00 -0300,0,1,4.157,48,,,,,8,13
05/04/2024,02:10:00 -0300,0,1,4.158,51,,,,,8,13
05/04/2024,02:15:00 -0300,0,1,4.155,53,,,,,10,18
05/04/2024,02:20:00 -0300,0,1,4.155,52,,,,,10,24
05/04/2024,02:25:00 -0300,0,1,4.157,52,,,,,11,18
05/04/2024,02:30:00 -0300,0,1,4.154,52,,,,,11,17
05/04/2024,02:35:00 -0300,0,1,4.152,56,,,,,11,18
05/04/2024,02:40:00 -0300,0,1,4.155,53,,,,,11,20
05/04/2024,02:45:00 -0300,0,1,4.152,51,,,,,11,20
