Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP"
05/10/2024,05:45:00 -0300,0,1,4.137,31,,,,,7,13
05/10/2024,05:50:00 -0300,0,2,4.142,35,,,,,6,12
05/10/2024,05:55:00 -0300,0,3,4.145,35,,,,,8,17
05/10/2024,06:00:00 -0300,0,4,4.142,34,,,,,7,17
05/10/2024,06:05:00 -0300,0,4,4.146,27,,,,,7,17
05/10/2024,06:10:00 -0300,0,6,4.149,45,,,,,5,10
05/10/2024,06:15:00 -0300,0,8,4.148,37,,,,,5,11
05/10/2024,06:20:00 -0300,0,7,4.149,35,,,,,7,12
05/10/2024,06:25:00 -0300,0,7,4.152,31,,,,,6,16
05/10/2024,06:30:00 -0300,0,6,4.148,22,,,,,6,13
05/10/2024,06:35:00 -0300,0,4,4.146,37,,,,,7,12
05/10/2024,06:40:00 -0300,0,4,4.148,35,,,,,7,13
05/10/2024,06:45:00 -0300,0,6,4.146,34,,,,,6,12
05/10/2024,06:50:00 -0300,0,8,4.148,34,,,,,5,10
05/10/2024,06:55:00 -0300,0,14,4.154,34,,,,,6,11
05/10/2024,07:00:00 -0300,0,26,4.155,32,,,,,6,13
05/10/2024,07:05:00 -0300,0,37,4.175,34,,,,,5,12
05/10/2024,07:10:00 -0300,0,44,4.197,34,,,,,5,12
05/10/2024,07:15:00 -0300,0,52,4.212,41,,,,,6,11
05/10/2024,07:20:00 -0300,0,43,4.233,41,,,,,5,10
05/10/2024,07:25:00 -0300,0,37,4.242,44,,,,,5,11
05/10/2024,07:30:00 -0300,0,31,4.233,28,,,,,5,12
05/10/2024,07:35:00 -0300,0,29,4.224,37,,,,,5,11
05/10/2024,07:40:00 -0300,0,28,4.232,42,,,,,5,8
05/10/2024,07:45:00 -0300,0,29,4.227,34,,,,,5,10
05/10/2024,07:50:00 -0300,0,29,4.226,35,,,,,6,13
05/10/2024,07:55:00 -0300,0,38,4.241,29,,,,,5,8
05/10/2024,08:00:00 -0300,0,47,4.245,22,,,,,6,12
05/10/2024,08:05:00 -0300,0,57,4.265,35,,,,,6,10
05/10/2024,08:10:00 -0300,0.2,74,4.299,41,,,,,6,13
05/10/2024,08:15:00 -0300,0,88,4.289,32,,,,,6,11
05/10/2024,08:20:00 -0300,0,107,4.308,38,,,,,6,11
05/10/2024,08:25:00 -0300,0,121,4.304,37,,,,,6,12
05/10/2024,08:30:00 -0300,0,143,4.31,42,,,,,7,16
05/10/2024,08:35:00 -0300,0,168,4.293,34,,,,,6,12
05/10/2024,08:40:00 -0300,0,196,4.295,34,,,,,7,16
05/10/2024,08:45:00 -0300,0,186,4.28,35,,,,,8,18
05/10/2024,08:50:00 -0300,0,187,4.301,31,,,,,7,14
05/10/2024,08:55:00 -0300,0,196,4.287,38,,,,,7,13
05/10/2024,09:00:00 -0300,0,202,4.289,44,,,,,7,14
05/10/2024,09:05:00 -0300,0,199,4.298,38,,,,,7,11
05/10/2024,09:10:00 -0300,0,164,4.289,48,,,,,8,14
05/10/2024,09:15:00 -0300,0,213,4.289,38,,,,,8,14
05/10/2024,09:20:00 -0300,0,216,4.298,45,,,,,7,13
05/10/2024,09:25:00 -0300,0,263,4.317,51,,,,,8,14
05/10/2024,09:30:00 -0300,0,346,4.295,37,,,,,7,13
05/10/2024,09:35:00 -0300,0,281,4.289,49,,,,,8,14
05/10/2024,09:40:00 -0300,0,326,4.299,60,,,,,10,19
05/10/2024,09:45:00 -0300,0,343,4.305,55,,,,,8,16
05/10/2024,09:50:00 -0300,0,266,4.307,48,,,,,7,12
05/10/2024,09:55:00 -0300,0,298,4.31,37,,,,,7,13
05/10/2024,10:00:00 -0300,0,319,4.284,42,,,,,8,14
05/10/2024,10:05:00 -0300,0,303,4.301,46,,,,,8,13
05/10/2024,10:10:00 -0300,0,329,4.316,48,,,,,10,16
05/10/2024,10:15:00 -0300,0,273,4.295,45,,,,,8,14
05/10/2024,10:20:00 -0300,0,319,4.296,51,,,,,10,17
05/10/2024,10:25:00 -0300,0,367,4.301,44,,,,,10,16
05/10/2024,10:30:00 -0300,0,373,4.304,52,,,,,10,17
05/10/2024,10:35:00 -0300,0,337,4.317,55,,,,,7,13
05/10/2024,10:40:00 -0300,0,347,4.298,44,,,,,8,13
05/10/2024,10:45:00 -0300,0,337,4.28,58,,,,,7,13
05/10/2024,10:50:00 -0300,0,322,4.299,65,,,,,10,18
05/10/2024,10:55:00 -0300,0,314,4.302,60,,,,,11,17
05/10/2024,11:00:00 -0300,0,328,4.292,38,,,,,6,14
05/10/2024,11:05:00 -0300,0,311,4.301,24,,,,,7,13
05/10/2024,11:10:00 -0300,0,274,4.31,27,,,,,7,13
05/10/2024,11:15:00 -0300,0,296,4.278,35,,,,,7,14
05/10/2024,11:20:00 -0300,0,379,4.298,38,,,,,8,14
05/10/2024,11:25:00 -0300,0,436,4.307,38,,,,,8,13
05/10/2024,11:30:00 -0300,0,522,4.295,41,,,,,8,17
05/10/2024,11:35:00 -0300,0,458,4.301,17,,,,,8,17
05/10/2024,11:40:00 -0300,0,417,4.296,46,,,,,8,16
05/10/2024,11:45:00 -0300,0,442,4.281,28,,,,,8,14
05/10/2024,11:50:00 -0300,0,473,4.301,39,,,,,7,13
05/10/2024,11:55:00 -0300,0,483,4.316,34,,,,,10,16
05/10/2024,12:00:00 -0300,0,469,4.296,37,,,,,7,12
05/10/2024,12:05:00 -0300,0,432,4.292,42,,,,,8,14
05/10/2024,12:10:00 -0300,0,527,4.302,46,,,,,7,16
05/10/2024,12:15:00 -0300,0,607,4.307,55,,,,,8,16
05/10/2024,12:20:00 -0300,0,638,4.32,31,,,,,10,16
05/10/2024,12:25:00 -0300,0,822,4.295,37,,,,,7,12
05/10/2024,12:30:00 -0300,0,"1,238",4.286,29,,,,,6,12
05/10/2024,12:35:00 -0300,0,743,4.298,29,,,,,7,14
05/10/2024,12:40:00 -0300,0,859,4.302,38,,,,,7,11
05/10/2024,12:45:00 -0300,0,741,4.311,21,,,,,7,13
05/10/2024,12:50:00 -0300,0,588,4.31,35,,,,,7,13
05/10/2024,12:55:00 -0300,0,626,4.295,24,,,,,8,16
05/10/2024,13:00:00 -0300,0,637,4.287,39,,,,,11,20
05/10/2024,13:05:00 -0300,0,527,4.302,25,,,,,8,18
05/10/2024,13:10:00 -0300,0,511,4.317,21,,,,,10,17
05/10/2024,13:15:00 -0300,0,526,4.298,35,,,,,11,18
05/10/2024,13:20:00 -0300,0,486,4.298,24,,,,,8,14
05/10/2024,13:25:00 -0300,0,559,4.302,29,,,,,10,18
05/10/2024,13:30:00 -0300,0,843,4.307,27,,,,,11,19
05/10/2024,13:35:00 -0300,0,628,4.319,28,,,,,12,19
05/10/2024,13:40:00 -0300,0,411,4.296,29,,,,,10,16
05/10/2024,13:45:00 -0300,0,654,4.287,34,,,,,11,20
05/10/2024,13:50:00 -0300,0,513,4.299,24,,,,,13,19
05/10/2024,13:55:00 -0300,0,564,4.316,18,,,,,10,18
05/10/2024,14:00:00 -0300,0,471,4.296,34,,,,,10,20
05/10/2024,14:05:00 -0300,0,483,4.29,35,,,,,11,17
05/10/2024,14:10:00 -0300,0,492,4.301,29,,,,,8,17
05/10/2024,14:15:00 -0300,0,551,4.316,60,,,,,11,16
05/10/2024,14:20:00 -0300,0,742,4.313,49,,,,,10,16
05/10/2024,14:25:00 -0300,0,759,4.299,41,,,,,11,17
05/10/2024,14:30:00 -0300,0,974,4.302,21,,,,,10,17
05/10/2024,14:35:00 -0300,0,914,4.299,25,,,,,10,16
05/10/2024,14:40:00 -0300,0,796,4.298,32,,,,,11,16
05/10/2024,14:45:00 -0300,0,831,4.283,21,,,,,8,18
05/10/2024,14:50:00 -0300,0,799,4.302,18,,,,,8,16
05/10/2024,14:55:00 -0300,0,801,4.316,17,,,,,11,18
05/10/2024,15:00:00 -0300,0,793,4.298,35,,,,,8,14
05/10/2024,15:05:00 -0300,0,783,4.292,28,,,,,10,16
05/10/2024,15:10:00 -0300,0,782,4.301,41,,,,,8,14
05/10/2024,15:15:00 -0300,0,773,4.307,56,,,,,8,14
05/10/2024,15:20:00 -0300,0,734,4.319,51,,,,,8,16
05/10/2024,15:25:00 -0300,0,753,4.296,62,,,,,11,17
05/10/2024,15:30:00 -0300,0,739,4.286,45,,,,,10,17
05/10/2024,15:35:00 -0300,0,741,4.298,53,,,,,11,19
05/10/2024,15:40:00 -0300,0,733,4.301,48,,,,,10,17
05/10/2024,15:45:00 -0300,0,738,4.311,44,,,,,11,18
05/10/2024,15:50:00 -0300,0,699,4.308,45,,,,,11,17
05/10/2024,15:55:00 -0300,0,524,4.295,53,,,,,11,17
05/10/2024,16:00:00 -0300,0,626,4.286,58,,,,,10,16
05/10/2024,16:05:00 -0300,0,654,4.302,62,,,,,11,18
05/10/2024,16:10:00 -0300,0,624,4.316,63,,,,,12,18
05/10/2024,16:15:00 -0300,0,632,4.296,49,,,,,10,17
05/10/2024,16:20:00 -0300,0,612,4.296,39,,,,,7,14
05/10/2024,16:25:00 -0300,0,611,4.301,31,,,,,7,16
05/10/2024,16:30:00 -0300,0,608,4.307,31,,,,,7,13
05/10/2024,16:35:00 -0300,0,594,4.319,44,,,,,7,12
05/10/2024,16:40:00 -0300,0,583,4.295,34,,,,,6,10
05/10/2024,16:45:00 -0300,0,569,4.284,28,,,,,7,11
05/10/2024,16:50:00 -0300,0,556,4.298,29,,,,,7,13
05/10/2024,16:55:00 -0300,0,544,4.299,34,,,,,6,13
05/10/2024,17:00:00 -0300,0,531,4.31,27,,,,,7,12
05/10/2024,17:05:00 -0300,0,508,4.307,34,,,,,8,16
05/10/2024,17:10:00 -0300,0,503,4.295,8,,,,,7,14
05/10/2024,17:15:00 -0300,0,487,4.304,24,,,,,7,13
05/10/2024,17:20:00 -0300,0,476,4.304,27,,,,,7,16
05/10/2024,17:25:00 -0300,0,458,4.307,28,,,,,8,12
05/10/2024,17:30:00 -0300,0,449,4.304,53,,,,,8,14
05/10/2024,17:35:00 -0300,0,432,4.298,25,,,,,8,16
05/10/2024,17:40:00 -0300,0,416,4.31,35,,,,,8,13
05/10/2024,17:45:00 -0300,0,399,4.295,38,,,,,7,11
05/10/2024,17:50:00 -0300,0,386,4.299,17,,,,,7,11
05/10/2024,17:55:00 -0300,0,369,4.299,31,,,,,7,12
05/10/2024,18:00:00 -0300,0,356,4.292,27,,,,,7,11
05/10/2024,18:05:00 -0300,0,339,4.299,22,,,,,6,13
05/10/2024,18:10:00 -0300,0,326,4.298,27,,,,,7,12
05/10/2024,18:15:00 -0300,0,306,4.283,29,,,,,6,12
05/10/2024,18:20:00 -0300,0,269,4.29,25,,,,,8,13
05/10/2024,18:25:00 -0300,0,252,4.302,27,,,,,7,13
05/10/2024,18:30:00 -0300,0,221,4.298,28,,,,,7,12
05/10/2024,18:35:00 -0300,0,241,4.311,28,,,,,7,14
05/10/2024,18:40:00 -0300,0,197,4.313,27,,,,,7,12
05/10/2024,18:45:00 -0300,0,187,4.305,29,,,,,7,12
05/10/2024,18:50:00 -0300,0,167,4.316,29,,,,,6,11
05/10/2024,18:55:00 -0300,0,154,4.296,17,,,,,6,11
05/10/2024,19:00:00 -0300,0,197,4.283,44,,,,,5,10
05/10/2024,19:05:00 -0300,0,206,4.293,15,,,,,5,8
05/10/2024,19:10:00 -0300,0,168,4.302,32,,,,,4,7
05/10/2024,19:15:00 -0300,0,159,4.287,31,,,,,4,6
05/10/2024,19:20:00 -0300,0,183,4.308,31,,,,,5,10
05/10/2024,19:25:00 -0300,0,169,4.307,18,,,,,6,11
05/10/2024,19:30:00 -0300,0,153,4.31,31,,,,,5,11
05/10/2024,19:35:00 -0300,0,131,4.317,42,,,,,7,11
05/10/2024,19:40:00 -0300,0,86,4.305,31,,,,,6,11
05/10/2024,19:45:00 -0300,0,41,4.299,44,,,,,6,12
05/10/2024,19:50:00 -0300,0,26,4.298,45,,,,,6,10
05/10/2024,19:55:00 -0300,0,26,4.295,45,,,,,6,11
05/10/2024,20:00:00 -0300,0,21,4.29,39,,,,,6,11
05/10/2024,20:05:00 -0300,0,16,4.28,49,,,,,5,10
05/10/2024,20:10:00 -0300,0,14,4.28,52,,,,,6,8
05/10/2024,20:15:00 -0300,0,12,4.272,45,,,,,5,10
05/10/2024,20:20:00 -0300,0,9,4.262,44,,,,,5,8
05/10/2024,20:25:00 -0300,0,7,4.257,39,,,,,4,8
05/10/2024,20:30:00 -0300,0,6,4.247,35,,,,,5,10
05/10/2024,20:35:00 -0300,0,3,4.239,38,,,,,4,7
05/10/2024,20:40:00 -0300,0,2,4.235,44,,,,,5,8
05/10/2024,20:45:00 -0300,0,1,4.23,42,,,,,4,7
05/10/2024,20:50:00 -0300,0,1,4.226,39,,,,,4,6
05/10/2024,20:55:00 -0300,0,1,4.224,34,,,,,4,7
05/10/2024,21:00:00 -0300,0,1,4.221,22,,,,,4,7
05/10/2024,21:05:00 -0300,0,1,4.218,18,,,,,5,10
05/10/2024,21:10:00 -0300,0,1,4.218,17,,,,,5,10
05/10/2024,21:15:00 -0300,0,1,4.215,11,,,,,4,10
05/10/2024,21:20:00 -0300,0,1,4.214,22,,,,,4,8
05/10/2024,21:25:00 -0300,0,1,4.214,25,,,,,4,8
05/10/2024,21:30:00 -0300,0,1,4.211,25,,,,,2,6
05/10/2024,21:35:00 -0300,0,1,4.209,42,,,,,5,8
05/10/2024,21:40:00 -0300,0,1,4.208,39,,,,,4,8
05/10/2024,21:45:00 -0300,0,1,4.205,34,,,,,4,8
05/10/2024,21:50:00 -0300,0,1,4.205,39,,,,,2,5
05/10/2024,21:55:00 -0300,0,1,4.206,31,,,,,2,5
05/10/2024,22:00:00 -0300,0,1,4.202,38,,,,,2,5
05/10/2024,22:05:00 -0300,0,1,4.202,41,,,,,2,6
05/10/2024,22:10:00 -0300,0,1,4.203,45,,,,,2,5
05/10/2024,22:15:00 -0300,0,1,4.199,45,,,,,2,6
05/10/2024,22:20:00 -0300,0,1,4.199,59,,,,,4,6
05/10/2024,22:25:00 -0300,0,1,4.197,60,,,,,5,10
05/10/2024,22:30:00 -0300,0,1,4.196,49,,,,,5,8
05/10/2024,22:35:00 -0300,0,1,4.196,55,,,,,4,6
05/10/2024,22:40:00 -0300,0,1,4.196,59,,,,,1,4
05/10/2024,22:45:00 -0300,0,1,4.193,59,,,,,0,2
05/10/2024,22:50:00 -0300,0,1,4.193,58,,,,,2,5
05/10/2024,22:55:00 -0300,0,1,4.193,55,,,,,4,5
05/10/2024,23:00:00 -0300,0,1,4.19,49,,,,,4,6
05/10/2024,23:05:00 -0300,0,1,4.19,51,,,,,4,7
05/10/2024,23:10:00 -0300,0,1,4.191,41,,,,,4,6
05/10/2024,23:15:00 -0300,0,1,4.185,48,,,,,5,8
05/10/2024,23:20:00 -0300,0,1,4.188,45,,,,,5,8
05/10/2024,23:25:00 -0300,0,1,4.188,51,,,,,5,7
05/10/2024,23:30:00 -0300,0,1,4.185,45,,,,,6,10
05/10/2024,23:35:00 -0300,0,1,4.185,45,,,,,6,11
05/10/2024,23:40:00 -0300,0,1,4.185,49,,,,,6,10
05/10/2024,23:45:00 -0300,0,1,4.182,53,,,,,6,10
05/10/2024,23:50:00 -0300,0,1,4.182,45,,,,,5,11
05/10/2024,23:55:00 -0300,0,1,4.184,45,,,,,5,8
05/11/2024,00:00:00 -0300,0,1,4.182,46,,,,,5,8
05/11/2024,00:05:00 -0300,0,1,4.179,46,,,,,4,7
05/11/2024,00:10:00 -0300,0,1,4.181,39,,,,,5,10
05/11/2024,00:15:00 -0300,0,1,4.178,46,,,,,5,8
05/11/2024,00:20:00 -0300,0,1,4.178,37,,,,,5,7
05/11/2024,00:25:00 -0300,0,1,4.179,34,,,,,5,11
05/11/2024,00:30:00 -0300,0,1,4.176,37,,,,,5,11
05/11/2024,00:35:00 -0300,0,1,4.176,38,,,,,5,11
05/11/2024,00:40:00 -0300,0,1,4.178,42,,,,,5,10
05/11/2024,00:45:00 -0300,0,1,4.175,32,,,,,4,7
05/11/2024,00:50:00 -0300,0,1,4.175,42,,,,,5,10
05/11/2024,00:55:00 -0300,0,1,4.175,35,,,,,5,10
05/11/2024,01:00:00 -0300,0,1,4.172,45,,,,,6,13
05/11/2024,01:05:00 -0300,0,1,4.172,44,,,,,5,10
05/11/2024,01:10:00 -0300,0,1,4.173,53,,,,,5,8
05/11/2024,01:15:00 -0300,0,1,4.169,66,,,,,5,11
05/11/2024,01:20:00 -0300,0,1,4.17,95,,,,,4,6
05/11/2024,01:25:00 -0300,0,1,4.17,98,,,,,2,5
05/11/2024,01:30:00 -0300,0,1,4.166,93,,,,,2,4
05/11/2024,01:35:00 -0300,0,1,4.166,91,,,,,1,4
05/11/2024,01:40:00 -0300,0,1,4.167,74,,,,,2,5
05/11/2024,01:45:00 -0300,0,1,4.164,55,,,,,1,4
05/11/2024,01:50:00 -0300,0,1,4.164,49,,,,,1,5
05/11/2024,01:55:00 -0300,0,1,4.164,49,,,,,1,5
05/11/2024,02:00:00 -0300,0,1,4.161,45,,,,,1,5
05/11/2024,02:05:00 -0300,0,1,4.16,44,,,,,2,5
05/11/2024,02:10:00 -0300,0,1,4.16,35,,,,,2,5
05/11/2024,02:15:00 -0300,0,1,4.158,15,,,,,4,6
05/11/2024,02:20:00 -0300,0,1,4.158,18,,,,,5,8
05/11/2024,02:25:00 -0300,0,1,4.158,28,,,,,4,10
05/11/2024,02:30:00 -0300,0,1,4.152,66,,,,,4,7
05/11/2024,02:35:00 -0300,0,1,4.155,107,,,,,2,5
05/11/2024,02:40:00 -0300,0,1,4.154,112,,,,,1,2
05/11/2024,02:45:00 -0300,0,1,4.151,112,,,,,0,1
05/11/2024,02:50:00 -0300,0,1,4.151,112,,,,,0,1
05/11/2024,02:55:00 -0300,0,1,4.151,112,,,,,1,2
05/11/2024,03:00:00 -0300,0,1,4.146,48,,,,,2,5
05/11/2024,03:05:00 -0300,0,1,4.146,11,,,,,2,8
05/11/2024,03:10:00 -0300,0,1,4.148,25,,,,,1,4
05/11/2024,03:15:00 -0300,0,1,4.145,45,,,,,4,6
05/11/2024,03:20:00 -0300,0,1,4.143,37,,,,,2,5
05/11/2024,03:25:00 -0300,0,1,4.145,21,,,,,4,7
05/11/2024,03:30:00 -0300,0,1,4.143,29,,,,,4,7
05/11/2024,03:35:00 -0300,0,1,4.143,24,,,,,4,10
05/11/2024,03:40:00 -0300,0,1,4.143,27,,,,,2,5
05/11/2024,03:45:00 -0300,0,1,4.137,29,,,,,2,6
05/11/2024,03:50:00 -0300,0,1,4.14,29,,,,,4,7
05/11/2024,03:55:00 -0300,0,1,4.142,8,,,,,2,6
05/11/2024,04:00:00 -0300,0,1,4.137,21,,,,,2,6
05/11/2024,04:05:00 -0300,0,1,4.139,35,,,,,4,10
05/11/2024,04:10:00 -0300,0,1,4.14,34,,,,,2,6
05/11/2024,04:15:00 -0300,0,1,4.137,41,,,,,2,6
05/11/2024,04:20:00 -0300,0,1,4.137,37,,,,,2,6
05/11/2024,04:25:00 -0300,0,1,4.14,21,,,,,2,7
05/11/2024,04:30:00 -0300,0,1,4.136,32,,,,,4,7
05/11/2024,04:35:00 -0300,0,1,4.136,24,,,,,2,8
05/11/2024,04:40:00 -0300,0,1,4.139,20,,,,,4,8
05/11/2024,04:45:00 -0300,0,1,4.136,28,,,,,5,11
05/11/2024,04:50:00 -0300,0,1,4.136,31,,,,,4,8
05/11/2024,04:55:00 -0300,0,1,4.137,34,,,,,5,8
05/11/2024,05:00:00 -0300,0,1,4.134,42,,,,,5,8
05/11/2024,05:05:00 -0300,0,1,4.136,38,,,,,4,10
05/11/2024,05:10:00 -0300,0,1,4.137,44,,,,,5,10
05/11/2024,05:15:00 -0300,0,1,4.133,34,,,,,6,11
05/11/2024,05:20:00 -0300,0,1,4.136,41,,,,,5,11
05/11/2024,05:25:00 -0300,0,1,4.137,42,,,,,5,8
05/11/2024,05:30:00 -0300,0,1,4.133,39,,,,,5,10
05/11/2024,05:35:00 -0300,0,2,4.137,44,,,,,5,10
05/11/2024,05:40:00 -0300,0,3,4.14,38,,,,,5,7
05/11/2024,05:45:00 -0300,0,4,4.136,38,,,,,5,8
05/11/2024,05:50:00 -0300,0,6,4.14,37,,,,,4,7
05/11/2024,05:55:00 -0300,0,7,4.145,45,,,,,5,8
05/11/2024,06:00:00 -0300,0,8,4.142,39,,,,,4,7
05/11/2024,06:05:00 -0300,0,11,4.146,41,,,,,4,8
05/11/2024,06:10:00 -0300,0,14,4.154,35,,,,,2,6
05/11/2024,06:15:00 -0300,0,19,4.152,51,,,,,2,6
05/11/2024,06:20:00 -0300,0,22,4.158,55,,,,,2,6
05/11/2024,06:25:00 -0300,0,24,4.169,53,,,,,2,5
05/11/2024,06:30:00 -0300,0,29,4.176,53,,,,,4,6
05/11/2024,06:35:00 -0300,0,33,4.185,56,,,,,2,6
05/11/2024,06:40:00 -0300,0,36,4.199,38,,,,,4,6
05/11/2024,06:45:00 -0300,0,38,4.2,45,,,,,4,6
05/11/2024,06:50:00 -0300,0,44,4.212,45,,,,,5,8
05/11/2024,06:55:00 -0300,0,47,4.236,48,,,,,5,10
05/11/2024,07:00:00 -0300,0,49,4.241,52,,,,,5,7
05/11/2024,07:05:00 -0300,0,52,4.251,56,,,,,5,8
05/11/2024,07:10:00 -0300,0,61,4.274,51,,,,,6,8
05/11/2024,07:15:00 -0300,0,66,4.283,49,,,,,5,8
05/11/2024,07:20:00 -0300,0,76,4.298,58,,,,,5,8
05/11/2024,07:25:00 -0300,0,73,4.305,74,,,,,6,10
05/11/2024,07:30:00 -0300,0,79,4.292,72,,,,,5,8
05/11/2024,07:35:00 -0300,0,82,4.295,72,,,,,6,11
05/11/2024,07:40:00 -0300,0,86,4.292,73,,,,,7,12
05/11/2024,07:45:00 -0300,0,96,4.272,67,,,,,7,11
05/11/2024,07:50:00 -0300,0,92,4.296,73,,,,,6,11
05/11/2024,07:55:00 -0300,0,114,4.298,66,,,,,6,10
05/11/2024,08:00:00 -0300,0,147,4.281,77,,,,,5,8
05/11/2024,08:05:00 -0300,0,171,4.287,67,,,,,5,10
05/11/2024,08:10:00 -0300,0,156,4.29,83,,,,,5,8
05/11/2024,08:15:00 -0300,0,148,4.278,67,,,,,5,10
05/11/2024,08:20:00 -0300,0,177,4.298,62,,,,,6,8
05/11/2024,08:25:00 -0300,0,211,4.305,45,,,,,5,8
05/11/2024,08:30:00 -0300,0,238,4.292,59,,,,,7,11
05/11/2024,08:35:00 -0300,0,244,4.316,49,,,,,7,11
05/11/2024,08:40:00 -0300,0,252,4.32,45,,,,,7,12
05/11/2024,08:45:00 -0300,0,258,4.314,45,,,,,6,10
05/11/2024,08:50:00 -0300,0,289,4.328,48,,,,,7,11
05/11/2024,08:55:00 -0300,0,284,4.311,35,,,,,7,12
05/11/2024,09:00:00 -0300,0,267,4.302,60,,,,,6,10
05/11/2024,09:05:00 -0300,0,247,4.304,52,,,,,7,11
05/11/2024,09:10:00 -0300,0,258,4.299,35,,,,,5,11
05/11/2024,09:15:00 -0300,0,244,4.286,49,,,,,6,11
05/11/2024,09:20:00 -0300,0,249,4.295,59,,,,,7,10
05/11/2024,09:25:00 -0300,0,266,4.31,63,,,,,6,11
05/11/2024,09:30:00 -0300,0,284,4.295,32,,,,,5,10
05/11/2024,09:35:00 -0300,0,327,4.301,49,,,,,5,8
05/11/2024,09:40:00 -0300,0,358,4.295,48,,,,,5,11
05/11/2024,09:45:00 -0300,0,349,4.29,60,,,,,5,10
05/11/2024,09:50:00 -0300,0,361,4.307,63,,,,,6,10
05/11/2024,09:55:00 -0300,0,328,4.299,41,,,,,5,7
05/11/2024,10:00:00 -0300,0,369,4.308,58,,,,,7,11
05/11/2024,10:05:00 -0300,0,409,4.316,49,,,,,7,13
05/11/2024,10:10:00 -0300,0,458,4.31,35,,,,,7,11
05/11/2024,10:15:00 -0300,0,447,4.284,52,,,,,7,11
05/11/2024,10:20:00 -0300,0,438,4.298,58,,,,,6,10
05/11/2024,10:25:00 -0300,0,417,4.301,48,,,,,6,11
05/11/2024,10:30:00 -0300,0,416,4.308,39,,,,,6,11
05/11/2024,10:35:00 -0300,0,393,4.325,46,,,,,6,11
05/11/2024,10:40:00 -0300,0,472,4.31,55,,,,,7,12
05/11/2024,10:45:00 -0300,0,488,4.293,45,,,,,7,11
05/11/2024,10:50:00 -0300,0,512,4.299,51,,,,,8,14
05/11/2024,10:55:00 -0300,0,589,4.295,48,,,,,7,12
05/11/2024,11:00:00 -0300,0,683,4.293,38,,,,,10,16
05/11/2024,11:05:00 -0300,0,657,4.29,31,,,,,7,12
05/11/2024,11:10:00 -0300,0,714,4.293,37,,,,,8,17
05/11/2024,11:15:00 -0300,0,706,4.28,20,,,,,10,14
05/11/2024,11:20:00 -0300,0,741,4.305,39,,,,,8,14
05/11/2024,11:25:00 -0300,0,604,4.311,38,,,,,7,12
05/11/2024,11:30:00 -0300,0,658,4.304,42,,,,,8,16
05/11/2024,11:35:00 -0300,0,649,4.328,25,,,,,7,13
05/11/2024,11:40:00 -0300,0,678,4.302,38,,,,,11,17
05/11/2024,11:45:00 -0300,0,682,4.298,20,,,,,8,14
05/11/2024,11:50:00 -0300,0,629,4.304,31,,,,,8,13
05/11/2024,11:55:00 -0300,0,626,4.308,17,,,,,7,16
05/11/2024,12:00:00 -0300,0,436,4.304,24,,,,,7,14
05/11/2024,12:05:00 -0300,0,436,4.319,25,,,,,7,12
05/11/2024,12:10:00 -0300,0,396,4.301,42,,,,,8,13
05/11/2024,12:15:00 -0300,0,354,4.281,27,,,,,8,13
05/11/2024,12:20:00 -0300,0,322,4.289,21,,,,,8,13
05/11/2024,12:25:00 -0300,0,297,4.29,38,,,,,10,16
05/11/2024,12:30:00 -0300,0,269,4.277,29,,,,,10,14
05/11/2024,12:35:00 -0300,0,253,4.295,25,,,,,8,14
05/11/2024,12:40:00 -0300,0,258,4.302,37,,,,,8,17
05/11/2024,12:45:00 -0300,0,276,4.287,55,,,,,10,16
05/11/2024,12:50:00 -0300,0,323,4.304,39,,,,,11,16
05/11/2024,12:55:00 -0300,0,419,4.305,45,,,,,11,16
05/11/2024,13:00:00 -0300,0,364,4.299,45,,,,,12,18
05/11/2024,13:05:00 -0300,0,294,4.31,45,,,,,10,17
05/11/2024,13:10:00 -0300,0,291,4.299,44,,,,,10,19
05/11/2024,13:15:00 -0300,0,331,4.296,42,,,,,10,16
05/11/2024,13:20:00 -0300,0,357,4.286,72,,,,,11,17
05/11/2024,13:25:00 -0300,0,396,4.299,55,,,,,10,17
05/11/2024,13:30:00 -0300,0,402,4.302,44,,,,,11,17
05/11/2024,13:35:00 -0300,0,417,4.319,53,,,,,10,17
05/11/2024,13:40:00 -0300,0,404,4.301,52,,,,,11,17
05/11/2024,13:45:00 -0300,0,479,4.28,51,,,,,11,18
05/11/2024,13:50:00 -0300,0,524,4.286,39,,,,,11,17
05/11/2024,13:55:00 -0300,0,587,4.305,42,,,,,11,16
05/11/2024,14:00:00 -0300,0,422,4.286,34,,,,,12,17
05/11/2024,14:05:00 -0300,0,397,4.302,34,,,,,10,14
