Date,Time,"Rain (S-RGB 21114831:21035308-1),mm,North Rustico Wharf","Solar Radiation (S-LIB 21114831:21105865-1),W/m²,North Rustico Wharf","Avg Wind speed (S-WCF 21114831:21113174-1),Km/h,North Rustico Wharf","Wind gust speed (S-WCF 21114831:21113174-2),Km/h,North Rustico Wharf","Wind Direction (S-WCF 21114831:21113174-3),°,North Rustico Wharf","Temperature (S-THC 21114831:21648581-1),°C,North Rustico Wharf","RH (S-THC 21114831:21648581-2),%,North Rustico Wharf","Dew Point (S-THC 21114831:21648581-3),°C,North Rustico Wharf","Battery (RX3000 BATTERY 21114831:21114831-B),V,North Rustico Wharf","Water Pressure (M-WP01 21114831:21411214-1),kPa,North Rustico Wharf","Diff Pressure (M-DP01 21114831:21411214-2),kPa,North Rustico Wharf","Water Flow (M-WF-VNW 21114831:21411214-5),l/s,North Rustico Wharf","Gust Speed (S-WCF 21114831:21135217-2),m/s,North Rustico Wharf","Water Level (M-WL01 21114831:21411214-4),meters,North Rustico Wharf","Wind Speed (S-WCF 21114831:21135217-1),m/s,North Rustico Wharf","Gust Speed (S-WCF 21114831:21113174-2),m/s,North Rustico Wharf","Wind Speed (S-WCF 21114831:21113174-1),m/s,North Rustico Wharf","Temperature (S-TMB 21114831:21038284-1),°C,North Rustico Wharf","Water Level (M-WL01 21114831:21411214-4),meters,North Rustico Wharf,Water Level Below Top of Wharf","Wind Direction (S-WCF 21114831:21135217-3),°,North Rustico Wharf","Wind Gust Speed (S-WCF 21114831:21135217-2),km/h,North Rustico Wharf","Average Wind Speed (S-WCF 21114831:21135217-1),Km/h,North Rustico Wharf","Wind gust speed (S-WCF 21114831:21113174-2),Km/h,North Rustico Wharf","Avg Wind speed (S-WCF 21114831:21113174-1),Km/h,North Rustico Wharf","Accumulated Rain (C-ACC-RAIN 21114831:21035308-2),mm,North Rustico Wharf,North Rustico","Barometric Pressure (M-BP 21114831:21548413-1),kPa,North Rustico Wharf","Water Level (M-WL01 21114831:21411214-4),meters,North Rustico Wharf,Water Level CGVD28","Water Temperature (M-WT 21114831:21411214-3),°C,North Rustico Wharf"
12/20/2023,02:25:00 -0400,,,,,,,,,4.247,105.8,3.677,,,,,,,,,,,,,,,102.123,,5.25
12/20/2023,02:30:00 -0400,,,,,,,,,4.248,105.636,3.489,,,,,,,,,,,,,,,102.147,,5.25
12/20/2023,02:35:00 -0400,,,,,,,,,4.248,105.51,3.375,,,,,,,,,,,,,,,102.135,,5.25
12/20/2023,02:40:00 -0400,,,,,,,,,4.248,105.527,3.375,,,,,,,,,,,,,,,102.152,,5.25
12/20/2023,02:45:00 -0400,,,,,,,,,4.248,105.424,3.244,,,,,,,,,,,,,,,102.18,,5.25
12/20/2023,02:50:00 -0400,0,1,,,,6.727,89.1,5.064,4.248,105.399,3.218,,,,,,,,,201,0,0,,,,102.181,,5.36
12/20/2023,02:55:00 -0400,,,,,,,,,4.247,105.348,3.182,,,,,,,,,,,,,,,102.166,,5.46
12/20/2023,03:00:00 -0400,,,,,,,,,4.248,105.064,2.905,,,,,,,,,,,,,,,102.159,,5.56
12/20/2023,03:05:00 -0400,,,,,,,,,4.248,105.033,2.865,,,,,,,,,,,,,,,102.168,,5.56
12/20/2023,03:10:00 -0400,,,,,,,,,4.248,105.055,2.899,,,,,,,,,,,,,,,102.156,,5.56
12/20/2023,03:15:00 -0400,,,,,,,,,4.248,105.029,2.873,,,,,,,,,,,,,,,102.156,,5.56
12/20/2023,03:20:00 -0400,0,1,,,,6.427,90.263,4.954,4.248,104.843,2.697,,,,,,,,,201,0,0,,,,102.146,,5.56
12/20/2023,03:25:00 -0400,,,,,,,,,4.247,104.847,2.713,,,,,,,,,,,,,,,102.134,,5.56
12/20/2023,03:30:00 -0400,,,,,,,,,4.248,104.67,2.53,,,,,,,,,,,,,,,102.14,,5.56
12/20/2023,03:35:00 -0400,,,,,,,,,4.247,104.6,2.475,,,,,,,,,,,,,,,102.125,,5.56
12/20/2023,03:40:00 -0400,,,,,,,,,4.247,104.605,2.482,,,,,,,,,,,,,,,102.123,,5.56
12/20/2023,03:45:00 -0400,,,,,,,,,4.247,104.567,2.423,,,,,,,,,,,,,,,102.144,,5.67
12/20/2023,03:50:00 -0400,0,1,,,,6.319,90.752,4.925,4.248,104.48,2.324,,,,,,,,,201,0,0,,,,102.156,,5.67
12/20/2023,03:55:00 -0400,,,,,,,,,4.248,104.398,2.234,,,,,,,,,,,,,,,102.164,,5.67
12/20/2023,04:00:00 -0400,,,,,,,,,4.247,104.433,2.256,,,,,,,,,,,,,,,102.177,,5.67
12/20/2023,04:05:00 -0400,,,,,,,,,4.247,104.337,2.169,,,,,,,,,,,,,,,102.168,,5.67
12/20/2023,04:10:00 -0400,,,,,,,,,4.247,104.398,2.223,,,,,,,,,,,,,,,102.175,,5.67
12/20/2023,04:15:00 -0400,,,,,,,,,4.247,104.242,2.067,,,,,,,,,,,,,,,102.175,,5.67
12/20/2023,04:20:00 -0400,0,1,,,,6.169,91.293,4.861,4.247,104.199,2.038,,,,,,,,,201,0,0,,,,102.161,,5.67
12/20/2023,04:25:00 -0400,,,,,,,,,4.247,104.373,2.204,,,,,,,,,,,,,,,102.169,,5.77
12/20/2023,04:30:00 -0400,,,,,,,,,4.247,104.219,2.031,,,,,,,,,,,,,,,102.188,,5.87
12/20/2023,04:35:00 -0400,,,,,,,,,4.247,104.132,1.946,,,,,,,,,,,,,,,102.186,,5.87
12/20/2023,04:40:00 -0400,,,,,,,,,4.245,104.015,1.82,,,,,,,,,,,,,,,102.195,,5.87
12/20/2023,04:45:00 -0400,,,,,,,,,4.247,103.973,1.788,,,,,,,,,,,,,,,102.185,,5.97
12/20/2023,04:50:00 -0400,0,1,,,,6.041,91.722,4.801,4.247,104.094,1.903,,,,,,,,,201,0,0,,,,102.191,,5.97
12/20/2023,04:55:00 -0400,,,,,,,,,4.247,104.025,1.822,,,,,,,,,,,,,,,102.203,,5.97
12/20/2023,05:00:00 -0400,,,,,,,,,4.247,103.925,1.719,,,,,,,,,,,,,,,102.206,,5.97
12/20/2023,05:05:00 -0400,,,,,,,,,4.247,104.07,1.88,,,,,,,,,,,,,,,102.19,,6.07
12/20/2023,05:10:00 -0400,,,,,,,,,4.245,103.813,1.612,,,,,,,,,,,,,,,102.201,,5.97
12/20/2023,05:15:00 -0400,,,,,,,,,4.247,103.818,1.611,,,,,,,,,,,,,,,102.207,,6.07
12/20/2023,05:20:00 -0400,0,1,,,,5.676,92.683,4.589,4.247,103.905,1.685,,,,,,,,,201,0,0,,,,102.22,,6.07
12/20/2023,05:25:00 -0400,,,,,,,,,4.247,103.892,1.642,,,,,,,,,,,,,,,102.25,,6.07
12/20/2023,05:30:00 -0400,,,,,,,,,4.247,104.083,1.821,,,,,,,,,,,,,,,102.262,,6.07
12/20/2023,05:35:00 -0400,,,,,,,,,4.247,103.992,1.725,,,,,,,,,,,,,,,102.267,,6.07
12/20/2023,05:40:00 -0400,,,,,,,,,4.245,103.736,1.465,,,,,,,,,,,,,,,102.271,,6.07
12/20/2023,05:45:00 -0400,,,,,,,,,4.245,104.048,1.759,,,,,,,,,,,,,,,102.289,,6.07
12/20/2023,05:50:00 -0400,0.2,1,,,,5.29,93.146,4.276,4.247,103.97,1.669,,,,,,,,,201,0,0,,,,102.301,,6.07
12/20/2023,05:55:00 -0400,,,,,,,,,4.245,103.97,1.661,,,,,,,,,,,,,,,102.309,,6.07
12/20/2023,06:00:00 -0400,,,,,,,,,4.245,104.472,2.176,,,,,,,,,,,,,,,102.296,,6.07
12/20/2023,06:05:00 -0400,,,,,,,,,4.245,104.074,1.767,,,,,,,,,,,,,,,102.307,,6.07
12/20/2023,06:10:00 -0400,,,,,,,,,4.245,104.086,1.777,,,,,,,,,,,,,,,102.309,,5.97
12/20/2023,06:15:00 -0400,,,,,,,,,4.245,104.109,1.819,,,,,,,,,,,,,,,102.29,,6.07
12/20/2023,06:20:00 -0400,0,1,,,,4.818,93.614,3.879,4.244,104.035,1.723,,,,,,,,,201,0,0,,,,102.312,,6.07
12/20/2023,06:25:00 -0400,,,,,,,,,4.214,104.044,1.717,,,,,,,,,,,,,,,102.327,,6.07
12/20/2023,06:30:00 -0400,,,,,,,,,4.227,104.182,1.861,,,,,,,,,,,,,,,102.321,,6.07
12/20/2023,06:35:00 -0400,,,,,,,,,4.233,104.516,2.189,,,,,,,,,,,,,,,102.327,,6.07
12/20/2023,06:40:00 -0400,,,,,,,,,4.235,104.256,1.923,,,,,,,,,,,,,,,102.333,,6.07
12/20/2023,06:45:00 -0400,,,,,,,,,4.238,104.212,1.915,,,,,,,,,,,,,,,102.297,,6.07
12/20/2023,06:50:00 -0400,0,1,,,,4.518,93.216,3.52,4.238,104.277,2.007,,,,,,,,,201,0,0,,,,102.27,,6.07
12/20/2023,06:55:00 -0400,,,,,,,,,4.239,104.43,2.128,,,,,,,,,,,,,,,102.302,,6.18
12/20/2023,07:00:00 -0400,,,,,,,,,4.241,104.538,2.236,,,,,,,,,,,,,,,102.302,,6.18
12/20/2023,07:05:00 -0400,,,,,,,,,4.241,104.205,1.929,,,,,,,,,,,,,,,102.276,,6.18
12/20/2023,07:10:00 -0400,,,,,,,,,4.241,104.388,2.099,,,,,,,,,,,,,,,102.289,,6.28
12/20/2023,07:15:00 -0400,,,,,,,,,4.241,104.548,2.244,,,,,,,,,,,,,,,102.304,,6.28
12/20/2023,07:20:00 -0400,0,1,,,,4.196,92.181,3.043,4.241,104.362,2.065,,,,,,,,,201,0,0,,,,102.297,,6.28
12/20/2023,07:25:00 -0400,,,,,,,,,4.241,104.404,2.122,,,,,,,,,,,,,,,102.282,,6.18
12/20/2023,07:30:00 -0400,,,,,,,,,4.242,104.919,2.647,,,,,,,,,,,,,,,102.272,,6.18
12/20/2023,07:35:00 -0400,,,,,,,,,4.241,104.559,2.248,,,,,,,,,,,,,,,102.311,,6.07
12/20/2023,07:40:00 -0400,,,,,,,,,4.241,104.719,2.356,,,,,,,,,,,,,,,102.363,,6.07
12/20/2023,07:45:00 -0400,,,,,,,,,4.241,104.927,2.53,,,,,,,,,,,,,,,102.397,,6.07
12/20/2023,07:50:00 -0400,0,1,,,,4.089,90.669,2.703,4.242,104.976,2.584,,,,,,,,,201,0,0,,,,102.392,,6.18
12/20/2023,07:55:00 -0400,,,,,,,,,4.241,105.101,2.703,,,,,,,,,,,,,,,102.398,,6.18
12/20/2023,08:00:00 -0400,,,,,,,,,4.242,105.162,2.762,,,,,,,,,,,,,,,102.4,,6.18
12/20/2023,08:05:00 -0400,,,,,,,,,4.247,105.249,2.851,,,,,,,,,,,,,,,102.398,,6.18
12/20/2023,08:10:00 -0400,,,,,,,,,4.256,104.898,2.502,,,,,,,,,,,,,,,102.396,,6.18
12/20/2023,08:15:00 -0400,,,,,,,,,4.271,104.879,2.481,,,,,,,,,,,,,,,102.398,,6.07
12/20/2023,08:20:00 -0400,0,11,,,,3.724,89.955,2.231,4.289,105.195,2.779,,,,,,,,,201,0,0,,,,102.416,,6.07
12/20/2023,08:25:00 -0400,,,,,,,,,4.302,105.477,3.057,,,,,,,,,,,,,,,102.42,,6.07
12/20/2023,08:30:00 -0400,,,,,,,,,4.299,105.048,2.618,,,,,,,,,,,,,,,102.43,,6.07
12/20/2023,08:35:00 -0400,,,,,,,,,4.295,105.139,2.703,,,,,,,,,,,,,,,102.436,,6.07
12/20/2023,08:40:00 -0400,,,,,,,,,4.308,105.243,2.8,,,,,,,,,,,,,,,102.443,,6.07
12/20/2023,08:45:00 -0400,,,,,,,,,4.295,105.009,2.576,,,,,,,,,,,,,,,102.433,,6.07
12/20/2023,08:50:00 -0400,0,18,,,,3.703,91.283,2.416,4.307,105.083,2.659,,,,,,,,,201,0,0,,,,102.424,,6.07
12/20/2023,08:55:00 -0400,,,,,,,,,4.295,105.2,2.732,,,,,,,,,,,,,,,102.468,,6.07
12/20/2023,09:00:00 -0400,,,,,,,,,4.313,105.065,2.587,,,,,,,,,,,,,,,102.478,,6.07
12/20/2023,09:05:00 -0400,,,,,,,,,4.299,105.151,2.679,,,,,,,,,,,,,,,102.472,,5.97
12/20/2023,09:10:00 -0400,,,,,,,,,4.302,105.19,2.685,,,,,,,,,,,,,,,102.505,,5.97
12/20/2023,09:15:00 -0400,,,,,,,,,4.305,105.198,2.714,,,,,,,,,,,,,,,102.484,,5.97
12/20/2023,09:20:00 -0400,0,43,,,,3.81,91.353,2.533,4.295,105.272,2.81,,,,,,,,,201,0,0,,,,102.462,,5.97
12/20/2023,09:25:00 -0400,,,,,,,,,4.316,104.986,2.521,,,,,,,,,,,,,,,102.465,,5.97
12/20/2023,09:30:00 -0400,,,,,,,,,4.314,104.995,2.509,,,,,,,,,,,,,,,102.486,,5.97
12/20/2023,09:35:00 -0400,,,,,,,,,4.304,105.457,2.976,,,,,,,,,,,,,,,102.481,,5.87
12/20/2023,09:40:00 -0400,,,,,,,,,4.296,104.958,2.457,,,,,,,,,,,,,,,102.501,,5.77
12/20/2023,09:45:00 -0400,,,,,,,,,4.314,105.127,2.654,,,,,,,,,,,,,,,102.473,,5.77
12/20/2023,09:50:00 -0400,0,57,,,,3.831,88.966,2.182,4.299,104.892,2.428,,,,,,,,,201,0,0,,,,102.464,,5.67
12/20/2023,09:55:00 -0400,,,,,,,,,4.292,105.176,2.696,,,,,,,,,,,,,,,102.48,,5.56
12/20/2023,10:00:00 -0400,,,,,,,,,4.305,105.129,2.666,,,,,,,,,,,,,,,102.463,,5.56
12/20/2023,10:05:00 -0400,,,,,,,,,4.296,105.163,2.708,,,,,,,,,,,,,,,102.455,,5.56
12/20/2023,10:10:00 -0400,,,,,,,,,4.307,105.322,2.843,,,,,,,,,,,,,,,102.479,,5.46
12/20/2023,10:15:00 -0400,,,,,,,,,4.305,105.08,2.594,,,,,,,,,,,,,,,102.486,,5.46
12/20/2023,10:20:00 -0400,0,53,,,,3.724,87.172,1.791,4.296,105.032,2.574,,,,,,,,,201,0,0,,,,102.458,,5.46
12/20/2023,10:25:00 -0400,,,,,,,,,4.31,104.898,2.441,,,,,,,,,,,,,,,102.457,,5.46
12/20/2023,10:30:00 -0400,,,,,,,,,4.304,104.928,2.471,,,,,,,,,,,,,,,102.457,,5.46
12/20/2023,10:35:00 -0400,,,,,,,,,4.296,105.24,2.792,,,,,,,,,,,,,,,102.448,,5.46
12/20/2023,10:40:00 -0400,,,,,,,,,4.311,104.872,2.476,,,,,,,,,,,,,,,102.396,,5.46
12/20/2023,10:45:00 -0400,,,,,,,,,4.305,105.019,2.645,,,,,,,,,,,,,,,102.374,,5.46
12/20/2023,10:50:00 -0400,0,72,,,,3.467,87.428,1.579,4.298,105.166,2.796,,,,,,,,,201,0,0,,,,102.37,,5.46
12/20/2023,10:55:00 -0400,,,,,,,,,4.307,104.872,2.508,,,,,,,,,,,,,,,102.364,,5.46
12/20/2023,11:00:00 -0400,,,,,,,,,4.311,105.435,3.063,,,,,,,,,,,,,,,102.372,,5.46
12/20/2023,11:05:00 -0400,,,,,,,,,4.302,105.33,2.968,,,,,,,,,,,,,,,102.362,,5.36
12/20/2023,11:10:00 -0400,,,,,,,,,4.296,105.365,2.973,,,,,,,,,,,,,,,102.392,,5.46
12/20/2023,11:15:00 -0400,,,,,,,,,4.307,105.347,2.966,,,,,,,,,,,,,,,102.381,,5.36
12/20/2023,11:20:00 -0400,0,54,,,,3.209,87.118,1.276,4.305,105.338,2.947,,,,,,,,,201,0,0,,,,102.391,,5.36
12/20/2023,11:25:00 -0400,,,,,,,,,4.298,105.771,3.368,,,,,,,,,,,,,,,102.403,,5.36
12/20/2023,11:30:00 -0400,,,,,,,,,4.293,105.589,3.189,,,,,,,,,,,,,,,102.4,,5.36
12/20/2023,11:35:00 -0400,,,,,,,,,4.305,105.637,3.244,,,,,,,,,,,,,,,102.393,,5.36
12/20/2023,11:40:00 -0400,,,,,,,,,4.298,105.425,3.057,,,,,,,,,,,,,,,102.368,,5.36
12/20/2023,11:45:00 -0400,,,,,,,,,4.293,105.65,3.286,,,,,,,,,,,,,,,102.364,,5.36
12/20/2023,11:50:00 -0400,0,39,,,,3.145,86.761,1.155,4.302,105.386,3.056,,,,,,,,,201,0,0,,,,102.33,,5.36
12/20/2023,11:55:00 -0400,,,,,,,,,4.295,105.706,3.364,,,,,,,,,,,,,,,102.342,,5.36
12/20/2023,12:00:00 -0400,,,,,,,,,4.308,105.594,3.252,,,,,,,,,,,,,,,102.342,,5.36
12/20/2023,12:05:00 -0400,,,,,,,,,4.311,105.542,3.204,,,,,,,,,,,,,,,102.338,,5.36
12/20/2023,12:10:00 -0400,,,,,,,,,4.302,105.853,3.518,,,,,,,,,,,,,,,102.335,,5.36
12/20/2023,12:15:00 -0400,,,,,,,,,4.296,105.602,3.295,,,,,,,,,,,,,,,102.307,,5.36
12/20/2023,12:20:00 -0400,0,42,,,,2.845,87.379,0.958,4.292,105.823,3.546,,,,,,,,,201,0,0,,,,102.277,,5.36
12/20/2023,12:25:00 -0400,,,,,,,,,4.31,105.615,3.362,,,,,,,,,,,,,,,102.253,,5.36
12/20/2023,12:30:00 -0400,,,,,,,,,4.302,105.624,3.399,,,,,,,,,,,,,,,102.225,,5.36
12/20/2023,12:35:00 -0400,,,,,,,,,4.296,105.698,3.545,,,,,,,,,,,,,,,102.153,,5.36
12/20/2023,12:40:00 -0400,,,,,,,,,4.298,105.494,3.342,,,,,,,,,,,,,,,102.152,,5.36
12/20/2023,12:45:00 -0400,,,,,,,,,4.314,105.884,3.713,,,,,,,,,,,,,,,102.171,,5.36
12/20/2023,12:50:00 -0400,0,38,,,,2.78,88.162,1.018,4.305,105.393,3.177,,,,,,,,,201,0,0,,,,102.216,,5.25
12/20/2023,12:55:00 -0400,,,,,,,,,4.298,106.152,3.977,,,,,,,,,,,,,,,102.175,,5.36
12/20/2023,13:00:00 -0400,,,,,,,,,4.293,105.787,3.599,,,,,,,,,,,,,,,102.188,,5.25
12/20/2023,13:05:00 -0400,,,,,,,,,4.326,105.718,3.548,,,,,,,,,,,,,,,102.17,,5.25
12/20/2023,13:10:00 -0400,,,,,,,,,4.307,105.874,3.7,,,,,,,,,,,,,,,102.174,,5.25
12/20/2023,13:15:00 -0400,,,,,,,,,4.301,105.753,3.619,,,,,,,,,,,,,,,102.134,,5.25
12/20/2023,13:20:00 -0400,0,38,,,,2.802,88.254,1.054,4.296,105.857,3.723,,,,,,,,,201,0,0,,,,102.134,,5.25
12/20/2023,13:25:00 -0400,,,,,,,,,4.304,105.825,3.689,,,,,,,,,,,,,,,102.136,,5.15
12/20/2023,13:30:00 -0400,,,,,,,,,4.304,106.037,3.877,,,,,,,,,,,,,,,102.16,,5.15
12/20/2023,13:35:00 -0400,,,,,,,,,4.296,105.92,3.766,,,,,,,,,,,,,,,102.154,,5.15
12/20/2023,13:40:00 -0400,,,,,,,,,4.298,105.955,3.792,,,,,,,,,,,,,,,102.163,,5.15
12/20/2023,13:45:00 -0400,,,,,,,,,4.307,105.868,3.699,,,,,,,,,,,,,,,102.169,,5.15
12/20/2023,13:50:00 -0400,0,26,,,,2.866,88.952,1.227,4.299,106.037,3.89,,,,,,,,,201,0,0,,,,102.147,,5.15
12/20/2023,13:55:00 -0400,,,,,,,,,4.293,106.093,3.935,,,,,,,,,,,,,,,102.158,,5.15
12/20/2023,14:00:00 -0400,,,,,,,,,4.314,106.059,3.913,,,,,,,,,,,,,,,102.146,,5.15
12/20/2023,14:05:00 -0400,,,,,,,,,4.302,105.717,3.579,,,,,,,,,,,,,,,102.138,,5.15
12/20/2023,14:10:00 -0400,,,,,,,,,4.296,106.128,3.996,,,,,,,,,,,,,,,102.132,,5.15
12/20/2023,14:15:00 -0400,,,,,,,,,4.311,105.829,3.695,,,,,,,,,,,,,,,102.134,,5.15
12/20/2023,14:20:00 -0400,0,24,,,,3.081,90.756,1.719,4.302,106.206,4.055,,,,,,,,,201,0,0,,,,102.151,,5.15
12/20/2023,14:25:00 -0400,,,,,,,,,4.295,106.015,3.85,,,,,,,,,,,,,,,102.165,,5.15
12/20/2023,14:30:00 -0400,,,,,,,,,4.296,105.786,3.617,,,,,,,,,,,,,,,102.169,,5.15
12/20/2023,14:35:00 -0400,,,,,,,,,4.304,106.089,3.902,,,,,,,,,,,,,,,102.187,,5.15
12/20/2023,14:40:00 -0400,,,,,,,,,4.296,105.743,3.545,,,,,,,,,,,,,,,102.198,,5.15
12/20/2023,14:45:00 -0400,,,,,,,,,4.292,105.834,3.632,,,,,,,,,,,,,,,102.202,,5.15
12/20/2023,14:50:00 -0400,0,26,,,,3.188,91.621,1.957,4.308,105.821,3.616,,,,,,,,,201,0,0,,,,102.205,,5.15
12/20/2023,14:55:00 -0400,,,,,,,,,4.299,105.717,3.513,,,,,,,,,,,,,,,102.204,,5.15
12/20/2023,15:00:00 -0400,,,,,,,,,4.293,105.89,3.683,,,,,,,,,,,,,,,102.207,,5.15
12/20/2023,15:05:00 -0400,,,,,,,,,4.299,105.574,3.341,,,,,,,,,,,,,,,102.233,,5.15
12/20/2023,15:10:00 -0400,,,,,,,,,4.304,105.682,3.435,,,,,,,,,,,,,,,102.247,,5.15
12/20/2023,15:15:00 -0400,,,,,,,,,4.296,105.777,3.532,,,,,,,,,,,,,,,102.245,,5.15
12/20/2023,15:20:00 -0400,0,17,,,,3.081,91.649,1.855,4.293,105.505,3.264,,,,,,,,,201,0,0,,,,102.241,,5.15
12/20/2023,15:25:00 -0400,,,,,,,,,4.308,105.509,3.286,,,,,,,,,,,,,,,102.223,,5.15
12/20/2023,15:30:00 -0400,,,,,,,,,4.298,105.634,3.435,,,,,,,,,,,,,,,102.199,,5.15
12/20/2023,15:35:00 -0400,,,,,,,,,4.293,105.288,3.081,,,,,,,,,,,,,,,102.207,,5.15
12/20/2023,15:40:00 -0400,,,,,,,,,4.305,105.266,3.067,,,,,,,,,,,,,,,102.199,,5.15
12/20/2023,15:45:00 -0400,,,,,,,,,4.295,105.331,3.151,,,,,,,,,,,,,,,102.18,,5.15
12/20/2023,15:50:00 -0400,0,6,,,,2.931,92.07,1.771,4.293,105.357,3.172,,,,,,,,,201,0,0,,,,102.185,,5.15
12/20/2023,15:55:00 -0400,,,,,,,,,4.298,105.18,2.959,,,,,,,,,,,,,,,102.221,,5.15
12/20/2023,16:00:00 -0400,,,,,,,,,4.292,105.318,3.11,,,,,,,,,,,,,,,102.208,,5.15
12/20/2023,16:05:00 -0400,,,,,,,,,4.299,105.093,2.894,,,,,,,,,,,,,,,102.199,,5.15
12/20/2023,16:10:00 -0400,,,,,,,,,4.293,104.933,2.745,,,,,,,,,,,,,,,102.188,,5.15
12/20/2023,16:15:00 -0400,,,,,,,,,4.293,105.08,2.911,,,,,,,,,,,,,,,102.169,,5.15
12/20/2023,16:20:00 -0400,0,1,,,,2.78,92.296,1.656,4.29,105.011,2.817,,,,,,,,,201,0,0,,,,102.194,,5.15
12/20/2023,16:25:00 -0400,,,,,,,,,4.286,104.989,2.78,,,,,,,,,,,,,,,102.209,,5.15
12/20/2023,16:30:00 -0400,,,,,,,,,4.283,104.777,2.547,,,,,,,,,,,,,,,102.23,,5.15
12/20/2023,16:35:00 -0400,,,,,,,,,4.281,104.66,2.456,,,,,,,,,,,,,,,102.204,,5.15
12/20/2023,16:40:00 -0400,,,,,,,,,4.28,104.756,2.553,,,,,,,,,,,,,,,102.203,,5.15
12/20/2023,16:45:00 -0400,,,,,,,,,4.278,104.639,2.457,,,,,,,,,,,,,,,102.182,,5.15
12/20/2023,16:50:00 -0400,0,1,,,,2.609,91.87,1.421,4.277,104.773,2.607,,,,,,,,,201,0,0,,,,102.166,,5.15
12/20/2023,16:55:00 -0400,,,,,,,,,4.275,104.828,2.651,,,,,,,,,,,,,,,102.177,,5.05
12/20/2023,17:00:00 -0400,,,,,,,,,4.274,104.577,2.405,,,,,,,,,,,,,,,102.172,,5.05
12/20/2023,17:05:00 -0400,,,,,,,,,4.272,104.608,2.44,,,,,,,,,,,,,,,102.168,,5.15
12/20/2023,17:10:00 -0400,,,,,,,,,4.271,104.63,2.44,,,,,,,,,,,,,,,102.19,,5.15
12/20/2023,17:15:00 -0400,,,,,,,,,4.271,104.569,2.405,,,,,,,,,,,,,,,102.164,,5.15
12/20/2023,17:20:00 -0400,0,1,,,,2.566,90.985,1.244,4.269,104.643,2.47,,,,,,,,,201,0,0,,,,102.173,,5.15
12/20/2023,17:25:00 -0400,,,,,,,,,4.269,104.56,2.416,,,,,,,,,,,,,,,102.144,,5.05
12/20/2023,17:30:00 -0400,,,,,,,,,4.268,104.443,2.277,,,,,,,,,,,,,,,102.166,,5.05
12/20/2023,17:35:00 -0400,,,,,,,,,4.266,104.466,2.313,,,,,,,,,,,,,,,102.153,,5.15
12/20/2023,17:40:00 -0400,,,,,,,,,4.266,104.292,2.135,,,,,,,,,,,,,,,102.157,,5.15
12/20/2023,17:45:00 -0400,,,,,,,,,4.265,104.344,2.203,,,,,,,,,,,,,,,102.141,,5.15
12/20/2023,17:50:00 -0400,0,1,,,,2.437,89.085,0.824,4.265,104.525,2.378,,,,,,,,,201,0,0,,,,102.147,,5.05
12/20/2023,17:55:00 -0400,,,,,,,,,4.265,104.6,2.481,,,,,,,,,,,,,,,102.119,,5.15
12/20/2023,18:00:00 -0400,,,,,,,,,4.263,104.486,2.376,,,,,,,,,,,,,,,102.11,,5.05
12/20/2023,18:05:00 -0400,,,,,,,,,4.263,104.443,2.315,,,,,,,,,,,,,,,102.128,,5.05
12/20/2023,18:10:00 -0400,,,,,,,,,4.262,104.305,2.193,,,,,,,,,,,,,,,102.112,,5.15
12/20/2023,18:15:00 -0400,,,,,,,,,4.26,104.336,2.193,,,,,,,,,,,,,,,102.143,,5.15
12/20/2023,18:20:00 -0400,0,1,,,,2.266,87.341,0.381,4.26,104.339,2.208,,,,,,,,,201,0,0,,,,102.131,,5.05
12/20/2023,18:25:00 -0400,,,,,,,,,4.232,104.388,2.248,,,,,,,,,,,,,,,102.14,,5.15
12/20/2023,18:30:00 -0400,,,,,,,,,4.242,104.401,2.25,,,,,,,,,,,,,,,102.151,,5.15
12/20/2023,18:35:00 -0400,,,,,,,,,4.247,104.482,2.324,,,,,,,,,,,,,,,102.158,,5.05
12/20/2023,18:40:00 -0400,,,,,,,,,4.248,104.539,2.371,,,,,,,,,,,,,,,102.168,,5.15
12/20/2023,18:45:00 -0400,,,,,,,,,4.25,104.444,2.288,,,,,,,,,,,,,,,102.156,,5.15
12/20/2023,18:50:00 -0400,0,1,,,,2.158,85.94,0.052,4.25,104.539,2.38,,,,,,,,,201,0,0,,,,102.159,,5.15
12/20/2023,18:55:00 -0400,,,,,,,,,4.251,104.582,2.413,,,,,,,,,,,,,,,102.169,,5.15
12/20/2023,19:00:00 -0400,,,,,,,,,4.251,104.613,2.447,,,,,,,,,,,,,,,102.166,,5.15
12/20/2023,19:05:00 -0400,,,,,,,,,4.251,104.795,2.623,,,,,,,,,,,,,,,102.172,,5.15
12/20/2023,19:10:00 -0400,,,,,,,,,4.251,104.698,2.535,,,,,,,,,,,,,,,102.163,,5.05
12/20/2023,19:15:00 -0400,,,,,,,,,4.251,105.001,2.837,,,,,,,,,,,,,,,102.164,,5.05
12/20/2023,19:20:00 -0400,0,1,,,,2.051,84.157,-0.342,4.251,105.072,2.904,,,,,,,,,201,0,0,,,,102.168,,5.15
12/20/2023,19:25:00 -0400,,,,,,,,,4.251,105.059,2.875,,,,,,,,,,,,,,,102.184,,5.15
12/20/2023,19:30:00 -0400,,,,,,,,,4.251,104.923,2.75,,,,,,,,,,,,,,,102.173,,5.05
12/20/2023,19:35:00 -0400,,,,,,,,,4.251,105.21,3.051,,,,,,,,,,,,,,,102.159,,5.15
