Date,Time,"Rain (S-RGB 21114831:21035308-1),mm,North Rustico Wharf","Solar Radiation (S-LIB 21114831:21105865-1),W/m²,North Rustico Wharf","Avg Wind speed (S-WCF 21114831:21113174-1),Km/h,North Rustico Wharf","Wind gust speed (S-WCF 21114831:21113174-2),Km/h,North Rustico Wharf","Wind Direction (S-WCF 21114831:21113174-3),°,North Rustico Wharf","Temperature (S-THC 21114831:21648581-1),°C,North Rustico Wharf","RH (S-THC 21114831:21648581-2),%,North Rustico Wharf","Dew Point (S-THC 21114831:21648581-3),°C,North Rustico Wharf","Battery (RX3000 BATTERY 21114831:21114831-B),V,North Rustico Wharf","Water Pressure (M-WP01 21114831:21411214-1),kPa,North Rustico Wharf","Diff Pressure (M-DP01 21114831:21411214-2),kPa,North Rustico Wharf","Water Flow (M-WF-VNW 21114831:21411214-5),l/s,North Rustico Wharf","Gust Speed (S-WCF 21114831:21135217-2),m/s,North Rustico Wharf","Water Level (M-WL01 21114831:21411214-4),meters,North Rustico Wharf","Wind Speed (S-WCF 21114831:21135217-1),m/s,North Rustico Wharf","Gust Speed (S-WCF 21114831:21113174-2),m/s,North Rustico Wharf","Wind Speed (S-WCF 21114831:21113174-1),m/s,North Rustico Wharf","Temperature (S-TMB 21114831:21038284-1),°C,North Rustico Wharf","Water Level (M-WL01 21114831:21411214-4),meters,North Rustico Wharf,Water Level Below Top of Wharf","Wind Direction (S-WCF 21114831:21135217-3),°,North Rustico Wharf","Wind Gust Speed (S-WCF 21114831:21135217-2),km/h,North Rustico Wharf","Average Wind Speed (S-WCF 21114831:21135217-1),Km/h,North Rustico Wharf","Wind gust speed (S-WCF 21114831:21113174-2),Km/h,North Rustico Wharf","Avg Wind speed (S-WCF 21114831:21113174-1),Km/h,North Rustico Wharf","Accumulated Rain (C-ACC-RAIN 21114831:21035308-2),mm,North Rustico Wharf,North Rustico","Barometric Pressure (M-BP 21114831:21548413-1),kPa,North Rustico Wharf","Water Level (M-WL01 21114831:21411214-4),meters,North Rustico Wharf,Water Level CGVD28","Water Temperature (M-WT 21114831:21411214-3),°C,North Rustico Wharf"
12/01/2023,00:00:00 -0400,,,,,,,,,4.247,107.015,5.074,,,,,,,,,,,,,,,101.941,,4.01
12/01/2023,00:05:00 -0400,,,,,,,,,4.248,106.954,5.013,,,,,,,,,,,,,,,101.941,,4.01
12/01/2023,00:10:00 -0400,,,,,,,,,4.247,106.742,4.811,,,,,,,,,,,,,,,101.931,,4.01
12/01/2023,00:15:00 -0400,,,,,,,,,4.247,106.586,4.662,,,,,,,,,,,,,,,101.924,,4.01
12/01/2023,00:20:00 -0400,0,1,,,,2.802,82.408,0.106,4.247,106.554,4.627,,,,,,,,,199,31,17,,,,101.927,,3.8
12/01/2023,00:25:00 -0400,,,,,,,,,4.218,106.274,4.346,,,,,,,,,,,,,,,101.928,,3.59
12/01/2023,00:30:00 -0400,,,,,,,,,4.23,106.225,4.306,,,,,,,,,,,,,,,101.919,,3.48
12/01/2023,00:35:00 -0400,,,,,,,,,4.235,106.087,4.169,,,,,,,,,,,,,,,101.918,,3.48
12/01/2023,00:40:00 -0400,,,,,,,,,4.238,105.891,3.978,,,,,,,,,,,,,,,101.913,,3.38
12/01/2023,00:45:00 -0400,,,,,,,,,4.238,105.772,3.864,,,,,,,,,,,,,,,101.908,,3.59
12/01/2023,00:50:00 -0400,0,1,,,,2.931,82.237,0.203,4.239,105.625,3.717,,,,,,,,,199,31,17,,,,101.908,,3.59
12/01/2023,00:55:00 -0400,,,,,,,,,4.241,105.557,3.657,,,,,,,,,,,,,,,101.9,,3.69
12/01/2023,01:00:00 -0400,,,,,,,,,4.242,105.314,3.41,,,,,,,,,,,,,,,101.904,,3.69
12/01/2023,01:05:00 -0400,,,,,,,,,4.242,105.245,3.334,,,,,,,,,,,,,,,101.911,,3.69
12/01/2023,01:10:00 -0400,,,,,,,,,4.242,105.115,3.205,,,,,,,,,,,,,,,101.91,,3.69
12/01/2023,01:15:00 -0400,,,,,,,,,4.242,105.063,3.154,,,,,,,,,,,,,,,101.909,,3.69
12/01/2023,01:20:00 -0400,0,1,,,,3.081,81.386,0.206,4.242,104.773,2.868,,,,,,,,,199,31,17,,,,101.905,,3.69
12/01/2023,01:25:00 -0400,,,,,,,,,4.244,104.846,2.946,,,,,,,,,,,,,,,101.9,,3.59
12/01/2023,01:30:00 -0400,,,,,,,,,4.244,104.689,2.79,,,,,,,,,,,,,,,101.899,,3.48
12/01/2023,01:35:00 -0400,,,,,,,,,4.244,104.512,2.609,,,,,,,,,,,,,,,101.903,,3.16
12/01/2023,01:40:00 -0400,,,,,,,,,4.244,104.415,2.519,,,,,,,,,,,,,,,101.896,,2.95
12/01/2023,01:45:00 -0400,,,,,,,,,4.244,104.427,2.524,,,,,,,,,,,,,,,101.903,,2.85
12/01/2023,01:50:00 -0400,0,1,,,,3.016,82.449,0.323,4.244,104.223,2.315,,,,,,,,,199,31,17,,,,101.908,,2.85
12/01/2023,01:55:00 -0400,,,,,,,,,4.244,104.099,2.202,,,,,,,,,,,,,,,101.897,,2.95
12/01/2023,02:00:00 -0400,,,,,,,,,4.244,104.043,2.138,,,,,,,,,,,,,,,101.905,,2.95
12/01/2023,02:05:00 -0400,,,,,,,,,4.244,103.976,2.068,,,,,,,,,,,,,,,101.908,,3.16
12/01/2023,02:10:00 -0400,,,,,,,,,4.244,103.834,1.925,,,,,,,,,,,,,,,101.909,,3.27
12/01/2023,02:15:00 -0400,,,,,,,,,4.244,103.795,1.886,,,,,,,,,,,,,,,101.909,,3.69
12/01/2023,02:20:00 -0400,0,1,,,,3.252,82.065,0.489,4.245,103.629,1.731,,,,,,,,,199,31,17,,,,101.898,,3.9
12/01/2023,02:25:00 -0400,,,,,,,,,4.244,103.52,1.623,,,,,,,,,,,,,,,101.897,,3.8
12/01/2023,02:30:00 -0400,,,,,,,,,4.245,103.533,1.633,,,,,,,,,,,,,,,101.9,,3.48
12/01/2023,02:35:00 -0400,,,,,,,,,4.244,103.485,1.59,,,,,,,,,,,,,,,101.895,,3.38
12/01/2023,02:40:00 -0400,,,,,,,,,4.244,103.374,1.474,,,,,,,,,,,,,,,101.9,,3.16
12/01/2023,02:45:00 -0400,,,,,,,,,4.244,103.197,1.305,,,,,,,,,,,,,,,101.892,,3.16
12/01/2023,02:50:00 -0400,0,1,,,,3.317,83.258,0.752,4.244,103.136,1.239,,,,,,,,,199,31,17,,,,101.897,,3.16
12/01/2023,02:55:00 -0400,,,,,,,,,4.245,103.155,1.265,,,,,,,,,,,,,,,101.89,,3.27
12/01/2023,03:00:00 -0400,,,,,,,,,4.244,102.958,1.075,,,,,,,,,,,,,,,101.883,,3.48
12/01/2023,03:05:00 -0400,,,,,,,,,4.244,102.934,1.057,,,,,,,,,,,,,,,101.877,,3.69
12/01/2023,03:10:00 -0400,,,,,,,,,4.245,102.757,0.872,,,,,,,,,,,,,,,101.885,,3.69
12/01/2023,03:15:00 -0400,,,,,,,,,4.245,102.628,0.748,,,,,,,,,,,,,,,101.88,,3.8
12/01/2023,03:20:00 -0400,0,1,,,,3.531,82.553,0.844,4.244,102.72,0.857,,,,,,,,,199,31,17,,,,101.863,,3.9
12/01/2023,03:25:00 -0400,,,,,,,,,4.245,102.336,0.473,,,,,,,,,,,,,,,101.863,,4.01
12/01/2023,03:30:00 -0400,,,,,,,,,4.245,102.543,0.674,,,,,,,,,,,,,,,101.869,,3.9
12/01/2023,03:35:00 -0400,,,,,,,,,4.245,102.471,0.609,,,,,,,,,,,,,,,101.862,,4.11
12/01/2023,03:40:00 -0400,,,,,,,,,4.244,102.237,0.378,,,,,,,,,,,,,,,101.859,,4.01
12/01/2023,03:45:00 -0400,,,,,,,,,4.245,102.418,0.564,,,,,,,,,,,,,,,101.854,,4.01
12/01/2023,03:50:00 -0400,0,1,,,,3.66,83.502,1.129,4.244,102.297,0.447,,,,,,,,,199,31,17,,,,101.85,,4.01
12/01/2023,03:55:00 -0400,,,,,,,,,4.245,102.289,0.435,,,,,,,,,,,,,,,101.854,,4.01
12/01/2023,04:00:00 -0400,,,,,,,,,4.244,102.309,0.456,,,,,,,,,,,,,,,101.853,,3.9
12/01/2023,04:05:00 -0400,,,,,,,,,4.245,102.14,0.295,,,,,,,,,,,,,,,101.845,,3.9
12/01/2023,04:10:00 -0400,,,,,,,,,4.245,101.985,0.138,,,,,,,,,,,,,,,101.847,,3.9
12/01/2023,04:15:00 -0400,,,,,,,,,4.245,102.036,0.184,,,,,,,,,,,,,,,101.852,,3.9
12/01/2023,04:20:00 -0400,0,1,,,,3.789,83.244,1.212,4.245,101.797,-0.061,,,,,,,,,199,31,17,,,,101.858,,3.8
12/01/2023,04:25:00 -0400,,,,,,,,,4.245,101.944,0.088,,,,,,,,,,,,,,,101.856,,3.8
12/01/2023,04:30:00 -0400,,,,,,,,,4.244,101.88,0.015,,,,,,,,,,,,,,,101.865,,3.8
12/01/2023,04:35:00 -0400,,,,,,,,,4.244,101.728,-0.115,,,,,,,,,,,,,,,101.843,,3.8
12/01/2023,04:40:00 -0400,,,,,,,,,4.244,101.862,0.014,,,,,,,,,,,,,,,101.848,,3.8
12/01/2023,04:45:00 -0400,,,,,,,,,4.244,101.745,-0.095,,,,,,,,,,,,,,,101.84,,3.8
12/01/2023,04:50:00 -0400,0,1,,,,3.982,83.218,1.397,4.244,101.559,-0.272,,,,,,,,,199,31,17,,,,101.831,,3.8
12/01/2023,04:55:00 -0400,,,,,,,,,4.244,101.529,-0.287,,,,,,,,,,,,,,,101.816,,3.8
12/01/2023,05:00:00 -0400,,,,,,,,,4.244,101.524,-0.291,,,,,,,,,,,,,,,101.815,,3.69
12/01/2023,05:05:00 -0400,,,,,,,,,4.244,101.489,-0.317,,,,,,,,,,,,,,,101.806,,3.69
12/01/2023,05:10:00 -0400,,,,,,,,,4.244,101.514,-0.285,,,,,,,,,,,,,,,101.799,,3.59
12/01/2023,05:15:00 -0400,,,,,,,,,4.244,101.566,-0.241,,,,,,,,,,,,,,,101.807,,3.59
12/01/2023,05:20:00 -0400,0,1,,,,4.046,83.116,1.443,4.245,101.505,-0.305,,,,,,,,,199,31,17,,,,101.81,,3.59
12/01/2023,05:25:00 -0400,,,,,,,,,4.244,101.492,-0.317,,,,,,,,,,,,,,,101.809,,3.59
12/01/2023,05:30:00 -0400,,,,,,,,,4.244,101.513,-0.292,,,,,,,,,,,,,,,101.805,,3.48
12/01/2023,05:35:00 -0400,,,,,,,,,4.245,101.479,-0.328,,,,,,,,,,,,,,,101.807,,3.59
12/01/2023,05:40:00 -0400,,,,,,,,,4.244,101.469,-0.342,,,,,,,,,,,,,,,101.811,,3.48
12/01/2023,05:45:00 -0400,,,,,,,,,4.244,101.504,-0.305,,,,,,,,,,,,,,,101.809,,3.48
12/01/2023,05:50:00 -0400,0,1,,,,3.874,84.321,1.475,4.244,101.5,-0.313,,,,,,,,,199,31,17,,,,101.813,,3.48
12/01/2023,05:55:00 -0400,,,,,,,,,4.244,101.469,-0.346,,,,,,,,,,,,,,,101.815,,3.48
12/01/2023,06:00:00 -0400,,,,,,,,,4.244,101.495,-0.319,,,,,,,,,,,,,,,101.814,,3.48
12/01/2023,06:05:00 -0400,,,,,,,,,4.244,101.482,-0.337,,,,,,,,,,,,,,,101.819,,3.48
12/01/2023,06:10:00 -0400,,,,,,,,,4.245,101.469,-0.364,,,,,,,,,,,,,,,101.833,,3.48
12/01/2023,06:15:00 -0400,,,,,,,,,4.245,101.469,-0.343,,,,,,,,,,,,,,,101.812,,3.48
12/01/2023,06:20:00 -0400,0,1,,,,4.239,84.26,1.823,4.244,101.474,-0.342,,,,,,,,,199,31,17,,,,101.816,,3.48
12/01/2023,06:25:00 -0400,,,,,,,,,4.218,101.458,-0.353,,,,,,,,,,,,,,,101.811,,3.59
12/01/2023,06:30:00 -0400,,,,,,,,,4.229,101.44,-0.359,,,,,,,,,,,,,,,101.799,,3.59
12/01/2023,06:35:00 -0400,,,,,,,,,4.233,101.428,-0.369,,,,,,,,,,,,,,,101.797,,3.69
12/01/2023,06:40:00 -0400,,,,,,,,,4.235,101.385,-0.422,,,,,,,,,,,,,,,101.807,,3.69
12/01/2023,06:45:00 -0400,,,,,,,,,4.236,101.372,-0.438,,,,,,,,,,,,,,,101.81,,3.69
12/01/2023,06:50:00 -0400,0,1,,,,4.432,84.262,2.013,4.238,101.377,-0.433,,,,,,,,,199,31,17,,,,101.81,,3.69
12/01/2023,06:55:00 -0400,,,,,,,,,4.239,101.385,-0.428,,,,,,,,,,,,,,,101.813,,3.69
12/01/2023,07:00:00 -0400,,,,,,,,,4.241,101.369,-0.444,,,,,,,,,,,,,,,101.813,,3.8
12/01/2023,07:05:00 -0400,,,,,,,,,4.241,101.378,-0.429,,,,,,,,,,,,,,,101.807,,3.8
12/01/2023,07:10:00 -0400,,,,,,,,,4.241,101.356,-0.459,,,,,,,,,,,,,,,101.815,,3.8
12/01/2023,07:15:00 -0400,,,,,,,,,4.241,101.36,-0.459,,,,,,,,,,,,,,,101.819,,3.8
12/01/2023,07:20:00 -0400,0,1,,,,4.539,84.842,2.214,4.242,101.347,-0.463,,,,,,,,,199,31,17,,,,101.81,,3.8
12/01/2023,07:25:00 -0400,,,,,,,,,4.242,101.412,-0.395,,,,,,,,,,,,,,,101.807,,3.8
12/01/2023,07:30:00 -0400,,,,,,,,,4.245,101.481,-0.321,,,,,,,,,,,,,,,101.802,,3.8
12/01/2023,07:35:00 -0400,,,,,,,,,4.248,101.47,-0.337,,,,,,,,,,,,,,,101.807,,3.9
12/01/2023,07:40:00 -0400,,,,,,,,,4.253,101.491,-0.32,,,,,,,,,,,,,,,101.811,,3.9
12/01/2023,07:45:00 -0400,,,,,,,,,4.257,101.457,-0.342,,,,,,,,,,,,,,,101.799,,3.9
12/01/2023,07:50:00 -0400,0,6,,,,4.668,85.464,2.443,4.268,101.483,-0.323,,,,,,,,,199,31,17,,,,101.806,,3.9
12/01/2023,07:55:00 -0400,,,,,,,,,4.296,101.505,-0.308,,,,,,,,,,,,,,,101.813,,4.01
12/01/2023,08:00:00 -0400,,,,,,,,,4.298,101.51,-0.298,,,,,,,,,,,,,,,101.808,,4.01
12/01/2023,08:05:00 -0400,,,,,,,,,4.305,101.505,-0.303,,,,,,,,,,,,,,,101.808,,4.01
12/01/2023,08:10:00 -0400,,,,,,,,,4.293,101.641,-0.171,,,,,,,,,,,,,,,101.812,,4.11
12/01/2023,08:15:00 -0400,,,,,,,,,4.305,101.502,-0.316,,,,,,,,,,,,,,,101.818,,4.11
12/01/2023,08:20:00 -0400,0,9,,,,4.818,85.873,2.658,4.293,101.515,-0.308,,,,,,,,,199,31,17,,,,101.823,,4.11
12/01/2023,08:25:00 -0400,,,,,,,,,4.304,101.685,-0.13,,,,,,,,,,,,,,,101.815,,4.22
12/01/2023,08:30:00 -0400,,,,,,,,,4.295,101.525,-0.282,,,,,,,,,,,,,,,101.807,,4.22
12/01/2023,08:35:00 -0400,,,,,,,,,4.314,101.746,-0.055,,,,,,,,,,,,,,,101.801,,4.22
12/01/2023,08:40:00 -0400,,,,,,,,,4.302,101.906,0.09,,,,,,,,,,,,,,,101.816,,4.22
12/01/2023,08:45:00 -0400,,,,,,,,,4.295,101.875,0.055,,,,,,,,,,,,,,,101.82,,4.22
12/01/2023,08:50:00 -0400,0,58,,,,5.075,86.192,2.964,4.322,101.95,0.127,,,,,,,,,199,31,17,,,,101.823,,4.32
12/01/2023,08:55:00 -0400,,,,,,,,,4.308,102.01,0.193,,,,,,,,,,,,,,,101.817,,4.22
12/01/2023,09:00:00 -0400,,,,,,,,,4.302,101.992,0.172,,,,,,,,,,,,,,,101.82,,4.22
12/01/2023,09:05:00 -0400,,,,,,,,,4.295,102.287,0.459,,,,,,,,,,,,,,,101.828,,4.22
12/01/2023,09:10:00 -0400,,,,,,,,,4.329,102.223,0.391,,,,,,,,,,,,,,,101.832,,4.32
12/01/2023,09:15:00 -0400,,,,,,,,,4.317,102.275,0.444,,,,,,,,,,,,,,,101.831,,4.32
12/01/2023,09:20:00 -0400,0,136,,,,6.298,82.943,3.621,4.307,102.328,0.502,,,,,,,,,199,31,17,,,,101.826,,4.43
12/01/2023,09:25:00 -0400,,,,,,,,,4.301,102.367,0.538,,,,,,,,,,,,,,,101.829,,4.43
12/01/2023,09:30:00 -0400,,,,,,,,,4.295,102.586,0.753,,,,,,,,,,,,,,,101.833,,4.32
12/01/2023,09:35:00 -0400,,,,,,,,,4.331,102.726,0.911,,,,,,,,,,,,,,,101.815,,4.43
12/01/2023,09:40:00 -0400,,,,,,,,,4.317,102.456,0.649,,,,,,,,,,,,,,,101.807,,4.32
12/01/2023,09:45:00 -0400,,,,,,,,,4.31,102.807,0.972,,,,,,,,,,,,,,,101.835,,4.32
12/01/2023,09:50:00 -0400,0,328,,,,7.499,79.419,4.177,4.302,102.774,0.967,,,,,,,,,199,31,17,,,,101.807,,4.43
12/01/2023,09:55:00 -0400,,,,,,,,,4.295,102.715,0.906,,,,,,,,,,,,,,,101.809,,4.63
12/01/2023,10:00:00 -0400,,,,,,,,,4.319,102.868,1.064,,,,,,,,,,,,,,,101.804,,4.74
12/01/2023,10:05:00 -0400,,,,,,,,,4.322,102.94,1.136,,,,,,,,,,,,,,,101.804,,4.63
12/01/2023,10:10:00 -0400,,,,,,,,,4.313,103.068,1.261,,,,,,,,,,,,,,,101.807,,4.84
12/01/2023,10:15:00 -0400,,,,,,,,,4.305,103.047,1.23,,,,,,,,,,,,,,,101.817,,4.84
12/01/2023,10:20:00 -0400,0,209,,,,7.049,81.804,4.159,4.298,103.047,1.23,,,,,,,,,199,31,17,,,,101.817,,4.84
12/01/2023,10:25:00 -0400,,,,,,,,,4.293,103.185,1.383,,,,,,,,,,,,,,,101.802,,4.84
12/01/2023,10:30:00 -0400,,,,,,,,,4.328,103.25,1.437,,,,,,,,,,,,,,,101.813,,4.84
12/01/2023,10:35:00 -0400,,,,,,,,,4.316,103.228,1.432,,,,,,,,,,,,,,,101.796,,4.84
12/01/2023,10:40:00 -0400,,,,,,,,,4.307,103.277,1.478,,,,,,,,,,,,,,,101.799,,4.94
12/01/2023,10:45:00 -0400,,,,,,,,,4.301,103.358,1.559,,,,,,,,,,,,,,,101.799,,4.84
12/01/2023,10:50:00 -0400,0,111,,,,7.199,81.749,4.296,4.295,103.42,1.634,,,,,,,,,199,31,17,,,,101.786,,4.94
12/01/2023,10:55:00 -0400,,,,,,,,,4.317,103.408,1.625,,,,,,,,,,,,,,,101.783,,5.05
12/01/2023,11:00:00 -0400,,,,,,,,,4.323,103.499,1.715,,,,,,,,,,,,,,,101.784,,5.05
12/01/2023,11:05:00 -0400,,,,,,,,,4.311,103.477,1.687,,,,,,,,,,,,,,,101.79,,5.05
12/01/2023,11:10:00 -0400,,,,,,,,,4.305,103.59,1.802,,,,,,,,,,,,,,,101.788,,5.05
12/01/2023,11:15:00 -0400,,,,,,,,,4.299,103.69,1.901,,,,,,,,,,,,,,,101.789,,5.05
12/01/2023,11:20:00 -0400,0,144,,,,7.778,80.389,4.622,4.293,103.664,1.86,,,,,,,,,199,31,17,,,,101.804,,5.05
12/01/2023,11:25:00 -0400,,,,,,,,,4.331,103.608,1.813,,,,,,,,,,,,,,,101.795,,5.15
12/01/2023,11:30:00 -0400,,,,,,,,,4.319,103.734,1.934,,,,,,,,,,,,,,,101.8,,5.15
12/01/2023,11:35:00 -0400,,,,,,,,,4.308,103.812,2.017,,,,,,,,,,,,,,,101.795,,5.15
12/01/2023,11:40:00 -0400,,,,,,,,,4.302,103.907,2.112,,,,,,,,,,,,,,,101.795,,5.15
12/01/2023,11:45:00 -0400,,,,,,,,,4.296,103.864,2.084,,,,,,,,,,,,,,,101.78,,5.15
12/01/2023,11:50:00 -0400,0,218,,,,8.357,79.561,5.038,4.328,103.894,2.117,,,,,,,,,199,31,17,,,,101.777,,5.15
12/01/2023,11:55:00 -0400,,,,,,,,,4.323,104.024,2.253,,,,,,,,,,,,,,,101.771,,5.15
12/01/2023,12:00:00 -0400,,,,,,,,,4.313,104.098,2.334,,,,,,,,,,,,,,,101.764,,5.15
12/01/2023,12:05:00 -0400,,,,,,,,,4.305,104.112,2.352,,,,,,,,,,,,,,,101.76,,5.25
12/01/2023,12:10:00 -0400,,,,,,,,,4.299,104.064,2.312,,,,,,,,,,,,,,,101.752,,5.25
12/01/2023,12:15:00 -0400,,,,,,,,,4.295,104.087,2.33,,,,,,,,,,,,,,,101.757,,5.36
12/01/2023,12:20:00 -0400,0,339,,,,9.687,74.679,5.419,4.331,104.174,2.418,,,,,,,,,199,31,17,,,,101.756,,5.36
12/01/2023,12:25:00 -0400,,,,,,,,,4.326,104.25,2.491,,,,,,,,,,,,,,,101.759,,5.25
12/01/2023,12:30:00 -0400,,,,,,,,,4.328,104.328,2.577,,,,,,,,,,,,,,,101.751,,5.25
12/01/2023,12:35:00 -0400,,,,,,,,,4.317,104.276,2.55,,,,,,,,,,,,,,,101.726,,5.25
12/01/2023,12:40:00 -0400,,,,,,,,,4.308,104.246,2.505,,,,,,,,,,,,,,,101.741,,5.25
12/01/2023,12:45:00 -0400,,,,,,,,,4.302,104.423,2.668,,,,,,,,,,,,,,,101.755,,5.25
12/01/2023,12:50:00 -0400,0,221,,,,9.901,73.37,5.372,4.298,104.506,2.763,,,,,,,,,199,31,17,,,,101.743,,5.25
12/01/2023,12:55:00 -0400,,,,,,,,,4.293,104.562,2.803,,,,,,,,,,,,,,,101.759,,5.25
12/01/2023,13:00:00 -0400,,,,,,,,,4.332,104.589,2.828,,,,,,,,,,,,,,,101.761,,5.36
12/01/2023,13:05:00 -0400,,,,,,,,,4.317,104.585,2.827,,,,,,,,,,,,,,,101.758,,5.36
12/01/2023,13:10:00 -0400,,,,,,,,,4.308,104.684,2.921,,,,,,,,,,,,,,,101.763,,5.36
12/01/2023,13:15:00 -0400,,,,,,,,,4.302,104.746,2.98,,,,,,,,,,,,,,,101.766,,5.46
12/01/2023,13:20:00 -0400,0,231,,,,10.051,73.423,5.527,4.296,104.906,3.138,,,,,,,,,199,31,17,,,,101.768,,5.46
12/01/2023,13:25:00 -0400,,,,,,,,,4.292,104.825,3.053,,,,,,,,,,,,,,,101.772,,5.56
12/01/2023,13:30:00 -0400,,,,,,,,,4.329,104.851,3.093,,,,,,,,,,,,,,,101.758,,5.56
12/01/2023,13:35:00 -0400,,,,,,,,,4.316,104.96,3.203,,,,,,,,,,,,,,,101.757,,5.56
12/01/2023,13:40:00 -0400,,,,,,,,,4.307,105.029,3.261,,,,,,,,,,,,,,,101.768,,5.56
12/01/2023,13:45:00 -0400,,,,,,,,,4.301,105.137,3.376,,,,,,,,,,,,,,,101.761,,5.56
12/01/2023,13:50:00 -0400,0,91,,,,9.451,75.535,5.355,4.296,105.107,3.349,,,,,,,,,199,31,17,,,,101.758,,5.56
12/01/2023,13:55:00 -0400,,,,,,,,,4.293,105.263,3.502,,,,,,,,,,,,,,,101.761,,5.56
12/01/2023,14:00:00 -0400,,,,,,,,,4.323,105.329,3.568,,,,,,,,,,,,,,,101.761,,5.67
12/01/2023,14:05:00 -0400,,,,,,,,,4.311,105.42,3.659,,,,,,,,,,,,,,,101.761,,5.67
12/01/2023,14:10:00 -0400,,,,,,,,,4.304,105.528,3.765,,,,,,,,,,,,,,,101.763,,5.67
12/01/2023,14:15:00 -0400,,,,,,,,,4.299,105.563,3.802,,,,,,,,,,,,,,,101.761,,5.67
12/01/2023,14:20:00 -0400,0,58,,,,9.408,76.017,5.405,4.295,105.671,3.898,,,,,,,,,199,31,17,,,,101.773,,5.67
12/01/2023,14:25:00 -0400,,,,,,,,,4.304,105.741,3.958,,,,,,,,,,,,,,,101.783,,5.77
12/01/2023,14:30:00 -0400,,,,,,,,,4.305,105.91,4.134,,,,,,,,,,,,,,,101.776,,5.77
12/01/2023,14:35:00 -0400,,,,,,,,,4.298,105.897,4.12,,,,,,,,,,,,,,,101.777,,5.77
12/01/2023,14:40:00 -0400,,,,,,,,,4.292,106.075,4.297,,,,,,,,,,,,,,,101.778,,5.77
12/01/2023,14:45:00 -0400,,,,,,,,,4.314,105.997,4.219,,,,,,,,,,,,,,,101.778,,5.77
12/01/2023,14:50:00 -0400,0,53,,,,9.022,77.636,5.334,4.305,106.231,4.454,,,,,,,,,199,31,17,,,,101.777,,5.77
12/01/2023,14:55:00 -0400,,,,,,,,,4.298,106.504,4.699,,,,,,,,,,,,,,,101.805,,5.77
12/01/2023,15:00:00 -0400,,,,,,,,,4.293,106.465,4.666,,,,,,,,,,,,,,,101.799,,5.77
12/01/2023,15:05:00 -0400,,,,,,,,,4.326,106.569,4.767,,,,,,,,,,,,,,,101.802,,5.77
12/01/2023,15:10:00 -0400,,,,,,,,,4.308,106.564,4.756,,,,,,,,,,,,,,,101.808,,5.77
12/01/2023,15:15:00 -0400,,,,,,,,,4.301,106.703,4.882,,,,,,,,,,,,,,,101.821,,5.77
12/01/2023,15:20:00 -0400,0,24,,,,8.764,78.369,5.218,4.296,106.863,5.045,,,,,,,,,199,31,17,,,,101.818,,5.77
12/01/2023,15:25:00 -0400,,,,,,,,,4.292,107.058,5.234,,,,,,,,,,,,,,,101.824,,5.77
12/01/2023,15:30:00 -0400,,,,,,,,,4.305,107.075,5.23,,,,,,,,,,,,,,,101.845,,5.77
12/01/2023,15:35:00 -0400,,,,,,,,,4.298,107.11,5.267,,,,,,,,,,,,,,,101.843,,5.77
12/01/2023,15:40:00 -0400,,,,,,,,,4.302,107.227,5.381,,,,,,,,,,,,,,,101.846,,5.77
12/01/2023,15:45:00 -0400,,,,,,,,,4.302,107.422,5.563,,,,,,,,,,,,,,,101.859,,5.77
12/01/2023,15:50:00 -0400,0,9,,,,8.571,79.284,5.197,4.295,107.492,5.632,,,,,,,,,199,31,17,,,,101.86,,5.87
12/01/2023,15:55:00 -0400,,,,,,,,,4.298,107.625,5.77,,,,,,,,,,,,,,,101.855,,5.77
12/01/2023,16:00:00 -0400,,,,,,,,,4.298,107.726,5.865,,,,,,,,,,,,,,,101.861,,5.87
12/01/2023,16:05:00 -0400,,,,,,,,,4.293,107.743,5.88,,,,,,,,,,,,,,,101.863,,5.87
12/01/2023,16:10:00 -0400,,,,,,,,,4.299,107.847,5.994,,,,,,,,,,,,,,,101.853,,5.87
12/01/2023,16:15:00 -0400,,,,,,,,,4.293,108.055,6.19,,,,,,,,,,,,,,,101.865,,5.87
12/01/2023,16:20:00 -0400,0,2,,,,8.4,80.073,5.172,4.299,108.168,6.297,,,,,,,,,199,31,17,,,,101.871,,5.87
12/01/2023,16:25:00 -0400,,,,,,,,,4.298,108.233,6.357,,,,,,,,,,,,,,,101.876,,5.87
12/01/2023,16:30:00 -0400,,,,,,,,,4.293,108.302,6.417,,,,,,,,,,,,,,,101.885,,5.87
12/01/2023,16:35:00 -0400,,,,,,,,,4.289,108.484,6.596,,,,,,,,,,,,,,,101.888,,5.87
12/01/2023,16:40:00 -0400,,,,,,,,,4.286,108.744,6.844,,,,,,,,,,,,,,,101.9,,5.87
12/01/2023,16:45:00 -0400,,,,,,,,,4.283,109.03,7.122,,,,,,,,,,,,,,,101.908,,5.87
12/01/2023,16:50:00 -0400,0,1,,,,8.164,81.822,5.253,4.281,108.913,7.002,,,,,,,,,199,31,17,,,,101.911,,5.87
12/01/2023,16:55:00 -0400,,,,,,,,,4.28,108.93,7.019,,,,,,,,,,,,,,,101.911,,5.87
12/01/2023,17:00:00 -0400,,,,,,,,,4.278,108.982,7.063,,,,,,,,,,,,,,,101.919,,5.87
12/01/2023,17:05:00 -0400,,,,,,,,,4.277,109.277,7.35,,,,,,,,,,,,,,,101.927,,5.87
