Date,Time,"Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour"
2/1/2024,00:28:00 -0400,,,0,206,1,,,,,,-4.29,14,17
2/1/2024,00:30:00 -0400,,,0,215,1,,,,,,-4.29,13,18
2/1/2024,00:31:00 -0400,4.157,,,,,,,,,,,,
2/1/2024,00:32:00 -0400,,,0,206,1,,,,,,-4.29,14,19
2/1/2024,00:34:00 -0400,,,0,208,1,,,,,,-4.29,13,20
2/1/2024,00:36:00 -0400,4.161,,0,206,1,,,,,,-4.29,11,18
2/1/2024,00:38:00 -0400,,,0,205,1,,,,,,-4.29,11,17
2/1/2024,00:40:00 -0400,,,0,205,1,,,,,,-4.29,11,16
2/1/2024,00:41:00 -0400,4.142,,,,,,,,,,,,
2/1/2024,00:42:00 -0400,,,0,211,1,,,,,,-4.29,11,14
2/1/2024,00:44:00 -0400,,,0,204,1,,,,,,-4.26,11,17
2/1/2024,00:46:00 -0400,4.154,,0,202,1,,,,,,-4.23,12,20
2/1/2024,00:48:00 -0400,,,0,201,1,,,,,,-4.23,13,18
2/1/2024,00:50:00 -0400,,,0,201,1,,,,,,-4.23,13,19
2/1/2024,00:51:00 -0400,4.16,,,,,,,,,,,,
2/1/2024,00:52:00 -0400,,,0,205,1,,,,,,-4.2,13,20
2/1/2024,00:54:00 -0400,,,0,205,1,,,,,,-4.2,11,14
2/1/2024,00:56:00 -0400,4.137,,0,211,1,,,,,,-4.23,10,14
2/1/2024,00:58:00 -0400,,,0,206,1,,,,,,-4.2,13,22
2/1/2024,01:00:00 -0400,,,0,208,1,,,,,,-4.2,10,16
2/1/2024,01:01:00 -0400,4.152,,,,,,,,,,,,
2/1/2024,01:02:00 -0400,,,0,204,1,,,,,,-4.2,11,16
2/1/2024,01:04:00 -0400,,,0,209,1,,,,,,-4.17,12,18
2/1/2024,01:06:00 -0400,4.158,,0,205,1,,,,,,-4.17,11,19
2/1/2024,01:08:00 -0400,,,0,206,1,,,,,,-4.14,11,16
2/1/2024,01:10:00 -0400,,,0,202,1,,,,,,-4.14,12,17
2/1/2024,01:11:00 -0400,4.127,,,,,,,,,,,,
2/1/2024,01:12:00 -0400,,,0,208,1,,,,,,-4.14,12,17
2/1/2024,01:14:00 -0400,,,0,204,1,,,,,,-4.08,14,22
2/1/2024,01:16:00 -0400,4.152,,0,206,1,,,,,,-4.05,13,23
2/1/2024,01:18:00 -0400,,,0,208,1,,,,,,-4.05,12,17
2/1/2024,01:20:00 -0400,,,0,209,1,,,,,,-4.05,11,16
2/1/2024,01:21:00 -0400,4.158,,,,,,,,,,,,
2/1/2024,01:22:00 -0400,,,0,208,1,,,,,,-3.99,12,19
2/1/2024,01:24:00 -0400,,,0,205,1,,,,,,-3.99,11,19
2/1/2024,01:26:00 -0400,4.13,,0,209,1,,,,,,-3.99,11,17
2/1/2024,01:28:00 -0400,,,0,216,1,,,,,,-3.96,10,13
2/1/2024,01:30:00 -0400,,,0,208,1,,,,,,-3.96,10,14
2/1/2024,01:31:00 -0400,4.151,,,,,,,,,,,,
2/1/2024,01:32:00 -0400,,,0,212,1,,,,,,-3.96,11,17
2/1/2024,01:34:00 -0400,,,0,208,1,,,,,,-3.96,13,18
2/1/2024,01:36:00 -0400,4.157,,0,211,1,,,,,,-3.96,11,16
2/1/2024,01:38:00 -0400,,,0,209,1,,,,,,-3.93,13,20
2/1/2024,01:40:00 -0400,,,0,211,1,,,,,,-3.96,12,18
2/1/2024,01:41:00 -0400,4.136,,,,,,,,,,,,
2/1/2024,01:42:00 -0400,,,0,209,1,,,,,,-3.93,12,22
2/1/2024,01:44:00 -0400,,,0,209,1,,,,,,-3.93,10,14
2/1/2024,01:46:00 -0400,4.152,,0,209,1,,,,,,-3.93,11,16
2/1/2024,01:48:00 -0400,,,0,205,1,,,,,,-3.93,11,14
2/1/2024,01:50:00 -0400,,,0,209,1,,,,,,-3.96,10,13
2/1/2024,01:51:00 -0400,4.155,,,,,,,,,,,,
2/1/2024,01:52:00 -0400,,,0,208,1,,,,,,-3.93,11,16
2/1/2024,01:54:00 -0400,,,0,199,1,,,,,,-3.93,12,17
2/1/2024,01:56:00 -0400,4.123,,0,205,1,,,,,,-3.93,11,17
2/1/2024,01:58:00 -0400,,,0,205,1,,,,,,-3.93,12,18
2/1/2024,02:00:00 -0400,,,0,208,1,,,,,,-3.93,12,18
2/1/2024,02:01:00 -0400,4.149,,,,,,,,,,,,
2/1/2024,02:02:00 -0400,,,0,198,1,,,,,,-3.93,11,14
2/1/2024,02:04:00 -0400,,,0,194,1,,,,,,-3.93,10,13
2/1/2024,02:06:00 -0400,4.155,,0,208,1,,,,,,-3.93,10,17
2/1/2024,02:08:00 -0400,,,0,206,1,,,,,,-3.87,12,20
2/1/2024,02:10:00 -0400,,,0,198,1,,,,,,-3.87,11,14
2/1/2024,02:11:00 -0400,4.128,,,,,,,,,,,,
2/1/2024,02:12:00 -0400,,,0,201,1,,,,,,-3.9,8,12
2/1/2024,02:14:00 -0400,,,0,204,1,,,,,,-3.9,10,13
2/1/2024,02:16:00 -0400,4.149,,0,199,1,,,,,,-3.87,10,16
2/1/2024,02:18:00 -0400,,,0,195,1,,,,,,-3.87,10,13
2/1/2024,02:20:00 -0400,,,0,194,1,,,,,,-3.9,10,13
2/1/2024,02:21:00 -0400,4.154,,,,,,,,,,,,
2/1/2024,02:22:00 -0400,,,0,201,1,,,,,,-3.87,11,14
2/1/2024,02:24:00 -0400,,,0,192,1,,,,,,-3.9,10,14
2/1/2024,02:26:00 -0400,4.134,,0,194,1,,,,,,-3.93,8,12
2/1/2024,02:28:00 -0400,,,0,188,1,,,,,,-3.93,8,12
2/1/2024,02:30:00 -0400,,,0,190,1,,,,,,-3.93,10,14
2/1/2024,02:31:00 -0400,4.148,,,,,,,,,,,,
2/1/2024,02:32:00 -0400,,,0,191,1,,,,,,-3.9,10,13
2/1/2024,02:34:00 -0400,,,0,198,1,,,,,,-3.87,10,14
2/1/2024,02:36:00 -0400,4.154,,0,192,1,,,,,,-3.84,11,17
2/1/2024,02:38:00 -0400,,,0,198,1,,,,,,-3.84,10,13
2/1/2024,02:40:00 -0400,,,0,194,1,,,,,,-3.84,10,13
2/1/2024,02:41:00 -0400,4.134,,,,,,,,,,,,
2/1/2024,02:42:00 -0400,,,0,190,1,,,,,,-3.81,10,13
2/1/2024,02:44:00 -0400,,,0,190,1,,,,,,-3.81,7,11
2/1/2024,02:46:00 -0400,4.148,,0,188,1,,,,,,-3.81,8,13
2/1/2024,02:48:00 -0400,,,0,192,1,,,,,,-3.78,10,14
2/1/2024,02:50:00 -0400,,,0,190,1,,,,,,-3.75,10,14
2/1/2024,02:51:00 -0400,4.152,,,,,,,,,,,,
2/1/2024,02:52:00 -0400,,,0,202,1,,,,,,-3.72,11,16
2/1/2024,02:54:00 -0400,,,0,185,1,,,,,,-3.75,10,14
2/1/2024,02:56:00 -0400,4.122,,0,188,1,,,,,,-3.72,11,16
2/1/2024,02:58:00 -0400,,,0,192,1,,,,,,-3.72,8,13
2/1/2024,03:00:00 -0400,,,0,190,1,,,,,,-3.69,8,12
2/1/2024,03:01:00 -0400,4.146,,,,,,,,,,,,
2/1/2024,03:02:00 -0400,,,0,191,1,,,,,,-3.69,10,16
2/1/2024,03:04:00 -0400,,,0,194,1,,,,,,-3.66,10,14
2/1/2024,03:06:00 -0400,4.151,,0,202,1,,,,,,-3.63,10,13
2/1/2024,03:08:00 -0400,,,0,199,1,,,,,,-3.63,11,14
2/1/2024,03:10:00 -0400,,,0,199,1,,,,,,-3.6,8,13
2/1/2024,03:11:00 -0400,4.13,,,,,,,,,,,,
2/1/2024,03:12:00 -0400,,,0,199,1,,,,,,-3.57,10,13
2/1/2024,03:14:00 -0400,,,0,208,1,,,,,,-3.54,10,13
2/1/2024,03:16:00 -0400,4.145,,0,202,1,,,,,,-3.48,11,16
2/1/2024,03:18:00 -0400,,,0,205,1,,,,,,-3.45,10,13
2/1/2024,03:20:00 -0400,,,0,204,1,,,,,,-3.42,10,13
2/1/2024,03:21:00 -0400,4.149,,,,,,,,,,,,
2/1/2024,03:22:00 -0400,,,0,202,1,,,,,,-3.42,10,13
2/1/2024,03:24:00 -0400,,,0,206,1,,,,,,-3.42,10,14
2/1/2024,03:26:00 -0400,4.122,,0,205,1,,,,,,-3.39,10,14
2/1/2024,03:28:00 -0400,,,0,204,1,,,,,,-3.36,10,13
2/1/2024,03:30:00 -0400,,,0,205,1,,,,,,-3.36,7,13
2/1/2024,03:31:00 -0400,4.145,,,,,,,,,,,,
2/1/2024,03:32:00 -0400,,,0,209,1,,,,,,-3.33,8,12
2/1/2024,03:34:00 -0400,,,0,205,1,,,,,,-3.33,8,12
2/1/2024,03:36:00 -0400,4.151,,0,205,1,,,,,,-3.3,8,11
2/1/2024,03:38:00 -0400,,,0,202,1,,,,,,-3.27,8,13
2/1/2024,03:40:00 -0400,,,0,206,1,,,,,,-3.24,7,11
2/1/2024,03:41:00 -0400,4.123,,,,,,,,,,,,
2/1/2024,03:42:00 -0400,,,0,205,1,,,,,,-3.21,8,12
2/1/2024,03:44:00 -0400,,,0,209,1,,,,,,-3.18,10,13
2/1/2024,03:46:00 -0400,4.145,,0,205,1,,,,,,-3.18,10,17
2/1/2024,03:48:00 -0400,,,0,199,1,,,,,,-3.15,8,13
2/1/2024,03:50:00 -0400,,,0,205,1,,,,,,-3.15,8,13
2/1/2024,03:51:00 -0400,4.149,,,,,,,,,,,,
2/1/2024,03:52:00 -0400,,,0,204,1,,,,,,-3.15,10,14
2/1/2024,03:54:00 -0400,,,0,201,1,,,,,,-3.12,10,14
2/1/2024,03:56:00 -0400,4.13,,0,195,1,,,,,,-3.12,10,13
2/1/2024,03:58:00 -0400,,,0,202,1,,,,,,-3.09,8,13
2/1/2024,04:00:00 -0400,,,0,192,1,,,,,,-3.12,10,14
2/1/2024,04:01:00 -0400,4.145,,,,,,,,,,,,
2/1/2024,04:02:00 -0400,,,0,188,1,,,,,,-3.15,8,13
2/1/2024,04:04:00 -0400,,,0,187,1,,,,,,-3.15,8,12
2/1/2024,04:06:00 -0400,4.149,,0,191,1,,,,,,-3.15,8,13
2/1/2024,04:08:00 -0400,,,0,188,1,,,,,,-3.15,8,13
2/1/2024,04:10:00 -0400,,,0,190,1,,,,,,-3.12,10,14
2/1/2024,04:11:00 -0400,4.117,,,,,,,,,,,,
2/1/2024,04:12:00 -0400,,,0,187,1,,,,,,-3.09,8,16
2/1/2024,04:14:00 -0400,,,0,194,1,,,,,,-3.06,8,13
2/1/2024,04:16:00 -0400,4.143,,0,191,1,,,,,,-3.04,7,13
2/1/2024,04:18:00 -0400,,,0,194,1,,,,,,-3.01,8,14
2/1/2024,04:20:00 -0400,,,0,194,1,,,,,,-2.98,10,13
2/1/2024,04:21:00 -0400,4.149,,,,,,,,,,,,
2/1/2024,04:22:00 -0400,,,0,195,1,,,,,,-2.95,10,14
2/1/2024,04:24:00 -0400,,,0,191,1,,,,,,-2.92,8,12
2/1/2024,04:26:00 -0400,4.122,,0,201,1,,,,,,-2.92,8,12
2/1/2024,04:28:00 -0400,,,0,204,1,,,,,,-2.86,8,13
2/1/2024,04:30:00 -0400,,,0,198,1,,,,,,-2.86,8,13
2/1/2024,04:31:00 -0400,4.143,,,,,,,,,,,,
2/1/2024,04:32:00 -0400,,,0,204,1,,,,,,-2.83,8,12
2/1/2024,04:34:00 -0400,,,0,204,1,,,,,,-2.8,6,10
2/1/2024,04:36:00 -0400,4.149,,0,204,1,,,,,,-2.8,8,14
2/1/2024,04:38:00 -0400,,,0,204,1,,,,,,-2.77,10,14
2/1/2024,04:40:00 -0400,,,0,197,1,,,,,,-2.74,8,13
2/1/2024,04:41:00 -0400,4.122,,,,,,,,,,,,
2/1/2024,04:42:00 -0400,,,0,192,1,,,,,,-2.74,7,12
2/1/2024,04:44:00 -0400,,,0,183,1,,,,,,-2.74,8,11
2/1/2024,04:46:00 -0400,4.143,,0,187,1,,,,,,-2.74,7,11
2/1/2024,04:48:00 -0400,,,0,188,1,,,,,,-2.74,8,14
2/1/2024,04:50:00 -0400,,,0,177,1,,,,,,-2.77,5,7
2/1/2024,04:51:00 -0400,4.148,,,,,,,,,,,,
2/1/2024,04:52:00 -0400,,,0,191,1,,,,,,-2.77,6,11
2/1/2024,04:54:00 -0400,,,0,177,1,,,,,,-2.8,5,7
2/1/2024,04:56:00 -0400,4.128,,0,181,1,,,,,,-2.8,5,7
2/1/2024,04:58:00 -0400,,,0,185,1,,,,,,-2.77,6,8
2/1/2024,05:00:00 -0400,,,0,178,1,,,,,,-2.8,5,7
2/1/2024,05:01:00 -0400,4.142,,,,,,,,,,,,
2/1/2024,05:02:00 -0400,,,0,170,1,,,,,,-2.8,6,10
2/1/2024,05:04:00 -0400,,,0,174,1,,,,,,-2.8,6,10
2/1/2024,05:06:00 -0400,4.148,,0,174,1,,,,,,-2.74,6,8
2/1/2024,05:08:00 -0400,,,0,191,1,,,,,,-2.74,5,7
2/1/2024,05:10:00 -0400,,,0,173,1,,,,,,-2.74,5,8
2/1/2024,05:11:00 -0400,4.12,,,,,,,,,,,,
2/1/2024,05:12:00 -0400,,,0,174,1,,,,,,-2.74,5,7
2/1/2024,05:14:00 -0400,,,0,168,1,,,,,,-2.74,6,8
2/1/2024,05:16:00 -0400,4.142,,0,170,1,,,,,,-2.74,6,10
2/1/2024,05:18:00 -0400,,,0,171,1,,,,,,-2.74,6,10
2/1/2024,05:20:00 -0400,,,0,170,1,,,,,,-2.71,7,13
2/1/2024,05:21:00 -0400,4.148,,,,,,,,,,,,
2/1/2024,05:22:00 -0400,,,0,178,1,,,,,,-2.71,7,12
2/1/2024,05:24:00 -0400,,,0,174,1,,,,,,-2.68,6,10
2/1/2024,05:26:00 -0400,4.128,,0,185,1,,,,,,-2.68,5,7
2/1/2024,05:28:00 -0400,,,0,185,1,,,,,,-2.68,6,10
2/1/2024,05:30:00 -0400,,,0,183,1,,,,,,-2.68,7,11
2/1/2024,05:31:00 -0400,4.14,,,,,,,,,,,,
2/1/2024,05:32:00 -0400,,,0,187,1,,,,,,-2.62,7,12
2/1/2024,05:34:00 -0400,,,0,192,1,,,,,,-2.62,7,10
2/1/2024,05:36:00 -0400,4.148,,0,201,1,,,,,,-2.62,7,10
2/1/2024,05:38:00 -0400,,,0,191,1,,,,,,-2.62,8,12
2/1/2024,05:40:00 -0400,,,0,194,1,,,,,,-2.62,7,10
2/1/2024,05:41:00 -0400,4.122,,,,,,,,,,,,
2/1/2024,05:42:00 -0400,,,0,185,1,,,,,,-2.62,7,10
2/1/2024,05:44:00 -0400,,,0,192,1,,,,,,-2.62,7,8
2/1/2024,05:46:00 -0400,4.142,,0,192,1,,,,,,-2.6,6,11
2/1/2024,05:48:00 -0400,,,0,194,1,,,,,,-2.6,6,8
2/1/2024,05:50:00 -0400,,,0,198,1,,,,,,-2.57,7,8
2/1/2024,05:51:00 -0400,4.148,,,,,,,,,,,,
2/1/2024,05:52:00 -0400,,,0,198,1,,,,,,-2.57,6,11
2/1/2024,05:54:00 -0400,,,0,205,1,,,,,,-2.57,7,11
2/1/2024,05:56:00 -0400,4.122,,0,197,1,,,,,,-2.57,6,8
2/1/2024,05:58:00 -0400,,,0,190,1,,,,,,-2.57,6,10
2/1/2024,06:00:00 -0400,,,0,188,1,,,,,,-2.57,6,10
2/1/2024,06:01:00 -0400,4.14,,,,,,,,,,,,
2/1/2024,06:02:00 -0400,,,0,190,1,,,,,,-2.57,7,8
2/1/2024,06:04:00 -0400,,,0,191,1,,,,,,-2.57,8,12
2/1/2024,06:06:00 -0400,4.146,,0,188,1,,,,,,-2.54,8,11
2/1/2024,06:08:00 -0400,,,0,199,1,,,,,,-2.54,7,10
2/1/2024,06:10:00 -0400,,,0,198,1,,,,,,-2.51,7,11
2/1/2024,06:11:00 -0400,4.128,,,,,,,,,,,,
2/1/2024,06:12:00 -0400,,,0,202,1,,,,,,-2.51,7,12
2/1/2024,06:14:00 -0400,,,0,194,1,,,,,,-2.51,7,11
2/1/2024,06:16:00 -0400,4.142,,0,192,1,,,,,,-2.51,7,11
2/1/2024,06:18:00 -0400,,,0,188,1,,,,,,-2.51,7,8
2/1/2024,06:20:00 -0400,,,0,192,1,,,,,,-2.51,8,12
2/1/2024,06:21:00 -0400,4.146,,,,,,,,,,,,
2/1/2024,06:22:00 -0400,,,0,185,1,,,,,,-2.48,8,13
2/1/2024,06:24:00 -0400,,,0,187,1,,,,,,-2.51,6,8
2/1/2024,06:26:00 -0400,4.128,,0,201,1,,,,,,-2.51,7,11
2/1/2024,06:28:00 -0400,,,0,195,1,,,,,,-2.48,7,10
2/1/2024,06:30:00 -0400,,,0,191,1,,,,,,-2.48,7,10
2/1/2024,06:31:00 -0400,4.143,,,,,,,,,,,,
2/1/2024,06:32:00 -0400,,,0,190,1,,,,,,-2.48,7,11
2/1/2024,06:34:00 -0400,,,0,188,1,,,,,,-2.48,6,10
2/1/2024,06:36:00 -0400,4.146,,0,190,1,,,,,,-2.48,6,8
2/1/2024,06:38:00 -0400,,,0,184,1,,,,,,-2.48,7,11
2/1/2024,06:40:00 -0400,,,0,192,1,,,,,,-2.48,6,10
2/1/2024,06:41:00 -0400,4.117,,,,,,,,,,,,
2/1/2024,06:42:00 -0400,,,0,198,1,,,,,,-2.48,5,8
2/1/2024,06:44:00 -0400,,,0,197,1,,,,,,-2.48,6,10
2/1/2024,06:46:00 -0400,4.14,,0,192,1,,,,,,-2.48,5,7
2/1/2024,06:48:00 -0400,,,0,195,1,,,,,,-2.48,5,7
2/1/2024,06:50:00 -0400,,,0,197,1,,,,,,-2.48,5,6
2/1/2024,06:51:00 -0400,4.146,,,,,,,,,,,,
2/1/2024,06:52:00 -0400,,,0,181,1,,,,,,-2.48,5,7
2/1/2024,06:54:00 -0400,,,0,183,1,,,,,,-2.48,5,7
2/1/2024,06:56:00 -0400,4.119,,0,181,1,,,,,,-2.48,5,6
2/1/2024,06:58:00 -0400,,,0,171,1,,,,,,-2.51,4,6
2/1/2024,07:00:00 -0400,,,0,177,1,,,,,,-2.51,4,6
2/1/2024,07:01:00 -0400,4.14,,,,,,,,,,,,
2/1/2024,07:02:00 -0400,,,0,177,1,,,,,,-2.51,4,5
2/1/2024,07:04:00 -0400,,,0,174,1,,,,,,-2.51,5,7
2/1/2024,07:06:00 -0400,4.146,,0,174,1,,,,,,-2.48,5,6
2/1/2024,07:08:00 -0400,,,0,183,1,,,,,,-2.48,5,7
2/1/2024,07:10:00 -0400,,,0,177,1,,,,,,-2.45,4,6
2/1/2024,07:11:00 -0400,4.122,,,,,,,,,,,,
2/1/2024,07:12:00 -0400,,,0,174,1,,,,,,-2.48,5,8
2/1/2024,07:14:00 -0400,,,0,181,1,,,,,,-2.45,5,7
2/1/2024,07:16:00 -0400,4.14,,0,190,1,,,,,,-2.45,5,8
2/1/2024,07:18:00 -0400,,,0,185,1,,,,,,-2.45,5,7
2/1/2024,07:20:00 -0400,,,0,190,1,,,,,,-2.42,4,6
2/1/2024,07:21:00 -0400,4.146,,,,,,,,,,,,
2/1/2024,07:22:00 -0400,,,0,187,1,,,,,,-2.42,5,7
2/1/2024,07:24:00 -0400,,,0,191,1,,,,,,-2.42,5,7
2/1/2024,07:26:00 -0400,4.13,,0,184,2,,,,,,-2.42,4,6
2/1/2024,07:28:00 -0400,,,0,180,2,,,,,,-2.42,6,7
2/1/2024,07:30:00 -0400,,,0,178,2,,,,,,-2.42,5,7
2/1/2024,07:31:00 -0400,4.148,,,,,,,,,,,,
2/1/2024,07:32:00 -0400,,,0,173,2,,,,,,-2.42,5,6
2/1/2024,07:34:00 -0400,,,0,180,3,,,,,,-2.39,4,6
2/1/2024,07:36:00 -0400,4.16,,0,184,4,,,,,,-2.39,5,7
2/1/2024,07:38:00 -0400,,,0,181,6,,,,,,-2.39,6,8
2/1/2024,07:40:00 -0400,,,0,190,6,,,,,,-2.36,5,6
2/1/2024,07:41:00 -0400,4.143,,,,,,,,,,,,
2/1/2024,07:42:00 -0400,,,0,192,6,,,,,,-2.36,5,7
2/1/2024,07:44:00 -0400,,,0,199,7,,,,,,-2.33,6,8
2/1/2024,07:46:00 -0400,4.169,,0,199,8,,,,,,-2.33,6,8
2/1/2024,07:48:00 -0400,,,0,199,11,,,,,,-2.33,6,7
2/1/2024,07:50:00 -0400,,,0,206,12,,,,,,-2.3,6,8
2/1/2024,07:51:00 -0400,4.197,,,,,,,,,,,,
2/1/2024,07:52:00 -0400,,,0,201,13,,,,,,-2.28,6,7
2/1/2024,07:54:00 -0400,,,0,201,13,,,,,,-2.28,5,7
2/1/2024,07:56:00 -0400,4.176,,0,205,14,,,,,,-2.28,4,6
2/1/2024,07:58:00 -0400,,,0,204,16,,,,,,-2.28,5,6
2/1/2024,08:00:00 -0400,,,0,211,18,,,,,,-2.25,4,6
2/1/2024,08:01:00 -0400,4.23,,,,,,,,,,,,
2/1/2024,08:02:00 -0400,,,0,197,19,,,,,,-2.22,5,7
2/1/2024,08:04:00 -0400,,,0,199,18,,,,,,-2.22,5,6
2/1/2024,08:06:00 -0400,4.269,,0,204,19,,,,,,-2.22,5,6
2/1/2024,08:08:00 -0400,,,0,201,22,,,,,,-2.16,4,6
2/1/2024,08:10:00 -0400,,,0,206,22,,,,,,-2.16,4,6
2/1/2024,08:11:00 -0400,4.256,,,,,,,,,,,,
2/1/2024,08:12:00 -0400,,,0,198,22,,,,,,-2.16,4,6
2/1/2024,08:14:00 -0400,,,0,195,23,,,,,,-2.13,4,6
2/1/2024,08:16:00 -0400,4.302,,0,205,26,,,,,,-2.13,4,5
2/1/2024,08:18:00 -0400,,,0,201,29,,,,,,-2.1,4,6
2/1/2024,08:20:00 -0400,,,0,195,34,,,,,,-2.04,4,5
2/1/2024,08:21:00 -0400,4.296,,,,,,,,,,,,
2/1/2024,08:22:00 -0400,,,0,184,37,,,,,,-2.02,4,5
2/1/2024,08:24:00 -0400,,,0,174,38,,,,,,-2.02,4,6
2/1/2024,08:26:00 -0400,4.293,,0,177,39,,,,,,-1.99,4,6
2/1/2024,08:28:00 -0400,,,0,184,44,,,,,,-1.93,4,6
2/1/2024,08:30:00 -0400,,,0,191,49,,,,,,-1.93,5,7
2/1/2024,08:31:00 -0400,4.298,,,,,,,,,,,,
2/1/2024,08:32:00 -0400,,,0,181,52,,,,,,-1.84,5,7
2/1/2024,08:34:00 -0400,,,0,183,52,,,,,,-1.84,5,7
2/1/2024,08:36:00 -0400,4.313,,0,190,54,,,,,,-1.81,6,7
2/1/2024,08:38:00 -0400,,,0,183,61,,,,,,-1.76,5,7
2/1/2024,08:40:00 -0400,,,0,184,58,,,,,,-1.7,5,7
2/1/2024,08:41:00 -0400,4.295,,,,,,,,,,,,
2/1/2024,08:42:00 -0400,,,0,185,54,,,,,,-1.67,5,7
2/1/2024,08:44:00 -0400,,,0,191,59,,,,,,-1.67,5,7
2/1/2024,08:46:00 -0400,4.305,,0,195,73,,,,,,-1.64,5,7
2/1/2024,08:48:00 -0400,,,0,195,84,,,,,,-1.58,5,7
2/1/2024,08:50:00 -0400,,,0,190,93,,,,,,-1.5,6,7
2/1/2024,08:51:00 -0400,4.311,,,,,,,,,,,,
2/1/2024,08:52:00 -0400,,,0,190,98,,,,,,-1.44,5,7
2/1/2024,08:54:00 -0400,,,0,190,101,,,,,,-1.41,6,8
2/1/2024,08:56:00 -0400,4.316,,0,188,103,,,,,,-1.38,6,8
2/1/2024,08:58:00 -0400,,,0,183,107,,,,,,-1.27,5,8
2/1/2024,09:00:00 -0400,,,0,188,107,,,,,,-1.24,5,7
2/1/2024,09:01:00 -0400,4.314,,,,,,,,,,,,
2/1/2024,09:02:00 -0400,,,0,190,111,,,,,,-1.24,6,8
2/1/2024,09:04:00 -0400,,,0,192,112,,,,,,-1.21,6,10
2/1/2024,09:06:00 -0400,4.313,,0,192,114,,,,,,-1.16,6,8
2/1/2024,09:08:00 -0400,,,0,197,123,,,,,,-1.13,5,8
2/1/2024,09:10:00 -0400,,,0,192,122,,,,,,-1.04,5,7
2/1/2024,09:11:00 -0400,4.319,,,,,,,,,,,,
2/1/2024,09:12:00 -0400,,,0,192,128,,,,,,-0.96,5,7
2/1/2024,09:14:00 -0400,,,0,191,139,,,,,,-0.87,5,8
2/1/2024,09:16:00 -0400,4.31,,0,187,146,,,,,,-0.85,6,10
